NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TNNT2	1	Tnnt2	
MMP23B	1	Mmp23	
TNNT3	1	Tnnt3	
RHOJ	1	Rhoj	
RHOU	1	Rhou	
RHOV	1	Rhov	
RHOQ	1	Rhoq	
TOR4A	1	Tor4a	
OPRD1	1	Oprd1	
TNXB	1	Tnxb	
TUBD1	1	Tubd1	
PBLD	1	Pbld2	
KIAA0753	1	4933427D14Rik	
MTCO2P12	1	mt-Co2	
TBL1X	1	Tbl1x	
RANBP2	1	Ranbp2	
RANBP1	1	Ranbp1	
RANBP3	1	Ranbp3	
RANBP9	1	Ranbp9	
TUBE1	1	Tube1	
RANBP6	1	Ranbp6	
RSL1D1	1	Rsl1d1	
R3HCC1	1	R3hcc1	
B9D1	1	B9d1	
CAMK1	1	Camk1	
B9D2	1	B9d2	
STEAP3	1	Steap3	
STEAP4	1	Steap4	
GOLT1B	1	Golt1b	
ARHGAP39	1	Arhgap39	
SSC4D	1	Ssc4d	
ARHGAP35	1	Arhgap35	
BASP1	1	Basp1	
PDIA3	1	Pdia3	
NPY1R	1	Npy1r	
PDIA6	1	Pdia6	
PDIA5	1	Pdia5	
PDIA4	1	Pdia4	
ARHGAP45	1	Arhgap45	
CMPK1	1	Cmpk1	
CMPK2	1	Cmpk2	
LRIF1	1	Lrif1	
AIPL1	1	Aipl1	
BTF3L4	2	Btf3l4:Gm20075	
ARHGAP19	1	Arhgap19	
ARHGAP18	1	Arhgap18	
ARHGAP17	1	Arhgap17	
ARHGAP15	1	Arhgap15	
SEZ6L2	1	Sez6l2	
ARHGAP12	1	Arhgap12	
ARHGAP22	1	Arhgap22	
ARHGAP21	1	Arhgap21	
MAN2A2	1	Man2a2	
MAN2A1	1	Man2a1	
MARK4	1	Mark4	
MARK3	1	Mark3	
MARK2	1	Mark2	
RAP1GAP2	1	Rap1gap2	
ALYREF	2	Alyref:Alyref2	
ASPSCR1	1	Aspscr1	
ARHGAP29	1	Arhgap29	
TDRD7	1	Tdrd7	
SSC5D	1	Ssc5d	
ARHGAP28	1	Arhgap28	
ARHGAP27	1	Arhgap27	
ARHGAP25	1	Arhgap25	
ARHGAP24	1	Arhgap24	
TDRD3	1	Tdrd3	
NMRAL1	1	Nmral1	
ARHGAP23	1	Arhgap23	
ARHGAP33	1	Arhgap33	
ARHGAP32	1	Arhgap32	
ARHGAP31	1	Arhgap31	
ARHGAP30	1	Arhgap30	
DNMBP	1	Dnmbp	
MAN2B2	1	Man2b2	
EBPL	1	Ebpl	
MAN2B1	1	Man2b1	
ULBP1	1	Ulbp1	
MAN2C1	1	Man2c1	
DESI1	1	Desi1	
DESI2	1	Desi2	
MARS2	1	Mars2	
MARS1	1	Mars	
URB2	1	Urb2	
URB1	1	Urb1	
ARHGAP10	1	Arhgap10	
ITGB1BP1	1	Itgb1bp1	
MOSPD2	1	Mospd2	
MOSPD1	1	Mospd1	
MTIF2	1	Mtif2	
MOSPD3	1	Mospd3	
MTIF3	1	Mtif3	
TOB2	1	Tob2	
TOB1	1	Tob1	
PRRG4	1	Prrg4	
NT5DC1	1	Nt5dc1	
PRRG2	1	Prrg2	
NT5DC2	1	Nt5dc2	
PRRG1	1	Prrg1	
NT5DC3	1	Nt5dc3	
LRIG3	1	Lrig3	
LRIG2	1	Lrig2	
SHCBP1	1	Shcbp1	
PIKFYVE	1	Pikfyve	
GNPDA1	1	Gnpda1	
GNPDA2	1	Gnpda2	
SSBP1	1	Ssbp1	
SSBP2	1	Ssbp2	
SSBP3	1	Ssbp3	
SSBP4	1	Ssbp4	
NUP107	1	Nup107	
PWWP2B	1	Pwwp2b	
SPINT2	1	Spint2	
SLA2	1	Sla2	
ALKBH7	1	Alkbh7	
ALKBH6	1	Alkbh6	
ALKBH8	1	Alkbh8	
ALKBH3	1	Alkbh3	
ALKBH2	1	Alkbh2	
ALKBH5	1	Alkbh5	
ALKBH4	1	Alkbh4	
DPYSL2	1	Dpysl2	
ALKBH1	1	Alkbh1	
FGFR1OP2	1	Fgfr1op2	
GPBP1	1	Gpbp1	
DPYSL3	1	Dpysl3	
PWWP2A	1	Pwwp2a	
VSTM4	1	Vstm4	
FNBP4	1	Fnbp4	
SAP30BP	1	Sap30bp	
FNBP1	1	Fnbp1	
CACNA2D1	1	Cacna2d1	
TEX54	1	1700092M07Rik	
CACNA2D4	1	Cacna2d4	
ABITRAM	1	Abitram	
SPINT1	1	Spint1	
FEZ2	1	Fez2	
TXNIP	1	Txnip	
TCEANC2	1	Tceanc2	
PLBD1	1	Plbd1	
CLOCK	1	Clock	
PLBD2	1	Plbd2	
SLBP	1	Slbp	
URI1	1	Uri1	
SAR1A	1	Sar1a	
SAR1B	1	Sar1b	
ZC3HAV1	1	Zc3hav1	
PRPSAP1	1	Prpsap1	
PRPSAP2	1	Prpsap2	
HLCS	1	Hlcs	
ATRIP	1	Atrip	
TOE1	1	Toe1	
BTBD19	1	Btbd19	
CREBBP	1	Crebbp	
TEX30	1	Tex30	
BTBD17	1	Btbd17	
NCAPH2	1	Ncaph2	
PBX3	1	Pbx3	
PBX2	1	Pbx2	
BTBD11	1	Btbd11	
PBX4	1	Pbx4	
BTBD10	1	Btbd10	
PBX1	1	Pbx1	
NANOG	1	Nanog	
NCAPG2	1	Ncapg2	
SNX12	1	Snx12	
SNX13	1	Snx13	
SNX10	1	Snx10	
JRKL	1	Jrkl	
SNX11	1	Snx11	
IL18BP	1	Il18bp	
CASP12	1	Casp12	
SLC18A1	1	Slc18a1	
SLC18A2	1	Slc18a2	
RING1	1	Ring1	
TEX10	1	Tex10	
TEX11	1	Tex11	
TEX12	1	Tex12	
TEX14	1	Tex14	
TEX15	1	Tex15	
PLSCR1	1	Plscr1	
PLSCR3	1	Plscr3	
PLSCR2	1	Plscr2	
PLSCR4	1	Plscr4	
SLC18B1	1	Slc18b1	
PAFAH1B3	1	Pafah1b3	
PAFAH1B2	1	Pafah1b2	
PAFAH1B1	1	Pafah1b1	
ECHS1	1	Echs1	
URM1	1	Urm1	
SNX32	1	Snx32	
SNX33	1	Snx33	
SNX30	1	Snx30	
RIDA	1	Rida	
SNX29	1	Snx29	
SNX27	1	Snx27	
SNX25	1	Snx25	
CASP8AP2	1	Casp8ap2	
RIC3	1	Ric3	
SLF1	1	Slf1	
RIC1	1	Ric1	
SLF2	1	Slf2	
APEX2	1	Apex2	
SNX24	1	Snx24	
SNX21	1	Snx21	
SNX22	1	Snx22	
SNX20	1	Snx20	
SNX18	1	Snx18	
SNX19	1	Snx19	
GID4	1	Gid4	
SNX16	1	Snx16	
MYBBP1A	1	Mybbp1a	
SNX17	1	Snx17	
SHKBP1	1	Shkbp1	
APEX1	1	Apex1	
SNX14	1	Snx14	
GID8	1	Gid8	
SNX15	1	Snx15	
PWWP3A	1	Pwwp3a	
NCAPD2	1	Ncapd2	
CIAPIN1	1	Ciapin1	
NCAPD3	1	Ncapd3	
LY6K	1	Ly6k	
ALDH1L1	1	Aldh1l1	
RIF1	1	Rif1	
TMEM167B	1	Tmem167b	
TMEM167A	1	Tmem167	
LAPTM4B	1	Laptm4b	
LAPTM4A	1	Laptm4a	
UROD	1	Urod	
TOM1	1	Tom1	
CTNNBIP1	1	Ctnnbip1	
SDCBP2	1	Sdcbp2	
RINT1	1	Rint1	
LY6D	1	Ly6d	
LY6H	4	Ly6c1:Ly6i:Ly6a:Ly6c2	
AJUBA	1	Ajuba	
ARL8A	1	Arl8a	
ARL8B	1	Arl8b	
LY6E	1	Ly6e	
LY96	1	Ly96	
CREBL2	1	Crebl2	
PKMYT1	1	Pkmyt1	
AMDHD1	1	Amdhd1	
AMDHD2	1	Amdhd2	
KIAA1522	1	C77080	
TNFRSF17	1	Tnfrsf17	
TNFRSF14	1	Tnfrsf14	
IP6K1	1	Ip6k1	
GRIA3	1	Gria3	
IP6K3	1	Ip6k3	
SAC3D1	1	Sac3d1	
IP6K2	1	Ip6k2	
UROS	1	Uros	
LY86	1	Ly86	
UCKL1	1	Uckl1	
ECE1	1	Ece1	
ARL5B	1	Arl5b	
KIAA1549	1	D630045J12Rik	
ARL5C	1	Arl5c	
TRIM68	1	Trim68	
TRIM69	1	Trim69	
ARL5A	1	Arl5a	
TRIM65	1	Trim65	
TRIM62	1	Trim62	
TNFRSF18	1	Tnfrsf18	
TNFRSF1B	1	Tnfrsf1b	
ARFGAP3	1	Arfgap3	
ARFGAP1	1	Arfgap1	
ARFGAP2	1	Arfgap2	
TNFRSF1A	1	Tnfrsf1a	
ARL4C	1	Arl4c	
ARL4D	1	Arl4d	
ARL4A	1	Arl4a	
PCCA	1	Pcca	
PCCB	1	Pccb	
TRIM59	1	Trim59	
TNFRSF25	1	Tnfrsf25	
TOP1	1	Top1	
DCTPP1	1	Dctpp1	
TRIM55	1	Trim55	
TNFRSF21	1	Tnfrsf21	
TRIM56	1	Trim56	
CANT1	1	Cant1	
CARNMT1	1	Carnmt1	
HM13	1	H13	
SRBD1	1	Srbd1	
TRIM46	1	Trim46	
UBQLN1	1	Ubqln1	
TRIM47	1	Trim47	
ZNF865	1	Zfp865	
OR12D3	1	Olfr109	
UBQLN4	1	Ubqln4	
RILP	1	Rilp	
TRIM44	1	Trim44	
UBQLN2	1	Ubqln2	
TRIM45	1	Trim45	
TRIM41	1	Trim41	
TXNL1	1	Txnl1	
CABLES1	1	Cables1	
KIAA0232	1	D5Ertd579e	
TM6SF1	1	Tm6sf1	
EFR3B	1	Efr3b	
CABLES2	1	Cables2	
TM6SF2	1	Tm6sf2	
DBNDD2	1	Dbndd2	
TRIM39	1	Trim39	
TRIM35	1	Trim35	
TRIM36	1	Trim36	
TRIM37	1	Trim37	
TRIM32	1	Trim32	
TRIM33	1	Trim33	
ZNF850	1	Zfp619	
TRIM34	1	Trim34a	
RFESD	1	Rfesd	
ECI1	1	Eci1	
ECI2	2	Eci2:Eci3	
MTFR1L	1	Mtfr1l	
C16orf89	1	AU021092	
C16orf87	1	4921524J17Rik	
EFR3A	1	Efr3a	
RINL	1	Rinl	
TRIM28	1	Trim28	
TRIM24	1	Trim24	
TRIM25	1	Trim25	
ARL16	1	Arl16	
TRIM26	1	Trim26	
TRIM27	1	Trim27	
TRIM21	1	Trim21	
TRIM23	1	Trim23	
ARL10	1	Arl10	
ARL11	1	Arl11	
C16orf72	1	1810013L24Rik	
GIN1	1	Gin1	
ARL15	1	Arl15	
ECH1	1	Ech1	
TMEM170B	1	Tmem170b	
TMEM170A	1	Tmem170	
C16orf74	1	1190005I06Rik	
SLPI	1	Slpi	
TRIM17	1	Trim17	
PNLDC1	1	Pnldc1	
TRIM13	1	Trim13	
TRIM14	1	Trim14	
RIN3	1	Rin3	
TRIM16	1	Trim16	
RIN1	1	Rin1	
RIN2	1	Rin2	
TP53	1	Trp53	
TRIM11	1	Trim11	
ACTR3B	1	Actr3b	
TTBK2	1	Ttbk2	
SYNGR1	1	Syngr1	
SYNGR2	1	Syngr2	
HLTF	1	Hltf	
SARAF	1	Saraf	
B4GALNT1	1	B4galnt1	
LYAR	1	Lyar	
B4GALNT2	1	B4galnt2	
PCK2	1	Pck2	
PHETA2	1	Pheta2	
HARS1	1	Hars	
NBEAL1	1	Nbeal1	
NBEAL2	1	Nbeal2	
PHETA1	1	Pheta1	
C16orf54	1	AI467606	
HARS2	1	Hars2	
POLA1	1	Pola1	
POLA2	1	Pola2	
HERPUD2	1	Herpud2	
COX7B	1	Cox7b	
ECM1	1	Ecm1	
HIBADH	1	Hibadh	
GRIK5	1	Grik5	
COX7C	1	Cox7c	
HERPUD1	1	Herpud1	
PCM1	1	Pcm1	
ACTR1A	1	Actr1a	
ACTR1B	1	Actr1b	
NMRK2	1	Nmrk2	
NMRK1	1	Nmrk1	
CNTRL	1	Cntrl	
GIT1	1	Git1	
ATPAF2	1	Atpaf2	
COX8A	1	Cox8a	
TOX4	1	Tox4	
TOX3	1	Tox3	
TOX2	1	Tox2	
SLTM	1	Sltm	
SLU7	1	Slu7	
ATPAF1	1	Atpaf1	
PCNA	1	Pcna	
GPALPP1	1	Gpalpp1	
FITM1	1	Fitm1	
NOXO1	1	Noxo1	
FITM2	1	Fitm2	
COX5B	1	Cox5b	
COX5A	1	Cox5a	
PCNP	1	Pcnp	
SLX4	1	Slx4	
ORMDL2	1	Ormdl2	
ORMDL3	1	Ormdl3	
PCNT	1	Pcnt	
SLX9	1	Fam207a	
GIT2	1	Git2	
C16orf91	1	BC003965	
C16orf90	1	1700037C18Rik	
TMEM176B	1	Tmem176b	
TMEM176A	1	Tmem176a	
ORMDL1	1	Ormdl1	
COX6C	1	Cox6c	
CYP8B1	1	Cyp8b1	
YIF1A	1	Yif1a	
YIF1B	1	Yif1b	
RIT1	1	Rit1	
SEC23IP	1	Sec23ip	
ACTR10	1	Actr10	
IL18R1	1	Il18r1	
GRINA	1	Grina	
NUP188	1	Nup188	
TMOD1	1	Tmod1	
SPINK2	1	Spink2	
PCID2	1	Pcid2	
FBXW12	1	Fbxw13	
FBXW10	1	Fbxw10	
FBXW11	1	Fbxw11	
TMOD3	1	Tmod3	
TMOD2	1	Tmod2	
TTC7B	1	Ttc7b	
TTC7A	1	Ttc7	
POLG2	1	Polg2	
COX19	1	Cox19	
COX16	1	Cox16	
COX15	1	Cox15	
COX18	1	Cox18	
COX17	1	Cox17	
NUP160	1	Nup160	
TIMM50	1	Timm50	
COX11	1	Cox11	
CYTL1	1	Cytl1	
COX14	1	Cox14	
ECT2	1	Ect2	
COX10	1	Cox10	
CNTLN	1	Cntln	
AUTS2	1	Auts2	
NUP155	1	Nup155	
PCIF1	1	Pcif1	
TIMM44	1	Timm44	
USB1	1	Usb1	
NUP153	1	Nup153	
MKRN1	1	Mkrn1	
MKRN2	1	Mkrn2	
COX20	1	Cox20	
SWSAP1	1	Swsap1	
TTC23	1	Ttc23	
TNFAIP8	1	Tnfaip8	
TNFAIP6	1	Tnfaip6	
TNFAIP2	1	Tnfaip2	
TNFAIP3	1	Tnfaip3	
PCTP	1	Pctp	
TNFAIP1	1	Tnfaip1	
USE1	1	Use1	
TTC27	1	Ttc27	
TTC28	1	Ttc28	
LYL1	1	Lyl1	
FYCO1	1	Fyco1	
CYTIP	1	Cytip	
TTC36	1	Ttc36	
TTC37	1	Ttc37	
NUP133	1	Nup133	
TTC32	1	Ttc32	
TTC33	1	Ttc33	
SHROOM3	1	Shroom3	
SHROOM1	1	Shroom1	
SYNGR3	1	Syngr3	
SYNGR4	1	Syngr4	
SHROOM4	1	Shroom4	
TTC38	1	Ttc38	
OXLD1	1	Oxld1	
SLC3A2	1	Slc3a2	
CYTH3	1	Cyth3	
CAND2	1	Cand2	
POLD3	1	Pold3	
CYTH2	1	Cyth2	
POLD4	1	Pold4	
CAND1	1	Cand1	
CYTH4	1	Cyth4	
POLD1	1	Pold1	
POLD2	1	Pold2	
CYTH1	1	Cyth1	
TTC14	1	Ttc14	
TIMM8B	1	Timm8b	
TIMM8A	2	Timm8a1:Timm8a2	
TTC12	1	Ttc12	
TTC13	1	Ttc13	
TPBG	1	Tpbg	
USF3	1	Usf3	
USF2	1	Usf2	
TTC19	1	Ttc19	
USF1	1	Usf1	
TTC17	1	Ttc17	
POLE4	1	Pole4	
SMUG1	1	Smug1	
POLE2	1	Pole2	
POLE3	1	Pole3	
SARDH	1	Sardh	
GPD1L	1	Gpd1l	
WIPF1	1	Wipf1	
WIPF2	1	Wipf2	
SMC5	1	Smc5	
SLC4A2	1	Slc4a2	
SMC6	1	Smc6	
SLC4A3	1	Slc4a3	
SMC3	1	Smc3	
SMC4	1	Smc4	
SLC4A5	1	Slc4a5	
SMC2	1	Smc2	
GJA1	1	Gja1	
EVA1A	1	Eva1a	
EVA1B	1	Eva1b	
ZMIZ1	1	Zmiz1	
ZMIZ2	1	Zmiz2	
EVA1C	1	Eva1c	
GJA4	1	Gja4	
NAMPT	1	Nampt	
PXDC1	1	Pxdc1	
NUP214	1	Nup214	
NUP210	1	Nup210	
ARMC9	1	Armc9	
ARMC7	1	Armc7	
ARMC8	1	Armc8	
ARMC1	1	Armc1	
ARMC2	1	Armc2	
DEPDC1B	1	Depdc1b	
ADCY9	1	Adcy9	
ARMC5	1	Armc5	
ARMC6	1	Armc6	
ARMC3	1	Armc3	
HMBS	1	Hmbs	
LIPT2	1	Lipt2	
LIPT1	1	Lipt1	
NUP205	1	Nup205	
AKAP17A	1	Akap17b	
ARPP19	1	Arpp19	
SAMSN1	1	Samsn1	
PLAC8	1	Plac8	
GJC1	1	Gjc1	
FAM171A1	1	Fam171a1	
NCSTN	1	Ncstn	
FAM171A2	1	Fam171a2	
FDFT1	1	Fdft1	
POU6F1	1	Pou6f1	
GJB2	1	Gjb2	
LDAF1	1	Tmem159	
REC114	1	Rec114	
SMG1	1	Smg1	
SMG9	1	Smg9	
SMG7	1	Smg7	
SMG8	1	Smg8	
LYST	1	Lyst	
SMG5	1	Smg5	
SMG6	1	Smg6	
TPI1	1	Tpi1	
CDYL2	1	Cdyl2	
USO1	1	Uso1	
ADCY4	1	Adcy4	
ADCY3	1	Adcy3	
SPTY2D1	1	Spty2d1	
ADCY7	1	Adcy7	
FGD1	1	Fgd1	
ADCY6	1	Adcy6	
FGD2	1	Fgd2	
FGD3	1	Fgd3	
ARFRP1	1	Arfrp1	
FGD4	1	Fgd4	
FGD5	1	Fgd5	
FGD6	1	Fgd6	
SLC17A9	1	Slc17a9	
GPAT4	1	Gpat4	
USP1	1	Usp1	
SLC17A5	1	Slc17a5	
PCGF1	1	Pcgf1	
GPAT3	1	Gpat3	
SLC17A7	1	Slc17a7	
GPAT2	1	Gpat2	
SLC17A8	1	Slc17a8	
PCGF6	1	Pcgf6	
NOXRED1	1	Noxred1	
TPK1	1	Tpk1	
KIDINS220	1	Kidins220	
PCGF5	1	Pcgf5	
PBDC1	1	Pbdc1	
PCGF2	1	Pcgf2	
PCGF3	1	Pcgf3	
SYVN1	1	Syvn1	
VMA21	1	Vma21	
JKAMP	1	Jkamp	
PCYOX1L	1	Pcyox1l	
MRE11	1	Mre11a	
TPMT	1	Tpmt	
TMEM179B	1	Tmem179b	
FGF1	1	Fgf1	
FGF2	1	Fgf2	
IPO7	1	Ipo7	
IPO4	1	Ipo4	
IPO5	1	Ipo5	
EDC3	1	Edc3	
EDC4	1	Edc4	
RIMS2	1	Rims2	
NPEPPS	1	Npepps	
FGF7	1	Fgf7	
IPO8	1	Ipo8	
IPO9	1	Ipo9	
RIMS3	1	Rims3	
FGF9	1	Fgf9	
CSGALNACT1	1	Csgalnact1	
USP8	1	Usp8	
USP7	1	Usp7	
TMEM178B	1	Tmem178b	
USP5	1	Usp5	
TPM4	1	Tpm4	
TPM3	1	Tpm3	
MAMSTR	1	Mamstr	
USP4	1	Usp4	
TMEM178A	1	Tmem178	
TPM2	1	Tpm2	
SWAP70	1	Swap70	
USP3	1	Usp3	
CSGALNACT2	1	Csgalnact2	
IPMK	1	Ipmk	
USP2	1	Usp2	
TPM1	1	Tpm1	
DYRK1A	1	Dyrk1a	
DYRK1B	1	Dyrk1b	
CHD1L	1	Chd1l	
PYGO1	1	Pygo1	
PYGO2	1	Pygo2	
IPPK	1	Ippk	
ZNF791	1	Zfp791	
ZNF790	1	Zfp790	
GLT8D1	1	Glt8d1	
HMMR	1	Hmmr	
FGGY	1	Fggy	
SMN2	1	Smn1	
ZNF787	1	Zfp787	
TPPP	1	Tppp	
ZNF784	1	Zfp784	
AKIRIN2	1	Akirin2	
ZNF781	1	D130040H23Rik	
AKIRIN1	1	Akirin1	
SLC4A11	1	Slc4a11	
DAB2	1	Dab2	
PDCL	1	Pdcl	
TPP2	1	Tpp2	
ZNF778	2	Zfp763:Zfp560	
ZNF777	1	Zfp777	
TPP1	1	Tpp1	
ZNF775	1	Zfp775	
ZNF771	1	Zfp771	
ZNF770	1	Zfp770	
UFSP2	1	Ufsp2	
KIAA0100	1	2610507B11Rik	
UFSP1	1	Ufsp1	
ZNF768	1	Zfp768	
ZNF764	4	9130019O22Rik:E430018J23Rik:Zfp747:Zfp764	
TNPO1	1	Tnpo1	
TNPO2	1	Tnpo2	
OR8D1	1	Olfr933	
TNPO3	1	Tnpo3	
ILKAP	1	Ilkap	
TPRN	1	Tprn	
CTDSPL	1	Ctdspl	
EDF1	1	Edf1	
WIPI1	1	Wipi1	
WIPI2	1	Wipi2	
NPEPL1	1	Npepl1	
CTDSP1	1	Ctdsp1	
DAD1	1	Dad1	
CTDSP2	1	Ctdsp2	
PLAG1	1	Plag1	
FGL1	1	Fgl1	
FGL2	1	Fgl2	
PDHB	1	Pdhb	
ZNF746	1	Zfp746	
ZNF740	1	Zfp740	
SMOX	1	Smox	
MFAP5	1	Mfap5	
MFAP4	1	Mfap4	
MFAP1	2	Mfap1a:Mfap1b	
MFAP3	1	Mfap3	
MFAP2	1	Mfap2	
TPT1	1	Tpt1	
TMEM183A	1	Tmem183a	
PDCD2L	1	Pdcd2l	
PABPN1L	1	Pabpn1l	
TIAL1	1	Tial1	
ZNF845	1	Gm13212	
PDK4	1	Pdk4	
DAG1	1	Dag1	
PDK3	1	Pdk3	
PDK2	1	Pdk2	
PDK1	1	Pdk1	
PDHX	1	Pdhx	
SLC51A	1	Slc51a	
TIAM2	1	Tiam2	
TIAM1	1	Tiam1	
ZNF839	1	Zfp839	
GINM1	1	Ginm1	
ZNF831	1	Zfp831	
ZNF830	1	Zfp830	
TMEM185B	1	Tmem185b	
TMEM185A	1	Tmem185a	
STXBP3	1	Stxbp3	
STXBP4	1	Stxbp4	
STXBP1	1	Stxbp1	
STXBP2	1	Stxbp2	
GSKIP	1	Gskip	
RPAP1	1	Rpap1	
RPAP2	1	Rpap2	
RPAP3	1	Rpap3	
CD79B	1	Cd79b	
CD79A	1	Cd79a	
ZNF827	1	Zfp827	
PDCD11	1	Pdcd11	
PDCD10	1	Pdcd10	
STXBP5	1	Stxbp5	
ZNF821	1	Zfp821	
STXBP6	1	Stxbp6	
TMEM184A	1	Tmem184a	
TMEM184C	1	Tmem184c	
TMEM184B	1	Tmem184b	
SMU1	1	Smu1	
TPX2	1	Tpx2	
SMTN	1	Smtn	
ADCK2	1	Adck2	
ADCK1	1	Adck1	
ADCK5	1	Adck5	
DCP1A	1	Dcp1a	
DCP1B	1	Dcp1b	
RPAIN	1	Rpain	
C2CD5	1	C2cd5	
ZCCHC10	1	Zcchc10	
C2CD3	1	C2cd3	
C2CD2	1	C2cd2	
ZCCHC18	1	Zcchc18	
ZCCHC17	1	Zcchc17	
ZCCHC14	1	Zcchc14	
ZNF800	1	Zfp800	
ZCCHC24	1	Zcchc24	
EDN1	1	Edn1	
EDN3	1	Edn3	
PPHLN1	1	Pphln1	
PDCD1LG2	1	Pdcd1lg2	
CYP7B1	1	Cyp7b1	
VWA8	1	Vwa8	
VWA1	1	Vwa1	
MATN4	1	Matn4	
MATN2	1	Matn2	
VWA7	1	Vwa7	
PDPR	1	Pdpr	
CHRAC1	1	Chrac1	
PDPN	1	Pdpn	
GINS1	1	Gins1	
GINS2	1	Gins2	
GINS3	1	Gins3	
GINS4	1	Gins4	
GRHL1	1	Grhl1	
PDP1	1	Pdp1	
MPHOSPH9	1	Mphosph9	
PDP2	1	Pdp2	
TRIML2	1	Triml2	
MPHOSPH8	1	Mphosph8	
F2RL2	1	F2rl2	
MPHOSPH6	1	Mphosph6	
ZWILCH	1	Zwilch	
LZIC	1	Lzic	
MARCHF11	1	March11	
CCDC28B	1	Ccdc28b	
CCDC28A	1	Ccdc28a	
AZI2	1	Azi2	
RALBP1	1	Ralbp1	
PRTN3	1	Prtn3	
MATR3	1	Matr3	
DAP3	1	Dap3	
PMAIP1	1	Pmaip1	
SPECC1	1	Specc1	
TSGA10	1	Tsga10	
GRHPR	1	Grhpr	
CORO7-PAM16	1	Coro7	
TGIF2-RAB5IF	1	Tgif2	
EOLA1	1	1110012L19Rik	
RABEPK	1	Rabepk	
OASL	1	Oasl1	
TOP1MT	1	Top1mt	
LRRTM2	1	Lrrtm2	
BRD3OS	1	Brd3os	
IQCE	1	Iqce	
PLAUR	1	Plaur	
IQCC	1	Iqcc	
IQCD	1	Iqcd	
UTF1	1	Utf1	
IQCG	1	Iqcg	
SUPV3L1	1	Supv3l1	
ALDH1A3	1	Aldh1a3	
IQCN	1	Iqcn	
IQCK	1	Iqck	
RABEP1	1	Rabep1	
OAS1	3	Oas1g:Oas1c:Oas1a	
RABEP2	1	Rabep2	
THRAP3	1	Thrap3	
OAS2	1	Oas2	
OAS3	1	Oas3	
ALDH1A2	1	Aldh1a2	
ALDH1A1	1	Aldh1a1	
PDXK	1	Pdxk	
PDXP	1	Pdxp	
OGFRL1	1	Ogfrl1	
ALDH1B1	1	Aldh1b1	
ERICH1	1	Erich1	
SNCG	1	Sncg	
LURAP1	1	Lurap1	
S100PBP	1	S100pbp	
SLC4A7	1	Slc4a7	
SLC4A8	1	Slc4a8	
NSDHL	1	Nsdhl	
DAXX	1	Daxx	
SND1	1	Snd1	
SLC5A6	1	Slc5a6	
PADI3	1	Padi3	
PADI2	1	Padi2	
TBPL1	1	Tbpl1	
PADI4	1	Padi4	
MTMR1	1	Mtmr1	
MTMR2	1	Mtmr2	
MTMR3	1	Mtmr3	
MEAF6	1	Meaf6	
MTMR9	1	Mtmr9	
MTMR4	1	Mtmr4	
OAZ1	1	Oaz1	
SLC5A3	1	Slc5a3	
MTMR6	1	Mtmr6	
OAZ2	1	Oaz2	
OAZ3	1	Oaz3	
MTMR7	1	Mtmr7	
SLC5A5	1	Slc5a5	
HMGXB4	1	Hmgxb4	
HMGXB3	1	Hmgxb3	
PROSER3	1	Proser3	
B3GALNT2	1	B3galnt2	
B3GALNT1	1	B3galnt1	
NAPSA	1	Napsa	
ERLIN1	1	Erlin1	
ERLIN2	1	Erlin2	
SNF8	1	Snf8	
MLLT11	1	Mllt11	
MLLT10	1	Mllt10	
SASS6	1	Sass6	
NAPEPLD	1	Napepld	
LITAF	1	Litaf	
TRIOBP	1	Triobp	
EEA1	1	Eea1	
FGFBP3	1	Fgfbp3	
ELOVL1	1	Elovl1	
RIPK3	1	Ripk3	
RIPK2	1	Ripk2	
ELOVL5	1	Elovl5	
VWA5A	1	Vwa5a	
ELOVL6	1	Elovl6	
ELOVL7	1	Elovl7	
SUMF2	1	Sumf2	
POU5F1	1	Pou5f1	
SUMF1	1	Sumf1	
POU5F2	1	Pou5f2	
SLC29A1	1	Slc29a1	
SLC29A3	1	Slc29a3	
SLC29A2	1	Slc29a2	
FSTL1	1	Fstl1	
FSTL3	1	Fstl3	
RECQL4	1	Recql4	
RECQL5	1	Recql5	
CARNS1	1	Carns1	
P2RY12	1	P2ry12	
P2RY13	1	P2ry13	
P2RY10	1	P2ry10	
UTP6	1	Utp6	
SLC16A1	1	Slc16a1	
UTP4	1	Utp4	
UTP3	1	Utp3	
P2RY14	1	P2ry14	
MEAK7	1	Meak7	
YLPM1	1	Ylpm1	
VWA3B	1	Vwa3b	
ZNF699	2	Zfp846:Zfp973	
ZNF697	1	Zfp697	
PECR	1	Pecr	
ZNF692	1	Zfp692	
ZNF691	1	Zfp691	
CSE1L	1	Cse1l	
STK19	1	Stk19	
HNMT	1	Hnmt	
ATP8B5P	1	Atp8b5	
STK10	1	Stk10	
STK11	1	Stk11	
STK16	1	Stk16	
KPNA6	1	Kpna6	
SLC16A6	1	Slc16a6	
SLC16A7	1	Slc16a7	
KPNA4	1	Kpna4	
ZNF689	1	Zfp689	
ZNF688	1	Zfp688	
SLC16A9	1	Slc16a9	
SLC16A2	1	Slc16a2	
ZNF687	1	Zfp687	
KPNA2	2	Gm10184:Kpna2	
KPNA3	1	Kpna3	
SLC16A3	1	Slc16a3	
SLC16A4	1	Slc16a4	
KPNA1	1	Kpna1	
