Probeset_ID,Gene Symbol,LMIsW,Sample_,Sample_,Sample_
10546936,Prrt3,-55.99,-36.89,-38.85,-85.63
10546944,Tmem111,5.94,24.03,-36.33,21.53
10546953,4931417G12Rik or Fancd2,-72.63,-91.81,-82.15,-38.25
10546960,6720456B07Rik,-20.33,-25.16,-18.95,-18.42
10546962,Ghrl,-13.77,-26.83,16.08,-26.35
10546967,Sec13,-21.47,-46.34,-23.03,5.96
10546977,Atp2b2,-41.60,-27.18,-62.25,-41.40
10547009,Vgll4,76.58,66.97,83.71,76.13
10547015,1500001M20Rik,-29.34,-41.86,-33.19,-14.37
10547022,Timp4,-36.88,-34.57,-25.62,-56.50
10547030,2510049J12Rik,-35.45,-35.66,-60.36,-17.09
10547034,Raf1,8.95,21.67,5.93,1.17
10547054,---,10.10,45.00,-46.27,38.93
10547056,Tmem40,-46.33,-81.50,-31.04,-31.83
10547068,Rpl32,16.88,10.72,17.09,22.51
10547073,Snora7a,-77.33,-86.75,-78.43,-61.23
10547075,BC060267,-24.55,-14.18,-35.22,-26.03
10547088,Mbd4 or Ift122,-6.41,8.62,-21.25,-5.44
10547100,Plxnd1,69.30,66.79,72.21,69.15
10547140,Tmcc1,79.88,81.57,71.16,86.31
10547151,Rpl27a,-15.32,-36.21,-24.65,22.28
10547153,Alox5,82.65,83.16,84.09,80.60
10547171,Olfr215,-16.32,31.79,0.59,-73.59
10547173,Zfp422,3.15,-26.87,41.76,-7.95
10547177,Rassf4,72.78,73.25,73.38,72.52
10547191,Tmem72,-50.67,-42.18,-47.60,-61.12
10547200,---,0.09,-10.53,28.34,-21.25
10547202,---,0.29,14.79,-36.01,17.74
10547204,Hnrnpf,-71.42,-85.13,-54.92,-70.01
10547206,Fxyd4,-22.74,-20.72,-12.77,-36.68
10547217,Csgalnact2,14.32,35.35,-15.97,26.48
10547227,Ret,-55.97,-62.50,-54.97,-51.50
10547251,Bms1,-64.43,-73.04,-56.64,-61.37
10547274,Zfp248,-43.11,-58.93,-36.53,-32.82
10547282,Zfp9,-77.53,-58.46,-92.99,-78.21
10547288,Ankrd26,-84.54,-82.48,-81.00,-88.95
10547322,Cacna1c,-48.11,-62.70,-43.33,-41.02
10547381,Lrtm2,-25.97,-22.66,-18.04,-36.83
10547386,Adipor2,74.61,75.20,69.14,78.04
10547396,Wnt5b,-42.73,-64.25,-49.78,-12.93
10547404,Erc1,-58.22,-56.15,-61.22,-57.51
10547408,Erc1,-66.61,-54.19,-64.81,-78.41
10547410,Erc1,-91.51,-94.87,-82.87,-93.60
10547436,Wnk1,84.72,85.34,88.76,78.31
10547469,Wnk1,16.19,18.69,6.45,25.11
10547471,B4galnt3,-50.22,-63.48,-31.59,-58.53
10547492,Ccdc77,-42.72,-40.60,-36.61,-50.55
10547508,Cecr6,-39.96,-32.46,-81.14,-10.75
10547513,Cecr5,-87.70,-89.70,-90.16,-83.17
10547521,Atp6v1e1,56.84,56.11,45.59,67.14
10547531,Bid,21.38,26.58,13.62,23.93
10547540,Mical3,-80.51,-83.33,-85.19,-70.87
10547553,Mical3,-72.00,-76.84,-56.97,-77.01
10547575,Iqsec3,-26.60,-52.13,-11.81,-26.37
10547590,Klrg1,-42.16,-66.66,-34.30,-30.14
10547597,Phc1,-81.50,-78.57,-74.38,-89.26
10547613,Rimklb,-47.98,-50.22,-38.32,-56.71
10547621,Apobec1,92.25,90.83,93.94,91.36
10547633,Gdf3,11.28,9.26,-0.17,20.71
10547638,Rpl15,-15.32,-36.21,-24.65,22.28
10547641,Slc2a3,-14.44,-16.23,-11.42,-16.51
10547655,---,-1.00,-2.60,25.96,-16.58
10547657,C3ar1,90.24,89.73,90.17,91.12
10547662,---,-1.15,23.80,14.49,-23.39
10547664,Clec4e,29.66,44.16,8.76,38.88
10547674,Clec4e or Vmn2r20 or Vmn2r21 or Vmn2r22,-39.97,-43.86,-17.16,-62.51
10547676,Vmn2r20 or Vmn2r21 or Vmn2r22 or Vmn2r19,-19.78,-30.07,-20.96,-10.85
10547682,Vmn2r20 or Vmn2r21 or Vmn2r22,-15.32,-36.21,-24.65,22.28
10547684,Vmn2r20 or Vmn2r21 or Vmn2r22,-15.32,-36.21,-24.65,22.28
10547686,Vmn2r22,-17.87,10.59,-14.93,-46.63
10547689,Vmn2r26 or Vmn2r25 or Vmn2r19,-21.06,-37.85,-14.91,-12.63
10547691,---,-18.30,-1.13,-39.49,-24.11
10547693,---,-52.88,-49.15,-32.73,-78.44
10547695,Vmn2r27,-33.04,-33.36,-47.09,-21.83
10547697,1700013D24Rik,-45.85,-72.86,-25.31,-43.17
10547701,Pex5,-72.59,-74.52,-72.56,-70.09
10547719,Clstn3,-56.84,-60.74,-59.51,-50.19
10547740,C1s or Gm5077,-42.37,-57.52,-41.29,-33.06
10547752,Gm5077,-65.13,-69.41,-39.69,-80.77
10547758,Emg1 or Lpcat3,-41.88,-33.19,-55.20,-35.89
10547765,Mir141,-24.01,-32.33,-68.68,36.88
10547767,Mir200c,40.57,27.13,40.27,52.26
10547769,Ptpn6,77.08,76.25,77.31,77.91
10547789,Grcc10 or Atn1,90.93,87.67,91.31,92.58
10547793,Rnu7 or Grcc10,-74.47,-37.82,-94.02,-74.40
10547795,Atn1,-51.53,-58.27,-37.73,-60.88
10547807,Eno2,-69.40,-64.76,-68.38,-75.07
10547820,Lrrc23,-29.93,-38.99,-25.56,-26.15
10547830,Tpi1,-28.41,-37.39,-23.45,-24.98
10547837,Usp5,-19.65,2.94,-29.05,-28.72
10547858,Gnb3,-18.26,-9.26,-15.98,-34.72
10547869,Leprel2,-30.71,-33.60,-9.56,-51.02
10547888,Gpr162,-4.16,-3.50,-3.58,-5.95
10547894,Cd4,-0.02,1.38,3.10,-0.46
10547906,Lag3,-8.37,-8.35,-6.42,-11.01
10547916,Ptms,1.67,-18.00,12.78,5.64
10547924,LOC100503055 or Gm12508,-15.32,-36.21,-24.65,22.28
10547926,Cops7a,-21.57,-23.44,-38.50,0.07
10547936,Gapdh,-15.32,-36.21,-24.65,22.28
10547943,Ncapd2,-57.73,-59.70,-57.80,-55.98
10547976,Tapbpl,31.87,19.81,43.43,31.54
10547985,Cd27,-35.51,-25.44,-37.54,-46.55
10547993,---,-10.67,7.66,-31.91,-7.74
10547995,Tuba3a or Tuba3b,-53.44,-51.23,-44.97,-65.11
10548000,Ltbr,20.17,6.82,30.82,23.80
10548011,Plekhg6,-44.63,-40.42,-33.67,-61.64
10548030,Cd9,68.79,66.38,69.72,70.32
10548038,Ntf3,-88.53,-78.98,-94.84,-88.75
10548041,Gm10415,49.83,38.60,48.18,59.50
10548043,Kcna5,-34.61,-57.40,-19.93,-34.53
10548047,Kcna1,-91.23,-98.86,-81.53,-83.25
10548051,Kcna6,-53.72,-64.36,-48.39,-48.60
10548057,Ndufa9,15.50,1.16,23.44,20.77
10548069,Dyrk4,-17.99,-42.20,-4.72,-26.12
10548086,Rad51ap1,-42.12,-27.69,-43.62,-59.10
10548097,9630033F20Rik,-84.31,-90.15,-56.62,-93.18
10548105,Ccnd2,-4.23,-1.20,-10.63,-1.16
10548116,Ccnd2,41.12,41.49,33.31,48.06
10548118,Prmt8,-61.36,-87.66,-89.22,-19.03
10548128,Tspan9,-33.40,-34.93,-33.29,-32.23
10548139,---,-38.96,-41.47,-45.22,-29.92
10548141,---,-64.13,-78.94,-59.71,-48.90
10548143,Gapdh,-15.32,-36.21,-24.65,22.28
10548146,Tead4,-73.89,-73.36,-71.39,-76.33
10548163,Tulp3,-95.56,-98.44,-85.63,-97.15
10548176,5930416I19Rik,-45.30,-38.45,-37.23,-61.17
10548180,Itfg2,-44.57,-46.89,-75.40,-6.39
10548194,Fkbp4,-78.45,-79.51,-75.87,-80.01
10548207,Pzp,-46.27,-39.45,-29.71,-71.94
10548244,Pzp,-45.44,-74.21,12.61,-68.46
10548246,Rpl21,-15.32,-36.21,-24.65,22.28
10548248,BC048546,-69.60,-78.78,-51.78,-76.56
10548286,Klrb1a or Klrb1c,-10.40,-10.95,-9.11,-11.45
10548295,---,76.86,79.52,93.70,31.38
10548300,4930431A04Rik,-2.75,-14.81,28.48,-4.64
10548307,Klrb1c,-12.52,-11.29,-22.55,-8.51
10548314,Klrb1b,82.01,80.49,83.90,82.77
10548326,Clec2e,-13.89,-5.62,-17.94,-25.54
10548333,Cd69,32.77,40.23,25.70,34.13
10548340,4922502D21Rik,-4.94,-5.47,-2.85,-7.88
10548345,Klrk1,-2.78,-3.19,-5.42,-0.75
10548359,Clec12b,-2.17,22.38,-8.50,-3.35
10548367,Clec1a,-3.34,-13.91,-5.72,17.87
10548375,Clec7a,94.33,94.33,93.05,95.33
10548385,Olr1,12.48,1.26,11.06,23.38
10548396,Klrc3,-60.93,-77.44,-57.71,-49.08
10548401,Klrc2,-66.22,-61.87,-47.34,-86.41
10548409,Klrc1,-32.93,-41.09,-43.40,-19.80
10548415,Klri1,-10.28,-10.30,-25.60,-4.52
10548422,Klri2,-17.04,-40.49,-13.99,-11.82
10548430,Gm156,-30.80,-19.23,-51.58,-28.63
10548437,Klra17,-8.24,-4.90,-14.78,-7.97
10548450,Klra5,-40.70,-16.98,-56.18,-67.84
10548455,Klra1 or Klra22 or Klra15 or Klra4 or Klra18 or Klra33,-22.10,-19.85,-34.38,-16.44
10548497,Klra6 or Klra19,-56.71,-94.98,-28.71,-46.27
10548504,Klra8 or Klra14 or Klra21,-13.44,-12.79,-14.21,-13.18
10548511,Klra11,-63.28,-78.83,-60.05,-52.57
10548513,Klra9 or Klra3 or Klra10,-44.60,-60.27,-49.73,-29.46
10548525,Klra10 or Klra9 or Klra3,-15.32,-36.21,-24.65,22.28
10548532,Klra9 or Klra5 or Klra19,-15.32,-36.21,-24.65,22.28
10548535,Klra3 or LOC100862437 or LOC100862410 or Klra9,-4.85,-19.16,-4.85,18.82
10548541,Gm6590,-30.32,-32.78,-78.80,-8.36
10548547,Gm6600,-27.67,-14.02,-22.00,-57.31
10548549,Gm5581,-30.61,-36.15,-49.24,-16.56
10548552,Klra2,70.53,73.03,50.66,78.68
10548563,Ptp4a1 or Gm13363 or LOC100044742,-15.32,-36.21,-24.65,22.28
10548565,Magohb,49.54,55.38,36.22,53.97
10548573,Styk1,-40.06,-48.70,-28.07,-46.62
10548585,Csda,-50.20,-52.34,-37.44,-58.80
10548598,---,-48.86,-60.44,-56.64,-28.93
10548600,Hmgb1,-15.32,-36.21,-24.65,22.28
10548602,Tas2r130 or Stc7-1,-27.39,-3.01,-41.85,-46.08
10548606,Tas2r107,-1.61,-13.12,3.90,18.54
10548608,Tas2r106,-60.42,-39.64,-64.04,-80.84
10548610,Tas2r104,-9.57,-21.35,-6.58,-1.99
10548612,Tas2r105,-20.18,42.69,-18.61,-88.92
10548614,Tas2r114,-42.02,-60.62,-39.45,-29.06
10548616,---,4.95,-15.94,45.20,-4.07
10548622,Prb1 or Prpmp5 or Gm8882 or Gm4736 or LOC100502592,41.62,24.72,32.81,60.09
10548639,Prb1 or Prpmp5 or Gm4736 or Gm8882 or LOC100502592,-15.32,-36.21,-24.65,22.28
10548653,Prpmp5,-27.90,18.47,-95.69,-4.00
10548656,Prpmp5 or Gm5154,-16.43,-15.25,-6.46,-32.25
10548661,---,60.30,60.89,61.47,58.55
10548663,Tas2r121,-4.30,41.48,-22.91,-10.72
10548665,Tas2r115,-37.85,-62.62,4.41,-62.87
10548667,Tas2r136,-0.94,-3.30,33.20,-10.11
10548669,Tas2r131 or LOC100862654,-38.83,-43.43,-29.05,-45.25
10548671,Tas2r109,-43.51,-11.07,-55.17,-73.11
10548673,Tas2r117,-40.81,-41.43,-45.33,-36.28
10548675,Tas2r103,-40.32,-75.67,-25.07,-26.03
10548677,Tas2r140,-20.16,-57.81,-61.70,56.92
10548679,---,-22.04,-18.02,-46.35,-9.59
10548681,---,49.44,2.05,44.65,76.92
10548684,---,-5.63,20.54,8.47,-41.61
10548687,Gm5886,-52.96,-74.64,-43.56,-41.85
10548692,Kap,-27.79,-47.97,-23.11,-17.94
10548697,---,-0.12,-35.99,58.12,-14.67
10548699,---,-31.53,-24.24,-35.26,-36.42
10548701,Lrp6,47.67,51.99,44.20,45.55
10548727,D230041D01Rik,-37.46,-34.22,-55.94,-21.32
10548729,Mansc1,-54.68,-52.53,-69.13,-43.39
10548735,Dusp16,97.11,98.49,94.30,98.00
10548745,Gpr19,-19.73,-21.17,-22.15,-16.08
10548752,---,-5.06,-75.66,65.38,2.72
10548754,Gprc5d,-31.89,-44.54,-12.14,-51.47
10548761,Hebp1,-11.91,-18.71,-10.95,-7.17
10548769,Gsg1 or 8430419L09Rik,-11.77,-33.55,-9.95,-4.66
10548779,Pbp2,-37.67,-45.90,-26.08,-42.23
10548785,Dynlt1c or Dynlt1a or Dynlt1f or Dynlt1b,-15.32,-36.21,-24.65,22.28
10548788,---,76.37,56.67,87.95,74.97
10548791,Grin2b,-40.71,-25.77,-31.62,-70.40
10548808,---,-21.04,-23.31,-26.30,-14.97
10548810,E330021D16Rik,-57.49,-59.03,-48.76,-64.89
10548815,E330021D16Rik or Coq2,-47.47,-16.28,-50.31,-68.94
10548817,Plbd1,98.33,97.83,98.80,98.60
10548829,Gucy2c,-35.89,-32.86,-51.63,-27.19
10548857,Hist4h4,-5.47,20.61,-15.77,-13.96
10548859,Wbp11,6.32,-5.10,0.99,22.16
10548871,C030030A07Rik or BC049715,-19.86,-8.57,-34.37,-20.99
10548875,Art4,-64.67,-71.25,-65.93,-57.10
10548879,Mgp,13.11,16.89,12.10,10.78
10548884,Erp27,28.19,27.94,29.43,27.38
10548892,Arhgdib,51.22,50.69,54.30,48.78
10548899,Rerg,-74.45,-72.91,-76.49,-74.13
10548905,Eps8,71.84,70.04,74.47,70.80
10548931,Slc15a5,-70.18,-60.55,-46.42,-95.39
10548940,Lmo3,-87.42,-82.01,-83.66,-93.98
10548948,Igbp1b,20.81,63.42,-2.52,-6.21
10548951,Rergl,-16.42,-0.83,-21.44,-38.63
10548957,Plcz1,-34.93,-43.14,-38.48,-24.77
10548972,---,13.02,17.29,58.94,-35.47
10548976,Rpl38,-15.32,-36.21,-24.65,22.28
10548978,Slco1a1,-43.57,-23.10,-52.85,-62.28
10548996,Slco1a4,-61.80,-85.59,-61.02,-40.61
10549012,Gm6614,-68.01,-48.64,-75.43,-79.46
10549025,Slco1a6,-39.60,-22.43,-72.98,-34.93
10549041,Slco1a5,-50.98,-93.90,-74.61,-14.51
10549055,---,28.58,-1.70,11.22,59.36
10549057,Recql or Pyroxd1,-43.28,-29.80,-59.04,-39.01
10549079,Gys2,-37.72,-38.00,-34.20,-41.29
10549097,Ldhb,-42.97,-56.68,-39.88,-33.50
10549102,Kcnj8,-68.19,-74.48,-64.90,-64.86
10549108,Abcc9 or 5330439B14Rik,-39.23,-38.71,-39.27,-39.77
10549154,Gm766,-42.09,-35.08,-29.86,-67.83
10549162,St8sia1,-28.87,-14.77,-42.64,-44.01
10549171,5730419I09Rik,10.92,5.12,11.21,15.59
10549200,Sox5,-61.05,-66.33,-64.77,-50.95
10549219,Gm10396,-80.73,-49.61,-93.73,-87.93
10549222,Bcat1,-62.97,-64.07,-73.19,-52.16
10549237,Casc1,-42.38,-40.35,-45.21,-41.83
10549256,Kras or Lyrm5,-54.81,-50.89,-78.23,-23.23
10549265,Ifltd1,-41.90,-57.81,-68.83,-13.45
10549276,Bhlhe41,-43.18,-39.00,-46.00,-43.78
10549282,Itpr2,45.25,49.23,45.74,41.02
10549341,4933424B01Rik,-36.27,-18.55,-62.35,-24.86
10549361,Tm7sf3,0.43,-13.36,-4.60,16.12
10549375,Gm6654 or Rps26,-15.32,-36.21,-24.65,22.28
10549377,1700034J05Rik,-53.62,-39.68,-37.75,-84.27
10549382,Gm5887,-55.01,-75.73,-59.37,-29.03
10549386,Klhdc5,-97.69,-99.03,-86.19,-98.73
10549388,Pthlh,-37.26,-57.98,-14.22,-45.36
10549396,Gm6288,-7.48,68.52,-39.02,-50.07
10549402,Ergic2 or Far2,9.66,20.35,0.66,9.18
10549420,Tmtc1,-34.43,-35.48,-36.67,-31.06
10549442,Gm6313,9.73,-31.68,-4.10,69.03
10549445,---,8.21,16.29,12.64,-3.30
10549447,Ipo8,-75.77,-74.67,-64.20,-82.69
10549473,Caprin2,-57.99,-61.07,-61.11,-50.84
10549495,Rps29,-15.32,-36.21,-24.65,22.28
10549497,Fam60a,-15.32,-36.21,-24.65,22.28
10549504,Dennd5b,-91.34,-93.90,-95.20,-81.92
10549506,Dennd5b,-88.10,-98.19,-91.90,-68.13
10549530,---,-93.88,-91.38,-93.66,-95.98
10549532,---,-83.89,-81.08,-86.93,-83.47
10549534,---,-11.09,-1.99,-54.48,5.61
10549536,Amn1,-31.88,-27.26,-34.55,-33.56
10549544,Gm10388,-6.87,20.32,-4.35,-32.44
10549546,Ndufa3,55.06,58.91,41.09,64.05
10549552,Prpf31,-3.14,6.00,-4.63,-10.40
10549569,Cnot3 or Leng1,-37.82,-40.54,-19.99,-51.79
10549582,Tsen34 or 4930526A20Rik,-0.52,-10.79,26.40,-4.57
10549588,Rps9 or LOC100861805,99.87,99.21,99.89,99.94
10549592,---,-42.21,-20.71,-43.02,-63.04
10549594,Ttyh1,-53.38,-63.50,-28.80,-76.09
10549615,Leng8,-8.14,-2.54,-13.26,-8.50
10549633,Cdc42ep5,-15.09,-31.48,-11.08,-5.33
10549635,Lilra5,97.87,97.94,97.71,98.17
10549645,---,19.77,-41.30,12.13,76.52
10549647,Ncr1,-16.75,-13.77,-16.33,-20.33
10549653,Atp6v0c,-15.32,-36.21,-24.65,22.28
10549655,Eps8l1,47.43,36.08,49.18,55.39
10549679,Brsk1 or Tmem150b,-65.06,-72.52,-51.69,-71.13
10549700,Suv420h2,68.22,63.94,61.56,77.37
10549708,Tmem190,-22.23,-15.16,-13.13,-40.83
10549714,Rpl28,-15.32,-36.21,-24.65,22.28
10549721,---,-31.47,-69.30,-50.93,37.84
10549723,Zfp628,58.03,44.48,64.60,61.66
10549730,Nat14,-40.76,-40.88,-33.22,-48.85
10549733,A430110N23Rik,-30.86,-23.48,-17.21,-52.42
10549748,Zfp524,30.37,26.10,9.83,50.17
10549751,Zfp865,-1.72,19.22,21.46,-42.85
10549758,Zfp784 or 4632433K11Rik,32.49,30.81,46.21,20.18
10549760,Zfp580,-27.15,-23.05,-51.54,-10.16
10549762,Ccdc106,-12.80,-10.83,-13.57,-13.88
10549770,U2af2,-25.94,-28.53,-27.78,-21.69
10549780,Epn1,30.30,4.38,51.76,34.60
10549794,Gm5065,-11.18,-16.55,-4.27,-20.17
10549797,Vmn1r62 or Vmn1r186,-62.79,-40.05,-45.80,-93.24
10549802,Rps18 or Gm5321,-15.32,-36.21,-24.65,22.28
10549804,Nlrp4c,-34.85,-26.07,-53.59,-28.99
10549813,Zfp444,25.55,7.17,45.06,24.71
10549820,Galp,28.28,-9.74,60.10,25.80
10549827,Zscan5b,30.64,76.54,-28.35,22.39
10549836,Gm6792,-71.99,-80.84,-73.92,-60.40
10549842,Zfp667,-40.48,-49.34,-29.17,-41.40
10549849,Zfp78,18.37,36.22,28.61,-1.93
10549854,Zfp28,48.79,50.68,48.68,46.72
10549862,Olfr1344 or Gm16532,50.19,37.45,70.88,36.44
10549869,Olfr1336,18.48,-8.57,37.69,26.73
10549871,Olfr1346,-6.57,26.10,-33.93,-4.50
10549873,---,22.66,10.40,-4.77,57.71
10549875,Olfr1350,-15.24,-9.52,0.25,-40.15
10549877,Peg3,-64.13,-87.72,-64.29,-43.44
10549879,Usp29 or Zim3,-57.73,-52.06,-41.90,-79.83
10549886,Zfp264,13.39,0.59,46.12,-11.52
10549889,Aurkc,-26.57,-36.29,-20.67,-24.56
10549899,Zfp418,7.77,19.07,19.82,-14.27
10549904,Vmn2r34 or Vmn2r37 or Vmn2r45 or Vmn2r36,-44.98,-53.37,-28.86,-60.72
10549917,Vmn2r33 or Vmn2r39 or Vmn2r50 or Vmn2r44 or Vmn2r38 or Vmn2r31 or Vmn2r35,-33.85,-52.15,-44.66,-12.65
10549921,Vmn2r43 or Vmn2r39 or Vmn2r50 or Vmn2r35 or Vmn2r31 or Vmn2r44,-10.67,-33.83,-21.02,36.09
10549923,Vmn2r51 or Vmn2r48 or Vmn2r41 or Vmn2r40 or Vmn2r36 or Vmn2r47 or Gm10302,-15.32,-36.21,-24.65,22.28
10549929,Vmn2r33 or Vmn2r38 or Vmn2r31 or Vmn2r44,-15.32,-36.21,-24.65,22.28
10549932,Vmn2r44 or 2810047C21Rik1,-44.55,-43.83,-37.76,-52.96
10549938,Vmn2r30 or Vmn2r36 or Vmn2r47 or Gm10302 or Vmn2r42,-15.32,-36.21,-24.65,22.28
10549945,Vmn1r67,-37.51,-38.27,-14.62,-76.96
10549947,Vmn1r70,64.13,58.16,84.31,30.83
10549949,Nlrp4b,-16.87,-8.90,-11.94,-46.76
10549962,---,-75.03,-64.05,-83.49,-75.64
10549964,Zscan4a or Zscan4c or Zscan4f or Zscan4b or Zscan4d or Zscan4e,-42.97,-41.75,-60.10,-29.53
10549968,Gm6909,-61.58,-64.93,-70.01,-49.09
10549972,Zscan4a or Zscan4c or Zscan4f or Zscan4b or Zscan4d or Zscan4e,-15.32,-36.21,-24.65,22.28
10549976,Zscan4e,-5.98,-9.89,4.45,-10.99
10549979,---,27.95,-11.87,18.70,70.54
10549982,Vmn1r73,-4.73,-67.14,8.13,54.20
10549984,Vmn1r74,-22.85,-1.97,-56.80,-26.97
10549986,Vmn1r75,51.54,56.76,51.85,44.80
10549988,Vmn1r78,-2.75,36.67,-10.89,-11.61
10549990,Vmn1r79 or Vmn1r3 or Vmn1r238 or Vmn1r2,-15.32,-36.21,-24.65,22.28
10549992,Vmn1r80,-8.95,20.82,25.00,-70.05
10549994,---,-5.73,-9.84,-6.47,-0.92
10549996,Vmn1r82,53.24,35.61,68.53,49.56
10549998,---,37.66,43.64,48.85,18.44
10550003,Zfp606,-84.39,-59.60,-82.58,-95.88
10550015,2900092C05Rik,-46.54,-51.94,-26.90,-68.16
10550022,Psip1,-22.07,32.74,-53.76,-39.68
10550025,---,-21.25,-71.75,-1.67,10.42
10550029,Zfp110,39.51,4.67,61.44,47.68
10550039,Zfp128,48.94,18.95,62.29,60.09
10550047,Zscan22,12.02,48.91,41.84,-53.01
10550052,Rps5,45.80,42.28,50.29,45.47
10550059,2310014L17Rik,-34.25,-33.01,-54.94,-18.03
10550062,Zfp324,-86.68,-92.31,-87.26,-77.41
10550067,Zfp446,-44.33,-64.29,-76.93,30.86
10550076,Trim28,-40.05,-39.19,-41.80,-39.12
10550098,Wdr12,-13.61,-9.47,-36.66,2.81
10550100,Vmn1r89,-22.12,-21.97,-12.14,-35.29
10550102,Lig1,-11.88,-1.37,-10.56,-24.67
10550131,Pla2g4c,-32.58,-17.70,-58.72,-32.39
10550146,Cabp5,-11.95,-28.89,-8.75,-6.41
10550155,Bsph1,-59.20,-65.07,-28.87,-88.28
10550161,---,28.55,54.57,50.08,-13.73
10550163,---,-26.52,-23.16,-25.99,-31.51
10550167,---,85.03,84.77,73.66,92.17
10550169,Phf20,-40.89,-10.28,-50.47,-63.64
10550172,Phf20,90.51,89.57,91.61,90.37
10550175,Gm4745,-26.54,-34.54,-16.14,-31.23
10550179,---,-78.46,-55.01,-91.79,-82.79
10550181,---,-4.61,37.33,-17.57,-13.38
10550183,Obox2 or Obox1,-58.51,-40.85,-67.05,-68.05
10550189,---,-35.30,-30.76,-48.98,-28.57
10550193,---,-15.32,-36.21,-24.65,22.28
10550197,Obox1 or Obox2 or Obox3 or Obox5,-15.32,-36.21,-24.65,22.28
10550200,---,34.39,49.13,32.88,19.76
10550202,Obox2 or Obox1,-15.32,-36.21,-24.65,22.28
10550208,---,-15.32,-36.21,-24.65,22.28
10550212,Obox5,-10.61,-5.28,-20.18,-11.02
10550217,Crxos1,-63.73,-67.61,-79.14,-43.59
10550222,Zfp541,-32.80,-31.63,-21.29,-50.54
10550237,Napa,3.92,8.30,3.00,1.09
10550250,Kptn,8.71,67.46,-25.77,-22.65
10550263,Slc8a2,-86.27,-99.24,-85.69,-42.18
10550274,Meis3 or LOC100046899,50.16,48.07,51.62,50.85
10550290,Bbc3,-44.10,-44.44,-33.51,-54.08
10550296,Zc3h4,-23.50,-26.93,9.44,-52.61
10550316,Tmem160,8.70,-17.11,24.67,15.73
10550320,---,-98.03,-94.83,-99.05,-98.57
10550322,Ceacam9,-33.42,-36.27,-28.27,-36.74
10550326,Ap2s1,64.41,62.28,67.68,62.78
10550332,Slc1a5,31.84,27.46,33.60,34.72
10550345,Strn4,39.18,29.33,64.27,25.02
10550365,Prkd2,-39.71,-39.86,-40.01,-39.17
10550383,Dact3,-70.06,-57.52,-61.17,-86.68
10550388,Gng8,-43.59,-38.67,-47.25,-45.42
10550394,Ptgir,12.81,31.50,-2.64,9.16
10550400,Pnmal2,-68.37,-63.11,-73.26,-68.55
10550402,Pnmal1,-28.21,-18.45,-43.26,-27.17
10550406,Ccdc8,-71.65,-73.49,-63.53,-78.23
10550409,Psg16,-31.99,-37.75,-19.65,-42.04
10550417,Ceacam3,-28.99,-39.02,-42.74,-13.61
10550424,Psg29,-26.75,-29.58,-13.92,-44.08
10550433,Psg-ps1,-42.06,-66.50,-25.32,-37.96
10550439,Ceacam5,-66.32,-77.86,-60.28,-61.05
10550451,---,64.12,31.26,73.43,78.05
10550453,Ceacam14,-31.71,-21.36,-33.62,-42.89
10550459,Gm5155,-24.58,-55.35,-17.58,-13.53
10550465,Ceacam11,-29.62,-24.09,-26.90,-40.07
10550470,Ceacam13,-35.69,-17.91,-39.00,-60.76
10550476,Ceacam12,-40.19,-27.22,-29.41,-70.71
10550482,Igfl3,-7.24,-27.76,30.66,-12.89
10550487,Mill1,-18.60,-15.04,-13.07,-33.17
10550494,---,-77.48,-46.43,-89.87,-88.52
10550496,Psg22,-47.15,-45.90,-56.85,-39.16
10550501,Mill2,25.30,4.93,30.87,34.37
10550509,Pglyrp1,20.30,33.88,-2.80,30.49
10550514,Nova2,-25.31,-29.19,-19.22,-27.17
10550519,Nanos2,-34.94,-42.18,-32.34,-32.13
10550521,Mypop,-20.10,-48.08,-1.37,-11.49
10550527,Irf2bp1,23.65,-6.77,49.78,26.57
10550531,Sympk,75.69,81.58,79.37,64.36
10550557,Rsph6a,-53.27,-81.92,-19.97,-46.45
10550564,Dmwd,-70.12,-73.65,-80.97,-54.80
10550574,Dmpk,-61.81,-66.81,-52.69,-65.64
10550593,Six5,-38.44,-44.46,-33.12,-36.80
10550597,Fbxo46,84.13,59.41,93.31,89.76
10550601,Snrpd2,-15.32,-36.21,-24.65,22.28
10550605,Eml2,-80.22,-89.77,-64.30,-81.69
10550625,Mir330 or Eml2,-20.28,-43.41,33.38,-42.10
10550627,Gpr4,-40.12,-67.62,-11.14,-45.74
10550632,Opa3,52.10,58.90,42.44,55.02
10550636,---,59.56,67.63,0.84,81.00
10550638,Rtn2,-60.34,-60.88,-55.39,-65.10
10550650,Ercc1 or Cd3eap,-10.90,-18.11,-12.58,-3.01
10550660,Ppp1r13l,-52.46,-39.82,-60.85,-57.80
10550674,Ercc2 or Klc3,21.28,39.40,20.34,1.19
10550698,Ckm,-46.18,-51.05,-47.98,-41.12
10550706,Exoc3l2,-40.32,-34.15,-28.96,-56.11
10550715,Trappc6a,57.87,45.95,70.99,49.24
10550723,Nkpd1,-6.15,0.13,29.81,-39.63
10550730,Zfp296,-10.86,-7.02,-14.96,-11.75
10550734,Tomm40,-56.00,-75.01,-26.15,-68.04
10550738,---,33.77,78.91,-23.98,29.41
10550740,Ceacam20,-29.67,-26.25,-23.19,-40.66
10550749,Nlrp9b,-39.12,-41.35,-81.67,-17.02
