Probeset_ID,Gene Symbol,MF Lu CD11b+ CD24-,Sample_,Sample_
10551542,Fbxo17,38.87,60.78,12.40
10551554,Sars2,-59.84,-80.05,-29.92
10551570,Sirt2,-14.53,-54.69,33.61
10551587,Rinl,-6.91,-3.59,-12.20
10551600,Hnrnpl,2.09,-19.33,18.87
10551614,Ech1,-5.08,-9.68,-1.21
10551626,Lgals4 or Lgals6,-33.29,-26.98,-40.73
10551638,Lgals7,-15.01,-19.37,-11.32
10551644,Capn12,49.29,43.86,54.00
10551666,Map4k1,15.38,12.11,18.71
10551696,Rasgrp4,67.57,55.08,75.68
10551714,1110035H17Rik,-0.05,-1.47,3.07
10551716,Ggn,92.87,96.31,82.97
10551724,Yif1b or 2200002D01Rik,-44.90,-57.42,-30.23
10551734,2200002D01Rik,87.24,93.09,78.16
10551736,Ppp1r14a,-1.67,8.65,-7.20
10551741,Dpf1,25.47,30.11,21.42
10551750,4932431P20Rik,69.61,76.91,60.43
10551752,---,-13.79,27.82,-44.42
10551754,---,43.55,54.89,31.15
10551758,---,60.62,71.45,43.43
10551760,Zfp84,-71.71,-69.99,-73.46
10551770,Zfp30,-59.96,-87.53,-29.18
10551777,Zfp790,-47.61,-64.50,-29.32
10551791,Zfp420 or Zfp383,-60.12,-44.77,-74.17
10551801,Zfp74,95.58,98.70,85.86
10551803,Zfp568,-35.31,-34.98,-35.62
10551815,Zfp260,-86.18,-88.16,-83.96
10551822,Zfp382,26.78,47.55,5.95
10551828,Gm5113,-45.02,-65.62,-23.00
10551836,Cox7a1,-60.61,-60.89,-60.21
10551841,Polr2i,-99.04,-99.56,-96.59
10551848,Wdr62 or LOC100862584 or Thap8,99.02,99.84,92.43
10551852,Clip3,-58.71,-44.27,-78.23
10551865,Alkbh6,-90.32,-97.50,-68.90
10551872,AI428936,-31.27,-29.06,-33.70
10551881,Sdhaf1,17.06,20.76,12.84
10551883,Tyrobp,59.35,57.93,60.43
10551891,Nfkbid,93.25,91.47,94.31
10551905,Nphs1,11.31,50.34,-22.06
10551907,Nphs1,-6.66,38.07,-41.22
10551939,Prodh2,-12.03,-16.07,-8.49
10551953,Gm1082,39.70,17.13,58.84
10551966,Hspb6,-81.54,-77.72,-85.29
10551971,U2af1l4,-96.25,-99.53,-70.78
10551981,U2af1l4 or Tmem149,74.19,74.23,74.10
10551989,U2af1l4 or Tmem149,48.72,61.88,32.65
10551996,Upk1a,68.36,62.09,74.26
10551998,---,-7.55,-10.53,-4.62
10552000,2200002J24Rik,31.37,29.93,32.55
10552006,Gm4883,59.57,56.14,62.89
10552008,Atp4a,53.02,87.89,-25.30
10552030,Gapdhs,-84.22,-74.12,-91.27
10552037,Sbsn,-46.46,-34.36,-60.59
10552044,Dmkn,-23.56,-13.30,-45.62
10552064,Krtdap,-13.68,-9.05,-21.14
10552071,Fam187b,-8.68,23.50,-31.28
10552075,Lgi4,75.61,59.40,84.26
10552088,Gm10640,37.16,20.77,51.13
10552090,Abpe,34.98,57.37,1.72
10552094,Gm5326,34.04,46.77,13.98
10552097,---,95.71,98.55,87.13
10552100,---,36.40,33.23,38.98
10552102,---,42.93,80.73,-21.04
10552104,---,-17.81,-24.83,-10.66
10552106,---,95.71,98.55,87.13
10552108,---,95.71,98.55,87.13
10552110,---,-25.97,-52.99,-0.90
10552112,---,51.50,78.24,-1.62
10552115,---,-4.94,-1.32,-11.71
10552118,---,-75.14,-94.31,-38.46
10552121,Abpa or Dym,-9.60,-5.11,-18.21
10552125,Pepd,50.63,1.49,79.63
10552140,Cebpa,72.09,68.72,75.15
10552143,Slc7a10 or Lrp3,-16.38,-9.01,-30.27
10552156,Rhpn2,-48.76,-33.80,-68.17
10552173,Ccdc123,-26.58,-48.80,-7.05
10552193,Slc7a9,-19.44,-9.42,-39.67
10552208,Nudt19,-2.93,49.37,-47.42
10552210,Ankrd27,-10.09,-23.44,2.76
10552240,Zfp507 or E130304I02Rik,94.41,97.25,87.91
10552242,Rpl17,95.71,98.55,87.13
10552245,Tshz3,-6.32,-10.03,-3.27
10552249,---,12.09,17.97,5.59
10552252,1600014C10Rik,-56.68,-51.78,-62.29
10552258,---,-0.26,6.97,-4.48
10552260,---,32.76,30.61,35.12
10552262,---,-22.21,-13.35,-33.43
10552264,Zfp939,31.73,72.14,-23.18
10552270,Zfp619,87.12,86.24,88.14
10552276,Ube2h,95.71,98.55,87.13
10552282,---,-25.82,-28.44,-23.26
10552284,Pin4 or LOC635999 or Gm6851,-91.41,-96.23,-84.29
10552286,---,-43.26,-13.68,-92.99
10552288,Vstm2b,-0.02,1.18,-0.52
10552294,4930433I11Rik,-52.88,-53.11,-52.69
10552299,Gm4884,-7.44,-30.17,23.36
10552303,Gm5592,-4.59,49.72,-51.34
10552306,---,81.46,78.51,84.10
10552311,---,-59.08,-52.93,-64.39
10552314,Zfp141,95.71,98.55,87.13
10552320,Zfp788,95.71,98.55,87.13
10552331,Vmn2r-ps54,95.71,98.55,87.13
10552335,Vmn2r60 or Vmn2r-ps60 or Vmn2r61 or Vmn2r58 or Vmn2r-ps54,95.71,98.55,87.13
10552337,Hmgb1,95.71,98.55,87.13
10552339,Vmn2r60,-53.01,-57.54,-48.83
10552341,Vmn2r60 or Vmn2r61 or Vmn2r59,56.35,54.07,58.62
10552343,---,-17.65,-31.84,-6.83
10552345,---,-35.50,-32.50,-38.01
10552348,---,96.63,96.49,96.95
10552351,---,95.71,98.55,87.13
10552353,---,-7.32,-5.22,-9.92
10552356,Gm10351,-7.30,4.17,-38.71
10552358,Zfp936 or 9830147E19Rik or EU599041 or Gm5595 or Gm7221 or Gm2329,-45.20,-23.29,-73.78
10552363,Zfp936 or 9830147E19Rik or EU599041 or Gm5595 or Gm2329,95.71,98.55,87.13
10552369,Siglec5,28.49,-11.51,62.83
10552380,Siglecg,-8.62,-11.31,-6.30
10552398,Lim2,73.64,86.53,48.17
10552406,Nkg7,-43.03,-33.33,-54.90
10552412,Cldnd2,-20.35,-16.16,-25.29
10552418,Etfb,-76.51,-81.65,-70.41
10552425,Vsig10l,55.01,67.75,29.29
10552433,Zfp658,95.93,90.81,97.63
10552440,Zfp719,68.42,49.03,83.86
10552444,Zfp819,-20.28,-28.45,-13.93
10552451,Ceacam18,-17.11,-29.17,-10.37
10552458,Ctu1,3.38,-22.48,31.70
10552462,Klk14,-4.01,55.15,-41.35
10552469,Klk13,-24.59,-14.71,-37.80
10552475,Klk12,79.42,94.23,28.94
10552480,Klk11,-14.24,-8.14,-23.73
10552488,Klk10,-20.57,-8.58,-50.27
10552494,Klk9,-38.03,-37.52,-38.74
10552500,Klk8,-3.17,6.06,-9.60
10552508,Klk7,-7.54,-5.23,-10.99
10552516,Klk6,-12.73,-8.29,-20.27
10552526,Klk5,-14.10,-8.86,-22.17
10552532,Klk4,92.32,98.16,63.46
10552540,Klk15,67.69,59.72,73.75
10552546,Klk1 or Klk1b5 or Klk1b4,-29.27,-26.78,-31.70
10552553,Klk1b7-ps,-26.56,-36.23,-18.63
10552557,Klk1b8,55.05,39.58,66.15
10552562,Klk1b1,27.32,39.43,10.21
10552566,Klk1b9,52.98,7.75,77.36
10552570,Klk1b11,-46.26,-67.09,-28.52
10552574,Klk1b26 or Egfbp2,-7.82,37.84,-38.65
10552581,Klk1b27,-21.21,-28.62,-14.09
10552587,Klk1b21 or Klk1b24 or Klk1b27,67.18,79.38,47.65
10552594,Klk1b22,-39.81,-30.03,-50.61
10552599,Klk1b16,23.39,68.75,-24.06
10552604,Klk1b24,-81.70,-79.49,-83.60
10552608,Klk1b3,74.59,88.02,17.92
10552613,Klk1b4,-5.16,0.00,-15.51
10552618,Klk1b5,-31.98,-31.98,-31.98
10552622,2410002F23Rik,-65.06,-73.57,-53.94
10552632,Shank1,-33.86,-40.69,-27.59
10552656,Syt3,-0.30,8.61,-2.62
10552668,Lrrc4b,-0.19,33.15,-8.34
10552672,Aspdh,-12.34,-14.43,-10.33
10552681,Josd2,-68.23,-58.38,-76.74
10552689,Fam71e1,63.48,81.41,31.67
10552697,Napsa,33.70,26.12,39.88
10552708,Kcnc3,44.69,60.99,25.25
10552715,---,-10.17,-41.05,27.04
10552718,Izumo2,-0.57,-4.11,9.32
10552725,Vrk3,-57.27,-75.26,-34.94
10552740,Nup62 or Nup62-il4i1 or Il4i1,-75.16,-73.05,-77.40
10552743,Il4i1 or Nup62-il4i1,-1.09,-2.00,-0.55
10552752,Akt1s1,-15.38,10.24,-38.24
10552758,Mir707 or Akt1s1,65.64,68.26,63.05
10552760,Pnkp,-44.25,-31.20,-55.84
10552779,Fuz,-4.86,19.93,-26.64
10552796,Tsks,93.06,96.42,75.11
10552812,Irf3,-10.01,-29.64,8.19
10552824,Rras,-48.81,-53.71,-44.58
10552832,Nosip or Prrg2,6.56,13.13,-0.67
10552843,Mir150,45.38,34.43,54.55
10552845,Pih1d1 or Aldh16a1,-67.58,-85.60,-41.47
10552857,Slc17a7,-13.70,-7.82,-27.00
10552871,Pth2,76.47,91.81,31.54
10552874,Tead2,-19.04,-12.65,-27.85
10552888,Slc6a16,-24.78,-19.63,-30.38
10552902,1700039E15Rik,-29.24,-14.85,-51.74
10552907,1700039E15Rik,-3.96,-1.96,-7.72
10552917,1700039E15Rik or Rpl14,-5.76,-9.44,-2.76
10552919,Hrc,-24.74,-28.14,-21.46
10552929,Mtag2 or Lin7b,-19.27,-6.55,-50.55
10552932,Kcna7,-13.30,26.21,-46.19
10552938,Ntf5,84.13,92.93,63.43
10552942,Lhb,89.38,95.09,75.24
10552945,Gys1 or Ruvbl2,-75.34,-77.94,-72.02
10552964,Ftl1,43.79,39.21,47.35
10552966,Tulp2,-1.49,-0.74,-3.42
10552982,Plekha4,55.75,57.42,54.13
10553004,Hsd17b14,-16.14,-11.43,-23.04
10553015,Bcat2,-12.53,-28.52,4.21
10553027,Fut1,-13.36,-0.87,-48.18
10553031,Izumo1,22.23,61.96,-11.76
10553042,Rasip1 or Izumo1,-56.51,-46.66,-66.65
10553057,Mamstr,1.72,52.13,-27.17
10553071,Ntn5 or Sec1,69.09,80.39,53.77
10553080,Car11,-5.52,1.89,-23.86
10553092,Dbp or Sphk2,-48.84,-65.37,-31.87
10553100,Rpl18,95.71,98.55,87.13
10553107,Fam83e,-4.49,-1.67,-16.99
10553115,Lmtk3,6.62,13.23,1.91
10553131,Kdelr1,-80.80,-88.64,-68.20
10553140,Tmem143 or 2900057H02Rik,-70.95,-69.95,-72.00
10553148,Ccdc114,-13.29,18.16,-60.82
10553163,Nomo1,-84.17,-85.38,-82.78
10553197,Ush1c,-16.74,-7.13,-27.53
10553199,Otog,73.52,38.45,88.16
10553256,Myod1,-10.40,-9.58,-11.00
10553261,Kcnc1,-14.75,-13.26,-16.86
10553274,Saa2,-27.95,-18.81,-41.47
10553280,Gtf2h1,-73.35,-84.94,-57.17
10553299,Ifitm2,95.71,98.55,87.13
10553301,Ldha,-68.65,-67.91,-69.20
10553309,Ldhc,-15.23,-6.29,-35.23
10553319,Gm9999,-10.75,-7.24,-16.76
10553324,Tmem86a,38.58,43.37,32.91
10553330,Mrgprb13,62.00,73.40,45.62
10553334,Mrgprb8,-51.06,-44.04,-57.84
10553336,Zdhhc13,-54.09,-53.18,-55.32
10553354,Nav2,-6.33,-18.00,5.04
10553399,---,49.65,80.38,-4.90
10553401,---,26.56,22.86,29.59
10553403,Htatip2,-56.89,-53.11,-60.40
10553413,Prmt3,-53.89,-61.17,-45.64
10553430,Slc6a5,-9.09,-2.52,-36.36
10553450,Nell1,-18.03,-9.93,-35.95
10553471,4933405O20Rik,11.63,49.24,-12.60
10553473,4933405O20Rik,-42.75,-71.24,-13.26
10553475,Rps27a,95.71,98.55,87.13
10553477,Ano5,-25.40,-12.16,-62.46
10553501,Slc17a6,-20.19,-6.33,-66.24
10553516,Gapdh,95.71,98.55,87.13
10553521,Gas2,-42.00,-25.04,-66.36
10553533,---,-93.42,-68.63,-99.28
10553537,Luzp2,-19.42,-11.66,-39.62
10553555,---,-2.56,39.29,-44.31
10553557,---,-23.64,-23.96,-23.23
10553559,Siglech,-29.80,-34.41,-25.46
10553568,Tubgcp5,-56.92,-71.99,-39.26
10553598,Cyfip1,93.21,89.78,95.57
10553635,Nipa1 or A230056P14Rik,-4.90,-22.29,20.42
10553644,---,-25.44,-49.82,-6.88
10553646,Herc2,-73.35,-90.65,-36.71
10553741,---,-90.88,-86.14,-94.09
10553743,Oca2,-4.57,-1.40,-15.81
10553769,Gabra5 or Gm9962,0.95,19.55,-8.53
10553773,Gabrb3,-14.56,-10.50,-21.22
10553786,---,-61.26,-77.26,-44.11
10553788,Atp10a,-56.96,-44.62,-68.58
10553811,---,55.42,11.85,78.89
10553813,Ube3a,-90.36,-93.15,-86.72
10553829,Fam100b or Gm7367,95.71,98.55,87.13
10553831,Fam100b or Gm7367,95.71,98.55,87.13
10553833,Ndn,-38.06,-51.08,-29.33
10553835,Magel2,66.20,73.47,53.52
10553840,Atp5l,95.71,98.55,87.13
10553842,Otud7a,-7.26,-5.39,-10.11
10553857,Hmgb1,95.71,98.55,87.13
10553859,---,95.71,98.55,87.13
10553861,Trpm1,-6.62,-1.72,-25.53
10553895,Mir211,35.58,45.75,24.04
10553897,Mtmr10,71.05,54.34,81.23
10553913,Mcee,-84.91,-88.04,-82.54
10553917,Apba2,-19.93,-14.16,-28.87
10553935,Tarsl2 or Tm2d3,-85.65,-89.14,-80.01
10553956,Tm2d3 or Tarsl2,-83.35,-70.26,-92.08
10553965,---,-15.08,-17.03,-13.34
10553967,Pcsk6,-40.19,-50.23,-33.76
10553993,Snrpa1,-97.45,-98.10,-96.71
10554005,H47,-51.25,-53.41,-49.39
10554013,Chsy1,40.75,33.99,47.25
10554017,Lins,-69.83,-71.72,-68.36
10554032,Gm10623,-9.65,37.69,-72.06
10554034,Lass3,-11.05,-18.68,-7.09
10554045,Adamts17,12.26,61.30,-22.15
10554057,Adamts17,48.81,62.03,31.64
10554059,---,-52.06,-83.67,-15.13
10554061,Adamts17,78.40,86.90,65.38
10554063,Adamts17,-9.56,-6.38,-12.69
10554074,Adamts17,-82.63,-90.56,-72.16
10554076,Lysmd4,14.82,77.53,-57.28
10554081,Ttc23,-49.94,-46.55,-52.70
10554094,Igf1r,-20.49,-39.88,2.60
10554118,Fam169b,-53.68,-68.54,-42.06
10554127,Gm5334,-10.90,18.40,-33.50
10554129,B130024G19Rik,-48.67,-57.83,-41.11
10554140,Zic4,68.11,93.48,-39.46
10554142,Kansl2,95.71,98.55,87.13
10554150,Rgma,-5.18,-5.35,-4.83
10554156,Fam174b,-30.11,-24.45,-35.42
10554160,Gm10618,-2.76,42.27,-35.16
10554162,---,76.78,70.78,81.67
10554164,---,52.85,37.27,64.05
10554166,Akap13,84.97,81.93,87.49
10554198,Klhl25,-22.19,16.50,-55.65
10554204,Agbl1,-7.04,-6.27,-7.95
10554221,---,94.18,96.33,89.38
10554223,Mrps11,-74.13,-43.87,-91.36
10554231,Mir7-2,-3.91,5.14,-11.72
10554233,Aen,-65.14,-77.55,-50.37
10554240,Isg20,-35.20,-36.43,-34.06
10554249,Acan,-48.11,-34.53,-62.65
10554269,Abhd2,-81.74,-86.72,-72.88
10554281,Fanci or Polg,-33.53,-34.82,-32.23
10554321,Gm10616,93.46,97.00,82.41
10554323,Mir9-3,76.11,92.60,29.93
10554325,5730590G19Rik,-45.66,-45.12,-46.37
10554349,Kif7,4.48,-13.59,30.01
10554351,Wdr93,-29.39,-14.54,-49.61
10554367,Mesp2,59.67,73.50,36.75
10554370,Zfp710,71.83,67.25,76.25
10554375,Sema4b,-59.83,-45.91,-70.76
10554392,D330012F22Rik,-94.87,-95.14,-94.53
10554397,Ttll13,-3.95,-2.00,-10.21
10554413,Ngrn,-99.12,-95.11,-99.82
10554419,Vps33b,-88.44,-94.37,-75.21
10554445,Prc1,-23.68,-25.90,-21.88
10554463,Hddc3,-81.03,-94.72,-56.28
10554468,Hddc3,39.88,52.49,25.04
10554471,Zscan2,31.06,44.54,14.49
10554475,Zfp592,31.16,-7.53,58.72
10554487,Alpk3,-17.06,-13.48,-21.98
10554502,Slc28a1,11.03,2.64,19.13
10554521,Pde8a,36.47,34.51,38.70
10554545,---,-24.21,25.29,-82.13
10554547,Mir1839,-79.15,-88.40,-66.67
10554549,Whamm,-0.89,-10.10,10.56
10554569,Fam103a1 or Gm10767 or Gm4199,-98.94,-98.63,-99.36
10554574,Tm6sf1 or Hdgfrp3,94.31,91.36,96.78
10554586,4833418N17Rik,70.18,83.37,47.00
10554588,Sh3gl3,-54.53,-52.75,-56.15
10554599,Adamtsl3,-12.59,-5.55,-22.65
10554629,Eftud1,-11.79,-39.50,14.21
10554650,---,43.49,50.71,34.96
10554655,Mex3b,0.55,52.02,-35.16
10554658,A530021J07Rik,-15.38,-7.33,-29.66
10554665,---,-23.25,-19.84,-26.24
10554667,Tmc3,-15.17,-22.17,-8.81
10554693,Stard5,-38.30,-63.90,-17.51
10554701,Hnrnpk or Gm4130,95.71,98.55,87.13
10554704,Mesdc2,-93.57,-97.86,-78.95
10554710,---,66.23,90.46,-13.48
10554712,2610206C17Rik,41.77,61.76,3.26
10554714,Olfr291,-24.55,-11.85,-46.90
10554716,Olfr290,-27.94,-51.35,-13.12
10554718,Vmn2r71,-21.62,-26.16,-17.22
10554721,Olfr301,-55.04,-84.75,-27.41
10554723,---,-72.79,-81.28,-63.93
10554725,Olfr299,-46.36,-50.46,-43.00
10554727,Olfr297,-30.90,-14.82,-52.12
10554729,Olfr295,-22.77,15.96,-87.86
10554731,Olfr293,23.96,65.40,-17.72
10554733,Olfr292,-27.25,-13.80,-45.25
10554736,Vmn2r77,-48.47,-49.71,-47.19
10554743,---,-17.06,-9.35,-24.41
10554745,Vmn2r78,-3.45,-18.17,25.39
10554748,Vmn2r79,-10.73,-0.87,-28.16
10554752,Nox4,-30.11,-40.75,-21.68
10554778,Grm5,-7.76,-7.95,-7.51
10554789,Ctsc,94.97,94.07,95.76
10554800,Rab38,-32.07,-18.68,-51.61
10554808,Fzd4,-41.26,-57.46,-26.01
10554814,Prss23,-49.39,-58.93,-39.85
10554817,---,95.71,98.55,87.13
10554819,Me3,-64.38,-52.62,-75.88
10554837,Eed,84.50,89.46,78.41
10554839,Picalm,97.21,96.22,98.36
10554863,Sytl2,-57.73,-43.85,-74.22
10554893,Ccdc89,-13.50,11.33,-71.13
10554895,Crebzf,-93.30,-94.43,-91.56
10554900,Dlg2,-24.48,-12.45,-54.68
10554926,Ccdc90b,-92.83,-94.65,-89.91
10554938,Rab30,-50.62,-46.59,-54.34
10554945,Prcp,93.98,91.70,95.94
10554958,---,-18.54,-47.37,4.59
10554960,Fam181b,-0.25,36.85,-18.40
10554963,---,23.20,68.21,-27.95
10554965,---,47.49,0.07,76.68
10554967,---,35.88,42.49,29.19
10554969,Odz4,-28.15,-21.85,-36.92
10555007,Odz4,88.47,95.02,77.74
10555009,Mir708,-19.01,5.93,-48.88
10555011,Nars2,-85.41,-90.91,-74.71
10555027,Gab2,90.32,84.37,94.96
10555039,Kctd21,-8.01,11.53,-26.39
10555041,Alg8,-44.07,-66.21,-21.01
10555055,Ndufc2 or LOC675851 or LOC635087,-96.78,-97.10,-96.32
10555059,Kctd14,-4.86,-8.09,-1.97
10555063,Ints4,-93.35,-94.82,-91.38
10555087,---,-48.65,-54.97,-41.79
10555089,Rsf1,7.59,-19.89,35.77
10555108,Clns1a,-95.91,-97.53,-93.24
10555116,---,-11.67,-3.90,-20.44
10555118,Pak1,54.77,50.98,58.64
10555135,Gdpd4,-9.58,-6.96,-13.06
10555156,Gucy2d,84.46,93.01,68.55
10555174,Lrrc32,-18.16,-33.28,-8.27
10555177,---,34.30,58.40,0.45
10555179,Prkrir,-73.58,-84.52,-48.64
10555186,Wnt11,88.14,90.35,85.52
10555197,Mtap6,-36.32,-28.82,-46.79
10555205,Gdpd5,-18.53,-47.71,7.08
10555225,Klhl35,94.59,94.41,94.74
10555233,---,88.40,93.58,81.70
10555235,Arrb1,55.08,47.44,62.55
10555254,Mir326,91.09,97.36,77.11
10555256,Gm10605,90.68,96.34,78.81
10555258,Olfr520,51.65,68.01,28.29
10555260,Olfr521,54.84,84.89,-9.76
10555262,Xrra1,-19.82,-29.80,-13.10
10555280,Chrdl2,54.62,76.13,-2.75
10555293,Lipt2,-21.86,-22.04,-21.70
10555297,Kcne3,-9.37,-11.02,-7.71
10555303,Pgm2l1,-56.77,-55.32,-58.24
10555323,P4ha3,-20.40,-11.42,-38.64
10555339,C2cd3,-20.29,-37.57,-3.99
10555378,Ucp3,-8.35,-11.68,-5.77
10555389,Ucp2,88.70,81.77,94.06
10555401,Dnajb13,88.88,85.68,92.08
10555407,Chchd8,36.19,79.41,-25.81
10555414,Rab6a or Mrpl48,-73.22,-80.62,-63.95
10555425,Fam168a,-55.17,-69.24,-39.29
10555438,Fchsd2,-48.51,-73.67,-13.21
10555460,Stard10,-57.58,-52.76,-61.93
10555470,Arap1,84.10,73.64,90.40
10555510,Pde2a,-24.08,-37.42,-14.14
10555548,Mir139,93.87,97.98,72.98
10555550,Clpb,-84.43,-84.53,-84.33
10555568,Rpl31,-90.51,-89.21,-91.44
10555570,Phox2a or Inppl1,82.94,94.10,53.00
10555574,Inppl1,73.38,79.45,64.43
10555576,3200002M19Rik,-71.84,-63.08,-80.46
10555586,2400001E08Rik,-67.43,-67.68,-67.21
10555590,Numa1,6.77,-18.22,28.45
10555620,Trpc2,-36.24,-25.38,-48.08
10555662,Art1 or Chrna10,-5.61,-2.77,-12.63
10555671,Pgap2,23.65,-0.72,43.95
10555681,Stim1,-50.43,-69.43,-29.53
10555695,Rrm1,-66.46,-77.99,-52.46
10555716,Olfr547,68.64,88.17,5.05
10555718,---,-29.53,-51.95,-7.81
10555720,Olfr549,26.02,51.03,-2.36
10555722,Olfr550,34.94,-2.62,61.52
10555725,Olfr552,78.58,91.79,24.88
10555727,Olfr554,55.47,62.37,46.28
10555729,Olfr555,28.71,39.25,17.74
10555731,Olfr556,-1.71,34.49,-19.25
10555734,Olfr557,34.54,74.25,-20.02
10555736,Olfr558,-30.73,-12.48,-58.25
10555741,Olfr561,19.64,52.04,-10.10
10555744,Olfr564 or Olfr560,10.27,22.38,-0.84
10555746,Olfr568,45.52,79.29,-15.19
10555749,Olfr570,-22.11,18.60,-83.51
10555751,Olfr572,-27.85,-17.56,-39.84
10555753,Olfr574,3.28,-29.40,49.42
10555756,Olfr576,-38.42,-38.88,-37.96
10555758,Olfr582,-15.32,8.13,-41.14
10555760,Olfr583 or Olfr585 or Olfr566,-23.57,-16.12,-33.37
10555762,Olfr584 or Olfr582,-2.55,34.80,-20.64
10555764,Olfr585,-41.55,-31.48,-52.57
10555766,---,32.28,42.48,21.85
10555769,---,54.30,81.82,-12.68
10555771,Olfr592,-12.74,15.44,-40.96
10555773,Olfr593,-2.67,-1.10,-4.47
10555775,Olfr594,-1.23,-6.86,9.18
10555777,---,-0.62,-10.84,20.80
10555779,---,-25.04,-27.82,-22.40
10555781,Olfr596 or Olfr603,-63.81,-79.52,-47.63
10555783,Olfr597,58.55,35.65,74.44
10555785,Olfr598,92.83,95.45,88.45
10555787,Olfr599,30.49,63.18,-7.03
10555789,Usp17l5,-15.05,12.44,-40.18
10555791,Olfr606,-13.99,-18.52,-9.27
10555793,Olfr608,-2.92,-28.13,37.00
10555795,Olfr613,-7.21,38.26,-38.81
10555799,Olfr615,-32.73,-18.45,-51.11
10555801,Olfr617,-8.01,-22.53,9.10
10555803,Olfr618,-73.91,-58.59,-86.34
10555805,Olfr619,-31.43,-19.76,-47.10
10555807,Olfr617,-6.89,-6.76,-7.01
10555809,Olfr243,40.66,85.16,-49.56
10555811,Olfr628,-15.91,-27.53,-6.61
10555818,---,74.27,91.12,38.42
10555820,Olfr65,30.42,54.29,-3.14
10555826,Olfr631,-11.02,4.58,-33.03
10555832,Olfr632,17.80,44.72,-8.44
10555834,Olfr633,-8.94,-0.68,-17.97
10555836,---,-25.74,-58.37,3.35
10555838,Olfr635,-11.03,45.56,-62.08
10555840,Olfr638,17.56,36.72,-4.18
10555842,Olfr641,-6.10,-2.63,-9.63
10555844,Olfr646,75.44,57.07,86.16
10555846,---,-11.42,-18.55,-4.98
10555848,Trim6,-46.16,-38.15,-55.63
10555862,Trim34a or Trim34b or Trim12c,50.53,54.70,45.43
10555870,Olfr651,18.53,31.18,2.88
10555873,Olfr652,12.98,-6.07,39.00
10555875,Olfr653,58.86,57.00,60.99
10555877,Olfr654,31.04,70.93,-20.72
10555879,Olfr656,4.34,39.21,-23.37
10555881,Olfr657,8.92,2.86,15.80
10555883,Olfr659,-19.43,-37.89,-3.53
10555885,---,-14.23,-14.42,-13.91
10555887,Olfr661,-17.42,-30.07,-7.87
10555889,Olfr663,-9.81,-24.01,4.49
10555892,Twf1 or Gm4887,-63.17,-61.43,-64.39
10555894,Dub1,52.89,46.32,57.42
10555899,Olfr665,-15.01,-5.29,-34.31
10555901,Olfr669,33.40,44.92,16.87
10555903,Olfr676,-42.94,-57.58,-30.47
10555905,Olfr677,3.74,30.05,-8.51
10555907,Olfr678,44.38,30.14,54.60
10555909,Olfr679,-43.25,-37.80,-48.47
10555911,Olfr681 or Olfr679,-51.02,-61.99,-40.96
10555913,Olfr688 or Olfr689,8.83,22.91,-2.26
10555915,Olfr688 or Olfr689,95.71,98.55,87.13
10555917,Olfr689,15.87,33.76,-2.64
10555919,Olfr692,-46.57,-33.24,-58.92
10555921,Gm5901,57.81,61.20,53.24
10555925,Cnga4,-19.66,-22.93,-16.58
10555935,Cckbr,-5.48,0.52,-26.96
10555946,Smpd1,-83.67,-92.81,-71.79
10555953,Fxc1,-8.76,47.12,-49.42
10556005,Ilk or Taf10,30.94,23.41,37.92
10556018,---,-28.33,-29.49,-27.25
10556020,Olfr701,-5.38,-9.40,-1.67
10556029,Olfr703,-7.25,49.40,-54.81
10556031,Olfr704,-18.91,-18.93,-18.91
10556033,Olfr707 or Olfr1532-ps1,-28.60,-21.38,-36.37
10556035,Olfr713,30.36,63.69,-9.74
10556037,Olfr714,54.48,39.54,67.47
10556039,Olfr17,39.18,47.53,30.10
10556041,Olfr716,-14.07,-2.16,-29.33
10556043,Nlrp14,-41.69,-26.25,-60.96
10556059,Rbmxl2,96.92,98.50,93.21
10556061,Gm15514,-33.34,-41.33,-26.42
10556067,Syt9,-16.09,-11.39,-21.07
10556076,Olfml1,-39.16,-33.76,-46.32
10556082,Ppfibp2,24.48,15.82,33.56
10556111,Olfr467,-28.58,-65.37,-1.52
10556113,Rbm3 or Gm15453,95.71,98.55,87.13
10556115,Olfr472,-18.79,-8.04,-37.26
10556117,Olfr473,-15.28,-16.36,-14.27
10556119,Olfr474,5.18,76.41,-67.85
10556121,Olfr476,-49.94,-65.71,-36.18
10556123,Olfr477,-68.56,-87.08,-45.89
10556125,---,-16.56,9.09,-39.84
10556127,Olfr479,-15.37,3.10,-39.21
10556129,Olfr481,45.92,87.04,-37.42
10556131,Olfr483,-34.63,-16.40,-58.37
10556133,Styx or Gm14698,-91.31,-95.14,-82.58
10556135,---,-24.94,-56.71,-2.46
10556137,Olfr491,-32.37,-18.77,-50.30
10556139,Olfr494,-21.03,-24.12,-17.54
10556141,Olfr495,-35.76,-35.70,-35.81
10556143,Olfr497,-41.98,-43.79,-40.19
10556145,Olfr498,-55.58,-18.87,-92.73
10556147,Olfr498,-16.31,-5.07,-52.32
10556149,Olfr503 or Olfr658,-2.25,31.84,-26.69
10556151,---,-24.46,-17.95,-31.61
10556154,Olfr506,25.00,21.35,28.30
10556156,Olfr507,-30.54,-32.43,-28.67
10556158,Olfr508,-38.09,-16.19,-61.99
10556160,Olfr510,-17.58,-4.95,-46.09
