Probeset_ID,Gene Symbol,Mo Bl Ly6C- IIint,Sample_,Sample_,Sample_,Sample_,Sample_
10562073,Rbm42 or Haus5,47.22,12.43,60.50,8.95,75.80,69.81
10562084,Haus5,12.22,48.81,48.39,11.53,-14.21,-38.07
10562093,4930479M11Rik,-32.76,-27.78,-26.70,-37.02,-36.89,-38.44
10562096,Tmem147,-58.83,-76.93,-58.23,-81.54,-28.44,-22.16
10562105,Gapdhs,-33.02,-34.29,-19.94,-33.42,-43.34,-38.52
10562117,Ffar2,-37.05,-29.91,-69.20,-31.64,-16.89,-44.51
10562125,Ffar3,-4.95,5.92,-54.24,22.88,-0.46,15.33
10562130,Ffar1,-19.43,-21.71,-16.71,-21.09,-16.96,-22.04
10562132,Cd22,35.37,41.26,35.16,42.68,26.42,27.44
10562152,Mag,-36.72,-60.01,-31.85,-35.45,-35.73,-24.34
10562166,Hamp2,-18.68,-10.57,-25.14,-25.37,-24.34,-9.56
10562169,Hamp,-21.32,-11.52,-25.89,-48.82,-24.17,-12.95
10562172,Usf2 or LOC100504922 or LOC100862373,72.70,74.27,68.04,58.04,74.14,83.82
10562181,Lsr,-9.60,-14.80,-9.88,-10.01,-6.29,-7.90
10562192,Fxyd5,86.40,88.78,87.00,86.43,85.62,84.25
10562204,Fxyd7,-34.88,-47.58,-76.79,-18.14,-24.75,-24.39
10562211,Fxyd1,-68.41,-82.23,-69.99,-89.52,-57.80,-41.91
10562223,Fxyd3 or Lgi4,-29.18,-17.83,-36.62,-19.26,-40.02,-38.41
10562234,Hpn,-41.65,-36.58,-31.24,-38.26,-62.34,-45.84
10562251,Scn1b,-40.32,-65.59,-37.47,-53.37,-25.20,-25.27
10562260,Gramd1a,18.55,29.67,29.81,14.68,-5.77,23.01
10562280,Abph,-20.62,-0.37,-32.95,-72.48,-14.07,-0.62
10562285,---,-8.04,46.49,36.67,71.22,-86.42,-69.06
10562287,Gm5329 or Gm5058 or Gm9156,12.93,-25.45,-6.61,-17.77,61.34,71.03
10562289,Gm5058 or Gm9156 or Gm5329,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10562291,Abpd or Gm4684,-30.31,-21.46,-36.51,-17.04,-46.50,-34.99
10562296,Scgb2b1-ps,-78.77,-88.06,-66.30,-99.04,-31.48,-92.70
10562299,Abpz,-84.12,-64.07,-99.89,-60.44,-71.86,-82.63
10562304,---,37.17,34.99,17.52,32.12,-20.30,84.17
10562308,Abpg or Abpb,-38.79,-37.02,-60.23,-17.78,-27.14,-61.06
10562314,Abpb,-30.12,-49.73,-31.48,-18.90,-22.31,-36.34
10562320,---,-33.21,-55.66,-46.62,-48.19,-13.85,-0.55
10562323,Wtip,-79.59,-58.51,-93.70,-61.14,-78.04,-93.60
10562331,Uba2,-43.37,-45.88,12.04,-43.51,-59.14,-65.27
10562349,Pdcd2l,-19.09,-53.67,-6.75,-62.62,19.23,12.79
10562358,---,57.71,59.36,76.22,60.11,51.86,25.00
10562360,Gpi1,9.85,-16.73,28.39,-6.24,20.80,21.24
10562368,4931406P16Rik,-21.25,-20.34,-16.48,-23.98,-24.86,-20.40
10562382,Lsm14a,67.79,82.17,87.70,63.47,39.69,54.22
10562394,---,24.69,3.34,59.06,-31.12,-13.78,77.00
10562397,---,12.68,45.63,-66.79,71.65,-13.72,29.87
10562399,Kctd15,-66.68,-51.16,-77.99,-69.00,-61.84,-72.01
10562408,Chst8,-27.32,-25.23,-43.85,13.56,-53.68,-28.60
10562416,Cebpg,88.93,85.36,81.34,60.88,96.20,95.08
10562419,Lrp3 or Slc7a10,-54.97,-72.03,-70.06,-52.25,-28.39,-54.87
10562428,Wdr88,38.53,-0.49,56.19,42.33,3.32,65.95
10562439,Gpatch1,-36.17,-10.01,18.99,-22.98,-56.19,-79.82
10562461,C230052I12Rik or Rhpn2,15.25,19.47,49.82,-1.35,4.34,4.87
10562468,Tdrd12,-58.68,-57.86,-48.75,-32.79,-50.55,-95.88
10562480,Nudt19,-17.31,-35.80,1.19,-33.35,-10.83,-3.97
10562486,Rgs9bp,-11.84,-4.95,-48.90,22.49,20.61,-38.36
10562491,Pdcd5 or Gm3837,-73.43,-91.22,-78.83,-94.71,-24.35,-29.36
10562500,Dpy19l3,-83.82,-89.58,-75.78,-79.30,-88.34,-84.99
10562523,Zfp507,-64.44,-75.17,-55.56,-63.28,-72.27,-57.87
10562532,Zfp536,-66.24,-58.13,-76.05,-38.06,-62.41,-89.97
10562546,---,-20.54,-63.50,-45.47,28.77,-6.81,-10.95
10562548,C80913,-75.81,-62.18,-43.64,-38.53,-91.69,-88.93
10562563,Ccne1,-92.82,-95.88,-97.73,-85.60,-91.26,-89.89
10562576,Plekhf1,-83.36,-87.72,-93.98,-98.85,-29.76,-75.22
10562578,Pop4,-65.61,-75.06,-55.44,-82.24,-49.40,-64.38
10562587,Gm5591,-51.84,-59.03,-25.21,-65.40,-67.07,-48.35
10562592,Gm5114 or LOC100861686 or LOC100861663 or Gm4454 or Gm2128 or Gm9271 or Gm6605 or Gm6124,67.71,88.01,69.74,46.62,76.84,20.26
10562595,4930433I11Rik,-6.49,-6.05,-4.59,-8.68,-6.75,-6.60
10562599,4930433I11Rik or Gm5590,48.54,48.54,23.89,11.91,72.32,65.53
10562601,---,53.72,19.46,-13.36,86.66,57.93,67.79
10562603,---,-17.60,9.42,-47.32,0.89,-49.22,-16.00
10562605,AI987944,44.59,67.30,68.66,54.87,12.21,0.82
10562612,AW146154 or Vmn2r57,-30.26,15.67,3.05,-61.09,-58.51,-42.34
10562627,Ctdnep1,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10562629,---,-29.67,-11.75,-71.33,-13.81,-37.92,-16.05
10562632,Vmn2r-ps57,-31.10,-42.76,-38.53,-31.04,-22.65,-23.51
10562634,---,55.54,82.96,27.55,48.04,49.93,52.67
10562637,Ccnb1 or Gm5593,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10562639,Gapdh,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10562641,Vmn2r-ps60 or Vmn2r60 or Vmn2r61 or Vmn2r58 or Vmn2r-ps57 or Vmn2r-ps54,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10562643,4933421I07Rik,26.49,29.50,-9.09,69.91,-26.60,54.02
10562647,Rpl29,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10562649,---,57.23,77.88,60.38,67.72,39.24,36.91
10562651,9830147E19Rik or Gm2381 or EU599041 or Gm5595 or Gm2329,-97.54,-92.02,-97.58,-98.85,-98.15,-98.17
10562657,Gm5595,-95.80,-93.75,-99.43,-92.38,-91.96,-98.12
10562661,---,-77.32,-91.82,-24.26,-76.72,-91.40,-97.44
10562663,Rps4x,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10562665,---,0.56,36.59,-17.19,39.58,14.08,-18.91
10562667,---,49.23,67.66,54.82,36.44,38.06,44.75
10562670,Zfp715,92.19,95.87,94.85,96.62,77.30,81.09
10562685,---,-12.35,43.98,17.08,-32.08,-10.13,-68.19
10562687,Iglon5,-64.87,-80.51,-68.11,-55.59,-62.22,-55.28
10562696,4931406B18Rik,41.09,24.47,-10.56,31.27,79.50,44.97
10562705,Gm2511,-17.06,-35.84,-65.76,-42.55,47.04,31.82
10562709,Cd33,-18.49,-9.25,-15.39,-14.29,-39.11,-27.27
10562720,Siglece,48.99,58.16,65.32,56.01,28.88,29.01
10562729,---,-11.29,7.96,-34.28,22.00,-14.81,-28.28
10562731,---,-29.91,-52.51,-18.77,-12.63,-41.71,-28.24
10562736,1700028J19Rik,-12.86,-13.23,-43.94,-40.76,-15.59,62.88
10562741,Acpt,19.14,18.26,-11.27,18.04,17.42,52.98
10562754,---,47.12,36.11,-8.16,74.59,57.16,62.95
10562761,Clec11a,-75.56,-67.40,-89.84,-48.08,-79.91,-84.99
10562767,1700008O03Rik,14.03,-3.35,-0.71,24.94,40.87,7.48
10562774,2310044H10Rik,-2.10,-19.90,3.71,-26.86,2.05,10.39
10562784,Mybpc2,-67.26,-85.49,-93.30,-56.26,-35.28,-55.85
10562812,Spib,-40.65,-54.36,-56.62,-29.77,-39.34,-29.38
10562818,Pold1,-19.47,-27.28,-14.87,-34.93,-18.94,-6.21
10562847,Nr1h2,69.00,51.51,77.08,47.33,78.93,78.61
10562856,Myh14,-69.31,-59.66,-75.41,-77.19,-67.43,-67.03
10562897,Zfp473 or Vrk3,-32.97,-30.98,-44.65,-37.50,-27.34,-24.34
10562905,Atf5 or Nup62 or Nup62-il4i1 or Il4i1,-68.05,-57.67,-87.53,-54.51,-70.31,-67.07
10562911,Tbc1d17 or Akt1s1,53.04,36.26,46.57,37.41,68.89,74.74
10562927,Ptov1,-74.67,-82.76,-74.24,-72.71,-75.33,-67.07
10562942,Med25,-48.86,-55.85,-32.44,-54.68,-57.77,-31.30
10562963,Fuz or D7Bwg0826e,30.57,39.48,2.39,40.01,-0.44,63.76
10562965,Ap2a1,-28.49,-26.07,-10.93,-27.87,-40.26,-32.58
10562989,Cpt1c,-75.82,-64.00,-92.88,-68.45,-80.48,-69.72
10563014,Prmt1,-44.66,-81.82,-30.89,-62.65,-4.96,-27.13
10563026,Bcl2l12,39.46,9.01,60.19,19.28,42.48,58.83
10563037,Scaf1,55.35,38.33,78.83,71.73,31.31,41.89
10563050,Prr12,20.09,8.49,32.21,6.57,21.48,29.79
10563068,Prrg2,-7.01,8.41,-10.48,-5.92,-36.38,11.26
10563077,Rcn3,-48.89,-56.02,-44.35,-53.10,-42.62,-49.06
10563085,Fcgrt,40.04,19.72,33.27,22.07,68.11,52.51
10563094,Rps11,55.70,33.86,68.83,34.54,74.69,72.18
10563099,Snord35b,54.40,48.16,65.52,73.71,41.57,29.30
10563101,Rpl13a,10.64,-50.68,-31.84,-64.03,94.71,70.99
10563108,Snord35a,37.09,15.29,49.28,53.93,36.90,23.85
10563110,Snord34 or Rpl13a,76.85,80.39,75.96,87.04,70.00,74.14
10563112,Snord33 or Rpl13a,88.63,96.91,93.85,98.50,78.20,83.23
10563114,Snord32a or Rpl13a,77.47,79.93,85.80,85.72,59.52,68.18
10563116,Flt3l or Rpl13a,-0.92,3.90,-9.21,0.59,-6.52,21.28
10563130,Aldh16a1 or Pih1d1,57.54,46.89,75.87,39.53,47.54,66.20
10563149,Ccdc155,-14.81,-1.85,-43.80,-1.47,-24.54,-11.46
10563170,Dkkl1,-11.41,-22.94,-6.94,-10.76,-17.27,-3.86
10563176,---,31.30,58.61,8.10,-10.35,59.19,21.32
10563178,Cd37,27.88,16.94,33.93,28.70,33.74,29.48
10563191,Trpm4,-28.55,-19.30,-30.59,-25.97,-48.62,-24.30
10563220,Ppfia3,-73.61,-77.27,-64.44,-70.34,-79.09,-75.83
10563253,Lin7b or Mtag2,-50.42,-38.33,-74.87,-28.57,-72.65,-39.81
10563260,Snrnp70,8.80,24.11,13.62,13.20,-10.92,2.40
10563275,Ruvbl2 or Gys1,-79.93,-91.05,-68.71,-93.74,-61.01,-71.14
10563295,Ftl1 or Ftl2 or LOC100862446 or LOC434624,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563303,Bax,17.53,-28.60,7.58,-22.37,63.65,61.27
10563314,Dhdh,-27.27,-37.91,-16.46,-27.82,-23.97,-31.59
10563323,Nucb1,-2.33,-15.83,11.70,-18.54,10.16,-7.26
10563338,Ppp1r15a,18.17,37.02,46.02,8.13,-2.95,-1.83
10563344,Fgf21,-24.34,-17.50,-47.81,-19.10,-19.63,-25.75
10563350,Fut2,-53.02,-81.81,-77.97,-37.20,-32.99,-34.66
10563355,Sec1 or Ntn5,-2.89,-33.37,-0.99,22.85,-8.38,20.00
10563362,Sphk2,21.10,-1.58,44.82,40.72,-10.75,23.90
10563373,Spaca4,-6.83,3.23,-46.23,38.80,-29.58,7.98
10563377,Sult2b1,-53.14,-56.55,-35.54,-80.83,-44.47,-49.62
10563387,Lmtk3,-7.39,-23.20,24.21,-1.45,-4.34,-27.67
10563390,Cyth2,40.13,53.40,70.80,41.96,7.50,21.44
10563407,Kcnj14,0.30,-24.13,-35.29,3.22,41.03,32.47
10563411,Grwd1,-57.28,-58.07,-56.54,-74.17,-40.24,-56.82
10563421,Grin2d,-46.47,-60.96,-48.52,-65.32,-21.83,-42.57
10563434,---,20.91,23.67,-4.18,36.59,18.54,27.02
10563436,Syngr4,-29.19,-51.06,-47.20,-19.58,-4.07,-28.92
10563441,Emp3,67.60,39.42,60.72,46.42,94.25,91.27
10563447,Abcc6,-15.17,-16.77,-14.48,-10.77,-11.10,-27.22
10563480,Kcnj11,-63.46,-56.35,-74.11,-55.12,-71.11,-60.54
10563487,Abcc8,-56.84,-39.81,-90.36,-26.04,-71.24,-51.92
10563527,Ush1c,-34.68,-39.06,-55.38,-36.26,-31.56,-17.39
10563558,Sergef or Prf1,47.06,37.62,22.08,55.18,64.89,41.82
10563570,Tph1,-69.42,-48.03,-80.80,-48.16,-56.47,-97.04
10563583,Saal1,-0.94,-10.22,15.71,-13.47,13.70,-4.08
10563597,Saa3,-57.59,-59.28,-53.41,-44.83,-51.56,-81.97
10563602,Saa4,-47.18,-54.66,-36.22,-33.99,-40.95,-73.82
10563608,---,-37.25,-34.19,-50.34,-8.20,-52.42,-46.33
10563611,Saa1 or Saa2,-61.68,-90.11,-76.32,-56.20,-68.21,-27.28
10563615,Hps5,84.84,87.45,92.53,84.11,77.79,78.65
10563641,Rap1a or Gm9392,89.83,92.95,89.94,90.65,87.45,86.67
10563643,Tsg101,-40.44,-77.72,-38.34,-75.89,19.87,8.78
10563649,Uevld,52.48,70.93,14.97,84.77,32.22,30.56
10563657,---,57.94,67.54,53.72,85.73,33.06,13.37
10563659,Spty2d1,70.83,81.15,90.03,74.04,46.99,36.86
10563666,---,4.53,12.19,-10.39,29.71,-7.23,11.93
10563685,Ptpn5,-39.59,-44.08,-41.95,-47.52,-23.45,-44.62
10563704,Mrgpra6,-40.74,-31.04,-81.98,-35.26,-20.19,-53.20
10563706,Mrgpra9,71.36,87.31,85.00,41.57,81.38,-5.87
10563709,Mrgpra1,-28.00,18.49,-9.15,-48.35,-57.29,-59.11
10563712,Mrgpra2a or Mrgpra2b,-30.30,-35.80,-34.11,-33.70,-19.72,-31.55
10563715,Mrgpra2b or Mrgpra2a,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563718,---,15.51,-10.79,-35.16,48.26,10.71,59.54
10563722,Mrgpra3,-13.35,-8.93,-27.68,-48.95,-0.16,19.61
10563725,Mrgpra3,-14.98,-27.00,-23.16,-41.21,27.26,-8.79
10563728,---,17.32,-4.84,-15.47,16.46,42.47,48.97
10563731,---,19.23,-17.80,-4.50,-1.65,32.35,73.25
10563734,Mrgpra4,-30.13,-25.53,-13.65,-49.15,-34.48,-33.70
10563740,Mrgprx1,0.85,-3.07,32.22,18.97,4.13,-25.73
10563743,---,0.82,55.41,-1.22,-11.04,-15.20,-4.14
10563745,Mrgprb5,38.02,30.50,39.80,8.46,36.33,63.44
10563747,Mrgprb4,-39.57,-32.93,-28.01,-27.97,-87.13,-15.87
10563749,Mrgprb1,-52.14,-36.37,-51.41,-45.44,-63.42,-66.46
10563753,Mrgprx2,-14.40,-23.01,-45.88,-10.80,-0.59,-2.67
10563760,Mrgprb2,-19.95,-39.84,-38.98,-18.05,-14.68,-1.49
10563764,Mrgprb3,-14.08,-32.90,-27.17,-46.24,43.76,2.77
10563766,---,-27.52,-26.04,-33.73,-11.39,-16.38,-63.05
10563768,---,-24.09,-16.54,-26.22,-29.25,-17.76,-31.80
10563770,Csrp3,-38.12,-34.45,-35.65,-31.58,-75.50,-23.55
10563780,E2f8,-73.26,-64.54,-71.24,-86.63,-76.24,-67.37
10563797,Dbx1,-11.93,-16.17,-14.37,-19.18,-34.29,32.52
10563802,Dbx1,-24.75,-5.89,-0.41,-72.89,-41.38,-16.01
10563804,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563806,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563808,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563810,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563812,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563814,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563816,Fancf,-43.71,-74.42,-48.04,-12.35,-14.03,-56.09
10563820,Svip,-34.64,-32.11,-65.01,-29.35,-14.84,-34.02
10563825,---,-36.48,-34.79,-59.71,1.04,-9.75,-84.13
10563829,Mrps33,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563834,---,-42.47,-35.78,-82.66,-13.43,-31.74,-42.03
10563838,Nipa2 or Cyfip1,74.17,83.68,73.88,78.02,66.68,57.51
10563852,Nipa1 or A230056P14Rik,-78.22,-88.80,-78.96,-76.28,-75.71,-71.11
10563858,Gabrg3,-41.65,-46.12,-42.08,-51.52,-25.46,-46.52
10563872,Gabra5,-42.26,-32.82,-51.21,-51.75,-48.77,-28.36
10563883,Depdc1a,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563891,Nck2,-73.80,-47.05,-81.72,-74.37,-79.34,-82.05
10563893,---,-4.28,0.09,7.87,-5.64,-22.15,-4.94
10563895,---,-43.39,-38.43,-37.71,-42.50,-68.71,-36.20
10563897,---,-57.43,-46.00,-20.38,-70.05,-97.61,-81.91
10563899,---,-59.58,-59.23,-28.22,-75.49,-94.60,-50.09
10563901,---,-74.03,-70.61,-79.01,-63.12,-63.56,-88.62
10563903,---,-70.29,-32.07,-86.58,-86.23,-93.38,-56.39
10563905,---,-59.94,-43.47,-24.38,-93.62,-97.53,-57.23
10563907,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563909,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563911,---,-70.11,-39.07,-83.02,-89.16,-73.38,-67.91
10563913,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563915,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563917,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563919,---,-58.64,-65.18,-42.72,-37.60,-80.04,-73.68
10563921,---,-22.21,-6.48,36.16,-80.46,-43.07,-19.79
10563923,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563925,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563927,---,-64.79,-43.75,-71.83,-94.03,-78.01,-43.58
10563929,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563931,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563933,---,-53.95,-41.35,-45.12,-75.46,-49.41,-61.09
10563935,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563937,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563939,---,-49.24,-43.08,-22.08,-70.92,-54.12,-80.10
10563941,---,-43.72,-27.37,-17.46,-85.71,-64.08,-42.93
10563943,---,-52.35,-63.45,-24.94,-49.53,-86.01,-58.68
10563945,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563947,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563949,---,-74.52,-83.64,-43.27,-87.47,-94.62,-65.04
10563951,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563953,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563955,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563957,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563959,---,-54.36,-56.60,-77.17,-48.02,-83.63,-23.70
10563961,---,-72.63,-61.87,-70.80,-72.31,-92.38,-64.16
10563963,---,-41.96,-24.12,-25.71,-80.49,-53.98,-41.15
10563965,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563967,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563969,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563971,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563973,---,-65.81,-71.54,-20.46,-61.85,-98.32,-86.08
10563975,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563977,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563979,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563981,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563983,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563985,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563987,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563989,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563991,---,-47.41,-27.00,-29.05,-66.59,-71.18,-66.01
10563993,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563995,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563997,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10563999,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564001,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564003,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564005,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564007,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564009,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564011,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564013,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564015,---,-57.82,-52.83,-15.32,-93.00,-76.96,-90.51
10564017,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564019,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564021,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564023,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564025,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564027,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564029,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564031,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564033,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564035,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564037,---,-46.73,-35.30,-13.75,-90.19,-66.31,-46.47
10564039,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564041,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564043,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564045,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564047,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564049,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564051,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564053,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564055,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564057,---,-65.65,-53.03,-71.74,-56.84,-73.98,-75.45
10564059,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564061,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564063,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564065,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564067,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564069,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564071,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564073,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564075,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564077,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564079,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564081,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564083,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564085,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564087,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564089,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564091,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564093,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564095,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564097,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564099,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564101,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564103,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564105,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564107,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564109,---,-22.59,-2.33,10.32,-83.07,-39.93,-14.91
10564111,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564113,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564115,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564117,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564119,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564121,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564123,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564125,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564127,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564129,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564131,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564133,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564135,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564137,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564139,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564141,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564143,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564145,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564147,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564149,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564151,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564153,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564155,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564157,---,-74.06,-94.21,-49.53,-91.31,-76.78,-53.75
10564159,---,-59.07,-33.79,-17.18,-99.58,-96.37,-97.10
10564161,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564163,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564165,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564167,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564169,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564171,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564173,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564175,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564177,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564179,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564181,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564183,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564185,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564187,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564189,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564191,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10564193,Snord116,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
