Probeset_ID,Gene Symbol,MF BM,Sample_,Sample_,Sample_
10529445,Lrpap1,-33.57,-49.43,-31.97,-17.89
10529454,---,-15.73,-51.64,10.69,-6.59
10529457,Cpz,-35.37,-39.91,-28.48,-37.71
10529468,2310079F23Rik,94.02,89.26,95.46,96.24
10529480,4931431C16Rik or Acox3,25.56,-6.34,54.82,22.13
10529485,Htra3,-51.39,-86.69,-23.25,-48.61
10529497,Sh3tc1,-1.14,-7.55,14.68,-1.81
10529515,Sorcs2,-62.49,-69.37,-60.22,-57.58
10529544,2210406O10Rik or LOC100503720,-11.65,-17.26,-12.19,-5.81
10529547,Tada2b,-41.34,-63.02,-44.81,-5.76
10529549,Tbc1d14 or LOC100862594,30.08,24.89,30.08,35.31
10529567,D5Ertd579e,-94.89,-88.41,-94.95,-97.83
10529577,Cno,84.14,65.32,91.74,87.07
10529581,Mrfap1,-35.26,-30.39,-38.65,-36.09
10529584,Man2b2,43.83,30.08,47.92,52.16
10529605,Wfs1,-58.47,-77.12,-48.66,-50.30
10529613,Evc,-50.77,-67.67,-39.36,-45.37
10529636,Stk32b,-29.95,-15.24,-66.79,-20.54
10529651,Msx1,51.20,53.36,21.28,69.44
10529656,Nsg1,-52.47,-73.75,-38.34,-47.03
10529661,Zbtb49,-7.18,-26.27,-41.91,51.01
10529671,Slc2a9,41.46,25.66,43.94,51.27
10529689,Wdr1,50.36,42.59,55.83,52.48
10529706,4930421P07Rik,73.88,64.16,80.28,76.23
10529708,Zfp518b,-36.50,-32.24,-52.00,-27.49
10529711,Clnk,-3.47,-0.97,-2.66,-15.10
10529730,---,47.83,47.56,42.23,52.64
10529732,Hs3st1,-28.16,-46.42,-8.89,-34.67
10529737,---,-11.16,-15.06,-4.89,-16.60
10529739,---,-20.00,-38.33,-21.19,-2.99
10529741,Rab28,-1.84,-13.55,-3.62,12.53
10529752,Nkx3-2,55.49,31.74,74.53,51.08
10529758,Bod1l,-98.26,-87.97,-99.82,-98.82
10529792,Bod1l,-80.94,-75.47,-88.92,-75.12
10529794,---,-39.77,-21.09,-14.72,-77.01
10529797,---,-35.45,-29.94,-17.79,-60.47
10529799,Cpeb2 or Gm7854,81.20,65.73,90.11,80.34
10529801,Fbxl5,-76.74,-63.18,-77.55,-85.71
10529815,LOC100505155,-91.27,-56.97,-98.90,-96.20
10529817,Rpl15,27.52,-11.25,23.62,64.46
10529819,Fgfbp1,-51.75,-45.38,-81.29,-34.17
10529824,Prom1,-43.57,-47.21,-37.74,-47.73
10529858,Tapt1,67.82,69.89,65.56,67.89
10529873,Rab2a,-56.91,-39.41,-58.99,-68.84
10529875,Ldb2,-74.64,-78.46,-49.11,-92.20
10529887,---,14.06,-34.35,67.08,-0.64
10529890,4930435H24Rik,-0.78,-9.41,-1.01,24.25
10529895,Qdpr,54.75,52.82,56.42,54.45
10529903,Fam184b,-30.41,-38.19,-71.92,20.30
10529921,---,-59.59,-95.93,-27.87,-45.32
10529923,Lcorl or Ncapg,-97.57,-71.47,-100.03,-98.56
10529935,---,-26.26,-51.37,-10.56,-30.45
10529937,Kcnip4,-84.09,-98.92,-57.09,-80.44
10529953,Gm10048,-63.71,-36.80,-53.30,-93.70
10529957,Gpr125,-12.27,-3.86,-20.16,-13.15
10529977,Ppargc1a,-72.50,-90.70,-40.63,-89.58
10529979,Ppargc1a,-63.87,-75.72,-68.24,-50.09
10529995,Dhx15,21.99,51.49,15.36,1.85
10530013,Ccdc149,-31.25,-37.63,-27.08,-29.51
10530017,Ccdc149,-17.41,-17.12,-30.54,-5.28
10530029,Lgi2,-47.08,-44.66,-38.30,-60.29
10530041,8030423F21Rik,53.83,22.38,77.94,47.51
10530045,Sepsecs,-76.64,-45.43,-84.34,-85.88
10530059,Sel1l3,-42.48,-69.27,-25.31,-44.61
10530087,Gm10441,-82.48,-85.23,-64.49,-92.74
10530089,Cckar,-42.22,-41.09,-37.03,-49.19
10530096,---,-55.13,-62.08,-68.94,-32.65
10530098,---,27.52,-11.25,23.62,64.46
10530100,Arap2,-66.98,-51.70,-70.20,-78.68
10530128,3110047P20Rik or Gm9954,77.98,65.03,80.94,83.84
10530130,Rell1,-50.21,-37.67,-45.26,-66.74
10530140,---,70.22,71.08,67.71,70.90
10530142,Klf3,37.80,11.82,32.13,58.99
10530145,Tlr1,-12.39,-15.28,-10.83,-10.89
10530151,Tlr6,14.00,27.47,21.81,-4.67
10530156,Tmem156,-1.19,-0.16,-2.00,-1.19
10530163,Rfc1,-69.81,9.25,-91.36,-87.44
10530194,Rpl9,27.52,-11.25,23.62,64.46
10530201,Ugdh,-78.17,-71.61,-76.46,-84.52
10530215,1110003E01Rik,32.13,25.31,31.15,40.97
10530223,Ube2k,-5.52,-4.99,-6.96,-5.00
10530225,Pds5a,-56.96,40.91,-78.97,-84.79
10530257,N4bp2,83.36,70.74,85.90,89.02
10530259,9130230L23Rik,-58.39,-79.94,-61.05,-33.90
10530269,Rbm47,-18.44,-17.69,-18.68,-19.25
10530278,---,-41.41,-46.59,-24.12,-65.38
10530280,---,68.53,60.30,75.35,67.55
10530283,---,19.20,-14.00,46.58,26.61
10530287,Apbb2,-71.11,-58.18,-82.59,-73.37
10530306,Phox2b,19.48,14.34,32.64,10.67
10530310,Bend4,24.67,10.41,44.84,15.25
10530319,Atp8a1,18.99,43.28,7.66,6.81
10530360,Kctd8,25.92,-24.19,69.55,24.83
10530369,---,-14.70,-0.02,-57.74,-9.43
10530371,Yipf7,-45.81,-69.27,-23.18,-52.31
10530380,Gnpda2,-76.72,-53.77,-86.48,-80.98
10530391,---,-22.75,-32.02,-22.16,-15.60
10530393,Gabrg1,-76.01,-95.35,-50.48,-72.23
10530406,Gabra2,-41.36,-48.63,-26.48,-53.66
10530417,Cox7b2,-50.56,-61.20,-68.37,-26.60
10530421,Gabra4,-73.22,-95.32,-88.55,-30.40
10530434,Commd8,-69.24,-36.00,-62.16,-93.26
10530441,Corin,-50.31,-72.79,-47.08,-32.86
10530465,---,-4.54,-11.79,-17.24,35.62
10530467,Nfxl1,-69.40,-49.05,-68.45,-86.59
10530477,Nfxl1,-57.18,-21.51,-72.59,-70.68
10530492,Nfxl1,-33.68,-45.65,-44.87,-11.93
10530496,Zar1,-24.76,-45.13,-13.22,-22.79
10530499,Slc10a4 or Gm5868,-20.52,-30.58,-20.57,-12.18
10530503,Cnga1,-36.40,-45.20,-55.59,-20.50
10530516,Txk,-2.75,-1.51,-3.46,-3.15
10530536,Tec,40.37,51.42,37.23,32.46
10530558,Slain2,70.01,62.40,85.82,55.31
10530560,Slain2,-54.55,-51.58,-49.75,-62.49
10530563,Fryl,-71.88,-50.86,-75.78,-85.31
10530592,Fryl,-39.53,-10.36,-62.73,-46.81
10530612,Fryl,-8.68,16.98,-24.71,-20.80
10530615,Ociad2,-35.90,-34.76,-35.18,-37.42
10530625,---,92.41,96.28,91.96,88.39
10530627,Lrrc66,-19.00,-33.39,-14.06,-14.94
10530633,Sgcb,-68.60,-67.88,-66.64,-70.85
10530641,Usp46,-11.50,-13.56,-4.86,-15.44
10530652,Scfd2,72.23,63.89,76.82,74.40
10530666,Lnx1,-46.72,-69.18,-32.39,-37.41
10530683,Chic2,-84.32,-68.86,-85.66,-92.27
10530692,Kdr,-57.02,-57.02,-66.82,-48.63
10530722,A430089I19Rik or BC080696,-56.67,-68.70,-44.77,-56.08
10530726,A430089I19Rik or BC080696,27.52,-11.25,23.62,64.46
10530731,Srd5a3,46.15,27.49,58.94,48.52
10530733,Clock,-97.70,-95.66,-98.72,-98.94
10530759,Ube2n or Mcg1038069,27.52,-11.25,23.62,64.46
10530763,Pdcl2,-58.56,-39.37,-84.01,-54.24
10530772,Nmu,-45.50,-72.06,-21.58,-55.11
10530783,---,75.78,76.73,79.47,70.17
10530787,Aasdh,39.35,53.48,34.46,29.14
10530806,Ppat,32.67,55.14,24.31,14.13
10530819,Hopx,-65.44,-48.50,-63.02,-84.85
10530827,Spink2,-26.41,-41.12,-22.21,-20.82
10530832,Noa1,2.68,-0.07,-3.92,13.71
10530841,Igfbp7,-51.56,-74.66,-44.24,-43.17
10530847,Pea15b,-5.97,-69.84,46.49,16.08
10530849,---,-50.90,-71.58,-40.45,-42.82
10530851,Mtch2,19.27,14.46,28.89,13.78
10530854,Tecrl,-32.63,-37.37,-22.92,-40.79
10530868,---,-19.54,-37.59,-20.75,-7.70
10530870,Epha5,-47.45,-72.73,-34.22,-40.91
10530892,Cenpc1,-79.78,-40.04,-85.96,-93.70
10530910,Uba6,-88.47,-29.34,-91.11,-95.64
10530944,Gnrhr,-3.56,-30.43,20.97,23.99
10530950,Tmprss11c,-18.27,-30.76,-1.86,-25.67
10530960,Tmprss11d,-20.52,-37.76,-13.26,-18.14
10530974,Tmprss11a,-69.25,-86.48,-60.12,-57.28
10530986,Tmprss11g,-36.91,-74.90,-15.39,-34.99
10530998,Tmprss11f,-40.41,-71.46,-49.21,-16.40
10531009,Tmprss11bnl,-45.81,-80.51,-56.49,-17.38
10531022,Tmprss11e,-38.19,-33.50,-46.53,-35.23
10531034,Ugt2b34,-35.31,-42.87,-24.80,-41.48
10531041,Ugt2b1,-42.06,-72.69,-15.86,-52.34
10531049,---,-61.01,-86.41,-89.75,-19.56
10531051,Ugt2b36,-62.72,-66.28,-36.90,-86.07
10531057,Ugt2b5,-42.76,-73.37,-22.70,-45.86
10531061,Ugt2b37,-33.40,-74.13,-34.22,-11.33
10531066,Ugt2a3,-52.11,-43.45,-54.60,-59.09
10531073,Ugt2b38,-30.50,-38.38,-14.09,-49.27
10531078,Ugt2a1 or Ugt2a2,-36.67,-51.52,-23.68,-39.20
10531087,Sult1b1,-54.30,-85.66,-70.91,-21.52
10531100,Sult1d1,-39.22,-62.99,-34.31,-27.50
10531111,Sult1e1,-37.40,-48.06,-39.90,-27.41
10531120,Csn2,-45.18,-66.45,-31.10,-45.75
10531126,Igj,12.83,-2.94,-0.19,44.06
10531133,Grsf1,-76.38,-58.49,-82.11,-81.96
10531144,Rpl21,27.52,-11.25,23.62,64.46
10531146,Rpl21 or Mkrn1-ps1,26.98,14.68,17.46,46.32
10531149,Gc,-65.45,-43.28,-86.17,-64.89
10531163,---,-6.58,2.18,20.49,-39.35
10531166,Adamts3,-21.24,-16.34,-21.36,-25.59
10531173,Adamts3,-22.85,-8.24,-28.29,-38.95
10531175,Adamts3,-26.58,-20.19,-47.41,-16.79
10531177,Adamts3,-16.54,-7.45,-15.93,-32.38
10531179,Adamts3,-32.14,-47.89,-48.97,-10.58
10531181,Adamts3,-24.55,-38.14,-8.73,-32.68
10531183,Adamts3,-18.61,-27.18,-15.14,-15.02
10531185,Adamts3,-8.75,6.65,-15.80,-15.61
10531187,Adamts3,-8.64,-0.79,-14.11,-13.63
10531189,Adamts3,-14.86,-22.87,-17.16,-6.32
10531191,Adamts3,-30.36,-12.61,-54.90,-34.55
10531193,Adamts3,-30.32,-15.56,-47.66,-33.87
10531195,Adamts3,-0.77,2.31,-6.59,4.44
10531197,Adamts3,-9.60,-11.56,-12.98,-4.81
10531199,D130050E23Rik,-38.67,-66.47,-70.28,7.97
10531201,Adamts3,-15.41,-6.79,-15.52,-26.27
10531203,Adamts3,-0.06,16.56,-6.75,0.77
10531208,Cox18,34.10,27.00,38.64,37.41
10531215,Ankrd17,-93.68,-77.10,-96.01,-97.03
10531256,AU017193,-72.36,-65.38,-82.93,-67.57
10531259,Gm10426,23.36,-26.80,41.90,59.95
10531261,Rassf6,-57.64,-97.22,-50.14,-28.86
10531274,Btc,-27.72,-45.26,-24.98,-16.22
10531284,Trmt112,27.52,-11.25,23.62,64.46
10531286,Vdac2,-1.24,-2.26,0.35,-2.45
10531288,---,2.99,29.24,41.22,-48.43
10531290,Rchy1 or Thap6,-24.26,-6.77,-19.08,-42.60
10531304,Cdkl2,-82.78,-99.07,-66.75,-70.87
10531323,G3bp2,-82.29,-43.39,-90.71,-87.63
10531338,---,-33.60,-27.56,-15.80,-56.76
10531340,Rpl13 or Gm10071,27.52,-11.25,23.62,64.46
10531342,U90926,-36.88,-22.31,-28.30,-68.59
10531348,Ppef2,-29.74,-47.71,-19.72,-26.13
10531370,Naaa,63.35,68.06,57.98,62.07
10531383,Sdad1,0.30,44.22,-18.90,-17.01
10531407,Cxcl9,-18.03,-21.94,-18.78,-14.16
10531415,Cxcl10,-18.26,-27.23,-18.59,-11.59
10531420,Cxcl11,-36.48,-33.68,-49.39,-27.58
10531428,Nup54,-59.36,4.26,-87.15,-82.76
10531437,Scarb2,-29.73,-12.95,-47.19,-24.66
10531453,Ccdc158,-5.57,46.32,-46.68,-0.77
10531479,4932430I15Rik,9.89,-64.80,-3.89,80.83
10531484,Sowahb,-22.81,-24.82,-35.11,-11.12
10531488,Ccni,22.51,31.33,12.78,22.78
10531495,---,-57.82,-93.70,-40.26,-18.15
10531497,AU018829 or Gm3139 or D5Ertd577e or E330014E10Rik or Gm3286 or Gm16367 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290,27.52,-11.25,23.62,64.46
10531501,C87414 or Gm3259,27.52,-11.25,23.62,64.46
10531507,A430089I19Rik or BC061212 or Gm7978 or BC080696,27.52,-11.25,23.62,64.46
10531512,A430089I19Rik or BC061212 or Gm7978 or BC080696,27.52,-11.25,23.62,64.46
10531518,A430089I19Rik or BC061212 or Gm7978 or BC080696,27.52,-11.25,23.62,64.46
10531523,A430089I19Rik or BC061212 or Gm7978 or BC080696,27.52,-11.25,23.62,64.46
10531529,Cnot6l,-77.36,-6.08,-87.65,-92.12
10531544,Paqr3,-78.19,-74.61,-88.65,-70.59
10531553,Naa11,-38.80,-31.49,-24.05,-65.63
10531556,Gk2,-30.83,-70.12,-43.92,-9.08
10531560,Antxr2,-13.15,1.27,-23.06,-17.44
10531579,Hmgb1,27.52,-11.25,23.62,64.46
10531581,Prdm8,-40.33,-63.02,-19.03,-41.39
10531583,---,42.12,6.16,68.38,35.27
10531588,Prkg2,-60.45,-76.46,-41.53,-65.60
10531610,Rasgef1b,-13.56,-25.70,-13.95,0.64
10531627,A930011G23Rik,86.42,64.43,90.00,93.06
10531631,---,-6.12,-41.50,-4.68,33.86
10531633,Hnrnpd,53.03,59.98,55.64,42.63
10531645,Hnrpdl,-61.63,-47.22,-68.93,-67.43
10531653,Tmem150c,-67.00,-79.06,-62.38,-57.81
10531664,---,3.87,26.74,-9.75,-0.55
10531675,Sec31a,-32.38,-38.83,-27.75,-31.11
10531707,Lin54,-65.51,-11.09,-73.08,-90.99
10531722,Gm19620,69.25,70.16,30.71,86.94
10531724,Plac8,75.44,78.09,76.13,71.11
10531729,Coq2,69.66,76.80,62.01,68.59
10531737,Hpse,4.98,-4.76,-4.52,30.01
10531752,Helq,-22.34,-41.24,1.22,-31.86
10531776,Fam175a,-37.35,-14.93,-45.13,-51.06
10531790,Nkx6-1,-41.82,-81.16,-30.11,-18.49
10531794,Wdfy3,1.27,4.30,0.19,-0.91
10531796,Wdfy3,8.06,12.10,4.92,7.07
10531866,Mapk10,-66.70,-78.90,-44.68,-77.54
10531869,Mapk10,-38.95,-63.26,-23.75,-39.81
10531887,Slc10a6,-32.44,-26.88,-37.89,-33.21
10531894,1700016H13Rik,-18.13,-39.39,-18.90,-7.84
10531899,Klhl8,-56.06,-70.15,-62.05,-34.15
10531910,Hsd17b13,-28.89,-35.74,-31.59,-21.47
10531919,Hsd17b11,28.47,24.76,25.40,35.05
10531928,---,-67.54,-57.52,-69.70,-75.39
10531931,Sparcl1,-71.88,-56.45,-83.03,-76.03
10531944,---,-56.78,-57.21,-79.47,-37.81
10531946,Zfp951 or LOC100862508,-33.98,-32.52,-12.70,-59.95
10531950,---,-17.61,-48.41,-1.40,-11.74
10531952,Abcg3,30.69,38.75,14.03,39.93
10531970,---,1.20,-12.09,12.95,15.81
10531972,Gbp8,-25.28,-11.43,-35.69,-33.16
10531980,Gbp9,-47.64,-22.53,-73.46,-53.60
10531987,Gbp4,-55.85,-38.25,-64.99,-71.41
10531994,Gbp6 or Gbp10 or Gbp4 or Gbp11 or Gbp9,-38.40,-30.05,-46.83,-40.46
10532019,Gbp11 or Gbp6,-60.56,-53.64,-52.21,-77.05
10532025,Rps15a or Rps15a-ps6,27.52,-11.25,23.62,64.46
10532027,Gapdh,27.52,-11.25,23.62,64.46
10532030,Gm19566,91.07,87.35,87.69,95.43
10532032,Barhl2,-17.06,-47.58,-7.03,-6.71
10532040,Zfp644,-95.27,-67.07,-97.57,-98.14
10532052,Hfm1,-47.98,-65.06,-24.24,-65.73
10532072,Hfm1,-32.29,-37.61,-18.30,-44.94
10532085,Tgfbr3,-16.96,9.64,-18.82,-41.92
10532103,Glmn or 1700028K03Rik or Rpap2,-96.72,-50.84,-99.77,-99.64
10532124,Gfi1,58.73,46.06,66.06,60.63
10532133,Evi5,-38.68,-24.41,-44.50,-44.36
10532150,Fam69a,-29.91,26.28,-56.82,-50.35
10532157,Tmed5,-94.56,-56.58,-97.62,-99.26
10532164,Atp5k,5.08,-1.10,11.52,5.52
10532169,Mfsd7a,-17.77,-43.63,-16.80,0.48
10532180,Cplx1,-36.50,-71.02,-36.94,-13.98
10532187,Gak,4.96,10.49,-8.93,11.56
10532216,Dgkq or Tmem175,-9.57,-37.34,-6.22,19.92
10532241,Slc26a1 or Idua,-4.39,-10.08,-1.51,-5.34
10532248,Rnf212,29.86,-3.36,37.71,52.74
10532261,Tmed11,-25.44,-49.47,-16.15,-20.66
10532267,Vmn2r9,-23.86,-25.50,-20.85,-26.43
10532270,Vmn2r10,-24.00,-62.96,-6.89,-13.14
10532275,Smndc1,-28.32,9.65,-43.62,-50.55
10532277,Vmn2r12 or Vmn2r13,-62.56,-82.35,-55.08,-48.60
10532281,Vmn2r14,-14.85,-42.70,55.00,-49.23
10532285,Vmn2r15,-13.06,-44.99,-10.27,13.93
10532289,Crlf2,92.97,86.91,95.70,93.46
10532301,---,-92.03,-57.11,-98.95,-95.42
10532305,Zfp932 or A630089N07Rik or 4930522L14Rik,-91.52,-24.55,-96.38,-97.78
10532308,Zfp932,26.45,24.15,37.31,19.86
10532310,Zfp932 or 4930522L14Rik,27.52,-11.25,23.62,64.46
10532313,AB010352,-90.14,-49.74,-95.21,-98.80
10532315,---,-89.84,-33.60,-95.76,-96.24
10532317,Gtpbp6,74.85,58.50,77.17,84.31
10532330,Ankle2,84.48,79.53,88.79,83.44
10532332,Pgam5,75.27,63.81,82.11,76.32
10532339,Pxmp2,-13.80,-16.82,-8.84,-16.46
10532346,P2rx2,-38.97,-45.00,-31.80,-41.05
10532368,Fbrsl1,-39.72,-61.48,-31.97,-23.14
10532390,Noc4l,81.75,76.93,79.04,86.65
10532407,Ep400,-4.10,20.47,-15.08,-14.02
10532461,---,-49.47,-59.66,-65.71,-19.74
10532463,Pus1,95.79,95.55,94.52,96.79
10532472,Ulk1,12.86,10.21,20.94,6.80
10532504,Hscb,65.74,61.99,66.23,68.87
10532511,E130006D01Rik,-38.88,-40.34,-40.69,-35.77
10532517,Cryba4,-23.07,-37.92,-26.84,-10.72
10532524,Srrd or Tfip11,21.31,0.18,16.75,40.76
10532534,Gm6583,16.37,14.34,-1.95,36.06
10532538,Asphd2,-73.07,-58.50,-65.15,-89.84
10532542,Sez6l,-20.68,-42.13,-15.36,-12.15
10532563,Myo18b,-17.58,-37.97,-10.71,-12.90
10532574,Myo18b,-48.21,-75.83,-24.30,-47.56
10532576,Myo18b,-80.10,-68.22,-65.22,-95.29
10532578,Myo18b,-75.90,-76.08,-74.36,-77.55
10532580,Myo18b,-88.04,-74.19,-96.56,-85.91
10532582,Myo18b,-57.89,-78.14,-48.19,-45.70
10532584,Myo18b,-85.06,-96.65,-70.28,-77.22
10532586,Myo18b,-82.33,-93.66,-64.15,-83.05
10532588,Myo18b,-78.09,-81.89,-71.82,-81.20
10532590,Myo18b,-28.43,-36.59,-48.11,-11.80
10532592,Myo18b,-93.22,-98.89,-85.53,-86.37
10532594,Myo18b,-34.10,-32.60,-14.61,-65.42
10532596,Myo18b,-34.84,-43.13,-19.45,-47.17
10532598,Myo18b,-21.67,-35.62,-22.44,-12.45
10532616,---,-45.89,-50.17,-31.39,-60.13
10532618,Myo18b,-38.50,-60.89,-30.49,-27.94
10532620,Myo18b,43.15,41.53,46.22,42.00
10532624,Myo18b,-36.29,-45.67,-16.45,-54.56
10532626,Myo18b,-32.66,-41.45,-31.26,-26.00
10532628,---,-55.75,-45.25,-64.54,-56.95
10532630,Adrbk2,61.70,68.32,50.97,65.89
10532652,Crybb2,57.32,28.32,60.85,74.93
10532660,Crybb3,-35.32,-43.28,-19.89,-49.18
10532669,2900026A02Rik,-2.29,-4.58,-3.67,4.17
10532678,F830115B05Rik,-7.27,7.22,-29.15,0.91
10532680,Sgsm1,-8.76,-15.10,-10.56,-3.28
10532709,---,90.82,91.52,88.98,91.81
10532711,Cmklr1,-9.68,-25.80,-12.41,4.25
10532716,1700069L16Rik,62.41,75.11,62.05,42.24
10532720,Sart3,79.07,68.31,86.36,79.54
10532741,Tmem119,-27.50,-45.51,-29.14,-13.54
10532744,Selplg,43.43,41.35,45.66,42.97
10532753,Coro1c,41.21,33.41,49.13,42.12
10532765,---,-13.87,-11.13,-5.44,-26.79
10532767,Ssh1,1.41,-9.05,8.42,8.06
10532784,Svop,-57.55,-48.76,-79.14,-43.78
10532802,Alkbh2,73.07,72.90,81.12,62.55
10532807,Foxn4,41.43,-4.49,22.03,79.33
10532819,Kctd10,53.41,40.53,58.57,59.56
10532828,Mmab,72.47,37.37,81.22,82.26
10532839,Trpv4,-16.01,-22.51,-15.74,-11.75
10532857,Gltp,55.41,56.10,52.68,57.09
10532865,Git2,53.60,51.67,54.39,55.49
10532888,4930515G01Rik or Ankrd13a,95.35,90.52,97.53,95.77
10532892,1500011B03Rik,36.02,17.69,54.87,32.12
10532896,2610524H06Rik,55.37,50.52,53.52,63.35
10532901,---,-6.67,-3.73,-3.50,-13.78
10532903,---,27.52,-11.25,23.62,64.46
10532905,4930519G04Rik,-68.97,-49.77,-68.23,-85.15
10532907,Hnf1a,-14.57,-25.05,-21.12,-4.09
10532919,Rps23 or Gm5148,27.52,-11.25,23.62,64.46
10532921,Sppl3,-8.10,-17.60,-4.78,-3.05
10532923,Rpl37,27.52,-11.25,23.62,64.46
10532926,Acads,78.04,75.60,80.00,78.78
10532937,Unc119b,45.01,51.50,33.69,49.24
10532944,Mlec,89.64,85.74,92.60,89.32
10532954,Mlec,27.52,-11.25,23.62,64.46
10532956,Cabp1,-25.86,-62.40,-13.77,-12.46
10532965,Rnf10,40.51,32.43,50.46,39.78
10532984,Dynll1,16.22,21.77,13.10,13.87
10532989,Gatc,-40.22,-20.04,-41.83,-58.65
10532993,Cox6a1,-31.40,-36.62,-20.53,-37.18
10532997,---,-10.63,9.88,-3.62,-38.80
10532999,Sirt4,26.24,11.45,46.31,13.65
10533003,1110006O24Rik,63.80,43.53,64.65,76.77
10533007,Ccdc64,-48.97,-65.62,-48.50,-33.74
10533023,Rpl29,27.52,-11.25,23.62,64.46
10533026,Prkab1,87.13,71.22,91.18,92.36
10533034,Ccdc60,-53.66,-59.98,-72.12,-31.52
10533050,Hspb8,-69.78,-58.43,-86.49,-63.56
10533055,Srrm4,-49.13,-51.57,-54.68,-41.77
10533071,Suds3,71.98,51.77,85.98,70.83
10533085,Pebp1,86.36,86.38,83.96,88.75
10533088,---,47.29,19.57,56.54,57.91
10533090,Rfc5,68.63,62.89,78.89,61.51
10533095,Fbxw8,67.98,53.69,69.79,77.00
10533106,Rnft2,-41.39,-57.98,-45.95,-24.25
10533120,Gm10390 or Rbm19,13.94,35.22,-26.51,35.99
10533122,Sdsl,86.34,81.08,91.87,83.13
10533131,Plbd2,18.15,-2.95,20.80,35.85
10533145,Tpcn1,54.54,30.92,65.75,62.70
10533176,1110008J03Rik,46.99,30.32,31.99,67.97
10533180,Ddx54,16.74,-11.69,28.32,39.90
10533182,Dtx1 or Gm19706,-20.81,-30.12,-18.10,-17.13
10533198,Oas2,-13.84,-16.49,-5.52,-20.58
10533213,Oas3,13.74,5.24,26.29,8.34
10533229,Oas1e,-67.87,-47.76,-90.82,-61.98
10533237,Oas1c,-15.21,-29.13,-9.36,-8.53
10533246,Oas1g or Oas1a,15.47,14.94,20.68,11.95
10533256,Oas1a,35.53,37.11,33.49,35.36
10533261,Rph3a,-43.71,-75.07,-25.25,-35.14
10533285,Ptpn11,-14.87,-11.67,-16.60,-17.48
10533304,Trafd1,33.67,18.34,34.75,45.90
10533316,Erp29,91.88,86.63,91.30,96.33
10533320,Adam1b,-23.42,-7.84,-6.38,-91.46
10533323,Adam1a or Mapkapk5,-73.02,-82.62,-62.92,-72.60
10533327,Mapkapk5,-32.87,-32.22,-23.38,-43.22
10533345,Aldh2,76.93,75.21,79.08,75.56
10533360,Acad12,-2.89,-8.52,-6.45,17.05
10533367,Acad10,0.00,-1.00,34.98,-10.30
10533386,Sh2b3,57.48,46.00,54.21,68.54
10533401,Cux2,-52.22,-43.07,-79.57,-37.93
10533403,Cux2,-37.55,-37.79,-63.97,-17.38
10533428,Ccdc63,40.29,-12.42,56.77,62.86
10533444,4930565B19Rik,36.51,-27.79,52.18,74.46
10533446,Tctn1 or Hvcn1,43.98,27.99,64.48,33.52
10533462,Rad9b,-35.51,-6.04,-55.31,-42.86
10533474,1500011H22Rik or Gpn3,11.76,9.65,5.67,20.27
10533483,Atp2a2,-64.02,-55.53,-68.68,-68.44
10533504,Ift81,-61.83,-54.89,-76.54,-55.62
10533526,---,81.35,83.73,73.18,85.47
10533529,Camkk2,55.78,52.17,58.62,57.02
10533549,Anapc5,90.17,87.92,90.84,92.03
10533569,Kdm2b,71.80,67.50,74.42,74.03
10533594,Morn3,-32.09,-28.73,-35.47,-32.56
10533603,Rhof or Tmem120b,27.38,22.77,24.27,35.11
10533612,Hpd,-28.34,-36.92,-36.18,-16.74
10533626,Rpl35a or Ino80,27.52,-11.25,23.62,64.46
10533628,Il31,-47.09,-54.56,-71.83,-14.12
10533633,Diablo or B3gnt4,51.52,45.53,48.35,61.67
10533644,Vps33a,49.06,36.28,45.89,62.40
10533659,Clip1,-92.07,-69.43,-95.53,-98.49
10533687,Zcchc8,19.63,46.21,11.26,-1.67
10533703,Rsrc2,-98.61,-92.34,-99.09,-99.45
10533720,Niacr1,-17.74,-21.33,-22.24,-12.29
10533725,Gpr81,-28.73,-49.70,-10.92,-34.35
10533729,Vps37b,40.59,31.13,37.00,51.84
10533734,Abcb9,-3.25,-9.42,4.31,-2.72
10533751,Pitpnm2,-1.83,-20.92,8.76,15.12
10533781,Mphosph9,-15.70,7.40,-24.84,-33.64
10533807,Cdk2ap1 or Trim7,27.52,-11.25,23.62,64.46
10533812,Sbno1,-94.44,-73.36,-95.45,-98.35
10533844,Rilpl2,3.35,-10.87,6.46,27.50
10533849,Rilpl1,-70.07,-73.49,-64.67,-71.34
10533858,Eif2b1,22.40,26.04,24.98,16.00
10533869,Ccdc92,-52.89,-66.32,-52.39,-42.30
10533875,Ncor2,10.81,1.39,11.80,18.96
10533929,Scarb1,75.53,68.16,78.58,79.61
10533945,Ubc or Gm19631,45.83,49.94,43.36,44.14
10533961,Dhx37,94.26,89.89,95.76,96.01
10533989,Gm4868,-37.25,-45.78,-26.06,-40.67
10533991,---,93.31,86.37,95.58,95.03
10533993,Slc15a4,58.39,58.12,58.28,58.54
10534002,Tmem132d,-18.97,-40.70,0.10,-37.95
10534014,5930412G12Rik,16.08,5.22,43.45,-4.89
10534021,Rimbp2,-44.04,-37.24,-49.68,-46.10
10534041,Stx2,52.78,41.09,60.74,55.77
