Probeset_ID,Gene Symbol,Mo BM Ly6C+ II-,Sample_,Sample_,Sample_
10572095,Nat3,-6.49,-34.56,-58.20,73.29
10572097,Sh2d4a,-27.95,-43.42,-61.34,-4.78
10572109,Ints10,-27.96,-18.98,-56.62,-5.10
10572130,Lpl,-25.36,-26.77,-25.68,-23.56
10572146,Atp6v1b2,87.79,84.62,88.02,89.67
10572161,Zfp930,-90.88,-88.61,-82.94,-95.82
10572170,D130040H23Rik,-66.06,-72.64,-78.04,-46.72
10572178,---,-39.33,-72.66,-6.09,-49.54
10572180,Atp13a1,90.22,89.08,81.81,95.68
10572212,Gmip,77.99,81.82,65.05,84.67
10572235,Lpar2,-7.47,-1.24,-37.10,18.50
10572241,Pbx4,12.26,-9.43,-4.81,53.08
10572251,Tssk6 or Ndufa13,86.85,85.17,84.98,89.29
10572253,Sugp1,69.12,63.14,56.59,82.14
10572271,Tm6sf2,-43.82,-50.22,-47.65,-35.67
10572282,Hapln4,-19.23,-23.31,-14.97,-20.16
10572290,Nr2c2ap or Rfxank,55.51,51.84,44.73,66.99
10572301,Mef2b or 2310045N01Rik,41.22,4.02,67.91,39.99
10572318,Tmem161a,61.39,18.60,60.19,81.90
10572332,Sugp2 or Armc6,31.28,35.00,42.80,16.68
10572345,Homer3 or Ddx49,-6.44,-0.51,-12.86,-5.67
10572357,Cope,90.74,84.81,92.01,93.79
10572368,Gdf1 or Lass1,-20.18,-22.96,-16.30,-22.70
10572378,Comp,-17.94,-37.84,-17.16,-8.82
10572398,Crlf1,-9.76,-17.44,-7.59,-6.18
10572408,Fkbp8,80.86,73.98,76.60,88.50
10572419,Ell,56.90,48.51,44.46,72.77
10572432,Isyna1,75.85,79.35,70.23,77.52
10572445,Lrrc25,82.23,76.81,79.97,87.35
10572449,Lsm4,74.59,71.19,71.74,79.20
10572456,Jund,-15.16,4.31,-18.74,-30.56
10572461,Gm16486,61.69,42.80,17.16,86.59
10572466,Pde4c,-30.44,-59.20,-46.56,1.43
10572485,Rab3a,-18.21,-23.41,-23.97,-12.09
10572497,Il12rb1,-14.03,-22.57,-21.60,-4.71
10572514,---,54.44,44.05,61.93,55.91
10572516,Mtap1s,97.46,95.80,97.70,98.12
10572525,---,38.08,-38.88,40.58,84.11
10572527,4930467E23Rik or Gm15319,-41.80,-12.14,-35.46,-90.17
10572533,Myo9b or Haus8,89.95,89.15,85.80,93.12
10572580,Use1,-15.38,-20.49,-20.41,-7.87
10572591,Ocel1,86.16,63.91,89.73,94.05
10572596,5430437P03Rik,98.82,98.29,98.66,99.10
10572605,Ankle1,84.60,87.56,78.89,86.71
10572613,Mrpl34,-23.27,-29.06,-25.31,-16.11
10572616,Dda1,66.28,56.56,66.13,75.43
10572622,Gtpbp3 or LOC100862531,89.98,82.41,80.65,96.44
10572635,Sfn,-34.96,-42.76,-43.38,-23.09
10572637,Fam125a,72.31,55.35,72.86,83.75
10572647,Slc27a1,-58.88,-66.58,-62.67,-47.80
10572663,Pgls or LOC100861739,94.96,92.45,93.44,96.92
10572669,Fam129c,-24.23,-40.56,-24.51,-13.55
10572679,Glt25d1,87.84,88.60,78.45,93.82
10572693,Jak3 or Insl3,-2.09,-8.29,-4.40,11.63
10572722,---,81.42,80.51,88.59,74.95
10572724,Zfp709,4.89,39.64,-20.27,-1.95
10572727,Zfp882,-94.95,-93.69,-95.22,-95.65
10572730,Zfp617,-96.06,-89.44,-96.67,-98.17
10572733,Zfp961,-84.66,-82.45,-76.31,-91.34
10572739,---,-38.29,-43.23,-59.56,-18.42
10572741,Olfr372,67.70,54.95,57.56,82.18
10572743,Olfr373,43.61,40.03,43.57,47.24
10572745,Olfr374,61.75,41.79,54.68,77.98
10572747,Tpm4,24.30,32.56,28.46,12.67
10572755,---,24.88,25.36,-6.95,56.38
10572757,Rab8a,80.55,81.16,78.00,82.92
10572772,Hsh2d,64.76,61.29,72.93,55.71
10572779,Fam32a,19.58,-7.56,26.76,40.62
10572786,Ap1m1,94.68,92.74,93.30,96.88
10572800,Klf2,69.49,68.03,65.52,75.61
10572804,1700030K09Rik,-20.19,-23.55,-49.46,18.39
10572813,Usmg5,-41.80,-12.14,-35.46,-90.17
10572815,Tmem38a or Nwd1,-24.10,-20.04,-32.76,-22.18
10572838,Sin3b,52.57,58.11,27.16,67.84
10572861,F2rl3,55.00,44.66,64.91,54.14
10572865,Isx,-16.90,-23.39,-28.49,-7.11
10572870,Hmgxb4,-16.87,-14.76,-12.92,-22.90
10572880,Tom1,-41.80,-12.14,-35.46,-90.17
10572897,Hmox1,57.45,55.09,53.56,62.75
10572906,Mcm5,76.20,79.27,72.36,77.70
10572928,Rasd2,-39.45,-64.37,-31.50,-28.51
10572932,Naa20,-41.80,-12.14,-35.46,-90.17
10572934,1700007B14Rik,-41.13,-84.92,-51.41,-10.45
10572949,Nr3c2,-44.93,-67.83,-55.76,-23.10
10572958,---,-36.44,-84.70,-17.62,-18.16
10572960,0610038B21Rik or Arhgap10,-10.85,-1.12,-39.46,12.87
10572962,Prmt10,29.10,22.35,32.59,32.84
10572975,Ttc29,-18.07,-51.03,-18.97,-5.78
10572989,Slc10a7,-8.12,0.49,-18.85,-5.77
10573008,Zfp827,-81.68,-95.93,-78.75,-65.77
10573027,Otud4,-89.69,-84.13,-90.99,-91.04
10573048,Anapc10,-90.83,-93.18,-87.12,-91.61
10573054,Gypa,-16.01,-47.48,-18.87,-6.62
10573066,Frem3,15.22,-3.57,-23.42,67.21
10573075,---,-62.91,-95.76,-74.16,-1.26
10573077,Usp38,29.12,17.30,30.53,37.58
10573082,Inpp4b,-78.30,-93.01,-77.21,-63.05
10573110,---,53.88,30.28,46.25,74.85
10573112,---,-16.28,-10.37,-57.52,25.17
10573115,Rnf150,-26.72,-46.15,-31.47,-7.65
10573128,Tbc1d9,16.89,8.07,16.25,24.21
10573152,Ucp1,-32.06,-27.85,-34.08,-35.11
10573160,4933434I20Rik,-7.25,-26.84,-6.41,-2.44
10573172,Clgn,-21.03,-33.41,-34.43,-9.98
10573190,Olfr370,23.33,-12.60,27.69,56.17
10573194,Ndufb7,82.33,74.59,83.31,87.16
10573198,Dnajb1,69.55,70.83,72.95,64.15
10573203,Gipc1,63.54,57.75,64.73,68.09
10573210,Ptger1 or Pkn1,62.04,59.71,45.11,75.57
10573217,Ddx39,61.84,55.07,61.26,68.47
10573232,---,62.95,22.77,4.91,92.77
10573234,Lphn1,-75.19,-83.04,-59.12,-83.39
10573261,Asf1b,87.71,89.31,88.49,85.85
10573266,Prkaca or Samd1,-4.60,-4.98,-21.10,12.55
10573281,1700067K01Rik,80.33,39.84,78.52,92.80
10573288,Palm3,43.19,30.05,53.52,44.24
10573295,Rfx1,60.74,51.51,64.41,65.70
10573317,Mir709,-3.89,-48.27,-49.18,78.98
10573319,Podnl1,-25.73,-49.44,-8.81,-32.36
10573332,4930432K21Rik,5.36,-22.90,42.72,15.26
10573342,Mir23a,-8.93,-3.23,-15.93,-8.18
10573344,Mir27a,18.72,22.31,-1.57,33.72
10573346,Mir24-2 or Mir3074-2,73.62,74.54,57.87,83.15
10573348,Cacna1a,-49.24,-69.33,-51.40,-31.67
10573401,Trmt1,58.24,51.90,52.23,70.58
10573419,Lyl1,98.13,97.75,97.38,98.69
10573427,Nfix,99.22,96.76,98.72,99.77
10573430,Gadd45gip1 or Rad23a,11.94,10.89,-4.87,30.63
10573434,Farsa,42.42,39.42,40.09,47.36
10573451,Syce2,28.61,35.99,25.82,23.28
10573457,Klf1,-9.34,-23.96,-14.65,-0.69
10573461,Dnase2a or Mast1,62.60,63.16,60.80,63.84
10573472,Rtbdn,61.95,58.44,66.76,61.16
10573483,Prdx2,-32.81,-43.84,-33.72,-18.15
10573490,Hook2,-74.08,-95.14,-66.77,-49.13
10573515,2310036O22Rik,-2.72,6.71,-12.52,0.41
10573519,Tnpo2,15.63,7.33,-6.16,43.10
10573549,Fbxw9,-69.31,-80.06,-78.43,-47.32
10573566,Dhps or Wdr83,74.49,67.46,71.47,82.51
10573578,BC056474 or Gm2573 or Gm13770 or Wdr83,-60.90,-61.46,-65.74,-55.54
10573583,Man2b1,91.11,90.64,89.95,93.09
10573610,Gm6531,-49.09,-49.84,-93.66,36.10
10573613,Olfr371,45.42,40.56,32.30,60.55
10573615,Orc6,3.33,13.08,10.36,-10.87
10573624,4921524J17Rik,28.09,-12.87,15.99,68.12
10573626,Gpt2,-43.57,-39.76,-51.63,-40.31
10573637,Phkb,-87.83,-79.03,-88.16,-92.53
10573673,---,64.89,57.27,1.58,90.75
10573675,Lonp2,-81.41,-86.62,-81.89,-73.50
10573691,Gm10638 or Siah1a,63.79,53.31,74.45,61.01
10573693,Rps13 or Gm15483 or Gm6834,-41.80,-12.14,-35.46,-90.17
10573696,4933402J07Rik,-73.00,-76.62,-88.42,-47.80
10573703,Tmem188,-84.73,-78.21,-84.73,-89.23
10573713,Heatr3,-54.07,-33.64,-70.56,-56.67
10573731,---,-60.49,-75.63,-69.12,-33.90
10573733,Papd5,-92.27,-84.06,-94.14,-94.41
10573747,Adcy7,65.23,61.35,58.76,75.54
10573779,Nkd1,-73.36,-95.87,-61.70,-52.30
10573790,Nod2,34.57,19.63,-0.05,64.44
10573803,Cyld,-32.71,-23.19,-30.15,-44.75
10573821,Rps6,-41.80,-12.14,-35.46,-90.17
10573823,Chd9,-89.19,-86.90,-90.70,-90.16
10573865,Gm3579,-41.80,-12.14,-35.46,-90.17
10573867,Rbl2,34.72,36.52,34.06,32.67
10573893,Fto,-13.07,-36.24,-9.10,5.59
10573903,Irx3,79.90,79.66,68.55,87.08
10573908,---,45.21,30.08,0.06,76.96
10573910,Irx5,-24.52,-31.25,-42.32,-7.60
10573916,Irx6,21.60,13.68,-10.67,58.27
10573924,Mmp2,-51.41,-67.71,-50.81,-37.32
10573939,Lpcat2,67.37,67.52,56.66,76.43
10573954,Capns2,-26.15,-36.93,-35.59,-12.58
10573956,Slc6a2,-12.36,-16.45,-31.49,7.91
10573975,Ces5a,34.04,4.54,4.10,66.98
10573979,Gnao1,-62.23,-98.17,-39.98,-49.55
10573996,Amfr,35.95,47.77,6.16,57.01
10573998,Ogfod1,-70.32,-62.37,-81.10,-65.11
10574013,Mt4,-9.20,-37.71,-5.14,-3.98
10574018,Mt3,-43.53,-32.03,-43.73,-56.57
10574023,Mt2,-91.32,-98.94,-94.54,-69.86
10574027,Mt1,-6.25,-5.39,-6.30,-6.86
10574033,Nup93,17.80,32.02,11.52,11.01
10574057,Mir138-2,-0.73,-30.98,-1.93,55.39
10574059,Slc12a3,-13.04,-14.48,-7.21,-20.23
10574087,Herpud1,43.37,44.47,36.05,50.20
10574096,Ap3s1,-41.80,-12.14,-35.46,-90.17
10574098,Nlrc5,31.32,27.59,21.20,42.06
10574100,Nlrc5,-3.53,-11.31,5.42,-3.01
10574102,Nlrc5,26.99,18.17,21.24,39.88
10574104,Nlrc5,19.82,17.30,9.88,29.81
10574133,Nlrc5,-1.77,-2.83,-6.80,10.73
10574135,Nlrc5,23.24,23.41,14.11,31.00
10574137,Nlrc5,12.93,16.16,2.16,20.11
10574139,Nlrc5,25.32,11.87,17.87,39.76
10574141,Nlrc5,-2.25,-3.02,-8.40,10.68
10574143,Nlrc5,-0.91,-7.01,-4.18,24.57
10574145,Nlrc5,36.78,36.52,30.88,41.78
10574147,---,-18.85,-12.53,-38.54,-8.55
10574149,Nlrc5,47.04,46.07,39.66,54.68
10574151,Nlrc5,17.22,9.47,14.80,29.96
10574153,Nlrc5,43.10,23.49,30.22,67.80
10574155,Nlrc5,20.24,13.47,5.23,38.67
10574157,Nlrc5,25.19,28.36,22.26,24.81
10574159,Nlrc5,14.57,6.57,7.25,26.08
10574161,Nlrc5,-3.35,-4.80,-5.45,-0.19
10574163,Nlrc5,-1.30,-3.16,-2.33,6.35
10574166,Cpne2,46.37,50.68,35.83,52.78
10574184,Rspry1,-60.03,-59.99,-56.12,-63.32
10574204,Arl2bp,45.78,39.85,43.79,52.72
10574213,Ccl22,-65.30,-57.60,-73.15,-65.46
10574220,Cx3cl1,-72.22,-53.84,-58.05,-95.29
10574226,Ccl17,-55.97,-48.84,-67.91,-51.28
10574230,---,-30.89,42.83,-64.67,-66.99
10574232,Coq9 or LOC640856,-14.82,-18.76,-21.56,-6.18
10574242,Polr2c or Dok4,49.78,56.29,56.76,33.21
10574246,Gpr114,-18.35,-17.15,-23.13,-15.52
10574259,Gpr56,-38.86,-41.67,-39.31,-35.72
10574276,Gpr97,30.62,40.03,19.62,34.45
10574288,Ccdc135,-23.43,-23.72,-25.58,-20.93
10574308,Katnb1,88.74,89.24,83.15,91.88
10574330,Tepp,55.55,22.46,67.32,65.58
10574342,AA960436,97.05,96.17,97.40,97.52
10574350,Mmp15,-92.39,-90.50,-82.19,-97.73
10574365,Ccdc113,-13.60,-18.51,-24.80,-5.62
10574375,---,50.37,11.79,39.54,81.19
10574378,Gins3,34.25,48.85,18.66,33.22
10574384,Ndrg4,-42.23,-55.48,-49.42,-26.21
10574404,Setd6,-28.24,-15.96,-37.91,-30.43
10574410,Cnot1 or 4930513N10Rik,-10.81,-20.13,3.73,-13.37
10574412,Sap18 or Gm10094,13.42,1.52,21.28,17.89
10574415,---,60.80,12.48,51.23,84.84
10574417,---,-7.64,-27.22,-42.18,58.13
10574421,Gm10632,66.22,50.52,57.85,80.76
10574423,---,92.46,86.61,96.90,89.48
10574427,Impdh2,-11.45,-1.88,-14.32,-18.84
10574429,---,19.47,-6.47,7.38,54.02
10574432,---,-41.80,-12.14,-35.46,-90.17
10574434,---,-41.80,-12.14,-35.46,-90.17
10574436,Khdrbs1,-13.85,4.95,-26.11,-22.98
10574438,Cdh5,-37.33,-42.82,-45.98,-30.02
10574451,Bean1,16.00,10.87,4.93,31.27
10574456,Cklf,33.22,31.00,29.80,38.56
10574464,Cmtm2b,-36.34,-71.88,-45.48,-11.45
10574471,Cmtm3,63.93,64.74,62.72,64.49
10574478,Dync1li2,86.86,59.87,89.72,94.10
10574480,Car7,-47.11,-77.42,-24.77,-40.13
10574488,Pdp2,4.31,-0.24,-12.08,29.55
10574492,---,-6.16,-51.42,-14.63,55.28
10574498,Ces2a,-24.66,-26.16,-29.02,-19.96
10574508,4932416K20Rik,13.45,-20.73,-12.04,69.30
10574511,Ces2b,-30.22,-46.58,-29.19,-19.20
10574524,Ces2c,-58.99,-26.09,-50.07,-98.72
10574532,Ces2d-ps or Ces2c or Ces2b,-53.04,-77.59,-55.03,-32.13
10574545,Ces2e,-58.96,-63.38,-73.60,-41.52
10574560,Ces2f,-40.97,-67.74,-82.44,-8.42
10574572,Ces2g,-55.65,-51.30,-52.59,-63.89
10574584,---,-19.95,-31.82,-59.55,40.58
10574595,---,61.26,54.40,59.64,68.30
10574598,Ces3a,-38.00,-40.48,-61.71,-20.87
10574607,Ces3b,-25.16,-33.16,-64.59,-5.18
10574617,Ces4a,-3.02,-9.47,-13.82,40.99
10574632,Cbfb,49.99,62.89,57.79,32.46
10574641,D230025D16Rik,65.81,56.04,62.91,75.46
10574656,Fbxl8,84.33,68.04,86.34,91.37
10574659,Hsf4,-6.33,-31.17,-14.03,32.04
10574676,Nol3 or 4931428F04Rik,-59.88,-54.83,-66.71,-57.57
10574682,E2f4,55.00,53.63,42.77,66.92
10574694,Elmo3,-43.03,-50.85,-36.34,-42.91
10574718,Tmem208 or Fhod1,78.33,70.39,74.28,86.77
10574727,Slc9a5,-9.37,-12.22,-8.27,-7.78
10574743,Plekhg4,31.97,20.44,14.48,51.13
10574765,Lrrc36,-2.99,-7.55,-1.28,-1.04
10574780,Hsd11b2,-19.26,-43.78,-30.04,-4.23
10574789,Fam65a,-27.81,-20.64,-49.02,-15.13
10574812,Ctcf,-19.45,14.29,-24.37,-44.08
10574825,Rltpr,-24.20,-36.23,-22.17,-17.76
10574866,Pard6a,49.19,11.03,48.28,74.54
10574872,4933405L10Rik,19.49,-16.55,8.76,61.40
10574880,Tsnaxip1,-17.41,-37.48,-24.07,-7.47
10574897,Thap11,92.96,91.25,92.59,94.18
10574899,Nutf2,-27.30,-40.91,-3.63,-37.60
10574903,Edc4,60.02,60.22,39.29,76.42
10574934,Nrn1l or Edc4,-12.60,-29.45,-13.77,-4.06
10574939,Pskh1,42.84,27.94,26.73,67.18
10574944,Dus2l,-31.82,-47.27,-47.38,2.22
10574962,Nfatc3,-36.56,-16.49,-50.22,-41.44
10574976,Pla2g15,82.43,81.12,80.10,86.85
10574985,Slc7a6,14.48,30.81,-3.48,13.55
10574996,Prmt7,-0.84,9.23,-11.98,5.34
10575019,Gm10629,-26.51,-80.17,-16.73,4.71
10575021,Zfp90,-28.93,-38.34,-23.70,-25.43
10575029,---,-24.33,-79.29,7.83,5.18
10575034,Cdh3,-17.94,-22.54,-29.73,-9.25
10575052,Cdh1,-34.63,-47.34,-40.02,-22.67
10575074,Tmco7,24.16,14.14,22.33,36.04
10575095,Has3 or Chtf8,-42.88,-37.36,-62.27,-30.03
10575102,Cirh1a,-39.86,-24.22,-55.18,-40.07
10575120,Sntb2,-48.48,-33.97,-57.51,-54.53
10575129,Vps4a,26.12,41.01,2.06,33.28
10575142,Cog8 or Pdf,78.03,75.51,42.15,94.97
10575144,Nip7,32.01,30.37,38.06,28.49
10575151,---,-2.98,-3.92,-2.98,-2.31
10575153,Cyb5b,-19.99,-9.08,-31.56,-17.64
10575160,Nfat5,-99.04,-97.50,-99.64,-98.75
10575184,Wwp2,91.80,89.92,83.24,97.29
10575209,A430107J10Rik,43.72,16.29,47.91,61.19
10575211,Mir140,6.73,19.42,-80.68,78.44
10575213,Zfhx3,-37.32,-23.10,-40.35,-47.51
10575227,Pmfbp1,-9.87,-34.36,-16.57,-1.86
10575249,Txnl4b,50.00,48.41,36.93,60.30
10575255,Pkd1l3 or 2400003C14Rik,-8.29,-37.62,16.46,0.28
10575291,Zfp821,-46.34,-73.98,-36.19,-18.69
10575302,Ap1g1,15.83,21.47,11.28,16.34
10575326,---,25.14,-5.90,34.41,45.52
10575328,Phlpp2,-0.13,-1.52,-6.20,13.04
10575349,Tat,-19.86,-43.48,-32.55,-6.68
10575363,Zfp612,-51.41,-57.25,-48.52,-49.03
10575369,---,53.69,-34.40,74.23,82.51
10575376,Ftsjd1,-48.32,-42.42,-82.19,-18.30
10575380,Hydin,-20.23,-35.49,-23.84,-9.78
10575473,Gm9558,53.64,38.60,67.93,50.21
10575476,Vac14,95.74,96.10,91.22,97.93
10575497,Mtss1l,-51.66,-68.71,-48.73,-39.51
10575512,Cog4,-7.71,-19.46,-24.91,18.08
10575534,St3gal2,86.06,81.25,85.48,90.50
10575548,---,68.82,47.69,74.04,73.05
10575550,Aars or Exosc6,-15.45,-16.50,-21.41,-7.18
10575578,Pdpr,-71.36,-63.92,-66.99,-81.00
10575596,---,-6.23,-17.12,-7.92,11.34
10575598,Znrf1,20.17,15.61,11.78,30.99
10575609,Zfp1,-81.35,-87.20,-90.92,-56.01
10575616,Gabarapl2,-36.16,-57.50,-61.82,-3.56
10575619,Terf2ip,-84.14,-84.36,-80.89,-85.93
10575628,---,-29.76,-35.56,-53.85,-11.80
10575630,Cntnap4,-17.79,-37.46,-25.31,-6.79
10575657,Gm10280,-4.97,-68.89,-4.78,68.90
10575662,Mon1b or Syce1l,86.31,86.25,68.44,95.45
10575672,Syce1l or Mon1b,-9.94,-17.14,-6.67,-6.37
10575685,Nudt7,-17.87,-18.59,-20.03,-14.49
10575693,Vat1l,-28.38,-47.28,-30.49,-17.83
10575702,Clec3a,-7.75,-18.46,-7.92,-3.49
10575706,Wwox,-37.64,-46.04,-48.72,-15.36
10575719,---,9.15,24.25,-64.97,73.04
10575725,Dynlrb2,-26.17,-23.45,-23.51,-31.51
10575733,Cenpn,38.80,41.11,38.40,37.95
10575745,Atmin,36.83,14.23,9.64,74.41
10575750,Bcmo1,-10.67,-42.26,-15.11,0.00
10575763,Gan,-38.50,-13.57,-69.69,-26.56
10575775,4933407C03Rik,46.10,47.15,24.72,62.26
10575777,4933407C03Rik,16.13,18.18,0.76,28.42
10575799,Plcg2,98.56,98.42,97.22,99.38
10575833,Hsd17b2,-22.26,-48.56,-21.70,-10.78
10575840,Gm10617,59.39,-65.93,63.29,94.13
10575842,---,40.94,-1.87,37.17,72.40
10575844,Cdh13,-57.91,-78.30,-45.82,-50.63
10575861,Hsbp1,5.49,17.48,1.24,-2.15
10575867,Mlycd,1.22,-3.61,6.48,11.26
10575873,Osgin1,-2.12,19.79,-10.52,-3.32
10575880,Necab2,-23.33,-39.02,-30.62,-10.89
10575894,Lrrc50 or Taf1c,-12.87,-24.89,-15.60,-5.67
10575909,Adad2,79.37,62.64,88.53,80.41
10575917,Wfdc1,-35.08,-37.58,-32.59,-35.22
10575926,Atp2c2,-18.99,-20.52,-23.53,-13.59
10575955,Klhl36,94.75,94.08,94.42,95.74
10575961,Usp10,-27.15,-28.15,-47.65,-1.30
10575976,Crispld2,-1.24,-0.17,-9.27,12.29
10575993,6430548M08Rik,66.49,65.19,62.93,70.96
10576010,Gse1 or Gins2,-5.74,7.40,-30.18,9.91
10576027,Gm10614,59.27,-11.56,79.28,75.73
10576029,Cox4i1,10.55,-3.02,12.28,22.70
10576034,Irf8,92.41,93.14,93.09,91.39
10576046,Foxf1,-34.18,-62.05,-34.82,-18.35
10576049,Foxf1,-79.91,-83.20,-97.48,-46.45
10576051,Foxc2,-37.11,-71.16,-37.75,-14.90
10576054,Foxl1,47.56,21.51,36.21,74.84
10576056,Map1lc3b,-41.80,-12.14,-35.46,-90.17
10576062,Jph3,-4.23,-3.93,-16.61,-0.91
10576070,Car5a or BC048644,-11.46,-75.67,16.25,34.60
10576073,Banp,23.98,23.95,5.53,40.95
10576088,Gm22,-64.08,-56.85,-65.89,-69.56
10576090,Zfpm1,-46.56,-68.16,-50.82,-23.85
10576101,Zc3h18,19.68,27.04,21.30,9.87
10576115,Il17c,68.78,65.39,49.05,84.89
10576118,9330133O14Rik,74.26,90.39,54.60,53.94
10576124,Ctu2,78.38,78.99,70.61,84.64
10576140,Cdt1,82.19,83.77,80.52,82.60
10576152,Trappc2l,39.28,21.62,43.20,52.22
10576158,Cbfa2t3,84.85,72.93,61.57,98.04
10576160,Acsf3,35.75,15.68,30.72,53.92
10576173,---,-1.45,-32.95,-30.34,72.37
10576175,Cdh15,-14.47,-27.55,-8.16,-12.70
10576189,Ankrd11,-9.17,7.36,-21.62,-11.05
10576191,Spg7,67.29,65.05,48.03,81.98
10576210,Rpl13 or Gm10071,-41.80,-12.14,-35.46,-90.17
10576216,Snord68 or Rpl13 or Gm10071,58.57,53.11,52.75,70.71
10576218,Cpne7,-9.82,-23.70,-16.01,-1.97
10576235,Dpep1,-27.99,-34.66,-52.32,-13.60
10576246,Rps12,-41.80,-12.14,-35.46,-90.17
10576249,4732415M23Rik,-25.89,-38.15,-62.18,28.14
10576258,Cdk10,-41.80,-12.14,-35.46,-90.17
10576274,Zfp276,95.89,96.82,87.01,98.82
10576288,Spire2,-38.53,-23.22,-34.84,-61.79
10576305,Tcf25,-9.13,-19.79,-31.50,25.93
10576328,Mc1r,73.69,52.13,73.51,85.68
10576332,Tubb3,-52.77,-75.83,-51.37,-33.22
10576335,Def8,88.86,86.52,88.06,91.84
10576354,Afg3l1,72.84,80.75,65.64,71.91
10576373,Gas8,-80.03,-93.10,-74.24,-66.49
10576386,Rhou,16.67,2.08,15.69,33.95
10576391,Rab4a,-89.53,-92.65,-93.60,-81.49
10576401,1700054N08Rik,44.31,-44.69,61.02,82.78
10576403,Urb2,-32.39,-32.88,-47.32,-19.33
10576413,---,55.72,62.01,26.99,68.85
10576417,Galnt2,37.65,35.05,27.14,51.29
10576437,---,-30.77,-78.31,-56.45,-4.79
10576439,Cog2,90.32,85.74,85.02,95.23
10576460,Capn9,-17.49,-40.60,-23.58,-4.63
10576482,Arv1,-32.02,-26.26,-72.11,6.75
10576490,---,69.51,16.03,60.92,90.22
10576493,---,50.31,40.46,47.56,61.74
10576495,Trim67,-41.66,-49.55,-63.08,-17.92
10576506,Gnpat,44.58,51.75,36.50,43.69
10576524,Gm505,75.00,77.43,61.60,83.33
10576532,Tsnax,60.53,73.55,42.30,63.36
10576538,Disc1,77.86,73.70,73.96,85.32
10576556,---,-52.80,-11.55,-81.51,-68.14
10576559,4933403G14Rik,21.01,9.49,25.27,28.89
10576561,Ntpcr,84.17,80.35,82.00,87.84
10576569,BC021891,-22.23,-25.73,-25.41,-16.37
10576581,Kcnk1,-51.97,-71.71,-51.82,-35.23
10576586,Slc35f3,-10.01,-12.18,-19.79,-4.14
10576598,1810063B05Rik,-20.14,-23.18,4.86,-41.16
10576603,A630001O12Rik,23.51,21.29,-11.59,61.65
10576608,---,-46.39,-85.21,-55.11,-0.41
10576610,Pard3,-41.50,-82.31,-39.40,-20.35
10576639,Nrp1,18.36,24.15,14.96,16.28
10576657,---,74.11,51.23,88.05,73.29
10576659,---,-43.06,-63.76,-85.23,-3.26
10576661,Itgb1,-4.20,1.26,-14.13,-1.25
10576680,1700008F21Rik or Zfp821,-52.16,-29.81,-82.62,-50.89
10576692,Insr,-58.70,-47.63,-62.52,-63.95
10576696,Insr,-2.37,8.99,-21.01,2.49
10576719,Pex11c,-19.02,-36.62,-21.58,-4.07
10576726,C330021F23Rik or Rps23,-41.80,-12.14,-35.46,-90.17
10576728,Xab2,92.03,85.25,89.96,96.93
10576749,Pcp2 or 2900053A13Rik,-14.47,-16.00,-12.49,-14.84
10576757,Fcer2a,-29.85,-39.57,-18.17,-37.44
10576772,Clec4g,59.62,1.01,-1.17,94.23
10576774,Clec4g,-32.75,-54.30,-30.09,-20.69
10576784,Cd209a,56.71,66.61,65.90,25.80
10576795,Cd209a,82.23,69.10,88.22,87.13
10576797,---,-24.98,-14.94,-46.06,-14.72
10576799,Cd209e,-3.60,-23.45,-43.09,69.83
10576807,Cd209d,-10.65,-13.70,-11.02,-8.10
10576816,Cd209b,-19.72,-53.67,-19.06,-7.00
10576829,Cd209c,-6.03,-28.48,-15.28,49.32
10576835,Cd209f,-30.82,-32.65,-47.44,-19.06
10576840,LOC100503956 or Evi5l,-22.57,-29.62,-55.85,15.51
10576844,BC068157,-14.00,-24.54,-33.64,16.01
10576854,Ctxn1,-76.58,-90.62,-68.30,-67.51
10576857,Timm44,12.23,9.54,8.59,18.62
10576873,Elavl1,37.85,49.79,26.58,34.91
10576881,---,76.74,41.11,89.90,81.27
10576883,Shcbp1,11.70,14.04,21.47,0.28
10576896,Gm9457,-0.11,-26.15,2.95,26.58
10576899,---,18.64,27.35,18.81,9.89
10576901,Slc10a2,-33.34,-23.90,-88.27,-13.92
10576909,---,15.22,0.37,-13.06,60.33
10576911,Efnb2,-59.42,-66.92,-63.82,-50.36
10576924,Arglu1,-96.12,-92.72,-96.02,-98.25
10576934,Fam155a,-8.54,-9.91,-7.80,-8.11
10576940,Fam155a,-15.76,-38.68,12.23,-19.32
10576942,---,-8.11,-0.99,-31.19,-2.72
10576944,Gm10067,-21.36,-39.08,-21.42,-8.96
10576946,Lig4,-97.29,-99.39,-96.54,-92.24
10576951,Tnfsf13b,86.23,72.90,69.44,95.12
10576953,---,50.15,32.91,-11.99,87.21
10576965,---,88.03,81.08,85.58,92.49
10576967,3930402G23Rik,-19.61,-64.08,-5.74,14.38
10576971,Irs2,10.04,4.48,-15.32,42.36
10576973,Col4a1,-60.36,-70.93,-50.07,-61.85
10577025,Rab20,-26.98,-33.27,-34.91,-15.60
10577030,Cars2,69.98,49.92,67.56,83.88
10577048,Ankrd10,15.83,29.64,20.32,-3.78
10577057,1700016D06Rik,-34.50,-71.83,-40.25,-12.52
10577065,1700016D06Rik,68.14,43.71,54.69,91.00
10577067,---,61.06,62.15,72.59,40.61
