Probeset_ID,Gene Symbol,MF CNS,Sample_,Sample_,Sample_
10562005,Wbp7,9.13,34.32,67.33,-71.80
10562044,Zbtb32,-0.61,50.00,-3.79,-16.37
10562050,Upk1a,-29.52,-35.01,-22.05,-32.66
10562059,Cox6b1,-97.79,-91.59,-99.76,-96.55
10562064,Etv2,87.38,86.81,60.69,95.85
10562073,Rbm42 or Haus5,63.97,98.03,-52.39,79.10
10562084,Haus5,11.22,58.61,-22.32,-5.37
10562093,4930479M11Rik,-12.03,-4.86,-16.44,-25.27
10562096,Tmem147,-71.36,-19.81,-89.10,-79.99
10562105,Gapdhs,-7.56,-4.06,-8.81,-11.38
10562117,Ffar2,-5.00,-0.69,-3.67,-12.85
10562125,Ffar3,52.01,44.35,58.59,51.79
10562130,Ffar1,-7.70,-7.84,-8.11,-7.12
10562132,Cd22,-5.81,-6.38,-7.44,-3.63
10562152,Mag,-0.84,-0.30,-0.99,-1.75
10562166,Hamp2,-1.50,-1.39,34.69,-17.20
10562169,Hamp,-32.23,-14.16,-31.63,-64.04
10562172,Usf2 or LOC100504922 or LOC100862373,98.80,98.23,99.40,98.34
10562181,Lsr,-3.76,-2.09,1.29,-10.75
10562192,Fxyd5,-28.00,-21.25,-40.64,-22.15
10562204,Fxyd7,-13.42,-4.72,-23.94,-21.67
10562211,Fxyd1,-31.50,-22.47,-68.32,-22.10
10562223,Fxyd3 or Lgi4,-14.50,-16.70,-15.03,-12.14
10562234,Hpn,-4.03,-2.79,-6.09,-3.93
10562251,Scn1b,23.47,40.18,11.56,7.73
10562260,Gramd1a,81.23,82.12,84.65,77.29
10562280,Abph,19.54,59.46,-37.77,38.90
10562285,---,-33.83,-39.26,2.19,-62.09
10562287,Gm5329 or Gm5058 or Gm9156,-7.70,16.10,-16.89,-14.28
10562289,Gm5058 or Gm9156 or Gm5329,19.16,49.14,1.95,-0.27
10562291,Abpd or Gm4684,-11.75,8.85,-35.36,-25.10
10562296,Scgb2b1-ps,-30.08,-31.30,-79.29,-9.34
10562299,Abpz,-39.28,-44.29,-61.94,-20.34
10562304,---,73.25,66.97,70.02,81.26
10562308,Abpg or Abpb,-17.24,-9.79,-45.42,-8.21
10562314,Abpb,-63.88,-78.07,-68.09,-45.64
10562320,---,-17.99,-60.07,-53.17,58.07
10562323,Wtip,21.41,66.48,-9.06,-3.23
10562331,Uba2,-72.31,-88.00,-65.61,-50.73
10562349,Pdcd2l,-23.77,53.65,-81.10,-33.54
10562358,---,-34.43,7.02,-11.19,-90.35
10562360,Gpi1,-35.53,1.22,-43.89,-55.22
10562368,4931406P16Rik,-71.39,-93.72,9.74,-63.20
10562382,Lsm14a,-93.80,-98.69,-84.43,-63.72
10562394,---,68.48,42.92,87.02,59.56
10562397,---,56.08,61.19,76.54,13.68
10562399,Kctd15,-13.18,58.01,-53.68,-39.07
10562408,Chst8,96.13,99.37,86.96,91.52
10562416,Cebpg,-12.52,-81.62,37.29,29.96
10562419,Lrp3 or Slc7a10,-20.59,-7.52,-57.12,-7.02
10562428,Wdr88,63.21,82.45,16.87,62.68
10562439,Gpatch1,-55.61,-89.70,8.25,-44.91
10562461,C230052I12Rik or Rhpn2,-32.43,-4.88,-67.47,-30.33
10562468,Tdrd12,-17.06,-12.19,-22.99,-17.89
10562480,Nudt19,-70.97,-64.90,-85.93,-56.48
10562486,Rgs9bp,89.04,97.09,38.96,92.18
10562491,Pdcd5 or Gm3837,-99.61,-99.80,-99.94,-98.03
10562500,Dpy19l3,-15.01,-44.96,16.71,-13.97
10562523,Zfp507,-76.23,-80.68,-75.36,-73.91
10562532,Zfp536,-10.21,-6.74,-6.34,-20.01
10562546,---,63.62,78.42,71.35,25.44
10562548,C80913,-95.49,-98.59,-88.09,-94.15
10562563,Ccne1,-82.72,-59.27,-93.99,-88.11
10562576,Plekhf1,-69.46,-75.85,-75.82,-55.48
10562578,Pop4,-90.85,-98.00,-91.60,-72.88
10562587,Gm5591,-4.44,73.17,-52.67,-21.04
10562592,Gm5114 or LOC100861686 or LOC100861663 or Gm4454 or Gm2128 or Gm9271 or Gm6605 or Gm6124,72.16,77.75,88.66,11.43
10562595,4930433I11Rik,62.39,88.98,21.56,28.72
10562599,4930433I11Rik or Gm5590,-34.09,-5.27,-91.33,11.79
10562601,---,63.50,84.06,38.65,52.12
10562603,---,45.89,56.92,0.08,62.72
10562605,AI987944,-10.19,-90.07,22.71,74.79
10562612,AW146154 or Vmn2r57,-17.85,-26.94,-4.32,-22.44
10562627,Ctdnep1,19.16,49.14,1.95,-0.27
10562629,---,70.53,32.71,90.44,66.73
10562632,Vmn2r-ps57,-4.03,70.94,-32.87,-44.78
10562634,---,50.98,30.26,39.22,74.92
10562637,Ccnb1 or Gm5593,19.16,49.14,1.95,-0.27
10562639,Gapdh,19.16,49.14,1.95,-0.27
10562641,Vmn2r-ps60 or Vmn2r60 or Vmn2r61 or Vmn2r58 or Vmn2r-ps57 or Vmn2r-ps54,19.16,49.14,1.95,-0.27
10562643,4933421I07Rik,48.14,43.78,36.01,61.34
10562647,Rpl29,19.16,49.14,1.95,-0.27
10562649,---,69.60,97.77,27.89,50.82
10562651,9830147E19Rik or Gm2381 or EU599041 or Gm5595 or Gm2329,-60.58,-91.41,-46.71,-30.73
10562657,Gm5595,-62.65,-91.28,-47.74,-33.63
10562661,---,-52.08,-35.67,-78.60,-44.71
10562663,Rps4x,19.16,49.14,1.95,-0.27
10562665,---,-32.24,-66.49,-29.26,-6.13
10562667,---,41.79,25.33,33.64,64.96
10562670,Zfp715,93.30,-35.43,99.22,98.47
10562685,---,-9.51,-7.40,-18.63,-1.37
10562687,Iglon5,-5.82,-3.67,-10.16,-4.85
10562696,4931406B18Rik,47.94,-21.29,83.48,42.00
10562705,Gm2511,75.18,77.29,49.55,86.71
10562709,Cd33,87.76,79.74,93.53,88.28
10562720,Siglece,86.10,84.48,86.77,88.26
10562729,---,64.71,76.26,55.80,55.40
10562731,---,32.00,76.28,-15.41,-0.44
10562736,1700028J19Rik,86.84,91.81,73.95,87.57
10562741,Acpt,94.93,95.06,96.34,90.38
10562754,---,73.21,79.31,57.47,79.94
10562761,Clec11a,-5.45,0.00,-11.45,-9.44
10562767,1700008O03Rik,82.88,94.89,32.50,82.67
10562774,2310044H10Rik,57.80,94.88,38.86,11.18
10562784,Mybpc2,-12.88,-10.54,-16.11,-13.23
10562812,Spib,-23.97,-18.81,-25.32,-29.54
10562818,Pold1,-21.09,20.68,-36.55,-53.90
10562847,Nr1h2,57.01,97.49,28.07,15.26
10562856,Myh14,-28.26,-19.12,-37.35,-33.46
10562897,Zfp473 or Vrk3,6.03,26.53,-12.22,21.62
10562905,Atf5 or Nup62 or Nup62-il4i1 or Il4i1,-22.90,-4.45,-35.19,-34.28
10562911,Tbc1d17 or Akt1s1,90.12,99.90,63.66,51.13
10562927,Ptov1,20.83,64.12,1.16,-10.77
10562942,Med25,21.39,54.45,10.46,-10.71
10562963,Fuz or D7Bwg0826e,76.21,94.86,56.89,45.64
10562965,Ap2a1,0.83,60.11,-3.92,-58.24
10562989,Cpt1c,-39.79,-28.87,-54.34,-38.98
10563014,Prmt1,-24.75,36.15,-74.18,-29.85
10563026,Bcl2l12,83.69,93.08,69.96,82.70
10563037,Scaf1,87.15,91.99,97.51,40.23
10563050,Prr12,28.43,36.08,82.42,-48.22
10563068,Prrg2,50.31,88.16,-8.14,38.94
10563077,Rcn3,-54.98,-35.81,-84.15,-50.54
10563085,Fcgrt,31.97,70.75,-0.15,26.76
10563094,Rps11,-16.31,-1.80,-65.86,19.56
10563099,Snord35b,68.35,97.26,10.80,61.31
10563101,Rpl13a,-87.79,-53.65,-97.03,-83.85
10563108,Snord35a,58.92,95.28,-34.40,44.37
10563110,Snord34 or Rpl13a,68.03,98.42,10.30,66.40
10563112,Snord33 or Rpl13a,89.41,98.01,82.07,89.92
10563114,Snord32a or Rpl13a,93.64,99.89,85.09,92.64
10563116,Flt3l or Rpl13a,-13.86,-16.79,-5.58,-20.83
10563130,Aldh16a1 or Pih1d1,46.63,79.97,24.55,12.31
10563149,Ccdc155,25.29,-1.25,56.88,8.79
10563170,Dkkl1,-17.41,-12.75,-19.94,-20.33
10563176,---,76.84,87.21,87.95,9.74
10563178,Cd37,85.82,90.71,83.93,82.28
10563191,Trpm4,9.36,45.69,-4.38,-5.22
10563220,Ppfia3,-11.79,-6.35,-16.70,-14.77
10563253,Lin7b or Mtag2,-3.91,-0.69,-12.94,-3.62
10563260,Snrnp70,-60.76,-76.49,-30.85,-66.91
10563275,Ruvbl2 or Gys1,-26.46,24.58,-82.91,-17.86
10563295,Ftl1 or Ftl2 or LOC100862446 or LOC434624,19.16,49.14,1.95,-0.27
10563303,Bax,-14.19,15.35,-39.98,-20.37
10563314,Dhdh,-34.60,-49.28,-32.70,-23.97
10563323,Nucb1,93.66,96.15,92.94,89.44
10563338,Ppp1r15a,83.22,75.43,90.48,84.52
10563344,Fgf21,-13.88,-7.48,-9.70,-31.70
10563350,Fut2,-14.03,-26.30,-7.09,-15.28
10563355,Sec1 or Ntn5,70.79,91.65,-8.29,79.51
10563362,Sphk2,40.45,82.96,38.23,-33.80
10563373,Spaca4,85.75,91.06,87.39,73.25
10563377,Sult2b1,-23.20,-10.63,-55.25,-16.72
10563387,Lmtk3,52.81,90.18,51.23,-37.77
10563390,Cyth2,87.79,93.34,80.73,87.31
10563407,Kcnj14,66.46,90.36,13.57,60.16
10563411,Grwd1,-25.72,33.87,-66.98,-37.62
10563421,Grin2d,-8.79,-1.48,-24.66,-7.69
10563434,---,-10.96,-18.37,-10.77,-5.95
10563436,Syngr4,47.69,63.50,27.76,46.66
10563441,Emp3,1.21,10.29,-11.82,5.32
10563447,Abcc6,-6.36,-2.46,-6.02,-16.95
10563480,Kcnj11,-18.53,-17.47,-13.36,-26.85
10563487,Abcc8,-7.05,-0.11,-28.01,-5.84
10563527,Ush1c,-7.20,-3.76,-11.46,-8.40
10563558,Sergef or Prf1,22.19,63.14,-14.71,9.49
10563570,Tph1,-14.61,-7.36,-32.38,-14.48
10563583,Saal1,-25.00,15.85,-47.83,-43.17
10563597,Saa3,-47.35,-44.86,-34.95,-68.19
10563602,Saa4,-17.66,-10.84,-12.88,-36.49
10563608,---,-28.93,-3.51,-55.12,-32.06
10563611,Saa1 or Saa2,-15.07,-14.43,-11.47,-21.31
10563615,Hps5,-45.53,-79.39,9.06,-38.22
10563641,Rap1a or Gm9392,-90.93,-99.11,-59.41,-47.90
10563643,Tsg101,-64.12,-94.78,-22.58,-26.07
10563649,Uevld,-69.44,-94.19,33.92,-85.75
10563657,---,-24.71,-40.62,-15.02,-18.66
10563659,Spty2d1,36.80,-69.25,90.96,57.20
10563666,---,62.19,81.67,63.65,13.29
10563685,Ptpn5,-7.21,-3.56,-3.92,-29.72
10563704,Mrgpra6,-8.51,-4.49,-2.53,-66.72
10563706,Mrgpra9,-16.10,45.07,15.79,-82.94
10563709,Mrgpra1,-49.52,-42.92,-66.25,-41.41
10563712,Mrgpra2a or Mrgpra2b,-13.73,-7.47,-26.25,-13.68
10563715,Mrgpra2b or Mrgpra2a,19.16,49.14,1.95,-0.27
10563718,---,75.83,76.08,74.64,76.53
10563722,Mrgpra3,5.82,19.18,18.69,-8.62
10563725,Mrgpra3,-12.90,-9.90,-40.50,5.69
10563728,---,36.43,-1.02,41.47,57.93
10563731,---,37.43,63.28,19.49,19.31
10563734,Mrgpra4,-5.57,-21.46,2.42,-0.31
10563740,Mrgprx1,26.00,81.52,23.06,-47.50
10563743,---,53.36,58.13,58.39,41.66
10563745,Mrgprb5,26.83,-4.38,64.14,6.81
10563747,Mrgprb4,12.13,45.20,24.21,-20.21
10563749,Mrgprb1,-4.75,66.02,-58.67,-11.44
10563753,Mrgprx2,31.49,17.42,12.23,54.77
10563760,Mrgprb2,-12.85,-31.78,-13.66,-1.69
10563764,Mrgprb3,24.97,70.46,-11.87,-1.43
10563766,---,-23.16,-32.79,-11.80,-29.89
10563768,---,-6.47,33.47,-9.21,-34.46
10563770,Csrp3,-23.36,-20.59,-12.93,-49.97
10563780,E2f8,-58.19,-32.55,-59.43,-88.30
10563797,Dbx1,93.87,95.55,90.14,95.22
10563802,Dbx1,30.74,73.29,-17.42,24.14
10563804,---,19.16,49.14,1.95,-0.27
10563806,---,19.16,49.14,1.95,-0.27
10563808,---,19.16,49.14,1.95,-0.27
10563810,---,19.16,49.14,1.95,-0.27
10563812,---,19.16,49.14,1.95,-0.27
10563814,---,19.16,49.14,1.95,-0.27
10563816,Fancf,54.08,83.70,18.21,30.85
10563820,Svip,6.89,14.37,-15.46,28.12
10563825,---,45.39,54.66,47.51,27.82
10563829,Mrps33,19.16,49.14,1.95,-0.27
10563834,---,30.52,43.29,-0.59,44.63
10563838,Nipa2 or Cyfip1,71.61,-53.32,93.82,92.86
10563852,Nipa1 or A230056P14Rik,-36.69,-21.14,-54.19,-35.43
10563858,Gabrg3,-22.46,-14.61,-17.92,-44.02
10563872,Gabra5,-5.88,-3.42,-23.63,-3.32
10563883,Depdc1a,19.16,49.14,1.95,-0.27
10563891,Nck2,-66.93,-72.14,-47.26,-79.82
10563893,---,-10.44,-29.29,-3.61,-9.19
10563895,---,-33.51,-20.76,-40.26,-46.40
10563897,---,-6.29,7.89,-17.22,-15.63
10563899,---,-8.19,12.60,-57.98,-16.69
10563901,---,-33.37,-5.61,-80.48,-47.30
10563903,---,-10.69,-3.20,-20.08,-20.28
10563905,---,-6.58,6.89,-20.83,-13.13
10563907,---,19.16,49.14,1.95,-0.27
10563909,---,19.16,49.14,1.95,-0.27
10563911,---,-10.13,-6.69,-17.58,-9.68
10563913,---,19.16,49.14,1.95,-0.27
10563915,---,19.16,49.14,1.95,-0.27
10563917,---,19.16,49.14,1.95,-0.27
10563919,---,-3.79,3.85,-31.10,-4.81
10563921,---,22.41,65.70,-19.14,14.19
10563923,---,19.16,49.14,1.95,-0.27
10563925,---,19.16,49.14,1.95,-0.27
10563927,---,-5.29,9.58,-13.86,-17.34
10563929,---,19.16,49.14,1.95,-0.27
10563931,---,19.16,49.14,1.95,-0.27
10563933,---,-12.05,-7.82,-37.65,-6.58
10563935,---,19.16,49.14,1.95,-0.27
10563937,---,19.16,49.14,1.95,-0.27
10563939,---,-5.30,36.96,-45.89,-27.09
10563941,---,-6.22,20.15,-22.20,-10.91
10563943,---,-8.58,6.84,-53.32,-15.44
10563945,---,19.16,49.14,1.95,-0.27
10563947,---,19.16,49.14,1.95,-0.27
10563949,---,-9.66,-4.14,-12.74,-15.79
10563951,---,19.16,49.14,1.95,-0.27
10563953,---,19.16,49.14,1.95,-0.27
10563955,---,19.16,49.14,1.95,-0.27
10563957,---,19.16,49.14,1.95,-0.27
10563959,---,-21.13,-21.83,-47.51,-10.27
10563961,---,-5.39,-0.82,-71.72,-4.84
10563963,---,-10.56,-4.57,-14.72,-15.63
10563965,---,19.16,49.14,1.95,-0.27
10563967,---,19.16,49.14,1.95,-0.27
10563969,---,19.16,49.14,1.95,-0.27
10563971,---,19.16,49.14,1.95,-0.27
10563973,---,-6.00,-2.42,-15.66,-5.37
10563975,---,19.16,49.14,1.95,-0.27
10563977,---,19.16,49.14,1.95,-0.27
10563979,---,19.16,49.14,1.95,-0.27
10563981,---,19.16,49.14,1.95,-0.27
10563983,---,19.16,49.14,1.95,-0.27
10563985,---,19.16,49.14,1.95,-0.27
10563987,---,19.16,49.14,1.95,-0.27
10563989,---,19.16,49.14,1.95,-0.27
10563991,---,-2.20,8.42,-6.49,-5.49
10563993,---,19.16,49.14,1.95,-0.27
10563995,---,19.16,49.14,1.95,-0.27
10563997,---,19.16,49.14,1.95,-0.27
10563999,---,19.16,49.14,1.95,-0.27
10564001,---,19.16,49.14,1.95,-0.27
10564003,---,19.16,49.14,1.95,-0.27
10564005,---,19.16,49.14,1.95,-0.27
10564007,---,19.16,49.14,1.95,-0.27
10564009,---,19.16,49.14,1.95,-0.27
10564011,---,19.16,49.14,1.95,-0.27
10564013,---,19.16,49.14,1.95,-0.27
10564015,---,-7.30,17.69,-21.58,-46.40
10564017,---,19.16,49.14,1.95,-0.27
10564019,---,19.16,49.14,1.95,-0.27
10564021,---,19.16,49.14,1.95,-0.27
10564023,---,19.16,49.14,1.95,-0.27
10564025,---,19.16,49.14,1.95,-0.27
10564027,---,19.16,49.14,1.95,-0.27
10564029,---,19.16,49.14,1.95,-0.27
10564031,---,19.16,49.14,1.95,-0.27
10564033,---,19.16,49.14,1.95,-0.27
10564035,---,19.16,49.14,1.95,-0.27
10564037,---,-13.80,-2.37,-39.42,-15.01
10564039,---,19.16,49.14,1.95,-0.27
10564041,---,19.16,49.14,1.95,-0.27
10564043,---,19.16,49.14,1.95,-0.27
10564045,---,19.16,49.14,1.95,-0.27
10564047,---,19.16,49.14,1.95,-0.27
10564049,---,19.16,49.14,1.95,-0.27
10564051,---,19.16,49.14,1.95,-0.27
10564053,---,19.16,49.14,1.95,-0.27
10564055,---,19.16,49.14,1.95,-0.27
10564057,---,-4.94,-0.59,-38.39,-4.74
10564059,---,19.16,49.14,1.95,-0.27
10564061,---,19.16,49.14,1.95,-0.27
10564063,---,19.16,49.14,1.95,-0.27
10564065,---,19.16,49.14,1.95,-0.27
10564067,---,19.16,49.14,1.95,-0.27
10564069,---,19.16,49.14,1.95,-0.27
10564071,---,19.16,49.14,1.95,-0.27
10564073,---,19.16,49.14,1.95,-0.27
10564075,---,19.16,49.14,1.95,-0.27
10564077,---,19.16,49.14,1.95,-0.27
10564079,---,19.16,49.14,1.95,-0.27
10564081,---,19.16,49.14,1.95,-0.27
10564083,---,19.16,49.14,1.95,-0.27
10564085,---,19.16,49.14,1.95,-0.27
10564087,---,19.16,49.14,1.95,-0.27
10564089,---,19.16,49.14,1.95,-0.27
10564091,---,19.16,49.14,1.95,-0.27
10564093,---,19.16,49.14,1.95,-0.27
10564095,---,19.16,49.14,1.95,-0.27
10564097,---,19.16,49.14,1.95,-0.27
10564099,---,19.16,49.14,1.95,-0.27
10564101,---,19.16,49.14,1.95,-0.27
10564103,---,19.16,49.14,1.95,-0.27
10564105,---,19.16,49.14,1.95,-0.27
10564107,---,19.16,49.14,1.95,-0.27
10564109,---,44.57,71.64,26.57,23.93
10564111,---,19.16,49.14,1.95,-0.27
10564113,---,19.16,49.14,1.95,-0.27
10564115,---,19.16,49.14,1.95,-0.27
10564117,---,19.16,49.14,1.95,-0.27
10564119,---,19.16,49.14,1.95,-0.27
10564121,---,19.16,49.14,1.95,-0.27
10564123,---,19.16,49.14,1.95,-0.27
10564125,---,19.16,49.14,1.95,-0.27
10564127,---,19.16,49.14,1.95,-0.27
10564129,---,19.16,49.14,1.95,-0.27
10564131,---,19.16,49.14,1.95,-0.27
10564133,---,19.16,49.14,1.95,-0.27
10564135,---,19.16,49.14,1.95,-0.27
10564137,---,19.16,49.14,1.95,-0.27
10564139,---,19.16,49.14,1.95,-0.27
10564141,---,19.16,49.14,1.95,-0.27
10564143,---,19.16,49.14,1.95,-0.27
10564145,---,19.16,49.14,1.95,-0.27
10564147,---,19.16,49.14,1.95,-0.27
10564149,---,19.16,49.14,1.95,-0.27
10564151,---,19.16,49.14,1.95,-0.27
10564153,---,19.16,49.14,1.95,-0.27
10564155,---,19.16,49.14,1.95,-0.27
10564157,---,-43.08,-26.60,-29.73,-93.18
10564159,---,-3.82,41.71,-49.10,-8.21
10564161,---,19.16,49.14,1.95,-0.27
10564163,Snord116,19.16,49.14,1.95,-0.27
10564165,---,19.16,49.14,1.95,-0.27
10564167,Snord116,19.16,49.14,1.95,-0.27
10564169,---,19.16,49.14,1.95,-0.27
10564171,Snord116,19.16,49.14,1.95,-0.27
10564173,Snord116,19.16,49.14,1.95,-0.27
10564175,Snord116,19.16,49.14,1.95,-0.27
10564177,Snord116,19.16,49.14,1.95,-0.27
10564179,Snord116,19.16,49.14,1.95,-0.27
10564181,Snord116,19.16,49.14,1.95,-0.27
10564183,---,19.16,49.14,1.95,-0.27
10564185,Snord116,19.16,49.14,1.95,-0.27
10564187,Snord116,19.16,49.14,1.95,-0.27
10564189,Snord116,19.16,49.14,1.95,-0.27
10564191,Snord116,19.16,49.14,1.95,-0.27
10564193,Snord116,19.16,49.14,1.95,-0.27
10564195,Snord116,19.16,49.14,1.95,-0.27
10564197,Snord116,19.16,49.14,1.95,-0.27
10564199,Snord116,19.16,49.14,1.95,-0.27
10564201,Snord116,19.16,49.14,1.95,-0.27
10564203,---,-4.15,69.28,-88.43,-18.61
10564205,Snord116,19.16,49.14,1.95,-0.27
10564207,Snord116,19.16,49.14,1.95,-0.27
10564209,---,-6.69,-0.90,-37.34,-7.66
10564211,Snrpn or Snurf,-58.80,-54.34,-63.64,-60.75
10564220,Gkap1,-69.70,-77.08,-64.47,-67.20
10564222,A230006K03Rik,-19.16,-10.54,-19.94,-34.16
10564231,---,-29.41,-38.61,-77.57,-2.73
10564233,Mir344 or Mir344-2,-27.44,-21.88,-32.84,-28.58
10564235,Mir344 or Mir344-2,19.16,49.14,1.95,-0.27
10564237,Gm9801,-39.12,-37.94,-48.26,-32.23
10564260,---,-12.58,59.24,-18.38,-75.35
10564262,Mkrn3,-39.68,-8.62,-66.51,-68.93
10564266,Peg12,96.25,98.94,74.64,98.56
10564270,---,51.55,47.20,74.06,17.12
10564272,Chrna7,0.83,18.50,-2.15,-1.98
10564287,---,47.89,61.78,-74.01,90.72
10564290,Klf13,19.36,27.01,55.43,-24.95
10564294,Fan1,42.09,-16.36,82.65,43.48
10564313,Mphosph10,-73.89,-99.57,-50.52,-33.10
10564326,Fam189a1,24.25,34.74,21.58,13.77
10564337,Ndnl2,34.95,25.23,-14.39,83.82
10564343,Tjp1,48.61,5.86,93.78,50.12
10564373,Gm10624,71.44,82.93,72.90,52.43
10564375,---,-0.36,13.27,4.18,-4.81
10564377,Lrrk1,69.76,81.38,82.14,31.88
10564417,Aldh1a3,-30.18,-34.05,-18.31,-43.52
10564434,---,70.63,87.01,70.63,37.18
10564436,Asb7,-91.92,-99.25,-62.97,-88.26
10564448,Asb7,19.16,49.14,1.95,-0.27
10564451,Mef2a,95.66,38.59,99.97,99.10
10564467,Lrrc28,-87.99,-82.59,-95.60,-79.19
10564480,---,58.43,90.29,9.46,31.49
10564482,Synm,-32.38,-24.38,-43.17,-32.01
10564500,---,19.08,2.56,-52.52,82.49
10564502,Pgpep1l,-17.27,-19.32,-15.69,-16.70
10564507,Arrdc4,-5.62,-36.73,9.30,12.92
10564520,Snora21,19.16,49.14,1.95,-0.27
10564522,---,47.28,81.79,-65.60,80.02
10564525,---,-43.58,-57.03,-40.82,-34.69
10564527,Nr2f2,-32.30,-27.73,-39.44,-30.71
10564535,---,-6.75,-50.70,-42.32,71.97
10564537,---,49.51,44.92,44.92,57.24
10564539,Mctp2,-76.51,-72.96,-81.57,-74.65
10564563,Rpl17,19.16,49.14,1.95,-0.27
10564565,---,-53.44,-59.45,-50.52,-50.02
10564567,---,51.15,56.76,38.17,55.84
10564570,---,59.88,91.35,-15.39,50.06
10564573,Chd2 or 1810026B05Rik,-60.98,-94.48,42.61,-60.20
10564614,---,68.72,85.25,45.76,54.51
10564616,Gm4971,19.16,49.14,1.95,-0.27
10564618,Fam174b,69.83,89.89,-17.36,76.35
10564622,---,70.83,72.38,86.11,36.85
10564624,St8sia2,-5.83,-1.56,-6.46,-12.79
10564631,Slco3a1,-75.11,-70.27,-73.71,-81.42
10564646,Sv2b,-43.14,-40.84,-39.85,-51.21
10564663,Tdg or Gm9855 or Gm5806,19.16,49.14,1.95,-0.27
10564665,---,-2.62,-7.23,-54.35,65.28
10564667,Ntrk3,-13.11,-10.44,-21.68,-10.76
10564692,Mrpl46,-98.70,-100.00,-96.28,-90.83
10564698,Det1,6.44,86.52,-93.12,34.16
10564704,Hapln3,81.08,97.21,51.43,51.68
10564713,Mfge8,-48.52,-15.45,-73.72,-62.63
10564726,Rlbp1,-24.47,-27.61,-47.75,-11.99
10564736,Polg,-4.11,66.62,-16.51,-58.56
10564762,Rhcg,-1.29,-0.83,-2.84,-1.33
10564777,Kif7,74.90,93.41,67.61,46.38
10564791,Kif7,83.19,87.73,80.31,79.34
10564795,Plin1,-11.24,-11.21,-18.73,-6.87
10564805,Pex11a,-68.61,-67.18,-70.03,-68.63
10564809,Eif1,-61.37,-41.19,-76.71,-58.48
10564813,Mesp1,90.13,95.28,86.81,83.70
10564818,Anpep,-60.47,-62.03,-51.57,-69.02
10564839,Ap3s2,-81.17,-76.65,-83.70,-82.61
10564849,2610034B18Rik,-67.17,-59.13,-91.86,-53.37
10564857,Idh2,22.32,47.29,6.25,13.96
10564869,Cib1,23.28,64.20,-46.33,40.75
10564877,Rccd1,34.57,66.16,12.38,16.90
10564888,Unc45a,-71.87,-46.08,-73.36,-84.21
10564909,Man2a2,38.42,22.25,75.43,6.32
10564938,Fes,47.34,61.75,45.72,35.37
10564960,Furin,20.45,64.03,12.92,-20.49
10564978,Blm,-85.23,-99.29,-54.13,-78.43
10565002,Crtc3,0.34,6.18,37.30,-38.98
10565018,Iqgap1,-95.10,-95.00,-93.24,-96.75
10565057,Wdr73,-51.65,-54.17,-50.41,-49.89
10565067,Nmb or Sec11a,-39.12,-15.13,-34.31,-72.05
10565072,Sec11a,4.27,2.51,-23.66,27.59
10565081,Timm17a,-96.66,-96.66,-98.38,-93.12
10565083,Rps17 or Gm6402 or LOC633188,19.16,49.14,1.95,-0.27
10565089,Cpeb1,-38.25,-35.84,-34.26,-43.61
10565102,Ap3b2,-14.48,-7.59,-25.04,-15.51
10565132,BC048679,56.98,59.09,48.64,63.92
10565137,Fsd2,-39.42,-41.81,-38.63,-38.55
10565152,Homer2,-57.82,-25.17,-82.64,-86.37
10565156,Homer2,-20.26,-1.23,-43.18,-20.79
10565170,3110040N11Rik,-78.62,-90.30,-79.26,-60.92
10565178,Btbd1,19.16,49.14,1.95,-0.27
10565190,---,81.09,52.08,83.62,88.83
10565193,Hdgfrp3 or Tm6sf1,-62.63,-69.41,-62.78,-56.62
10565204,Bnc1,-24.60,-35.08,-11.31,-35.84
10565210,Fam154b,-35.92,-28.49,-84.42,-15.03
10565216,---,61.79,88.98,38.15,18.90
10565218,Il16,71.57,70.40,64.61,79.70
10565241,1700026D08Rik,-11.35,-5.71,-13.44,-21.62
10565250,Mesdc1,39.90,71.00,3.13,31.39
10565255,9930013L23Rik,-33.07,-41.32,-26.94,-32.42
10565288,Fam108c,-9.65,-0.76,-15.99,-12.81
10565292,Arnt2,-29.09,-29.81,-24.75,-33.75
10565315,Fah,-68.71,-79.60,-61.63,-65.83
10565330,Zfand6,-25.95,-96.47,7.01,67.83
10565341,---,-81.24,-57.73,-91.52,-79.57
10565343,Vmn2r65,-29.74,-51.43,-51.52,0.21
10565345,Vmn2r65,-15.74,-7.95,-25.70,-17.51
10565349,Vmn2r66,-16.07,-15.58,-4.30,-33.72
10565353,Vmn2r68-ps,-30.74,-17.68,-50.89,-27.01
10565355,Vmn2r70 or Vmn2r69,-19.33,3.02,-26.93,-43.07
10565360,---,0.05,-2.49,24.69,-8.65
10565362,Vmn2r74,74.52,88.69,3.00,81.68
10565368,Vmn2r75,-7.29,1.44,-20.31,-9.26
10565373,Vmn2r76,19.63,68.46,-21.29,0.90
10565379,Olfr310,29.49,75.33,-45.49,41.56
10565381,---,75.02,54.51,78.77,83.57
10565383,Olfr309,-23.34,-13.39,-24.28,-35.61
10565385,Olfr308,-1.07,-8.88,18.71,0.58
10565389,Olfr307,39.50,91.68,-6.61,-53.70
10565391,Olfr305,41.99,86.41,-1.13,-24.81
10565393,Olfr304,11.57,47.95,-15.40,18.33
10565395,Olfr303,75.43,73.06,66.95,82.59
10565397,Olfr298,-23.63,-42.88,-55.17,13.14
