Probeset_ID,Gene Symbol,MF SP,Sample_,Sample_,Sample_
10567229,Smg1,66.12,61.49,67.42,70.60
10567289,Syt17,-54.61,-32.05,-61.31,-73.42
10567297,Itpripl2,29.55,20.74,42.79,25.71
10567299,Itpripl2,50.78,39.44,59.94,51.68
10567303,Coq7,-74.73,-82.39,-67.62,-73.01
10567316,Tmc7,-69.87,-54.76,-87.52,-67.62
10567335,Gde1,-56.40,-85.70,4.97,-68.73
10567343,2310008H09Rik,-51.84,-70.36,-53.73,-26.01
10567355,Gprc5b,-76.43,-71.43,-72.18,-85.45
10567361,Gpr139,52.06,81.08,-17.80,60.64
10567366,Gp2,-22.17,-23.36,-17.87,-27.06
10567380,Umod,-9.48,-3.07,-32.26,-9.60
10567394,Pdilt,-43.12,-45.74,-58.67,-28.38
10567407,Thumpd1,-65.88,-93.65,-7.17,-67.18
10567412,Eri2 or Acsm3,-68.58,-88.41,-49.86,-56.83
10567423,Dcun1d3,-74.92,-81.56,-83.09,-55.79
10567428,---,-36.99,-23.95,-47.86,-42.67
10567430,---,-40.70,-30.17,-22.75,-82.61
10567432,---,-50.18,-16.81,-78.00,-67.19
10567442,---,-15.34,21.07,-73.34,9.27
10567444,Dnahc3,-20.77,-3.42,-61.42,-10.60
10567446,Dnahc3,-59.01,-48.08,-50.20,-79.09
10567448,Dnahc3,-29.50,-16.56,-19.08,-66.92
10567450,Dnahc3,-21.73,-11.28,-25.46,-33.13
10567452,---,-36.78,-38.46,-76.48,-15.80
10567454,---,-41.21,-16.35,-65.57,-51.83
10567456,---,-41.47,-23.45,-30.77,-85.84
10567458,---,-14.93,-6.31,-25.44,-18.46
10567460,---,-37.84,-21.49,-44.66,-49.79
10567462,---,-54.67,-33.94,-59.09,-75.47
10567464,---,-54.16,-41.60,-72.70,-48.91
10567466,---,-31.95,-7.68,-80.01,-33.04
10567468,Dnahc3,-65.83,-61.59,-80.10,-54.14
10567490,---,-24.03,-51.29,-13.17,-21.16
10567492,---,-68.90,-85.22,-39.15,-81.16
10567494,---,-51.35,-62.81,-42.99,-48.46
10567496,---,-35.91,-68.72,-21.23,-26.21
10567498,---,-46.34,-27.84,-70.69,-45.71
10567500,---,-43.73,-34.24,-43.18,-55.79
10567502,---,-61.11,-34.80,-68.43,-85.66
10567504,---,19.26,51.26,37.89,-30.88
10567506,---,-28.52,-51.78,-9.63,-49.17
10567508,---,-20.78,-5.81,-25.36,-52.56
10567510,---,-30.03,-3.98,-73.91,-37.19
10567512,---,-31.58,-24.53,-77.81,-13.08
10567514,---,-33.00,-43.77,-24.97,-33.88
10567516,---,-31.81,-23.44,-35.21,-39.20
10567518,---,-52.27,-18.57,-95.75,-47.73
10567520,---,-26.33,-11.60,-31.01,-45.80
10567522,---,35.51,78.88,-18.13,26.28
10567524,4930560O18Rik,7.65,-22.31,55.41,-4.78
10567526,Zp2,-30.62,-10.49,-84.67,-22.12
10567546,Crym,-39.13,-29.72,-58.54,-32.82
10567556,Pdzd9 or Uqcrc2,-10.20,4.47,-31.85,-8.44
10567564,Cdr2,-66.10,-95.29,-38.74,-47.38
10567574,Ppia,-10.64,-0.44,30.81,-63.38
10567576,Mettl9,16.11,83.22,-59.86,-2.91
10567578,---,65.45,55.10,69.74,72.27
10567580,Igsf6,66.87,55.48,70.82,74.85
10567587,---,-45.23,-22.38,-70.31,-44.51
10567589,Usp31,-12.07,13.25,-29.72,-19.62
10567591,Usp31,-23.81,-38.15,-23.60,-9.50
10567608,Cog7,5.04,-6.30,22.06,-4.90
10567626,Gga2,-54.91,-61.27,-40.83,-62.73
10567645,Ears2,9.50,55.73,-6.49,-20.17
10567657,Ndufab1,-69.24,-82.98,-52.18,-65.35
10567663,Palb2,85.26,84.90,81.05,89.73
10567680,Ern2,-28.79,-14.54,-62.71,-19.37
10567702,Arhgap17,97.32,96.57,97.96,97.18
10567725,Zkscan2,-48.87,-24.91,-73.08,-56.43
10567735,3110040M04Rik,-10.64,-0.44,30.81,-63.38
10567737,---,5.11,-12.45,-3.49,32.82
10567739,4933440M02Rik,-14.66,15.14,-33.22,-23.95
10567743,Nsmce1,-85.12,-66.23,-95.78,-86.80
10567750,Gtf3c1,-43.11,-39.87,-29.00,-56.06
10567788,Gsg1l,0.99,61.81,-56.70,21.54
10567797,Xpo6,-16.24,-38.94,-2.48,-8.59
10567823,Rpl21,-10.64,-0.44,30.81,-63.38
10567825,Lat,-48.35,-25.89,-64.85,-64.56
10567838,Spns1,23.68,32.47,14.43,23.59
10567851,Nfatc2ip,-36.04,-19.16,-32.29,-59.60
10567863,Cd19,-50.43,-48.01,-69.90,-33.89
10567879,Atp2a1,-40.16,-22.73,-57.72,-43.75
10567903,Sh2b1,-17.16,-1.61,-28.00,-21.27
10567919,Atxn2l,16.93,24.82,8.20,18.78
10567941,Eif3c,-95.24,-97.58,-89.92,-94.30
10567962,---,-46.12,-36.42,-45.84,-57.57
10567964,Cln3,88.18,87.67,89.86,87.25
10567987,Il27,90.00,90.00,91.18,88.82
10567995,Nupr1,-58.69,-47.31,-75.85,-53.61
10567999,Ccdc101,-11.14,-1.57,-67.03,42.47
10568001,Sult1a1,-5.27,-0.89,-9.55,-5.92
10568011,Slx1b,80.07,95.30,-20.40,85.63
10568017,Slx1b,54.02,50.85,52.87,57.86
10568024,Coro1a,-18.76,-30.86,-22.98,-6.50
10568038,---,4.55,85.66,-71.99,-18.19
10568040,Ppp4c,-11.61,-33.58,11.06,-16.54
10568050,Aldoa or Aldoart1,-57.38,-72.75,-50.69,-47.60
10568060,4930451I11Rik,57.53,89.64,-7.63,48.54
10568065,Ino80e or Doc2a,4.84,27.23,-22.39,12.52
10568078,Taok2,69.26,56.73,71.71,76.52
10568099,Tmem219,41.94,34.31,30.45,59.63
10568107,---,-33.54,-32.77,-40.50,-27.89
10568109,Asphd1,-21.78,-7.12,-37.25,-26.65
10568115,Mvp or 2900092E17Rik,40.67,27.07,51.80,41.10
10568131,2900092E17Rik,-21.63,-47.44,-9.87,-5.07
10568135,Prrt2 or 2900092E17Rik,-48.79,-14.10,-79.62,-70.85
10568139,Maz,1.09,29.17,-17.13,-4.51
10568150,Kif22,-71.92,-67.77,-76.59,-71.92
10568165,Zg16,-58.27,-28.00,-61.23,-88.42
10568169,Qprt,-32.91,-25.76,-37.81,-36.22
10568174,Spn,-26.81,-23.93,-63.57,-11.67
10568180,Cd2bp2,-47.88,-74.59,-37.28,-25.58
10568188,Tbc1d10b,2.58,4.98,9.62,-6.77
10568202,Sept1,-59.10,-42.54,-85.02,-45.70
10568215,Gm4532 or Zfp553,46.97,78.22,-42.92,75.38
10568217,Dctpp1,-73.84,-42.17,-80.13,-91.20
10568221,Sephs2,-86.57,-89.71,-70.60,-95.10
10568225,Zfp768,7.47,2.21,2.94,18.96
10568228,Zfp747,-3.79,26.42,-60.43,36.74
10568233,9130019O22Rik,4.83,-2.95,-0.68,18.99
10568239,E430018J23Rik,45.72,82.20,27.11,12.04
10568243,Zfp764,50.26,73.15,8.26,55.24
10568247,Zfp688,4.77,26.77,12.37,-15.46
10568252,Zfp689,-35.42,-29.06,-45.32,-32.05
10568258,1700008J07Rik or Srcap,50.62,68.67,35.89,46.80
10568260,Zfp629,81.89,95.29,-9.30,92.27
10568266,Gm166 or Phkg2,-77.50,-64.33,-80.18,-84.86
10568278,1700120K04Rik,37.11,55.03,32.99,20.27
10568282,Bcl7c,-78.10,-89.09,-77.25,-60.11
10568288,Ctf2,22.61,85.10,-30.74,-19.15
10568294,---,3.50,59.44,-32.02,-6.09
10568296,Hsd3b7,67.54,55.77,63.47,77.12
10568298,Stx1b,-69.53,-30.89,-96.30,-66.88
10568311,Zfp668,9.30,66.31,8.40,-51.49
10568318,Prss53 or Vkorc1,-9.05,-3.76,-22.71,-8.03
10568328,Vkorc1,-31.40,-66.94,-8.12,-20.54
10568332,Prss8,-35.73,-40.84,-48.60,-22.53
10568339,Prss36,-46.01,64.58,-69.33,-93.70
10568355,Pycard,28.32,29.56,19.32,37.28
10568361,Yipf5,-37.00,-81.25,40.01,-43.03
10568363,Armcx3,-10.64,-0.44,30.81,-63.38
10568367,---,-0.29,18.41,33.21,-28.22
10568369,Cox6a2,26.28,45.12,7.93,22.64
10568374,9130023H24Rik or Armc5,-21.38,23.17,-32.33,-49.10
10568376,BC017158 or Slc5a2,42.85,47.77,39.00,40.26
10568390,---,-5.52,-36.35,32.75,-3.54
10568392,Rgs10,18.10,18.49,18.06,17.71
10568399,Tial1,-8.17,-16.42,-25.43,21.37
10568417,Mcmbp,35.33,20.71,49.21,36.80
10568432,Mcmbp,25.67,45.02,-30.34,57.74
10568434,---,-1.96,49.64,-68.81,40.23
10568436,Fgfr2,-73.01,-51.90,-89.92,-76.11
10568461,Rfwd3,-38.91,-68.46,-19.58,-26.15
10568464,Ate1,41.78,16.41,68.50,38.10
10568480,Nsmce4a,-75.54,-93.31,-30.25,-74.27
10568492,Etos1,25.69,59.67,-18.24,31.94
10568496,4933402N03Rik,63.08,93.58,63.03,-43.36
10568502,Cuzd1,-33.25,-22.53,-39.45,-41.88
10568512,1700007K09Rik,-36.43,-4.35,-68.03,-78.97
10568521,2310057M21Rik,-33.93,-71.07,-3.15,-18.89
10568529,Ikzf5,19.44,-4.12,17.56,49.08
10568532,Rpl7a,-10.64,-0.44,30.81,-63.38
10568534,---,-10.64,-0.44,30.81,-63.38
10568536,Cpxm2,-52.43,-43.96,-70.19,-45.07
10568553,Chst15,92.97,86.58,95.07,94.28
10568568,Oat,-65.42,-90.67,-21.79,-63.46
10568581,Nkx1-2,27.22,82.16,-14.61,-17.18
10568586,Fam53b,67.29,74.86,64.26,60.51
10568593,Mettl10,-57.54,-87.23,-23.47,-42.53
10568601,1500002F19Rik,-3.15,-1.45,-8.81,-0.33
10568605,Ctbp2,30.43,35.27,25.89,30.38
10568622,---,-26.77,-36.70,-64.42,25.25
10568624,4930404H21Rik,-43.24,-30.88,-45.52,-55.22
10568629,Mmp21,-10.47,-1.40,-27.10,-5.57
10568638,Uros,-37.25,-46.76,-25.95,-39.10
10568651,Dhx32 or Bccip,-86.40,-94.56,-73.91,-84.30
10568668,Adam12,-77.28,-62.50,-97.13,-60.92
10568691,A130023I24Rik,-43.38,-5.61,-93.49,-63.71
10568696,D7Ertd443e,-65.06,-64.79,-74.20,-56.67
10568705,Fam196a,-5.13,-1.26,-17.20,-0.90
10568709,Clrn3,-23.66,-22.20,-23.66,-24.76
10568714,Mki67,-40.93,-60.15,-26.94,-44.07
10568731,---,-30.00,-49.03,-27.88,-14.52
10568733,Gm10579,-31.77,-58.27,-12.38,-40.87
10568735,Ebf3,-60.78,-70.26,-39.54,-76.87
10568758,9430038I01Rik,-5.21,-14.81,49.91,-46.22
10568763,---,-47.92,-18.14,-79.37,-67.83
10568765,Tcerg1l,-16.47,48.88,-45.09,-46.54
10568780,Mapk1ip1,-5.10,-1.72,-5.61,-7.93
10568785,Bnip3,-82.41,-90.96,-70.92,-82.41
10568792,Stk32c,-56.88,-51.30,-74.44,-44.98
10568805,Nkx6-2 or Inpp5a,-3.79,43.49,-58.89,10.58
10568810,E030019B06Rik,-28.38,-8.71,-38.41,-42.28
10568826,---,-37.61,-8.52,-58.70,-64.27
10568859,Ndufab1,-10.64,-0.44,30.81,-63.38
10568861,---,-54.95,-41.25,-67.29,-52.18
10568863,Mir202,-10.97,-11.37,-20.95,-5.40
10568865,6430531B16Rik,-18.63,-10.28,-86.19,32.10
10568873,Adam8,-49.27,-40.00,-68.99,-42.39
10568897,Tubgcp2,-61.84,-78.97,-36.01,-65.50
10568916,Msx3,38.63,60.25,21.81,27.48
10568921,Caly,-16.52,-5.75,-42.61,-13.78
10568930,1810014F10Rik,-24.87,-5.25,-27.45,-47.73
10568939,Echs1,-44.10,-61.56,-32.64,-37.68
10568948,Sprn or Mtg1,-67.29,-33.91,-66.04,-92.53
10568951,Olfr522,32.13,67.57,-3.71,13.40
10568954,Olfr524,57.39,91.82,-21.07,33.25
10568956,Olfr60,-26.76,-30.82,-47.70,-8.38
10568958,Olfr530,-14.00,-4.80,-22.76,-17.48
10568960,Olfr531,-43.50,-57.65,-76.67,-0.17
10568962,Olfr532,-1.64,54.52,-18.65,-21.72
10568964,Olfr536,-48.77,-68.46,-75.28,-17.16
10568968,Syce1,-18.07,-15.28,-23.96,-16.59
10568982,Zfp941,-87.38,-83.34,-99.00,-58.36
10568988,Bet1l,-34.38,-77.25,5.00,-21.28
10568997,Sirt3 or Psmd13,-70.94,-52.60,-86.52,-70.58
10569008,Cox8b,-22.38,-11.46,-42.14,-23.26
10569011,Ifitm5,14.45,47.94,-23.07,26.65
10569014,Ifitm2,-6.81,-21.16,-3.41,3.22
10569017,Ifitm3,30.31,15.66,40.40,38.44
10569020,Ifitm6,24.12,4.67,34.53,31.23
10569024,Sigirr,-44.68,-25.84,-55.19,-53.61
10569038,Ano9,-46.20,-17.26,-88.81,-44.20
10569057,Rnh1,-35.28,-30.19,-23.16,-50.60
10569069,Rps9,-69.46,-75.30,-55.60,-74.57
10569071,Hras1,-94.63,-93.37,-92.90,-96.79
10569085,Lrrc56 or 1600016N20Rik,-39.51,-30.68,-38.99,-47.94
10569100,Mir210,89.73,93.68,66.15,95.04
10569102,Irf7,75.28,63.81,73.95,84.14
10569113,Cdhr5,-36.94,-29.90,-60.97,-24.96
10569129,Sct,-16.20,-0.73,-34.62,-27.56
10569134,Deaf1,-19.05,-26.82,-36.19,4.49
10569149,B230206H07Rik or Eps8l2,25.88,38.43,-2.49,40.36
10569152,Pddc1,-27.49,-57.44,-0.24,-17.07
10569163,Cend1,-39.60,-16.81,-59.73,-49.46
10569168,Slc25a22,-24.73,-17.96,-30.47,-25.46
10569181,Lrdd,-0.93,19.75,0.91,-14.01
10569198,Cd151,33.56,42.22,-2.94,52.76
10569200,Polr2l or Usp50,-10.64,-0.44,30.81,-63.38
10569203,Chid1,-24.94,-52.33,13.10,-30.91
10569222,Ap2a2 or Gm16982,87.35,97.53,45.41,88.03
10569227,Muc6,-5.51,-1.16,-13.17,-13.96
10569265,Tollip,-7.89,-60.93,35.36,11.90
10569273,Mob2,-35.90,-67.54,3.41,-34.29
10569278,Dusp8,-52.66,-56.25,-36.34,-69.82
10569280,Dusp8,-55.90,-46.30,-81.73,-40.53
10569288,Krtap5-2 or Gm4553,34.58,67.36,-7.42,34.31
10569291,Krtap5-2,-11.78,69.94,-80.95,-11.42
10569296,Krtap5-2 or Krtap5-3 or Krtap5-1 or Krtap5-4,14.61,53.30,-8.56,-1.02
10569300,Krtap5-5,-29.09,-55.54,-23.85,-12.29
10569303,---,75.37,91.76,22.59,76.25
10569306,Krtap5-1,45.06,67.63,25.50,36.63
10569308,Krtap5-1,-18.24,-8.52,-38.83,-6.94
10569311,---,34.82,96.48,-62.45,-6.48
10569313,6330512M04Rik,68.39,84.38,60.16,53.46
10569319,Ctsd,87.76,79.66,92.26,87.65
10569331,Gm14492,-28.31,-9.15,-62.18,-26.94
10569335,H19,-65.02,-37.74,-82.19,-76.70
10569341,H19 or Mir675,-66.19,-59.86,-65.32,-73.27
10569344,Igf2,-80.19,-59.52,-87.88,-90.08
10569356,Mir483,43.75,90.34,-32.62,30.81
10569358,Ins2,-30.29,-11.18,-50.47,-39.31
10569368,---,-30.89,-56.29,-19.95,-12.72
10569370,Th,-48.74,-26.73,-87.46,-32.98
10569385,Ascl2,-21.63,9.55,-26.54,-55.29
10569389,---,74.28,94.82,7.06,73.74
10569393,R74862,19.40,27.34,17.53,15.22
10569399,Trpm5,-12.02,22.16,-65.05,-0.54
10569429,Cdkn1c,-62.94,-29.83,-89.54,-68.52
10569437,Phlda2,-19.98,-7.97,-54.45,-19.26
10569441,Nap1l4,-78.54,-89.23,-57.85,-78.35
10569456,---,87.87,89.90,88.24,84.76
10569458,Cars,-73.40,-62.95,-78.44,-78.49
10569485,Tnfrsf26,-42.44,-65.66,-31.20,-33.52
10569494,Tnfrsf22,-67.05,-70.79,-57.56,-71.90
10569504,Tnfrsf23,-49.35,-48.84,-46.50,-52.41
10569513,Osbpl5,-88.74,-72.62,-96.36,-91.43
10569539,Mrgprg,52.03,80.63,-6.02,52.87
10569542,Mrgpre,-39.34,22.16,-71.24,-67.56
10569545,Nadsyn1,-16.93,-5.22,-43.88,-7.50
10569569,Cttn,-7.01,-17.17,0.96,-5.25
10569583,Ppfia1,-43.55,-57.79,-24.90,-43.59
10569611,Fadd,40.88,29.37,45.89,46.66
10569618,Ano1,-80.67,-72.14,-64.92,-96.48
10569646,Ccnd1,-26.76,-41.28,-11.53,-26.26
10569654,1810010D01Rik,73.60,90.05,42.59,61.88
10569656,Tpcn2,99.19,99.65,99.08,99.08
10569687,AU018091,-29.19,-9.81,-59.14,-38.51
10569702,Cacng8,-39.36,-17.27,-60.56,-49.64
10569707,Myadm,-18.94,-33.12,-7.89,-15.85
10569714,Cacng7,-87.78,-50.57,-99.10,-92.03
10569717,---,-13.39,-6.74,-5.52,-30.47
10569719,A430078G23Rik,-17.95,-18.49,-28.75,-11.39
10569733,Arhgef18,-42.09,-44.69,-41.65,-39.82
10569757,1700019B03Rik,-37.19,15.24,-95.18,-23.64
10569767,Zfp358,-25.40,-21.06,-33.58,-21.46
10569771,Mcoln1,-10.41,-14.55,-14.96,-3.28
10569786,Pnpla6,29.15,32.59,5.50,48.72
10569823,C330021F23Rik,-6.32,-0.78,-14.10,-5.29
10569830,Camsap3,-69.05,-40.83,-72.88,-92.58
10569848,Stxbp2,83.09,89.04,68.88,86.49
10569870,Retn,-26.02,-28.62,-25.60,-24.38
10569877,1810033B17Rik,-37.69,-32.27,-51.34,-31.71
10569886,Trappc5,-91.61,-95.20,-93.82,-81.72
10569890,Aida,-15.90,-35.97,8.79,-20.11
10569896,Cd209g,-16.14,-9.38,-43.19,-1.46
10569898,Evi5l or LOC100503956,-50.65,-33.18,-66.12,-53.84
10569923,Lrrc8e,-20.24,-4.51,-38.44,-22.34
10569927,Map2k7 or Gm14378,-27.06,-30.05,-44.20,-8.33
10569953,Snapc2,-79.44,-30.51,-89.53,-92.07
10569958,Ccl25,81.21,94.61,70.04,68.63
10569962,Ccl25,-74.56,-81.24,-56.30,-84.97
10569972,Lass4,-92.49,-80.85,-98.11,-94.21
10569985,Zfp958,40.55,36.14,25.49,57.39
10569992,LOC674846,-43.50,-66.69,-43.03,-14.33
10569994,Hmgb1,-10.64,-0.44,30.81,-63.38
10569996,Rpl21,-10.64,-0.44,30.81,-63.38
10569998,---,-68.02,-56.93,-72.56,-74.81
10570000,Gpi1,-56.66,-75.73,-42.02,-39.57
10570002,2410089E03Rik,1.80,-18.01,21.38,8.13
10570005,---,-8.56,32.00,-28.42,-17.99
10570008,B930078G14Rik,44.78,87.46,-37.49,41.42
10570011,---,60.61,92.55,5.45,26.09
10570013,Abhd13,-50.78,-65.26,0.00,-70.88
10570018,Tnfsf13b,-56.29,-30.98,-93.60,-41.91
10570029,Myo16,-19.25,-18.60,-34.80,-10.86
10570068,Col4a2,-72.70,-49.73,-85.76,-79.80
10570119,Carkd,-59.35,-56.31,-75.36,-43.60
10570131,Ing1,-52.39,-67.11,-35.96,-51.36
10570139,Gm7562,-14.71,19.83,-20.35,-41.45
10570141,---,48.73,62.39,-20.31,77.60
10570144,Arhgef7,-67.19,-81.00,-51.66,-58.49
10570168,1700018L24Rik,36.65,81.37,-0.85,-5.75
10570178,---,9.58,75.81,-57.98,2.81
10570180,Gm5607,9.97,2.28,-18.19,51.14
10570189,Sox1,-9.14,31.96,-60.39,14.04
10570191,Spaca7,-23.53,-14.34,-23.11,-36.14
10570199,Tubgcp3,3.55,81.55,-50.01,-20.00
10570201,Atp11a,-40.39,-46.23,-42.61,-31.92
10570236,Mcf2l,-52.89,-26.31,-67.37,-69.51
10570278,---,-29.34,-35.55,-35.20,-16.72
10570280,F7,-36.31,-32.51,-49.59,-29.03
10570291,F10,-23.51,-10.16,-40.39,-35.59
10570308,Proz,-22.29,-10.52,-46.63,-20.17
10570321,Cul4a,-18.01,-49.97,-13.57,17.13
10570344,Lamp1,75.38,62.40,80.90,80.52
10570356,Tmco3,-51.10,-66.17,-37.32,-49.80
10570373,Tfdp1,-58.23,-88.45,-47.12,-37.82
10570379,Grk1,-34.36,-23.55,-50.13,-32.03
10570388,Fam70b,-28.98,-4.88,-44.65,-52.93
10570397,Cdc16,-73.46,-91.64,-41.19,-62.92
10570418,Upf3a,-98.51,-99.15,-98.00,-98.17
10570429,Zfp828,22.80,-17.10,60.21,16.61
10570432,Snora3 or LOC100505355 or Gm13981 or Rpl27a,-10.64,-0.44,30.81,-63.38
10570434,Ifitm1,-51.10,-67.36,-38.32,-51.58
10570437,Fbxo25,-44.92,-55.13,-34.85,-44.35
10570448,---,0.67,82.17,-76.94,-6.60
10570450,Dlgap2,-48.66,-47.26,-88.90,-14.94
10570470,Hmgb1,-10.64,-0.44,30.81,-63.38
10570472,Cln8,94.25,91.49,98.01,93.20
10570483,Arhgef10,-75.76,-72.29,-70.68,-83.88
10570513,Kbtbd11,-30.27,3.01,-70.03,-34.54
10570516,Kbtbd11,-29.55,-38.58,-13.11,-41.17
10570518,Myom2,-23.09,-18.07,-32.01,-20.97
10570556,Mcph1,-12.02,-13.34,15.03,-33.81
10570573,Agpat5,-22.09,-68.79,14.21,-9.03
10570585,Xkr5,-27.48,-1.26,-28.14,-61.68
10570587,Defb34,3.54,69.21,-23.19,-27.96
10570590,Spag11b,-30.04,-25.35,-36.94,-28.54
10570599,Spag11a,40.16,79.70,-21.45,41.08
10570604,---,93.48,98.60,65.40,95.02
10570606,Defb14,-42.66,-30.01,-45.88,-54.64
10570610,Defb4,-49.29,-7.36,-93.84,-78.01
10570612,Defb5,51.77,56.71,58.25,36.22
10570614,Defb6,-18.86,-10.81,-46.00,-13.87
10570618,Defb46,41.98,59.68,4.65,51.14
10570621,Defb3,-25.24,-29.27,-13.15,-41.44
10570625,Rpl19,-10.64,-0.44,30.81,-63.38
10570627,Defb7,-19.24,-13.28,-13.22,-32.85
10570630,---,-43.95,-52.47,-32.94,-44.64
10570634,4930467E23Rik or Gm15319,-12.39,-13.98,-6.16,-17.27
10570639,2610005L07Rik,72.82,72.44,75.36,71.24
10570641,AY761185,7.70,58.03,-20.51,-2.10
10570644,Gm6040,7.69,48.17,-12.97,-3.90
10570647,---,16.47,41.84,-24.30,44.35
10570651,Defa21 or Defa22,-18.45,-10.29,-40.81,-14.03
10570656,Defa23 or Defa-rs7 or Defa2 or Defa17 or Defa3 or Defa1 or Gm15284,-20.77,-17.97,-21.39,-23.27
10570660,Gm10104 or Gm14850 or Defa5 or Gm15315 or Gm15293 or Defa4,-13.99,-5.51,-16.24,-29.11
10570663,Defa25 or Gm15299 or Gm6696 or Defa-ps1 or Defa23,22.29,53.82,53.46,-32.22
10570666,---,-9.77,-48.49,6.60,9.91
10570668,Gm15284 or Defa17 or Defa3 or Defa2 or Defa1 or Defa24 or Defa6 or Defa23 or Defa-rs7,-10.64,-0.44,30.81,-63.38
10570671,Defa22 or Defa21,-10.64,-0.44,30.81,-63.38
10570676,Defa23 or Defa-rs7 or Defa2 or Defa17 or Defa3 or Defa1 or Gm15284,-10.64,-0.44,30.81,-63.38
10570680,---,-8.27,-13.81,-9.65,-2.19
10570683,Defa17 or Defa3 or Defa2 or Defa1 or Defa23 or Defa-rs7,-10.64,-0.44,30.81,-63.38
10570687,---,10.17,76.46,-31.07,-18.70
10570690,Defa17 or Defa3 or Defa2 or Defa1 or Gm15284 or Defa23 or Defa-rs7,-10.64,-0.44,30.81,-63.38
10570693,Defa5 or Gm15315 or Gm14850 or Gm10104 or Gm15293,-10.64,-0.44,30.81,-63.38
10570697,---,-10.64,-0.44,30.81,-63.38
10570700,Defa25 or Gm15299 or Gm6696 or Defa-ps1 or Defa23,-10.64,-0.44,30.81,-63.38
10570703,Defa25 or Gm6696 or Gm15299,-10.64,-0.44,30.81,-63.38
10570706,Defa20 or Gm15308 or Defa17 or Defa3 or Defa2 or Defa1,-1.61,22.26,51.71,-61.57
10570711,Defa20 or Gm15308 or Defa17 or Defa3 or Defa2 or Defa1,-10.64,-0.44,30.81,-63.38
10570717,Gm14850 or Gm10104 or Defa5 or Gm15315 or Gm15293 or Defa4,-10.64,-0.44,30.81,-63.38
10570720,---,-10.64,-0.44,30.81,-63.38
10570723,Defa25 or Gm6696 or Gm15299,-10.64,-0.44,30.81,-63.38
10570726,Defa26 or Defa23 or Defa-rs7 or Defa2,-10.64,-0.44,30.81,-63.38
10570729,Defa17 or Defa3 or Defa2 or Defa1 or Gm15284 or Defa23 or Defa-rs7,-10.64,-0.44,30.81,-63.38
10570732,Gm15315 or Defa5 or Gm14850 or Gm10104 or Gm15293 or Defa4,-10.64,-0.44,30.81,-63.38
10570735,Defa24 or Defa6 or Defa1,-49.66,-20.36,-36.47,-96.68
10570738,---,-60.35,-16.73,-95.41,-36.29
10570741,Defb1,-44.08,-21.97,-91.08,-32.65
10570744,Defb50,-21.77,-3.02,-34.61,-39.63
10570749,Defb2,21.83,82.11,-32.08,-9.89
10570752,Defb10,-57.68,-30.80,-63.45,-81.31
10570754,Defb35,-24.40,38.37,-83.10,-12.56
10570758,Defb13,28.42,67.23,4.86,-3.09
10570761,Ccdc70,-4.12,67.23,-29.93,-22.53
10570764,Alg11,-50.45,-87.27,-3.07,-38.73
10570771,Vps36,-90.89,-98.01,-78.95,-90.28
10570786,Thsd1,-28.14,-6.83,-75.02,-11.84
10570794,Tpte,-40.01,-9.10,-26.21,-91.66
10570827,Mrps31,-87.86,-96.11,-73.02,-82.67
10570837,Slc20a2 or AI316807,22.62,8.52,34.82,24.25
10570850,Dkk4,8.01,83.76,-95.92,59.89
10570855,Plat,-74.57,-53.58,-95.49,-64.88
10570870,---,9.24,63.84,-40.56,5.77
10570875,Myst3,58.54,46.84,76.78,45.62
10570894,Ank1,-22.29,-17.13,-19.43,-34.22
10570951,Nkx6-3,-6.48,79.66,-72.60,-28.08
10570955,Golga7,-43.85,12.38,-80.76,-56.41
10570957,Sfrp1,-63.16,-45.04,-64.62,-82.21
10570963,Zmat4,-33.51,-22.97,-29.29,-53.94
10570972,A730045E13Rik,-12.73,30.13,-60.18,-1.29
10570975,Tm2d2,-47.14,-71.74,4.90,-57.97
10570980,Rps23,-10.64,-0.44,30.81,-63.38
10570982,Fgfr1,-87.30,-95.04,-91.89,-70.31
10571005,Letm2,40.46,54.53,26.94,39.37
10571007,Whsc1l1,39.13,22.38,32.27,54.87
10571036,Ppapdc1b,-86.90,-75.98,-91.78,-88.62
10571045,Bag4 or Ddhd2,5.07,-7.39,5.40,20.77
10571048,Lsm1,-33.14,-75.88,-1.93,-17.69
10571054,Star,-7.38,-1.35,-15.76,-6.26
10571065,Kcnu1,-52.55,-15.58,-72.27,-82.20
10571093,Rnf170,-10.64,-0.44,30.81,-63.38
10571106,Thap1,-63.24,-93.30,-43.91,-34.08
10571111,Zfp703,98.91,99.03,99.45,97.36
10571114,Erlin2,99.62,99.62,99.67,99.58
10571128,Prosc,98.20,96.52,99.40,98.10
10571142,Gpr124,-80.70,-71.33,-82.72,-86.97
10571162,Eif4ebp1,-15.63,-10.88,-21.17,-14.46
10571167,Tex24,-27.91,9.06,-34.97,-63.42
10571170,Chrnb3,-27.13,-6.83,-77.47,-23.27
10571182,Poteg,-40.53,-24.69,-50.94,-49.29
10571198,Gm1698,-38.81,-52.95,-26.77,-38.91
10571205,Rpl29,-10.64,-0.44,30.81,-63.38
10571207,Dusp26,-33.56,-19.50,-73.10,-18.99
10571214,Rnf122,-8.90,-5.48,-3.55,-18.56
10571221,Tti2 or Mak16,-51.16,-80.20,-10.39,-57.86
10571233,Fut10,-91.49,-85.21,-98.19,-85.73
