Probeset_ID,Gene Symbol,Mo Bl Ly6C- II-,Sample_,Sample_
10556125,---,42.66,27.17,55.60
10556127,Olfr479,-1.67,16.58,-11.09
10556129,Olfr481,-13.78,-6.19,-24.26
10556131,Olfr483,-4.19,-37.93,47.21
10556133,Styx or Gm14698,-73.63,-49.49,-88.69
10556135,---,-24.65,-49.11,-6.48
10556137,Olfr491,22.72,18.31,28.38
10556139,Olfr494,-13.84,-12.10,-16.14
10556141,Olfr495,-8.75,-8.68,-8.86
10556143,Olfr497,-1.44,-0.30,-2.61
10556145,Olfr498,-6.47,-11.34,-3.04
10556147,Olfr498,-32.81,-57.61,-17.35
10556149,Olfr503 or Olfr658,18.35,-8.23,42.93
10556151,---,-10.35,-13.40,-7.79
10556154,Olfr506,-50.00,-83.64,-19.73
10556156,Olfr507,-13.42,-30.86,-4.46
10556158,Olfr508,61.16,78.56,29.02
10556160,Olfr510,-16.09,-8.48,-28.28
10556162,Olfr512,12.67,-30.61,63.64
10556165,Olfr513,11.80,32.75,-7.11
10556167,---,-47.66,-2.88,-85.25
10556169,Eif3f,18.02,14.77,21.16
10556178,Tub or Ric3,-24.59,-25.46,-23.28
10556200,Rpl27a or LOC100505355 or Gm13981,54.99,-6.84,84.85
10556206,Snora3 or LOC100505355 or Gm13981 or Rpl27a,-9.30,12.83,-28.75
10556208,D930014E17Rik,-49.39,-50.44,-48.08
10556214,---,71.56,38.74,87.40
10556216,Ipo7,40.96,60.79,22.78
10556242,---,1.56,11.70,-6.37
10556244,Snora23,26.79,48.96,2.41
10556246,Zfp143,16.17,61.03,-34.13
10556266,Wee1,-97.33,-98.87,-94.28
10556280,Swap70,-39.28,-35.03,-43.36
10556295,---,66.19,6.27,92.25
10556297,Adm,-60.64,-61.48,-60.10
10556302,Ampd3,92.68,94.56,90.55
10556321,Ctr9,-49.10,-26.60,-67.58
10556350,Usp47,-13.16,15.40,-40.89
10556381,Mical2,-64.42,-59.52,-69.70
10556413,Micalcl,-26.77,-30.24,-23.76
10556426,Parva,-36.92,-30.07,-45.90
10556442,Tead1,-72.54,-81.63,-64.68
10556456,Tead1,-58.35,-62.34,-54.55
10556458,Rassf10,-4.19,45.87,-39.49
10556463,Arntl,29.49,35.56,22.97
10556487,---,77.66,77.39,78.02
10556491,Far1,83.28,94.14,58.71
10556509,Spon1,-45.89,-69.21,-29.00
10556528,Pde3b,-1.16,-10.32,8.97
10556546,Calcb,-11.04,-40.05,27.18
10556553,Insc,-16.35,-10.49,-24.78
10556571,Rpl19,54.99,-6.84,84.85
10556573,---,41.32,49.60,32.28
10556576,1110004F10Rik,-92.49,-97.07,-80.91
10556581,Gm10589,-36.12,-54.86,-17.34
10556583,Nucb2,-28.75,-34.87,-23.57
10556598,Xylt1,98.50,98.09,98.66
10556611,---,-24.03,-22.72,-25.73
10556613,4930583K01Rik,-17.00,11.66,-41.87
10556616,Tmc5,-16.22,-44.79,-5.60
10556640,6330503K22Rik,-92.74,-84.54,-96.95
10556658,9030624J02Rik,-18.84,5.75,-42.55
10556691,Iqck or 2310008H09Rik,-16.53,-7.93,-26.64
10556701,Acsm5,-27.12,-21.85,-34.07
10556718,Acsm2,-20.25,-39.72,-11.13
10556734,Acsm1,-11.76,-11.23,-12.15
10556749,Acsm4,-67.64,-47.31,-85.12
10556764,Ppp1cc,54.99,-6.84,84.85
10556769,Acsm3 or Eri2,-70.35,-85.69,-54.31
10556790,2610020H08Rik,-20.73,-11.17,-33.22
10556812,Lyrm1,-44.13,-51.17,-37.47
10556820,Tmem159,-16.86,-15.41,-18.33
10556828,Anks4b,-7.94,-20.87,-3.14
10556833,Abca14,-20.51,-48.15,-8.08
10556867,Abca15,-14.58,-7.98,-25.70
10556901,Abca16,-23.02,-20.93,-24.73
10556932,---,-26.45,-15.01,-43.84
10556938,E130201H02Rik,-0.52,-49.73,63.63
10556940,Uqcrc2 or Pdzd9,-86.65,-91.49,-77.49
10556957,BC030336,-51.43,-46.44,-56.16
10556962,Vwa3a,-20.71,-18.76,-22.88
10556998,Gm5737,86.26,74.93,92.64
10557009,Eef2k,-90.17,-84.35,-94.40
10557033,Eef2k,-71.51,-35.16,-92.53
10557035,Polr3e,-66.11,-68.21,-63.82
10557058,Polr3e,-9.89,1.58,-20.22
10557060,4933427G17Rik,-52.46,-38.03,-68.03
10557069,Mettl9,-56.02,-46.82,-64.10
10557076,Otoa,73.98,70.59,76.38
10557106,Hs3st2,-10.48,-3.58,-23.08
10557109,---,67.72,58.97,74.75
10557111,Scnn1g,-3.91,-4.45,-3.40
10557124,Scnn1b,-22.78,-35.25,-14.60
10557139,Ubfd1,-79.93,-88.12,-69.08
10557148,Dctn5,27.88,18.62,37.51
10557156,Plk1,-49.60,-61.03,-39.65
10557165,2010110P09Rik,-33.83,-40.88,-27.48
10557175,---,-16.60,38.88,-68.00
10557177,Prkcb,66.24,72.00,59.87
10557199,Acp1 or LOC631286,54.99,-6.84,84.85
10557201,Cacng3,-29.89,-34.91,-25.15
10557206,Rbbp6,-74.95,-39.12,-92.33
10557211,Rbbp6,-31.22,-17.47,-47.36
10557213,Rbbp6,-17.36,27.18,-61.82
10557229,Gm20274,19.17,63.38,-32.48
10557231,---,7.43,-53.91,66.96
10557233,Tnrc6a or Gm20299,42.28,81.64,-11.68
10557262,Slc5a11,41.05,38.53,42.53
10557285,Lcmt1,-91.09,-91.20,-90.97
10557300,Aqp8,-23.25,-10.10,-52.50
10557308,Hs3st4,-4.77,10.57,-15.04
10557311,---,1.29,11.27,-4.20
10557313,---,61.22,40.52,73.93
10557315,4930571K23Rik,17.40,1.84,30.14
10557317,Jmjd5,-46.71,-69.75,-22.73
10557326,Il4ra,25.25,28.04,22.27
10557342,Il21r,-14.04,-8.48,-24.40
10557353,D430042O09Rik,81.02,87.50,70.48
10557355,D430042O09Rik,14.12,44.50,-26.58
10557357,D430042O09Rik,3.49,33.67,-24.54
10557359,D430042O09Rik,53.71,53.81,53.56
10557361,D430042O09Rik,56.16,50.36,61.92
10557372,D430042O09Rik,37.19,20.15,51.29
10557374,D430042O09Rik,74.52,38.99,92.48
10557394,D430042O09Rik,54.99,-6.84,84.85
10557397,D430042O09Rik,80.41,67.06,87.72
10557399,Sbk1,-23.99,-23.97,-24.02
10557405,Rabep2,68.33,66.21,70.52
10557420,Tufm,-56.80,-66.68,-45.63
10557432,Eif3c,66.88,60.60,72.72
10557434,Apobr or Cln3,97.49,91.20,99.21
10557439,Ccdc101,-32.18,-39.36,-25.77
10557450,Bola2,-23.82,-73.25,16.81
10557455,---,32.43,44.82,19.03
10557459,Mapk3,66.28,66.65,65.75
10557470,Gdpd3,-1.28,-1.70,-1.00
10557481,Ypel3,82.61,74.93,88.21
10557488,Tbx6,96.73,95.23,97.30
10557498,Fam57b,-33.89,-49.46,-20.93
10557508,Doc2a or Ino80e,-47.14,-52.29,-42.10
10557519,Hirip3,-76.65,-95.09,-42.71
10557528,Kctd13 or Sez6l2,-27.54,-25.21,-29.82
10557535,Sez6l2,-7.67,-7.05,-8.43
10557560,Cdipt,59.71,62.16,56.71
10557571,AI467606,49.75,36.52,63.88
10557575,Mylpf,-75.35,-93.10,-48.64
10557585,Zfp553,-56.52,-47.53,-65.13
10557587,Zfp771,-84.96,-98.34,-24.15
10557591,Itgal,99.66,99.94,98.74
10557624,LOC100048345,54.58,2.30,80.28
10557626,---,-92.79,-89.19,-95.64
10557628,Zfp689,18.43,10.81,24.73
10557631,Prr14,85.59,92.40,76.29
10557644,Fbrs,94.44,91.92,95.73
10557655,Srcap,35.99,53.43,19.22
10557703,Snora30,54.99,-6.84,84.85
10557705,Phkg2 or Gm166,-24.56,17.37,-60.96
10557716,Rnf40,28.15,37.64,19.16
10557738,Ctf1,-64.41,-51.04,-76.01
10557742,Fbxl19,-66.29,-76.50,-54.56
10557754,Orai3,57.81,47.22,67.14
10557758,Setd1a,7.05,10.08,4.82
10557780,---,-27.17,-34.20,-20.14
10557782,Hsd3b7,-25.83,-30.59,-21.68
10557793,Stx4a,38.24,4.75,57.53
10557806,Zfp668,68.78,74.02,63.14
10557808,Zfp646,75.71,76.95,74.03
10557816,Bckdk,-32.50,-18.49,-47.28
10557831,Kat8 or Prss8,66.30,5.93,89.48
10557843,Fus,-17.35,15.84,-50.00
10557853,---,31.07,71.60,-27.09
10557855,Trim72,-66.66,-69.31,-63.74
10557862,Itgam,82.62,86.57,79.43
10557895,Itgax,75.17,80.14,70.20
10557925,Itgad,12.72,-34.79,63.83
10557928,Itgad,-0.93,-9.85,27.96
10557951,Armc5,56.14,47.13,63.52
10557960,Tgfb1i1,-44.94,-37.86,-52.83
10557975,Slc5a2 or BC017158,-7.43,-3.50,-18.49
10557992,Bag3,63.56,48.20,74.28
10558001,Inpp5f,98.39,99.75,92.54
10558029,Sec23ip,-13.86,-3.26,-23.95
10558049,Ppapdc1a,-18.64,-18.14,-19.28
10558057,Wdr11,-81.63,-42.40,-92.97
10558088,---,42.06,44.92,39.40
10558090,Tacc2,-77.08,-77.19,-77.05
10558118,Btbd16,-26.63,-28.96,-24.34
10558134,Plekha1,25.04,37.23,12.91
10558150,Htra1,-67.23,-80.89,-54.89
10558159,Dmbt1,-35.59,-21.89,-53.75
10558192,5430419D17Rik,-11.95,-13.56,-10.53
10558216,Fam24a,44.49,50.43,38.01
10558220,Pstk,-64.81,-76.33,-50.34
10558227,Acadsb,-88.29,-82.33,-92.59
10558239,Hmx3,62.92,14.88,84.09
10558242,Hmx2,44.56,54.38,34.57
10558248,Bub3,-25.96,-5.54,-44.42
10558257,Gpr26,-4.27,-8.23,-1.93
10558263,Gm10584,89.60,90.73,87.95
10558265,Lhpp,-81.90,-87.87,-74.62
10558274,Fam175b,77.96,91.03,52.53
10558285,Zranb1,-49.17,-6.45,-79.58
10558295,Zranb1,-35.00,-34.43,-35.47
10558297,2700050L05Rik,13.23,57.26,-35.66
10558325,Bccip,-68.86,-66.27,-71.17
10558333,Fank1,-39.88,-45.48,-34.67
10558345,Dock1,46.87,57.86,36.79
10558398,---,52.26,61.48,39.33
10558400,Nps,27.72,29.85,26.75
10558403,---,3.31,-22.24,55.36
10558405,Foxi2,52.16,22.58,72.04
10558410,Ptpre,99.87,100.00,98.96
10558436,BC005624,27.54,52.15,-7.96
10558439,Phgdh,-76.63,-91.43,-58.61
10558441,Mgmt,-59.13,-52.39,-65.85
10558450,Gm10578,41.39,12.19,62.30
10558454,Glrx3,-74.45,-96.04,-14.91
10558458,Ppp2r2d,-62.79,-48.19,-75.55
10558468,Jakmip3,-58.59,-80.81,-36.06
10558481,Dpysl4,-6.18,-11.03,-2.43
10558496,Lrrc27,-73.04,-59.48,-84.02
10558508,Pwwp2b,8.25,-3.90,19.00
10558515,Inpp5a,-58.85,-39.95,-72.43
10558533,---,-19.11,-63.06,28.12
10558535,Gpr123,-21.35,-17.20,-26.50
10558548,Kndc1,-28.38,-30.74,-26.48
10558580,Utf1,-23.89,-25.80,-22.07
10558583,Zfp511,45.26,53.86,36.27
10558590,Prap1,-5.90,-6.29,-5.46
10558596,Paox,46.33,32.73,57.72
10558600,Mtg1,-89.65,-92.52,-86.80
10558612,Olfr523,59.53,81.33,15.59
10558614,Cd163l1,0.39,30.98,-9.02
10558631,5830411N06Rik,-15.84,-21.96,-10.92
10558641,Olfr525,74.64,73.62,75.41
10558643,Olfr527,80.75,52.89,92.15
10558645,Olfr533 or Olfr530,46.29,62.14,18.50
10558647,Olfr535,4.71,25.54,-7.96
10558649,Olfr46 or Olfr538,-7.43,-11.59,-3.64
10558653,Olfr538 or Olfr46,54.99,-6.84,84.85
10558655,Olfr46 or Olfr538 or Olfr541 or Olfr53 or Olfr539,54.99,-6.84,84.85
10558657,Olfr538 or Olfr46,54.99,-6.84,84.85
10558659,Olfr46,23.37,19.43,27.08
10558661,Olfr61,48.51,47.12,49.95
10558664,Olfr53,45.25,-24.90,82.52
10558666,Olfr539,32.87,34.03,32.18
10558668,Olfr45,52.78,62.90,39.25
10558670,Olfr541,-32.00,-24.69,-40.29
10558673,Cyp2e1,-50.23,-63.62,-38.29
10558687,1190003J15Rik,-28.79,-22.40,-36.46
10558694,Scgb1c1,-6.54,-9.10,-4.90
10558698,Odf3,65.95,63.61,67.88
10558707,Ric8,87.30,88.78,85.67
10558723,Psmd13,-54.88,-70.57,-31.71
10558740,---,-22.33,-28.09,-16.38
10558742,Nlrp6,-6.14,-3.47,-10.64
10558754,Athl1,89.38,91.81,86.61
10558769,Ifitm1,46.73,42.89,50.22
10558773,B4galnt4,-41.30,-68.17,-23.79
10558795,Pkp3,10.06,-7.12,33.82
10558811,Ptdss2,-89.56,-88.09,-90.94
10558825,Lrrc56,51.97,60.05,42.10
10558840,Rassf7,-64.04,-58.76,-68.97
10558847,Phrf1,50.83,51.61,49.73
10558866,Drd4,-16.05,-20.32,-12.41
10558872,Tmem80,-63.98,-35.68,-79.02
10558880,Eps8l2 or B230206H07Rik,-37.81,-31.16,-45.98
10558903,Taldo1,77.52,42.96,92.67
10558910,Rangrf,54.99,-6.84,84.85
10558914,Rplp2,-4.26,-54.45,50.69
10558919,Snora52 or Rplp2,25.71,42.22,9.97
10558921,Pnpla2,33.29,28.79,39.28
10558936,Efcab4a,-20.27,-15.84,-24.44
10558948,Cd151,-55.50,-67.57,-46.09
10558961,Tspan4 or Chid1,-77.88,-93.33,-60.19
10558971,Ap2a2,-0.27,-14.59,8.78
10558992,Muc2,-17.62,-10.17,-31.11
10559043,Muc5ac,-16.19,-12.41,-21.63
10559095,Muc5b,-8.66,-4.16,-15.96
10559146,Brsk2,-44.82,-52.77,-37.82
10559172,Krtap5-3,60.30,49.13,70.49
10559175,Krtap5-4 or Krtap5-5 or Krtap5-2,37.36,41.70,32.26
10559177,B130016D09Rik,-41.83,-26.38,-62.03
10559179,E330027M22Rik,-23.35,-24.54,-22.24
10559181,Krtap5-4,20.20,-3.02,42.38
10559185,Syt8,48.84,23.29,65.54
10559200,Tnni2,-12.65,-15.63,-10.20
10559207,Lsp1,94.94,96.94,92.53
10559221,Tnnt3,-18.58,-20.95,-16.27
10559233,Mrpl23,54.99,-6.84,84.85
10559238,Igf2as or Igf2,60.42,52.19,67.22
10559241,Igf2as,62.68,64.88,59.70
10559243,---,78.86,65.33,86.57
10559248,Tspan32,2.11,1.43,2.98
10559261,Cd81,-49.69,-54.65,-43.49
10559270,Tssc4,-32.78,-75.95,19.82
10559276,Kcnq1,-53.88,-38.94,-70.65
10559297,Slc22a18,-17.08,-18.46,-15.70
10559310,---,70.31,19.96,91.59
10559312,Dhcr7,-74.47,-66.57,-82.59
10559324,---,-4.88,-14.78,10.79
10559333,Shank2,-28.73,-50.05,-14.18
10559341,---,-6.10,-5.02,-7.49
10559343,Shank2,-77.96,-83.50,-72.10
10559357,---,47.80,44.96,50.40
10559359,---,79.88,34.64,94.17
10559361,Fgf3,26.96,-6.49,55.49
10559367,Fgf4,-21.15,-19.62,-22.98
10559373,Fgf15,-9.26,-7.97,-10.34
10559377,Oraov1 or Ccnd1,-67.87,-62.60,-72.54
10559385,Mrgprf,-29.67,-24.06,-35.60
10559389,Mrgprd,55.33,72.42,30.37
10559392,Zc3h3,54.99,-6.84,84.85
10559399,Oscar,59.69,48.11,69.05
10559406,Tfpt,-77.68,-84.71,-68.42
10559415,Leng1,-18.54,-11.88,-24.80
10559420,Tmc4,-64.02,-58.18,-69.28
10559436,Mboat7,26.96,15.04,39.75
10559446,Lilrb3,73.57,72.26,74.47
10559454,Pira11 or Pira2 or Pira6 or Lilrb3 or Gm15448 or Gm14548 or Pira7 or Pira4 or Pira1 or Lilra6,74.80,82.35,67.97
10559467,Pira2 or Pira6 or Pira7 or Pira11 or Pira1 or Pira4 or Gm15448 or Gm14548 or Lilra6,54.99,-6.84,84.85
10559478,Lilra6 or Pira11 or Pira4 or Pira7 or Gm15448 or Gm14548 or Pira6 or Pira1,-9.64,-12.00,-7.52
10559486,Lair1,96.91,97.40,96.26
10559498,9430041J12Rik,49.94,79.80,-2.28
10559500,Ttyh1 or D030047H15Rik,53.77,5.48,78.62
10559504,Leng9,91.73,91.93,91.28
10559509,Cdc42ep5,-76.04,-73.27,-79.30
10559513,Cab39,62.83,95.44,-15.53
10559516,Rdh13,-69.79,-63.07,-76.99
10559524,Ppp1r12c,94.45,94.60,94.27
10559547,Tnnt1,-69.46,-65.63,-73.57
10559558,Tnni3,-24.69,-27.91,-22.16
10559568,6030429G01Rik or Tnni3,-7.73,-15.01,-1.97
10559580,Syt5,-35.63,-30.07,-40.90
10559590,Ptprh,-12.92,-25.04,-6.20
10559606,Tmem86b,-3.97,-6.06,-2.35
10559610,Ppp6r1,77.77,77.40,78.11
10559635,Hspbp1,-69.88,-82.58,-52.13
10559644,Tmem150b or Brsk1,54.69,51.63,56.48
10559649,Cox6b2,-46.39,-76.00,-26.13
10559657,Fam71e2,-22.13,-43.63,-10.73
10559667,Il11,-2.52,-39.68,54.30
10559673,Tmem238,-38.91,-62.19,-17.09
10559676,Ube2s,-61.61,-79.82,-33.36
10559681,Shisa7,-26.94,-63.12,-8.19
10559687,Isoc2b,15.61,-24.50,57.12
10559694,Sbk2,-9.75,-17.43,-5.05
10559698,Gm1078,-30.30,-22.56,-40.07
10559702,Zfp579,-42.00,-89.92,18.50
10559708,Fiz1,-5.25,4.17,-14.20
10559713,Zfp784 or 4632433K11Rik,78.78,56.29,90.39
10559716,Rfpl4,-21.89,-13.87,-32.98
10559720,Rasl2-9,-36.37,-57.34,-22.61
10559724,Vmn1r56,47.33,16.28,68.66
10559728,---,-58.49,-35.97,-79.39
10559730,Nlrp2,-54.47,-38.17,-71.41
10559741,Vmn1r58,-0.41,-20.26,40.97
10559743,Vmn1r59 or Vmn1r57 or Vmn1r56 or Vmn1r62 or Vmn1r186,1.31,-6.21,17.52
10559745,Vmn2r28,-45.45,-66.16,-29.23
10559750,Vmn1r63 or Vmn1r187,-10.19,-57.06,48.41
10559754,Vmn1r64,41.77,33.74,48.03
10559756,---,49.41,67.08,21.68
10559758,Vmn1r65,15.80,-2.70,35.17
10559762,---,-11.61,27.54,-45.44
10559764,Zfp787,37.50,-26.31,79.03
10559766,Zfp583,-49.75,-53.15,-46.19
10559782,Olfr5,41.40,71.61,-4.37
10559784,Olfr1347,65.25,34.49,83.04
10559786,Olfr1348,73.67,78.34,67.27
10559788,Olfr1349,57.09,74.69,29.84
10559790,Zim1,-90.77,-92.43,-88.93
10559796,Peg3,-76.96,-90.17,-63.72
10559816,---,-66.61,-84.95,-46.77
10559818,---,-73.36,-71.91,-74.66
10559820,Zfp954,-48.70,-50.68,-46.77
10559825,Zfp773,-11.81,-20.12,-4.56
10559831,Zfp772,-63.80,-71.54,-55.89
10559837,Vmn2r29 or Vmn2r46,35.40,37.65,32.99
10559853,Clcn4-2,25.07,38.16,14.34
10559871,Vmn2r30 or Vmn2r36 or Vmn2r41 or Vmn2r40 or Vmn2r47 or Gm10302 or Vmn2r42,54.99,-6.84,84.85
10559878,2810047C21Rik1,54.99,-6.84,84.85
10559880,Vmn2r33 or Vmn2r31 or Vmn2r44 or Vmn2r38,54.99,-6.84,84.85
10559883,Vmn2r42 or Vmn2r32 or Vmn2r34 or Vmn2r49 or Vmn2r45 or Vmn2r30 or Vmn2r36 or Vmn2r47 or Gm10302,54.99,-6.84,84.85
10559890,Vmn2r43 or Vmn2r39 or Vmn2r50 or Vmn2r31 or Vmn2r35,54.99,-6.84,84.85
10559894,Vmn2r34 or Vmn2r37 or Vmn2r45 or Vmn2r36,54.99,-6.84,84.85
10559901,Vmn2r42 or Vmn2r32 or Vmn2r34 or Vmn2r49 or Vmn2r45 or Vmn2r30 or Vmn2r36,54.99,-6.84,84.85
10559908,Vmn2r43 or Vmn2r33 or Vmn2r39 or Vmn2r50 or Vmn2r31 or Vmn2r44 or Vmn2r38 or Vmn2r35 or Vmn2r47 or Gm10302,54.99,-6.84,84.85
10559916,---,-2.00,23.63,-15.84
10559919,Zfp772 or 2810047C21Rik1,54.99,-6.84,84.85
10559928,Vmn2r51 or Vmn2r48 or Vmn2r41 or Vmn2r40 or Vmn2r36 or Vmn2r30,54.99,-6.84,84.85
10559931,Vmn2r43 or Vmn2r33 or Vmn2r39 or Vmn2r50 or Vmn2r31 or Vmn2r35 or Vmn2r38 or Vmn2r44,54.99,-6.84,84.85
10559936,Vmn2r52 or Vmn2r51,-3.34,-33.78,44.40
10559946,Vmn1r66,-51.61,-86.12,-23.20
10559952,Nlrp4d,-4.55,-48.02,54.85
10559964,Zik1,-87.99,-87.26,-88.68
10559970,Vmn1r69,-6.67,17.46,-23.06
10559974,Vmn1r71,25.89,48.04,-1.25
10559978,Zscan4a or Zscan4f or Zscan4c or Zscan4b or Zscan4d or Zscan4e,54.99,-6.84,84.85
10559983,Zscan4e,54.99,-6.84,84.85
10559987,Mir297-1,-46.63,-72.28,-26.73
10559989,Aurkc,54.99,-6.84,84.85
10559996,Aurkc,54.99,-6.84,84.85
10560000,Tpm3,54.99,-6.84,84.85
10560004,Aurkc,54.99,-6.84,84.85
10560010,Vmn1r72,-31.18,-59.89,-10.19
10560013,Vmn1r76,-23.87,-27.51,-20.73
10560015,Rnf141,-64.39,-47.72,-75.62
10560017,Vmn1r81,29.70,-2.46,52.89
10560019,Vmn1r83,25.06,26.28,23.29
10560021,Vmn1r84,31.41,28.50,34.40
10560023,Zfp551,-78.03,-64.27,-88.29
10560028,Vmn2r54,84.54,81.08,86.63
10560030,Vmn2r56,74.27,55.38,85.51
10560035,Zscan18,-40.74,-26.97,-55.03
10560043,Zfp329,-18.83,-2.25,-34.38
10560045,Slc27a5,-18.61,-20.60,-16.63
10560058,Zbtb45,79.63,56.27,91.98
10560063,Chmp2a,4.37,-22.65,31.80
10560070,Ube2m,2.84,5.16,0.59
10560078,Mzf1,33.17,44.48,21.46
10560087,Vmn1r85,84.88,77.62,90.38
10560089,Vmn1r86,30.02,37.95,22.04
10560091,Vmn1r87,-6.36,-31.43,31.32
10560094,---,-0.46,-68.90,68.99
10560097,6330408A02Rik,-6.43,-6.49,-6.34
10560103,Rps8,54.99,-6.84,84.85
10560105,Bsph2,-2.80,-40.81,52.46
10560111,Sult2a4 or Sult2a1 or Sult2a2 or Sult2a5 or Sult2a3,-26.91,-48.50,-14.42
10560117,Sult2a3,-38.59,-46.26,-31.96
10560122,Sult2a6,-54.16,-54.44,-54.00
10560131,2810007J24Rik,-21.72,-69.84,-6.99
10560139,Gm18756,-27.63,-32.78,-22.85
10560153,Obox3,-2.73,-13.34,20.82
10560160,Obox3 or Gm4745,54.99,-6.84,84.85
10560164,Obox6,-9.89,-44.82,32.99
10560168,Crx,-27.13,-20.81,-34.89
10560174,Sepw1,-75.24,-83.44,-62.24
10560181,Gltscr2,33.64,30.55,37.26
10560190,Ehd2,-59.38,-54.90,-64.02
10560202,Gltscr1,86.73,84.33,88.98
10560217,Dhx34,35.59,22.75,49.06
10560237,Gpr77,54.81,57.94,51.01
10560242,C5ar1,46.47,45.24,48.41
10560247,Ccdc9,94.91,98.15,89.26
10560260,Sae1,-89.96,-88.77,-90.75
10560270,Npas1,34.96,59.73,4.85
10560282,Grlf1,-89.24,-90.22,-88.00
10560292,---,-9.37,-51.28,40.12
10560294,Ceacam15,-14.50,-16.42,-12.60
10560298,Slc1a5,35.79,10.48,54.52
10560300,Fkrp,-0.76,-0.28,-1.35
10560304,Calm3 or Calm2 or Calm1,-77.89,-88.26,-62.29
10560311,---,-17.56,-47.56,-4.47
10560313,---,-32.47,-17.26,-49.02
10560315,Ppp5c or Gm19662,-84.90,-85.56,-84.33
10560329,Hif3a,-39.86,-38.71,-41.23
10560347,Gm9519,61.87,49.31,70.45
10560354,Kctd20,73.89,45.77,88.76
10560356,---,-51.40,-87.93,-12.83
10560358,Psg18,-28.69,-58.97,-13.02
10560366,Psg28,-46.84,-44.27,-49.51
10560370,Psg26,-24.71,-22.35,-27.12
10560375,Psg25,-17.31,-57.78,-5.22
10560381,Psg27,-68.96,-76.80,-60.81
10560385,Psg23,-28.34,-29.13,-27.55
10560389,Psg21 or Psg23,-14.00,-19.21,-10.07
10560395,Psg20,-22.66,-30.92,-16.09
10560397,Psg20,64.92,79.79,39.78
10560399,---,-6.58,-46.89,44.32
10560401,Psg19,-17.13,-36.31,-7.39
10560408,Psg17,-22.30,-28.48,-17.79
10560414,Ccdc61,77.40,41.79,91.88
10560429,Mypop,49.37,32.69,63.48
10560431,Foxa3,-21.58,-19.25,-23.74
10560434,Qpctl,-1.28,4.46,-6.79
10560443,Gipr,-32.17,-49.51,-18.86
10560459,Vasp,79.15,76.57,81.38
10560474,Ppm1n,-1.29,-4.94,7.94
10560481,Fosb,-28.67,-30.86,-26.51
10560487,Cd3eap,-14.01,15.84,-39.93
10560491,Klc3 or Ercc2,41.56,-7.29,73.85
10560505,Ckm,-16.52,-34.03,-7.22
10560510,Mark4,76.83,71.78,81.25
10560528,---,55.44,65.49,43.95
10560530,Bloc1s3,94.31,94.68,93.80
10560532,Ppp1r37,16.40,18.33,14.41
10560548,Gemin7,57.78,39.04,73.69
10560551,Clasrp,68.06,63.24,72.55
10560575,Relb,26.11,26.36,25.72
10560592,Clptm1,19.92,27.89,11.40
10560608,Apoc2,37.16,33.30,45.69
10560614,Apoc4 or Apoc2,-14.90,-20.42,-10.62
10560618,Apoc1,-35.09,-39.11,-31.46
10560624,Apoe,69.05,62.05,74.67
10560630,Tomm40,-76.26,-85.08,-62.82
10560644,Pvrl2,-60.39,-79.32,-43.19
10560655,Bcam,-81.68,-90.96,-69.76
10560672,Cblc,-20.52,-22.50,-18.77
10560685,Bcl3,42.21,31.36,52.86
10560695,Ceacam16,59.26,58.39,60.08
10560702,Ceacam19,-0.31,19.95,-2.76
10560709,Pvr,-51.88,-56.34,-47.80
10560719,2210010C17Rik,-34.03,-48.00,-23.13
10560726,---,67.96,69.52,66.16
10560728,Vmn1r158 or Vmn1r119 or Vmn1r129 or Vmn1r101 or Vmn1r149 or Gm16451 or Gm16442 or Gm8720 or Gm5725 or Gm8677 or Gm5726 or Gm4187 or Gm4133 or Gm8653 or Gm6164,54.99,-6.84,84.85
10560730,Vmn1r93 or Vmn1r114 or Vmn1r126 or Vmn1r121 or Gm10670 or Gm10666 or Gm4214 or Gm4175 or Gm10665,54.99,-6.84,84.85
10560732,Vmn1r-ps79 or Vmn1r121 or Vmn1r93 or Vmn1r114 or Gm10670 or Vmn1r126 or Gm10666 or Gm10665 or Gm4214 or Gm4175,54.99,-6.84,84.85
10560740,Gm10670 or Vmn1r121 or Vmn1r93 or Vmn1r114 or Vmn1r126 or Vmn1r-ps79 or Gm10665 or Gm10666 or Gm4214 or Gm4175,54.99,-6.84,84.85
10560742,Vmn1r103 or Vmn1r151 or Vmn1r122 or Vmn1r159 or Vmn1r120 or Vmn1r142 or Vmn1r127 or Vmn1r94 or Gm8660 or Gm5728 or Gm4216 or Gm4177,54.99,-6.84,84.85
10560744,Vmn1r117 or Vmn1r113 or Vmn1r129 or Vmn1r158 or Gm8677 or Gm5726 or Gm16451 or Gm16442 or Gm8720 or Gm5725 or Gm8653 or Gm6164,54.99,-6.84,84.85
10560746,---,-22.67,-36.69,-14.64
10560752,Vmn1r125 or Vmn1r143 or Vmn1r95 or Vmn1r116 or Vmn1r130 or Vmn1r137 or Vmn1r165 or Vmn1r107 or Vmn1r155 or Vmn1r100 or Vmn1r148,54.99,-6.84,84.85
10560754,Vmn1r132 or Vmn1r148 or Vmn1r112,54.99,-6.84,84.85
10560758,Vmn1r118 or Vmn1r111 or Vmn1r103 or Vmn1r120 or Vmn1r151 or Vmn1r115 or Gm4498 or Gm8453 or Gm4201 or Gm4141 or Gm8693 or Gm4220 or Gm4179 or Gm4172,54.99,-6.84,84.85
