Probeset_ID,Gene Symbol,DCLuLN CD103+,Sample_,Sample_,Sample_
10523128,Ppbp,-67.02,-49.31,-94.34,-55.22
10523134,Pf4,-49.58,-44.69,-58.87,-46.98
10523138,Cxcl3,-14.93,-6.86,-24.41,-19.56
10523145,Cxcl15,-1.69,-5.79,-0.29,-11.56
10523151,Cxcl1,-4.77,-4.90,-5.44,-4.24
10523156,Cxcl2,-14.75,-79.77,-6.49,-10.10
10523161,Mthfd2l,-97.28,-99.34,-93.14,-97.07
10523168,Epgn,-29.99,-12.94,-56.00,-31.64
10523175,Ereg,-11.93,-6.49,-21.23,-13.50
10523182,Areg,-15.73,-12.17,-33.22,-9.44
10523190,Parm1,-54.51,-49.96,-72.58,-44.85
10523195,Thap6,-16.89,-0.41,9.70,-51.66
10523201,Gm1045,8.81,0.73,86.78,-85.45
10523204,Cdkl2,71.56,69.06,53.85,84.26
10523206,Uso1,-74.17,-86.56,-36.19,-76.06
10523231,Art3,-76.49,-83.81,-86.10,-57.27
10523245,Fam47e,-9.52,-27.84,-9.55,-1.84
10523255,Stbd1,-17.17,-12.68,-29.49,-13.04
10523260,Shroom3,-80.17,-76.63,-88.37,-74.53
10523275,---,-22.09,-76.21,-8.85,28.17
10523277,Sowahb,27.51,-23.60,33.66,63.16
10523279,---,35.99,79.60,-18.34,21.84
10523281,Sept11,-88.16,-85.45,-89.12,-88.80
10523293,2010109A12Rik,-19.40,-8.66,-31.10,-21.97
10523297,Ccng2,94.52,92.66,97.02,94.21
10523312,AU018829 or Gm3139 or Gm16367,-8.75,14.15,54.87,-93.35
10523316,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351 or LOC100862230 or Gm6509 or Gm6502 or Gm6468 or LOC620639 or LOC620551,-8.75,14.15,54.87,-93.35
10523320,Gm6367 or C87414 or Gm3259 or Gm7919,-8.75,14.15,54.87,-93.35
10523325,---,-8.75,14.15,54.87,-93.35
10523329,AU018829 or C87414 or Gm16367 or Gm3259,-8.75,14.15,54.87,-93.35
10523337,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351 or Gm6348 or Gm6346 or LOC100862230 or Gm6509 or Gm6502 or Gm6468 or LOC620639 or LOC620551,-8.75,14.15,54.87,-93.35
10523341,D5Ertd577e or E330014E10Rik or Gm3286 or AU018829 or Gm3139 or Gm16367 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290,-8.75,14.15,54.87,-93.35
10523346,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351 or LOC100862230 or Gm6509 or Gm6502 or Gm6468 or LOC620639 or LOC620551,-8.75,14.15,54.87,-93.35
10523350,D5Ertd577e or E330014E10Rik or Gm3286 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290 or Gm16367,-8.75,14.15,54.87,-93.35
10523354,Gapdh,-8.75,14.15,54.87,-93.35
10523357,---,-28.87,-44.09,-61.39,-5.22
10523359,Cxcl13,-5.97,-2.29,-9.06,-7.14
10523365,Mrpl1,-88.79,-87.03,-79.06,-94.70
10523376,Fras1,-25.20,-28.12,-44.50,-11.51
10523451,Anxa3,99.90,99.86,99.93,99.76
10523466,---,-6.04,13.44,-12.96,-11.99
10523468,Bmp2k,99.26,99.37,99.11,99.00
10523479,Slc25a5,-8.75,14.15,54.87,-93.35
10523481,---,14.89,60.73,-34.93,19.79
10523483,Prdm8,-2.75,-5.73,-0.87,-2.82
10523490,Fgf5,34.26,20.64,1.32,58.27
10523497,1700007G11Rik,-37.30,-10.57,-55.18,-67.65
10523506,Bmp3,-2.78,-13.27,-2.24,17.84
10523511,Prkg2,-35.91,-20.82,-57.56,-36.76
10523513,---,16.44,41.01,-27.40,44.96
10523516,---,-9.66,-7.43,-11.18,-11.47
10523518,Enoph1,-7.84,-5.02,-0.03,-17.75
10523526,---,63.53,24.80,49.46,88.37
10523529,Cops4,-84.74,-89.30,-65.23,-89.02
10523541,Mrps18c,-75.62,-92.23,-45.56,-74.02
10523547,Agpat9,-58.22,-49.11,-69.74,-55.52
10523563,Cds1,-62.25,-60.05,-41.61,-89.12
10523577,Wdfy3,85.95,86.23,66.71,95.33
10523579,Arhgap24,-73.18,-58.99,-90.53,-66.75
10523595,Ptpn13,-69.19,-53.33,-84.87,-70.67
10523647,Aff1,67.18,79.93,61.54,57.27
10523670,Aff1,-66.98,-73.01,-30.73,-80.94
10523672,---,95.80,91.98,94.84,97.78
10523674,Nudt9,93.60,88.87,97.20,92.86
10523683,Dspp,73.38,90.19,24.16,78.05
10523693,Dmp1,-17.85,-9.55,-49.87,-2.20
10523701,Ibsp,-20.89,-11.58,-57.15,-13.22
10523709,Mepe,-44.98,-50.40,-53.94,-31.75
10523717,Spp1,-69.78,-87.35,-63.53,-59.69
10523727,Pkd2,-37.74,-46.27,-32.33,-33.96
10523746,BC005561,-85.64,-86.64,-86.58,-83.68
10523750,D930016D06Rik,-91.06,-74.81,-96.57,-94.63
10523752,Txlng,-63.68,-58.01,-59.09,-73.33
10523754,---,-0.57,31.94,-29.26,33.40
10523756,---,-8.75,14.15,54.87,-93.35
10523758,Lrrc8b,-38.34,-41.13,-14.29,-59.22
10523766,Lrrc8c,98.04,99.32,97.66,94.67
10523772,Lrrc8d,-44.80,-64.55,-29.74,-34.51
10523778,Lrrc8d,-0.48,25.16,-28.22,16.13
10523785,Zfp326,-74.40,-72.23,-73.11,-77.83
10523800,---,-30.80,-26.80,-35.32,-30.19
10523802,Cdc7,-86.15,-90.76,-73.49,-91.84
10523822,Brdt,-41.59,-18.14,-63.84,-51.20
10523843,---,67.97,37.25,56.66,91.52
10523845,Ephx4,-51.47,-26.30,-76.79,-63.82
10523853,Lpcat2b,-19.25,-2.08,-37.10,-68.45
10523856,Btbd8,-56.73,-83.73,-6.67,-76.71
10523865,1700028K03Rik or A830010M20Rik,-60.60,-40.91,-86.43,-51.06
10523880,Rpap2,-44.52,-35.27,-37.74,-58.65
10523891,Ube2d2b,-20.81,-16.08,-23.89,-25.69
10523893,Rpl5 or Gm14217,-8.75,14.15,54.87,-93.35
10523901,Rpl5 or Gm14217,70.33,39.59,82.07,73.39
10523903,---,-56.45,-12.91,-97.21,-30.79
10523905,Mtf2,-53.00,-56.97,-42.34,-60.27
10523923,Ccdc18,-38.12,-29.17,-54.57,-35.16
10523955,Dr1,84.34,87.85,88.34,72.24
10523960,Pigg,-32.65,-35.23,-14.88,-45.45
10523974,---,-23.01,-20.67,-46.58,-12.20
10523977,Gm10419,-27.59,-9.36,-40.01,-64.33
10523979,Pde6b,-9.95,-7.67,-28.25,-4.36
10524004,Pcgf3,-85.16,-84.98,-81.61,-88.28
10524018,Rpl34-ps1 or Rpl34,-8.75,14.15,54.87,-93.35
10524020,Tmem175 or Dgkq,-61.88,-61.43,-40.90,-77.80
10524034,Idua or Slc26a1,60.34,61.69,62.44,57.44
10524052,Fgfrl1,-52.34,-14.83,-75.19,-69.69
10524060,Gm10417,-14.60,36.57,-44.09,-28.96
10524062,Vmn2r16,-21.51,-16.32,-1.83,-62.44
10524068,Vmn2r17,-32.79,-33.41,-45.86,-22.03
10524071,Vmn2r17,-4.30,-27.81,-5.69,39.29
10524077,---,15.11,43.49,-60.99,63.78
10524079,Zfp932 or LOC100642166,-47.84,-42.37,-53.32,-47.60
10524082,Zfp932 or LOC100044193,-61.08,-38.80,-43.96,-88.91
10524089,Plcxd1,76.15,89.95,26.47,87.62
10524098,Zfp605,-57.67,-68.68,-34.18,-68.89
10524105,Chfr,55.64,41.75,75.23,49.51
10524124,Golga3,-24.27,-24.23,-6.49,-38.73
10524150,Ankle2,7.11,-22.31,31.01,8.35
10524169,Pole,-35.90,-44.02,-33.02,-32.08
10524221,Gm1679,73.68,80.37,36.25,86.73
10524227,Fbrsl1,90.03,90.95,84.01,93.86
10524229,A630023P12Rik,-9.63,-10.10,-7.87,-11.31
10524234,Galnt9,-22.12,-9.98,-62.50,-12.73
10524248,Ddx51,-56.61,-47.08,-53.26,-67.67
10524264,---,-15.03,20.51,-69.46,-9.88
10524266,Chek2,-37.53,-16.29,-36.75,-60.61
10524284,Ttc28,-34.46,-15.49,-49.77,-44.33
10524308,Mir701,-34.33,-25.91,-51.42,-28.11
10524310,Ttc28,-52.22,-26.46,-78.34,-52.89
10524312,Ttc28,-31.57,-25.45,-34.95,-34.83
10524314,Pitpnb,-69.38,-65.13,-61.88,-75.43
10524325,Gm10405,17.01,44.56,-19.76,31.63
10524327,Mn1,-37.62,-45.68,-42.11,-25.33
10524331,C130026L21Rik,55.51,47.96,46.12,69.91
10524338,Crybb1,-11.60,-15.91,-12.27,-8.06
10524345,Tpst2,-76.50,-82.09,-77.98,-66.15
10524353,Tfip11,27.63,19.01,60.09,3.82
10524369,Hps4,72.35,71.56,90.85,37.95
10524384,Gm6588,56.47,75.03,-7.73,76.05
10524386,---,-59.83,-49.63,-81.01,-49.65
10524388,Tmem211,27.84,64.75,-17.65,33.20
10524394,---,-46.94,-27.65,-64.59,-48.16
10524396,Aym1,68.57,83.96,28.09,72.52
10524398,Wscd2,-25.10,-14.53,-77.13,-7.75
10524411,Ficd,5.36,24.16,-16.72,16.11
10524415,Rps28,-8.75,14.15,54.87,-93.35
10524417,Iscu,97.96,95.39,99.25,97.37
10524422,Dao,-8.19,-6.02,-19.13,-5.39
10524436,Usp30,-66.74,-60.50,-36.65,-89.79
10524450,Ung,-35.86,-13.78,-43.16,-49.77
10524460,Acacb,-44.79,-35.68,-67.10,-37.39
10524515,Myo1h or Kctd10,89.07,91.48,81.36,91.00
10524525,Ube3b,-21.63,-12.85,-8.61,-38.96
10524555,Mvk,-21.44,10.00,-31.21,-42.52
10524568,BC057022,67.28,61.06,67.88,71.74
10524572,Tchp,-6.53,53.94,-39.89,-32.95
10524588,Ankrd13a or 4930515G01Rik,85.68,89.14,88.80,76.35
10524606,4930519G04Rik,14.56,21.89,-9.91,36.32
10524621,Oasl2,-3.06,-9.90,31.68,-17.21
10524631,Oasl1,61.66,47.18,68.32,64.85
10524640,Hnf1a or 2210016L21Rik,83.13,88.36,81.52,79.28
10524647,Sppl3,81.19,73.42,84.76,83.25
10524659,Pop5,-48.83,-42.78,-26.99,-71.00
10524668,Coq5,-91.15,-94.66,-71.22,-97.17
10524676,Srsf9,-87.91,-98.11,-61.92,-81.12
10524681,Triap1,-91.88,-98.68,-75.84,-90.38
10524684,Msi1,-60.97,-76.16,-52.98,-53.31
10524698,Pla2g1b,-7.27,-3.40,-15.72,-8.65
10524703,Pxn,78.08,77.42,80.58,75.88
10524718,Rplp0,8.54,2.66,17.20,6.68
10524723,Gcn1l1 or LOC100861947,-17.16,-33.13,22.19,-37.63
10524781,Rab35,23.90,26.27,33.30,14.70
10524790,Cit,-39.19,-34.18,-56.36,-29.88
10524842,---,5.50,-7.53,-11.30,42.37
10524844,Taok3,93.81,93.38,96.09,90.55
10524866,Vsig10,99.49,98.87,99.89,99.44
10524874,Vsig10,96.49,92.85,98.28,97.68
10524876,Vsig10,95.45,91.71,97.62,97.83
10524878,Vsig10,95.62,89.28,98.47,96.04
10524882,Wsb2,-28.81,-61.59,-10.10,-15.89
10524889,Ksr2,-8.56,-7.85,-20.42,-2.46
10524909,Nos1,-49.33,-55.35,-69.83,-26.50
10524941,Fbxo21,-71.35,-81.73,-70.79,-56.90
10524955,Tesc,-15.36,-1.44,-36.34,-19.16
10524965,Fbxw8,19.39,25.28,-8.63,43.25
10524969,Hrk,84.88,86.86,71.89,91.35
10524973,2410131K14Rik,-10.42,-43.68,1.05,11.75
10524980,Gm15754,67.81,93.43,-11.80,50.16
10524983,Med13l,20.61,25.78,21.68,14.75
10525014,---,-12.56,-14.11,-19.95,-4.59
10525016,Tbx3,-33.66,-29.13,-41.74,-32.10
10525030,Tbx5,-20.39,-20.69,-36.76,-12.18
10525041,---,35.47,-12.37,61.26,44.17
10525043,Rbm19 or Gm10390,-38.83,-17.25,-31.00,-65.89
10525069,Lhx5,50.16,71.96,-15.90,72.27
10525076,Sds or Plbd2,-18.58,-15.39,-18.93,-21.84
10525086,Slc24a6,76.47,61.63,85.77,78.01
10525103,Iqcd,45.37,60.27,-31.47,77.38
10525111,Ddx54,10.10,-18.37,36.78,9.44
10525134,Rasal1,31.14,21.16,9.86,54.51
10525158,Oas1b,-20.86,-39.66,-12.60,-14.22
10525165,Oas1f,-14.08,-11.08,-15.38,-15.48
10525173,Oas1h,-10.79,-7.21,-14.56,-12.29
10525179,Oas1d,-32.47,-45.80,-44.59,-15.65
10525185,---,66.15,23.33,75.04,82.03
10525187,Rpl6,-8.75,14.15,54.87,-93.35
10525195,Gm15800,-23.92,20.44,-35.14,-52.60
10525210,Gm15800,-58.39,-43.77,-65.51,-64.51
10525236,Gm15800,-54.68,-51.75,-51.25,-60.45
10525256,Tmem116,-26.02,-44.93,-33.67,-8.19
10525271,Naa25,-90.07,-92.42,-84.79,-91.52
10525296,Brap,-89.20,-91.30,-77.12,-93.64
10525313,Atxn2,-35.72,-6.85,-36.63,-59.63
10525336,Fam109a,-1.86,28.22,-4.54,-22.19
10525343,Myl2,-16.88,-26.94,-29.66,-7.21
10525352,Ppp1cc or Gm9315,-89.37,-94.64,-76.95,-91.78
10525365,Hvcn1 or Tctn1,57.51,49.98,65.19,57.22
10525374,Pptc7,16.84,5.79,39.97,7.93
10525381,Vps29,-74.05,-84.98,-64.52,-68.16
10525387,Gpn3,-77.97,-90.70,-60.57,-77.58
10525397,Arpc3,54.17,37.16,65.36,56.85
10525406,Anapc7,-55.67,-68.56,-29.51,-61.84
10525419,P2rx7,-47.04,-40.85,-75.79,-26.76
10525439,P2rx4,-18.89,-25.24,-5.54,-30.43
10525452,Rnf34,-20.23,-18.84,-9.23,-33.84
10525460,A930024E05Rik,15.62,17.22,25.93,3.27
10525464,Orai1,29.13,36.98,18.24,31.22
10525471,Ndufb11,-96.08,-96.12,-90.89,-98.37
10525473,Tmem120b or Rhof,72.49,53.26,81.21,76.03
10525487,4932422M17Rik,-23.03,-43.20,-16.85,-12.91
10525489,Setd1b,-20.57,8.60,-40.57,-33.05
10525495,Setd1b,-17.74,22.45,-53.12,-18.09
10525506,Psmd9,-73.04,-39.83,-92.20,-75.50
10525516,Wdr66,-35.33,-20.48,-80.42,-13.58
10525542,Bcl7a,-55.85,-31.46,-75.68,-55.64
10525553,---,-49.47,-56.49,-32.50,-61.31
10525555,Mlxip,50.48,68.39,57.14,20.29
10525575,Lrrc43,-12.71,-12.39,-18.29,-9.12
10525588,B3gnt4 or Diablo,-13.97,13.73,-54.74,-1.11
10525591,Kntc1,-56.19,-56.42,-55.99,-56.30
10525657,Denr,-99.16,-99.97,-98.25,-98.08
10525665,Ccdc62,-46.86,-35.95,-54.81,-50.10
10525677,Hip1r,26.35,21.20,31.10,26.35
10525711,Ogfod2,46.38,74.98,-14.88,59.13
10525718,Arl6ip4,-89.69,-81.44,-85.58,-95.91
10525726,2810006K23Rik,-7.67,-9.19,-55.35,46.12
10525731,---,21.00,-15.62,8.15,61.53
10525733,Setd8,4.76,-3.76,13.14,4.90
10525741,Snrnp35,25.27,60.86,-13.00,21.36
10525744,Tmed2,-45.94,-9.71,-8.55,-95.29
10525751,Ddx55,-11.87,17.94,-9.92,-41.57
10525766,Gtf2h3,-53.94,-49.94,-46.33,-65.97
10525780,Tctn2,-57.71,-56.86,-52.71,-62.57
10525804,Atp6v0a2,-39.28,-43.99,-11.69,-51.43
10525829,---,-12.05,-23.14,-22.68,9.52
10525831,---,-70.00,-73.07,-85.68,-41.01
10525833,Atp6v0a2,83.39,82.32,74.46,89.17
10525835,Dnahc10,65.54,73.12,59.75,62.17
10525837,---,-68.47,-86.36,-66.71,-49.73
10525839,Dnahc10,-11.16,-4.76,-42.77,-4.09
10525854,Dnahc10,-39.46,-74.07,-49.12,0.54
10525858,Dnahc10,-43.54,-11.96,-56.84,-70.02
10525872,Zfp664,90.39,67.70,93.27,95.70
10525877,Zfp664,-69.24,-39.13,-71.58,-79.86
10525880,Fam101a,77.37,72.32,37.74,93.47
10525885,Ubc,86.05,86.62,83.81,87.14
10525887,Bri3bp,73.33,76.20,74.29,68.26
10525893,Aacs,8.13,-6.97,23.26,9.69
10525914,---,32.47,72.45,-23.90,37.97
10525916,Tmem132b,39.65,47.13,9.95,52.65
10525921,Tmem132b,-20.26,-11.14,-41.13,-15.40
10525923,Tmem132b,-8.29,-0.70,-21.81,-21.18
10525929,---,35.57,22.81,35.12,46.98
10525932,Tmem132c,-12.83,-5.60,-25.98,-11.07
10525942,Glt1d1,-35.16,-16.63,-72.26,-32.09
10525955,Fzd10,30.82,63.44,-0.45,10.69
10525961,Piwil1,-7.39,-7.25,-19.81,-2.88
10525983,Ran,-91.27,-98.18,-81.04,-85.32
10525989,Gpr133,-35.87,-36.34,-49.23,-24.73
10526014,Sfswap,33.64,66.13,40.80,-12.01
10526038,Mmp17,-26.63,-13.80,-45.88,-24.99
10526049,Mrps17 or LOC100861671,-92.44,-99.88,-51.80,-92.65
10526055,Gbas,-71.61,-90.13,-50.92,-60.97
10526069,Cct6a,-90.12,-93.62,-83.43,-90.00
10526085,---,54.23,33.05,66.88,60.97
10526087,Sumf2 or Phkg1,-59.53,-36.53,-83.41,-52.72
10526098,2410018M08Rik,-18.49,-34.71,-55.07,36.71
10526101,4930579G22Rik,34.05,51.87,0.00,33.33
10526106,Vkorc1l1,-0.02,64.99,57.88,-96.81
10526113,Crcp,74.05,67.21,85.96,63.89
10526120,Tpst1,-82.12,-90.79,-84.47,-65.55
10526128,Kctd7,49.54,53.47,33.97,57.74
10526133,Rabgef1,88.01,82.73,90.44,89.12
10526145,0610007L01Rik,-44.84,-44.33,-8.88,-65.02
10526153,Tyw1,-38.71,-45.21,-32.36,-39.59
10526169,Caln1,-22.11,-13.85,-37.71,-24.01
10526179,Rpl28,-8.75,14.15,54.87,-93.35
10526181,Gatsl2,91.86,96.61,90.21,89.31
10526191,Gatsl2,67.49,47.73,79.16,71.27
10526193,Wbscr16,-49.45,-22.60,-50.75,-73.64
10526195,Gtf2ird2,27.54,61.65,-51.66,61.22
10526211,---,-23.13,-28.03,-24.03,-16.72
10526213,---,75.80,80.73,70.32,75.55
10526215,Rps28,-8.75,14.15,54.87,-93.35
10526217,Rfc2,-38.53,-62.34,-16.33,-22.64
10526229,Gm10369,34.52,83.26,-17.64,7.46
10526232,Wbscr27,16.26,22.09,-2.62,29.06
10526241,Cldn3,-14.54,-20.27,-20.61,-6.90
10526250,Abhd11,-65.58,-57.81,-72.83,-65.86
10526261,Stx1a,-8.96,-3.38,-38.19,10.98
10526274,Dnajc30 or Wbscr22,34.33,62.55,19.08,15.17
10526277,Mlxipl,-32.49,-36.88,-31.56,-29.72
10526302,Tbl2,-69.09,-59.39,-48.54,-86.52
10526311,Bcl7b,-14.61,-22.94,13.45,-34.85
10526319,Baz1b,2.51,3.13,15.92,-20.92
10526339,Trim50,58.11,65.36,-3.35,82.49
10526345,Nsun5,-68.30,-84.98,-61.85,-54.99
10526356,Rhbdd2,-97.95,-88.30,-98.01,-99.82
10526363,Por,-92.34,-95.57,-85.73,-94.09
10526381,Mdh2,-89.99,-92.65,-84.22,-91.27
10526391,Srrm3,33.55,59.08,-25.48,54.16
10526410,Hspb1,-8.75,14.15,54.87,-93.35
10526418,Zp3,-10.84,-6.48,-21.55,-9.54
10526427,Dtx2,31.51,22.93,33.26,37.98
10526441,Upk3b,-14.05,-7.28,-43.34,-7.07
10526452,2310043J07Rik,-19.35,-21.75,-22.74,-15.37
10526459,Rasa4,93.03,93.52,97.46,85.97
10526482,Polr2j or Lrwd1,-97.27,-99.14,-90.47,-97.64
10526487,Alkbh4,-50.23,-78.27,-25.88,-46.55
10526493,Myl10,-4.78,-2.76,-8.19,-5.29
10526502,Rabl5,-50.68,-36.76,-28.38,-81.68
10526508,Fis1,-25.88,-23.02,-1.15,-48.57
10526514,Cldn15,-21.12,-14.69,-36.99,-17.93
10526520,Plod3 or Znhit1,-88.05,-94.55,-83.90,-82.13
10526541,---,77.14,84.99,43.98,85.54
10526546,---,34.03,55.00,-2.99,40.92
10526553,Vgf,-10.26,-6.21,-21.67,-7.72
10526559,Ache,-34.73,-24.54,-48.59,-34.43
10526564,Ufsp1,-84.62,-89.50,-87.48,-74.46
10526566,Ephb4,-50.37,-36.02,-61.60,-53.83
10526587,Gigyf1,57.62,40.86,67.11,61.00
10526614,Actl6b,-6.41,-2.00,-23.31,-6.82
10526630,Tfr2,-25.19,-21.61,-20.60,-37.00
10526654,Gm7285,48.79,4.53,61.36,71.23
10526656,Lrch4 or Gm20605,94.94,97.29,95.27,89.48
10526675,Tsc22d4,-22.39,-3.00,-27.28,-40.37
10526687,Ppp1r35,46.75,30.06,59.56,48.91
10526693,Zcwpw1 or Pilra,-87.75,-91.42,-90.25,-80.97
10526712,Azgp1,-16.04,-10.46,-43.31,-9.32
10526718,Smok3a or Smok3b,28.88,60.28,-10.00,31.27
10526720,Smok3a or Smok3b,-8.75,14.15,54.87,-93.35
10526724,---,79.07,89.47,-25.51,93.42
10526726,Zkscan1,-43.37,-23.00,-43.56,-61.20
10526735,Zscan21,7.29,18.53,9.47,-5.28
10526743,Cops6,-91.38,-95.65,-77.67,-92.17
10526754,Ap4m1 or Mcm7,-42.40,-47.41,9.10,-73.47
10526772,Cnpy4,-76.45,-78.79,-68.64,-80.47
10526781,Mblac1,-40.77,-45.52,-43.47,-33.40
10526783,BC055004,-23.86,-15.06,-41.19,-21.04
10526792,0910001L09Rik,-93.43,-97.31,-96.37,-77.17
10526797,Stag3,-27.68,-28.51,-25.79,-28.71
10526832,---,-20.54,-26.30,-37.95,-8.01
10526838,Got2,84.62,90.73,81.80,79.74
10526840,---,-20.09,-26.08,-16.32,-19.09
10526842,Zfp157,-25.03,28.93,-30.41,-63.26
10526848,A430033K04Rik,3.67,77.88,-41.73,-29.90
10526853,Fam20c,-31.70,-27.76,-55.66,-17.81
10526866,Gm5294,45.97,60.65,27.28,46.69
10526869,---,82.20,88.64,33.28,90.38
10526880,Pdgfa,93.01,96.93,78.15,95.05
10526882,Heatr2,-87.01,-73.83,-93.62,-89.85
10526897,Sun1,-90.07,-92.71,-76.43,-95.02
10526923,Get4,5.55,-4.31,35.27,-16.18
10526931,Cyp2w1,59.30,59.41,0.96,83.31
10526941,D830046C22Rik or Gpr146,8.98,20.31,28.12,-14.96
10526943,Gpr146,-26.95,-24.14,-21.11,-35.77
10526947,C130050O18Rik,-11.69,-11.79,-21.61,-4.93
10526952,Gpr30,-13.62,5.37,-50.37,-0.50
10526956,Uncx,53.78,66.00,-1.22,71.41
10526961,Mafk,-69.04,-73.74,-65.76,-67.24
10526966,---,72.73,56.79,70.71,82.60
10526968,Elfn1,-23.92,-3.45,-31.44,-42.24
10526972,Nudt1,-58.41,-59.79,-58.54,-57.00
10526977,Eif3b,-32.62,-34.77,-17.73,-46.91
10526997,---,55.77,80.79,-3.46,63.11
10527009,Chst12,16.30,34.89,7.28,6.87
10527012,Lfng,58.38,60.70,61.79,50.98
10527024,Gm10091,43.55,30.55,50.11,49.94
10527026,Baat1,20.34,-15.25,20.78,53.86
10527043,Amz1,60.08,75.42,6.93,67.01
10527051,Sdk1,7.57,-3.52,-8.18,42.27
10527099,---,-27.06,24.25,17.61,-91.06
10527101,Foxk1,45.94,73.74,28.85,23.70
10527115,C330006K01Rik,62.80,69.04,71.34,46.28
10527133,Wipi2,-71.46,-74.18,-55.12,-79.83
10527148,Slc29a4,-13.11,-3.97,-38.06,-12.04
10527158,Fscn1,99.66,99.85,99.62,99.28
10527164,4933411G11Rik,-20.08,-10.07,-67.56,-8.29
10527172,Zfp12,21.07,62.41,-7.18,0.96
10527182,E130309D02Rik,73.24,79.95,43.69,85.99
10527184,0610040B10Rik,-28.36,-38.32,-6.22,-43.29
10527186,Grid2ip,73.82,74.10,49.03,86.27
10527213,Daglb,-62.36,-54.22,-59.08,-73.36
10527229,2810453I06Rik,-96.99,-97.30,-94.68,-98.45
10527233,Cyth3,-18.58,-18.64,14.91,-48.28
10527252,Eif2ak1,-42.48,-36.14,-29.91,-59.71
10527268,Pms2,-34.24,-49.39,-5.82,-49.89
10527285,Rsph10b2,-23.53,-14.62,-41.89,-18.67
10527306,Lmtk2,-51.18,-43.51,-46.47,-61.48
10527323,Bhlha15,-24.52,-25.12,-15.88,-34.56
10527327,Bri3,64.11,38.18,71.60,75.00
10527332,Nptx2,5.40,-6.66,-1.18,34.96
10527340,Trrap,-4.66,-6.28,7.26,-14.49
10527423,Trrap,-84.77,-88.46,-68.17,-92.18
10527425,---,-8.75,14.15,54.87,-93.35
10527427,1700018F24Rik,-11.47,-5.09,-77.49,35.23
10527430,Arpc1a,-21.90,-52.61,5.64,-7.48
10527441,Arpc1b or Gm5637,38.71,19.18,64.08,39.15
10527448,Bud31 or Ptcd1 or LOC100045848,-90.01,-98.51,-53.89,-89.67
10527455,Cpsf4,34.27,23.63,44.31,31.54
10527465,Zkscan5,-67.66,-73.08,-60.28,-68.58
10527475,Zfp655,-52.29,-78.69,-40.98,-25.45
10527483,Zfp498,5.57,-46.89,18.01,50.20
10527487,Cyp3a57,-54.53,-29.18,-89.36,-49.76
10527494,Cyp3a25 or Cyp3a59 or Cyp3a57,-28.09,-22.81,-44.06,-22.59
10527508,Cdk8,-94.33,-91.64,-90.89,-97.69
10527516,Wasf3,-29.59,-28.17,-69.21,-12.58
10527528,Smarce1,-8.75,14.15,54.87,-93.35
10527530,Rpl21,-8.75,14.15,54.87,-93.35
10527538,Rasl11a,-7.69,26.97,-28.81,-11.19
10527547,Gtf3a or Mtif3,-38.81,-47.49,-27.28,-41.48
10527559,Polr1d,-3.31,-42.36,30.89,7.83
10527562,Gsx1,89.33,93.79,55.17,96.62
10527565,Pdx1,-7.50,-5.97,-18.02,-4.20
10527571,---,-23.77,-42.74,-19.00,-7.09
10527573,---,85.15,89.25,51.19,93.82
10527575,Pan3,61.27,56.91,66.22,59.82
10527598,Pomp,7.51,-18.31,34.15,12.89
10527605,Mtus2,-40.51,-25.04,-78.46,-27.16
10527624,Uspl1,-43.61,-43.91,-17.95,-63.48
10527638,Alox5ap,-19.65,-38.17,-9.18,-21.15
10527646,6330406I15Rik,-8.20,-8.62,-6.49,-10.30
10527649,6330406I15Rik,-60.68,-39.79,-68.22,-77.88
10527658,4930588N13Rik,-56.23,-81.56,-65.52,-25.98
10527667,Wdr95,36.88,36.38,12.88,55.01
10527694,B3galtl,-84.86,-89.70,-91.19,-67.55
10527713,Rxfp2,-21.20,8.31,-58.48,-27.01
10527732,Fry,-64.70,-63.28,-70.34,-60.42
10527799,Gm10850,-36.76,-40.32,-47.17,-24.59
10527801,Brca2,-75.77,-89.30,-85.03,-46.71
10527832,Pds5b,-37.11,-41.16,-31.41,-39.03
10527870,Kl,-22.16,-16.26,-39.35,-16.97
10527878,Vmn1r3 or Vmn1r79 or Vmn1r238 or Vmn1r2,-14.69,-20.48,-28.54,-4.30
10527880,C030048B08Rik or Pex1,25.69,30.09,52.26,-4.33
10527886,Gatad1,-92.50,-83.79,-99.66,-78.20
10527888,Gatad1,-91.46,-96.80,-81.10,-90.52
10527896,Ankib1,85.53,78.63,94.13,76.04
10527918,Mterf or Gm9897,-8.75,14.15,54.87,-93.35
10527920,Cyp51,51.88,39.99,60.46,52.30
10527934,---,66.37,73.16,36.63,77.16
10527936,Fzd1,-20.55,-16.87,-22.28,-21.84
10527940,Cdk14,52.23,53.64,56.99,46.13
10527959,---,42.46,45.43,59.27,11.71
