Probeset_ID,Gene Symbol,MF SI,Sample_,Sample_,Sample_,Sample_,Sample_,Sample_,Sample_
10529923,Lcorl or Ncapg,33.70,28.41,0.87,27.50,38.76,6.03,37.79,72.33
10529935,---,-24.63,-61.34,-3.72,-50.26,-33.90,-18.29,-32.48,-15.21
10529937,Kcnip4,-63.66,-64.12,-59.06,-60.80,-79.49,-73.12,-63.98,-47.80
10529953,Gm10048,-47.58,-80.16,-26.01,-63.96,-69.26,-36.09,-55.32,-20.65
10529957,Gpr125,-52.59,-50.95,-40.11,-71.70,-49.19,-48.25,-52.45,-63.29
10529977,Ppargc1a,-57.30,-42.11,-61.69,-73.52,-69.77,-79.46,-41.90,-47.43
10529979,Ppargc1a,-81.51,-69.96,-54.89,-77.16,-94.53,-77.97,-89.89,-93.15
10529995,Dhx15,34.16,33.35,49.87,32.03,26.19,22.87,30.67,48.09
10530013,Ccdc149,-79.65,-56.84,-63.08,-89.45,-97.67,-84.39,-71.65,-77.32
10530017,Ccdc149,-76.40,-57.75,-62.94,-91.66,-97.78,-54.73,-62.18,-88.46
10530029,Lgi2,-62.56,-55.04,-72.64,-41.19,-44.57,-51.40,-75.78,-94.95
10530041,8030423F21Rik,-33.99,-52.78,-51.69,-33.62,-8.84,-49.16,-59.16,29.08
10530045,Sepsecs,-78.16,-73.33,-59.30,-76.27,-67.12,-71.97,-75.95,-95.53
10530059,Sel1l3,-79.47,-29.16,-59.68,-90.61,-68.73,-74.17,-99.08,-97.48
10530087,Gm10441,-40.30,-34.78,30.50,-67.91,-28.41,-74.20,-46.15,-85.48
10530089,Cckar,-75.54,-97.73,-70.42,-55.20,-62.69,-36.83,-98.19,-66.92
10530096,---,-10.90,21.33,-79.74,64.28,33.42,5.31,-10.15,-88.20
10530098,---,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10530100,Arap2,-82.56,-60.88,-63.77,-96.49,-86.51,-81.10,-85.45,-87.09
10530128,3110047P20Rik or Gm9954,16.02,1.18,2.77,39.19,23.17,50.02,5.09,-12.74
10530130,Rell1,-79.85,-63.58,-61.70,-85.04,-82.19,-82.90,-84.81,-89.60
10530140,---,-49.05,-47.90,-34.15,-47.66,-74.88,-30.09,5.60,-86.29
10530142,Klf3,-20.46,-8.54,-16.35,-14.08,-18.26,-19.93,-29.38,-44.27
10530145,Tlr1,84.98,84.86,83.15,84.16,87.51,87.00,86.37,82.46
10530151,Tlr6,97.97,96.84,96.54,98.57,98.03,97.80,98.09,98.57
10530156,Tmem156,49.77,41.62,41.85,49.94,39.81,51.63,66.07,57.92
10530163,Rfc1,-76.00,-75.54,-80.38,-72.89,-63.56,-76.75,-78.57,-82.34
10530194,Rpl9,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10530201,Ugdh,-62.64,-34.20,-69.59,-74.26,-69.81,-68.23,-52.02,-62.96
10530215,1110003E01Rik,-29.86,-33.00,-27.53,-27.72,-19.73,-34.07,-35.70,-30.16
10530223,Ube2k,-21.42,-24.52,-53.93,-19.96,-20.94,-8.57,-18.35,-13.18
10530225,Pds5a,26.44,22.47,34.60,13.31,19.84,35.18,37.68,22.31
10530257,N4bp2,-11.14,20.70,-28.56,-9.41,-0.53,-2.33,-28.59,-26.88
10530259,9130230L23Rik,0.15,-3.01,-7.97,-24.62,-2.36,-3.92,-5.05,82.19
10530269,Rbm47,73.52,69.98,72.44,72.27,72.58,72.20,72.72,82.19
10530278,---,87.86,76.19,75.27,81.68,63.19,90.61,93.47,99.31
10530280,---,-7.65,-14.32,-28.84,-11.99,30.06,25.80,26.48,-60.27
10530283,---,-37.18,3.07,-38.39,-15.04,-87.17,-10.38,-26.93,-68.08
10530287,Apbb2,-71.76,-51.13,-54.00,-77.37,-70.19,-81.81,-88.47,-81.24
10530306,Phox2b,-28.48,-53.42,-24.38,-19.38,-54.93,-11.42,-8.93,-34.77
10530310,Bend4,-59.03,-47.08,-49.78,-37.80,-54.30,-40.25,-85.48,-85.25
10530319,Atp8a1,87.17,83.76,89.30,87.22,87.56,87.04,88.41,86.70
10530360,Kctd8,-34.85,30.18,-48.01,-48.72,-56.47,-34.53,-35.78,-47.90
10530369,---,-3.41,-3.77,15.45,61.08,-15.78,-5.68,6.71,-53.16
10530371,Yipf7,-39.34,-12.89,-69.01,-60.80,-19.28,-43.41,-59.16,-43.64
10530380,Gnpda2,-40.56,-52.00,-34.52,-36.50,-30.18,-46.06,-56.33,-26.12
10530391,---,-22.02,-7.01,-29.08,-7.92,-17.50,-43.94,-8.87,-68.47
10530393,Gabrg1,-36.91,-26.91,-60.56,-15.12,-15.17,-56.40,-41.38,-68.27
10530406,Gabra2,-47.31,-23.05,-66.55,-60.30,-34.21,-51.79,-46.20,-59.72
10530417,Cox7b2,-50.21,-27.49,-22.56,-59.62,-87.90,-43.11,-66.16,-53.56
10530421,Gabra4,-67.06,-57.81,-81.77,-64.92,-33.05,-83.44,-76.94,-74.18
10530434,Commd8,88.43,86.76,89.88,89.17,94.94,75.09,86.50,88.48
10530441,Corin,-72.09,-76.76,-73.36,-71.51,-82.20,-56.14,-70.43,-73.20
10530465,---,-9.65,-2.33,-15.58,-27.79,39.01,-25.34,-9.19,-18.43
10530467,Nfxl1,97.61,97.81,98.48,97.51,98.54,97.42,97.48,96.45
10530477,Nfxl1,98.56,98.78,98.97,98.81,98.56,97.84,98.44,97.72
10530492,Nfxl1,91.56,94.91,81.20,92.55,83.69,90.95,93.54,95.19
10530496,Zar1,-88.78,-89.88,-98.36,-83.75,-91.44,-84.64,-85.02,-74.26
10530499,Slc10a4 or Gm5868,-41.40,-60.48,-87.80,-49.16,-42.98,-6.91,-31.47,-25.20
10530503,Cnga1,-32.82,-13.40,-10.87,-53.36,-94.69,-23.86,-72.79,-35.25
10530516,Txk,-13.10,-6.09,-5.88,-43.44,-37.06,-11.19,-12.91,-8.54
10530536,Tec,91.84,88.38,90.40,92.50,90.89,92.50,93.78,93.40
10530558,Slain2,51.17,68.11,46.26,60.59,46.69,54.78,43.79,20.70
10530560,Slain2,-6.81,-7.41,-0.33,5.42,-13.43,-26.76,-19.46,14.53
10530563,Fryl,-6.38,-4.10,1.82,-5.53,-0.10,-7.97,-19.14,-15.71
10530592,Fryl,22.62,13.93,39.86,17.42,9.84,24.66,29.05,16.14
10530612,Fryl,22.78,26.29,37.62,24.18,23.85,18.93,21.22,8.49
10530615,Ociad2,-70.24,-32.77,-70.91,-97.86,-60.61,-81.44,-78.28,-71.31
10530625,---,-29.71,-28.54,-37.51,-37.75,-39.92,-29.44,-6.06,-25.51
10530627,Lrrc66,-49.78,-26.87,-33.22,-71.17,-45.45,-64.60,-49.63,-63.56
10530633,Sgcb,-19.01,-13.36,-23.31,-22.20,-14.49,-27.00,-15.70,-19.12
10530641,Usp46,-39.25,-44.36,-40.03,-35.59,-20.40,-44.36,-49.04,-38.50
10530652,Scfd2,66.17,67.19,83.73,70.05,66.61,60.11,46.80,60.38
10530666,Lnx1,-61.28,-62.38,-70.49,-78.07,-58.87,-33.45,-68.82,-57.91
10530683,Chic2,-34.70,-44.42,-50.40,-31.29,-47.18,-50.40,-19.58,-11.11
10530692,Kdr,-74.86,-48.63,-38.83,-81.19,-75.07,-96.92,-80.19,-98.49
10530722,A430089I19Rik or BC080696,-38.21,-13.60,-22.44,-34.80,-64.62,-64.83,-68.03,-21.01
10530726,A430089I19Rik or BC080696,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10530731,Srd5a3,-18.20,-8.08,22.32,-23.65,-63.93,-4.07,-22.31,-18.74
10530733,Clock,42.95,35.48,57.00,44.27,37.01,39.72,39.44,47.43
10530759,Ube2n or Mcg1038069,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10530763,Pdcl2,-40.80,-27.74,-53.16,-77.60,-49.98,-31.75,-62.15,-15.59
10530772,Nmu,-36.06,-45.26,-31.13,-24.81,-33.41,-58.14,-61.06,-17.42
10530783,---,-50.94,-20.04,-57.59,-40.43,-34.83,-71.55,-66.66,-72.75
10530787,Aasdh,-22.86,8.23,-15.14,-46.32,-28.86,-52.66,20.23,-43.11
10530806,Ppat,-80.50,-86.78,-80.28,-78.66,-71.46,-84.31,-83.78,-78.94
10530819,Hopx,-88.06,-79.42,-98.25,-90.04,-85.10,-85.79,-88.23,-81.08
10530827,Spink2,-63.25,-41.36,-32.30,-84.53,-42.81,-55.17,-86.98,-91.74
10530832,Noa1,-84.80,-95.13,-81.88,-82.96,-75.82,-82.81,-82.23,-85.40
10530841,Igfbp7,-50.02,-32.16,-22.37,-84.13,-57.72,-55.89,-59.70,-74.03
10530847,Pea15b,26.63,7.22,84.84,38.49,49.01,-60.16,47.96,-16.08
10530849,---,-42.88,-43.75,-13.29,-79.14,-8.96,-41.90,-74.90,-79.63
10530851,Mtch2,-42.97,-37.43,-43.04,-49.49,-35.58,-45.36,-46.99,-42.50
10530854,Tecrl,-75.71,-41.21,-88.78,-92.94,-60.75,-74.73,-95.47,-64.15
10530868,---,-17.05,-17.05,-3.51,-31.02,-29.59,-18.51,-8.77,-23.66
10530870,Epha5,-54.12,-47.24,-28.36,-52.23,-32.85,-93.71,-58.69,-68.29
10530892,Cenpc1,-42.57,-48.78,-36.43,-48.09,-48.69,-61.19,-27.90,-21.33
10530910,Uba6,20.40,11.12,39.48,30.79,26.10,12.15,13.41,10.03
10530944,Gnrhr,-16.90,-3.32,35.23,-47.51,-7.44,-34.90,-6.59,-64.43
10530950,Tmprss11c,9.06,75.61,59.52,-28.05,-15.38,-11.25,-5.51,-16.01
10530960,Tmprss11d,-55.20,-70.26,-56.55,-94.11,-62.16,-31.88,-60.02,-20.52
10530974,Tmprss11a,-40.84,-25.22,-15.00,-62.78,-36.93,-41.90,-90.25,-38.09
10530986,Tmprss11g,-55.92,-45.53,-47.09,-41.44,-47.94,-70.94,-59.69,-80.66
10530998,Tmprss11f,-47.38,-52.07,-46.35,-31.83,-69.67,-71.55,-45.63,-23.42
10531009,Tmprss11bnl,-41.57,-54.56,-49.77,-22.34,-15.54,-62.83,-32.02,-81.61
10531022,Tmprss11e,-55.36,-27.07,-37.36,-84.63,-82.96,-46.90,-53.85,-50.91
10531034,Ugt2b34,-7.18,-0.65,-2.48,-29.40,-35.91,-22.81,-49.93,-15.41
10531041,Ugt2b1,-23.85,-12.63,-35.57,-6.56,-26.42,-27.12,-48.34,-52.16
10531049,---,-49.03,-78.07,-11.64,-62.66,-69.44,-54.77,-27.17,-83.16
10531051,Ugt2b36,-27.16,-20.98,-56.65,-34.03,-12.90,-16.68,-61.75,-21.82
10531057,Ugt2b5,-71.91,-81.27,-25.09,-92.67,-79.51,-94.74,-70.25,-55.10
10531061,Ugt2b37,-42.47,-33.66,-33.37,-51.30,-58.96,-63.09,-28.84,-32.12
10531066,Ugt2a3,-22.83,-4.64,-16.87,-17.07,-14.02,-65.79,-43.45,-83.08
10531073,Ugt2b38,-62.76,-38.94,-54.72,-51.02,-85.55,-89.53,-26.77,-92.27
10531078,Ugt2a1 or Ugt2a2,-34.08,-28.06,-41.40,-53.56,-29.31,-25.54,-25.34,-40.09
10531087,Sult1b1,-5.57,-2.11,-1.62,-7.97,-6.81,-27.74,-6.46,-12.13
10531100,Sult1d1,-7.48,-0.36,-5.69,-20.60,-10.45,-17.64,-8.84,-47.11
10531111,Sult1e1,-61.74,-80.03,-48.86,-78.07,-43.71,-73.42,-43.01,-71.80
10531120,Csn2,-49.89,-46.87,-43.56,-83.66,-57.39,-28.43,-49.26,-49.98
10531126,Igj,82.65,88.75,80.44,89.70,90.43,59.73,72.45,86.12
10531133,Grsf1,-40.60,-54.30,-44.00,-43.70,-49.89,-26.53,-30.42,-31.28
10531144,Rpl21,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531146,Rpl21 or Mkrn1-ps1,-24.41,-25.09,-28.89,-26.72,-7.04,-33.56,-15.10,-40.69
10531149,Gc,-56.30,-77.39,-58.12,-79.31,-65.82,-21.46,-53.33,-51.62
10531163,---,-51.87,-31.20,12.55,-30.96,-56.25,-63.25,-87.25,-89.50
10531166,Adamts3,-73.69,-96.00,-53.89,-90.89,-48.54,-53.51,-57.11,-91.55
10531173,Adamts3,-56.59,-42.00,-77.83,-50.33,-77.09,-54.30,-42.05,-53.38
10531175,Adamts3,-46.66,-46.93,-21.92,-74.24,-18.65,-71.95,-73.00,-32.66
10531177,Adamts3,-64.63,-42.67,-46.07,-66.57,-79.91,-85.61,-40.76,-87.04
10531179,Adamts3,-58.89,-49.05,-39.54,-53.77,-34.70,-76.31,-70.25,-88.53
10531181,Adamts3,-68.63,-76.42,-87.56,-67.38,-37.55,-55.80,-66.77,-83.51
10531183,Adamts3,-85.66,-77.80,-98.81,-89.18,-94.49,-51.08,-62.33,-91.56
10531185,Adamts3,-67.03,-70.02,-29.60,-63.12,-83.64,-52.84,-79.42,-81.15
10531187,Adamts3,-87.16,-96.32,-100.00,-47.21,-73.82,-81.11,-49.18,-93.46
10531189,Adamts3,-83.01,-73.74,-79.58,-77.39,-70.71,-80.76,-87.25,-98.10
10531191,Adamts3,-90.56,-98.29,-79.27,-98.54,-99.48,-56.01,-78.46,-67.01
10531193,Adamts3,-87.37,-85.10,-97.70,-72.45,-80.15,-83.72,-80.44,-95.73
10531195,Adamts3,-78.98,-59.94,-74.18,-92.98,-84.49,-72.41,-88.65,-71.72
10531197,Adamts3,-65.57,-66.08,-69.65,-73.23,-38.35,-37.56,-91.55,-79.65
10531199,D130050E23Rik,-18.46,18.23,-31.45,-6.04,-16.48,-18.13,-19.67,-61.35
10531201,Adamts3,-80.92,-79.94,-66.44,-84.98,-96.94,-69.41,-94.13,-65.20
10531203,Adamts3,-82.17,-85.56,-91.35,-97.92,-77.76,-62.92,-88.23,-49.76
10531208,Cox18,-69.41,-69.88,-59.11,-70.46,-54.51,-74.30,-78.68,-75.06
10531215,Ankrd17,-18.21,-55.09,-19.00,-13.56,-13.93,-20.39,-4.74,8.06
10531256,AU017193,62.38,52.38,33.65,52.82,57.94,67.51,71.91,78.59
10531259,Gm10426,0.05,76.86,-14.35,-51.19,75.83,9.05,-18.40,-59.55
10531261,Rassf6,-69.00,-59.94,-34.22,-82.90,-64.03,-87.62,-64.55,-93.16
10531274,Btc,-58.64,-18.23,-46.34,-59.83,-72.17,-82.16,-42.20,-93.99
10531284,Trmt112,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531286,Vdac2,-13.48,-12.88,-21.96,-16.38,-13.45,-17.93,0.23,-9.45
10531288,---,-34.21,-25.78,-27.99,-96.79,70.58,-12.10,-46.61,-55.65
10531290,Rchy1 or Thap6,-16.12,-27.74,-50.07,-37.65,-6.51,-23.19,12.89,20.48
10531304,Cdkl2,-87.91,-97.26,-97.67,-92.35,-95.25,-78.13,-69.35,-67.56
10531323,G3bp2,52.76,44.02,57.18,59.72,57.67,53.67,54.87,39.64
10531338,---,50.62,23.57,46.90,55.46,33.01,69.39,70.43,43.26
10531340,Rpl13 or Gm10071,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531342,U90926,-49.81,-40.87,-51.16,-25.95,-33.00,-39.79,-49.29,-98.66
10531348,Ppef2,-76.86,-97.74,-86.54,-82.22,-47.32,-68.88,-51.31,-79.48
10531370,Naaa,57.22,58.05,64.70,62.90,59.06,58.05,52.65,43.57
10531383,Sdad1,-38.65,-39.57,-29.50,-31.57,-34.15,-54.00,-52.59,-27.13
10531407,Cxcl9,93.41,92.03,92.37,95.93,92.63,94.37,93.15,92.29
10531415,Cxcl10,80.23,83.82,78.97,80.14,80.04,76.45,84.50,78.20
10531420,Cxcl11,-17.41,-18.90,-14.92,-12.09,-12.47,-20.82,-14.94,-34.69
10531428,Nup54,-79.11,-81.97,-91.05,-54.37,-62.82,-93.84,-81.95,-60.32
10531437,Scarb2,94.00,91.89,91.29,94.22,92.49,93.98,97.97,94.44
10531453,Ccdc158,-12.46,7.26,-27.82,-3.00,-7.29,-11.84,-1.79,-62.77
10531479,4932430I15Rik,-56.18,-84.27,-5.62,-92.38,66.75,-59.79,-37.37,-98.41
10531484,Sowahb,-44.18,-34.28,-29.03,-30.28,-43.80,-46.65,-55.89,-73.66
10531488,Ccni,22.96,28.77,40.58,1.45,19.90,46.49,18.22,4.29
10531495,---,39.50,9.05,50.25,37.16,47.08,24.44,40.10,54.62
10531497,AU018829 or Gm3139 or D5Ertd577e or E330014E10Rik or Gm3286 or Gm16367 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531501,C87414 or Gm3259,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531507,A430089I19Rik or BC061212 or Gm7978 or BC080696,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531512,A430089I19Rik or BC061212 or Gm7978 or BC080696,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531518,A430089I19Rik or BC061212 or Gm7978 or BC080696,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531523,A430089I19Rik or BC061212 or Gm7978 or BC080696,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531529,Cnot6l,55.31,48.22,59.13,53.99,50.46,59.85,57.36,58.80
10531544,Paqr3,-51.98,-80.71,-35.52,-62.54,-39.11,-54.38,-39.62,-46.34
10531553,Naa11,-61.77,-42.59,-37.06,-85.38,-66.50,-31.25,-72.56,-93.41
10531556,Gk2,-45.26,-69.69,-12.65,-48.05,-77.00,-71.37,-59.08,-20.22
10531560,Antxr2,99.68,99.55,99.43,99.57,99.66,99.57,99.64,99.93
10531579,Hmgb1,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10531581,Prdm8,32.07,-14.75,-39.19,80.22,75.92,-2.41,-27.19,85.90
10531583,---,-8.65,-15.66,29.22,-16.40,21.46,-33.62,25.97,-46.02
10531588,Prkg2,-79.08,-19.98,-87.88,-67.18,-97.47,-97.68,-97.54,-60.34
10531610,Rasgef1b,98.78,98.03,98.25,98.42,98.57,98.68,99.00,99.50
10531627,A930011G23Rik,-2.70,27.27,-26.03,-11.29,-3.59,12.84,16.49,-23.72
10531631,---,-44.23,-47.65,85.72,-90.69,-75.11,-43.48,-53.54,-75.55
10531633,Hnrnpd,16.24,15.38,18.78,12.37,14.76,11.85,18.19,21.73
10531645,Hnrpdl,13.16,27.54,2.71,-1.69,2.29,21.99,15.07,24.63
10531653,Tmem150c,-72.61,-86.62,-52.79,-84.24,-95.36,-57.52,-56.14,-58.94
10531664,---,35.41,62.96,47.91,-17.11,-0.65,72.56,17.34,42.61
10531675,Sec31a,-64.84,-73.34,-48.13,-66.00,-60.00,-75.81,-63.02,-64.97
10531707,Lin54,75.48,64.67,76.50,74.37,61.39,60.37,60.24,98.36
10531722,Gm19620,-20.85,-6.68,-13.36,-21.51,-42.71,-10.43,-11.60,-42.19
10531724,Plac8,-17.92,7.99,-7.29,-25.21,-25.59,-31.62,-21.88,-28.54
10531729,Coq2,-95.05,-90.13,-94.70,-96.52,-90.75,-90.28,-97.63,-98.89
10531737,Hpse,34.13,32.22,41.69,29.30,30.30,33.32,34.94,36.33
10531752,Helq,-46.45,-32.43,-18.17,-48.34,-37.00,-48.77,-72.00,-66.96
10531776,Fam175a,-88.73,-90.18,-83.45,-87.85,-82.49,-91.97,-89.19,-93.44
10531790,Nkx6-1,-60.66,-24.50,-76.41,-37.60,-91.24,-65.46,-43.87,-72.23
10531794,Wdfy3,62.96,52.07,54.25,57.02,58.95,70.97,75.72,68.40
10531796,Wdfy3,86.02,83.99,86.75,84.30,82.55,89.40,87.90,87.25
10531866,Mapk10,-37.72,-11.48,-51.00,-33.63,-47.13,-26.12,-62.69,-62.93
10531869,Mapk10,-66.44,-71.04,-93.24,-90.59,-41.97,-53.21,-63.15,-36.94
10531887,Slc10a6,-38.31,-39.32,-41.68,-50.44,-38.56,-26.11,-31.34,-41.94
10531894,1700016H13Rik,-55.30,-86.43,-88.75,-38.84,-52.12,-21.28,-32.55,-61.77
10531899,Klhl8,-71.88,-72.94,-70.23,-52.51,-75.72,-64.62,-81.43,-81.44
10531910,Hsd17b13,-41.24,-8.20,-17.49,-95.70,-58.40,-53.06,-66.35,-39.27
10531919,Hsd17b11,58.13,57.55,60.74,58.05,61.76,53.26,55.67,60.95
10531928,---,-0.68,7.18,-7.51,37.46,-62.94,-5.21,23.38,49.24
10531931,Sparcl1,-39.53,-22.30,-17.10,-54.93,-43.58,-69.85,-54.58,-94.64
10531944,---,-66.43,-86.05,-77.47,-46.60,-44.95,-55.12,-62.75,-88.62
10531946,Zfp951 or LOC100862508,48.29,53.21,20.76,42.51,23.85,45.24,14.61,90.44
10531950,---,-4.07,-42.82,-33.83,53.63,-13.68,27.28,1.05,2.48
10531952,Abcg3,99.54,99.54,99.54,99.67,99.41,99.48,99.74,99.21
10531970,---,-45.13,-2.03,-85.35,-48.33,-54.23,-28.59,-54.23,-45.13
10531972,Gbp8,98.87,99.37,97.55,99.25,98.62,98.30,99.50,95.66
10531980,Gbp9,70.61,68.43,78.90,69.07,68.30,70.61,66.60,70.57
10531987,Gbp4,96.77,95.30,96.06,96.92,97.22,96.51,97.63,97.93
10531994,Gbp6 or Gbp10 or Gbp4 or Gbp11 or Gbp9,83.66,85.91,86.41,81.52,77.70,83.12,85.49,83.81
10532019,Gbp11 or Gbp6,40.27,65.54,-1.21,23.68,26.25,49.20,7.96,70.07
10532025,Rps15a or Rps15a-ps6,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10532027,Gapdh,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10532030,Gm19566,-55.58,-50.80,-72.78,-58.59,-46.35,-55.82,-38.14,-64.06
10532032,Barhl2,-55.09,-50.66,-53.97,-18.30,-64.33,-51.89,-77.64,-69.44
10532040,Zfp644,-68.53,-64.27,-65.83,-71.79,-74.06,-72.69,-72.23,-57.78
10532052,Hfm1,-50.73,-41.75,-51.08,-57.86,-21.57,-43.98,-78.07,-79.07
10532072,Hfm1,-54.68,-59.71,-33.26,-57.04,-25.94,-67.02,-61.92,-90.68
10532085,Tgfbr3,-87.78,-83.13,-80.04,-91.01,-88.94,-86.68,-84.59,-97.16
10532103,Glmn or 1700028K03Rik or Rpap2,-84.46,-77.49,-80.97,-91.24,-85.91,-89.68,-76.84,-84.56
10532124,Gfi1,-45.41,-32.21,-46.08,-42.77,-47.56,-41.88,-37.85,-71.41
10532133,Evi5,13.78,18.93,27.73,7.14,20.99,14.07,13.68,1.98
10532150,Fam69a,-31.16,-21.20,-23.87,-33.13,-23.05,-50.41,-39.20,-21.89
10532157,Tmed5,74.26,73.14,57.68,73.86,73.35,78.57,78.60,80.30
10532164,Atp5k,-49.03,-28.74,-45.53,-51.32,-55.48,-57.13,-57.34,-47.55
10532169,Mfsd7a,45.06,42.74,40.59,54.31,2.23,52.15,52.15,54.15
10532180,Cplx1,-59.05,-63.95,-54.00,-67.28,-54.50,-60.33,-82.00,-28.66
10532187,Gak,55.31,51.45,56.44,58.70,51.27,49.65,56.38,65.49
10532216,Dgkq or Tmem175,20.94,7.29,11.09,15.27,-0.77,58.88,19.48,19.15
10532241,Slc26a1 or Idua,-8.23,-6.04,-3.63,-17.30,-2.90,-32.45,-17.25,-1.66
10532248,Rnf212,-17.92,-16.21,-25.41,-18.00,-12.87,10.68,-32.95,-34.51
10532261,Tmed11,-21.88,-11.20,-12.39,-33.06,-34.80,-15.94,-30.39,-38.53
10532267,Vmn2r9,-39.27,-42.90,-56.73,-20.50,-89.50,-10.81,-60.85,-7.55
10532270,Vmn2r10,-47.66,-27.59,-63.00,-36.01,-0.83,-84.70,-70.06,-67.04
10532275,Smndc1,64.97,51.52,75.27,68.34,58.65,60.22,58.26,79.46
10532277,Vmn2r12 or Vmn2r13,-22.89,36.81,-8.64,-60.70,-49.58,-12.54,-75.78,-12.87
10532281,Vmn2r14,-36.24,72.08,-41.01,-18.29,-80.21,-58.92,-67.40,-56.02
10532285,Vmn2r15,-2.67,-5.13,60.72,-63.56,54.39,21.59,-27.78,-16.92
10532289,Crlf2,84.13,73.29,80.42,81.64,89.11,79.54,89.99,89.16
10532301,---,-61.38,-86.15,-0.29,-17.70,-89.54,-79.83,-30.65,-82.32
10532305,Zfp932 or A630089N07Rik or 4930522L14Rik,-78.24,-82.54,-66.29,-76.32,-73.57,-88.95,-64.97,-86.54
10532308,Zfp932,11.86,-36.33,9.77,-22.98,6.56,-0.47,78.43,31.72
10532310,Zfp932 or 4930522L14Rik,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10532313,AB010352,-55.58,-81.95,-28.64,-68.91,-33.53,-62.90,-49.86,-57.20
10532315,---,-39.11,-58.71,-30.40,-13.84,-50.58,-58.89,-15.39,-51.98
10532317,Gtpbp6,32.21,47.21,24.84,-11.13,30.93,25.74,35.12,60.24
10532330,Ankle2,0.36,55.35,-0.46,13.73,8.62,-38.32,12.57,-31.71
10532332,Pgam5,-71.29,-72.61,-79.88,-74.51,-63.87,-78.66,-67.74,-51.92
10532339,Pxmp2,-97.38,-97.48,-99.98,-90.88,-91.66,-97.78,-99.53,-75.97
10532346,P2rx2,-60.29,-62.04,-48.16,-47.77,-58.90,-58.42,-76.28,-70.87
10532368,Fbrsl1,47.36,25.88,64.04,39.15,38.62,32.00,33.30,79.06
10532390,Noc4l,-48.44,-45.42,-22.97,-34.82,-53.35,-36.74,-76.76,-64.91
10532407,Ep400,10.49,4.78,29.29,-1.26,0.71,13.60,11.93,12.45
10532461,---,-17.13,-3.17,-15.91,-33.24,-43.56,-11.97,-10.09,-9.99
10532463,Pus1,-0.87,-5.21,26.65,-5.58,-5.21,19.51,-38.80,-3.21
10532472,Ulk1,-16.93,-50.61,-4.11,-13.41,-21.25,-16.48,-15.75,4.78
10532504,Hscb,-18.46,-21.32,-28.05,7.10,-27.06,-15.10,-40.69,-7.75
10532511,E130006D01Rik,-44.64,-54.18,-64.15,-69.18,-0.92,-43.05,-44.17,-43.67
10532517,Cryba4,-3.69,-9.93,-3.21,-4.68,-2.58,-5.17,-3.06,-1.36
10532524,Srrd or Tfip11,1.14,-7.57,2.40,-3.32,-10.91,-0.59,4.74,40.94
10532534,Gm6583,66.89,37.86,62.90,87.58,47.76,34.86,69.45,85.74
10532538,Asphd2,-47.66,-23.87,-83.86,-39.40,-32.15,-77.76,-24.35,-65.13
10532542,Sez6l,-41.40,-19.69,-31.02,-70.89,-49.06,-33.24,-27.17,-75.94
10532563,Myo18b,-66.07,-65.10,-42.08,-71.68,-79.46,-81.42,-76.09,-40.74
10532574,Myo18b,-47.98,-33.03,-49.95,-78.77,-34.62,-43.89,-22.07,-78.06
10532576,Myo18b,-77.01,-87.41,-65.43,-48.63,-95.74,-82.18,-37.61,-91.44
10532578,Myo18b,-82.17,-84.32,-39.68,-74.15,-67.56,-71.12,-75.06,-99.98
10532580,Myo18b,-55.99,-70.75,-50.12,-45.47,-61.14,-69.26,-35.70,-64.05
10532582,Myo18b,-45.86,-22.07,-29.85,-74.70,-42.53,-49.18,-48.08,-60.01
10532584,Myo18b,-69.57,-64.36,-62.22,-54.27,-90.38,-37.22,-68.22,-92.18
10532586,Myo18b,-81.66,-76.24,-91.35,-50.10,-81.38,-52.80,-82.92,-99.38
10532588,Myo18b,-61.26,-42.33,-29.27,-45.54,-58.46,-79.34,-38.07,-97.33
