Probeset_ID,Gene Symbol,DC Lu CD103+,Sample_,Sample_,Sample_,Sample_,Sample_
10578120,---,8.19,-7.59,79.01,25.02,-36.86,-6.52
10578123,Rbpms,5.80,4.53,1.89,21.15,-9.86,13.01
10578136,---,-33.09,-81.68,-45.60,-13.36,-19.97,-36.84
10578138,Dctn6,-90.85,-94.36,-94.69,-93.36,-80.90,-84.83
10578145,Erh,59.16,-90.27,-14.92,82.90,93.87,89.58
10578149,Leprotl1,44.89,46.14,45.28,29.45,63.72,36.85
10578153,---,-37.26,-57.71,-52.45,-74.27,-8.97,-0.55
10578155,---,13.19,21.49,-3.99,19.77,-8.57,35.42
10578157,Tnks,66.33,69.48,47.37,33.49,86.53,82.15
10578189,Tnks,9.59,-29.18,-4.21,-52.27,44.17,73.56
10578191,---,-7.44,-26.08,6.43,-32.24,5.43,13.62
10578193,Eri1,26.28,27.23,24.60,-0.67,40.98,39.24
10578203,Cldn23,-32.23,-55.39,-88.39,-18.15,-16.99,-12.67
10578207,Lonrf1,25.14,7.31,2.12,57.84,32.76,20.78
10578219,---,55.48,5.33,76.78,17.13,70.57,88.08
10578222,Dlc1,-34.53,-30.55,-34.40,-31.81,-35.05,-40.07
10578241,Dlc1,-49.28,-64.79,-42.62,-46.64,-66.24,-30.31
10578249,Gm10683,9.57,28.54,-0.05,-39.71,5.27,55.79
10578251,---,-7.30,5.49,-25.06,58.77,-20.18,-43.13
10578253,Sgcz,-9.90,-42.15,-19.84,-0.49,-6.13,-1.08
10578262,Mir383,-19.84,-30.66,-39.58,-31.40,-11.73,7.36
10578264,Msr1,-58.22,-69.15,-39.08,-38.95,-69.13,-92.19
10578277,---,0.00,-73.09,41.04,-29.38,51.23,51.64
10578279,Gm10682,27.14,46.65,19.82,59.54,-2.77,5.30
10578281,Fgf20,19.88,23.92,51.52,21.30,-12.13,13.82
10578287,Cnot7 or Zdhhc2,-23.64,-54.70,-56.14,-73.25,12.61,66.83
10578300,Mtmr7 or Vps37a,-27.19,-34.66,-24.64,-8.55,-44.15,-41.58
10578320,---,40.25,2.97,-13.42,65.56,24.31,82.67
10578322,Pdgfrl,-46.25,-38.05,-43.27,-63.27,-63.03,-23.65
10578324,Mtus1,-71.87,-70.06,-67.30,-58.72,-82.03,-83.49
10578352,Fgl1,-72.21,-76.12,-88.63,-58.50,-71.60,-62.39
10578361,Asah1,71.85,69.17,71.40,63.61,71.71,79.64
10578377,Frg1,-11.77,29.97,45.72,9.95,-50.38,-80.99
10578387,Zfp353,-4.18,-61.21,82.05,21.03,-39.06,-18.26
10578391,Smarce1,59.16,-90.27,-14.92,82.90,93.87,89.58
10578393,Triml1,-34.24,-32.82,-13.84,-12.94,-59.92,-73.56
10578399,---,-21.54,-10.88,-29.58,-32.31,-17.93,-23.64
10578401,Zfp42,-34.50,-71.18,-61.28,-6.19,-19.37,-62.52
10578405,---,59.16,-90.27,-14.92,82.90,93.87,89.58
10578408,Adam26b,-36.38,-61.05,-28.03,-55.48,-47.58,-9.69
10578410,Adam26a,-26.68,-54.53,-33.78,-26.07,-18.51,-16.06
10578413,Gm5346,20.32,53.82,1.77,71.27,21.46,-54.97
10578415,Adam34 or Gm5347,-24.53,-42.41,-36.97,-21.64,-57.56,-3.98
10578421,Gm5347 or Adam34 or Gm5346 or Adam26b,-34.60,-33.60,-11.10,-25.19,-79.64,-53.78
10578423,Gm9908,38.37,-52.36,76.13,87.99,8.81,7.36
10578425,AY512931,-6.43,-33.57,7.80,13.64,-0.58,-17.88
10578427,F11,-25.29,-75.02,-14.06,-25.34,-32.46,-8.33
10578448,Cyp4v3 or Klkb1,-13.50,-14.66,-13.50,-8.33,-21.75,-11.24
10578477,Fam149a,99.72,99.76,99.80,99.88,96.81,99.00
10578493,Tlr3,99.22,99.57,99.44,98.92,99.09,99.57
10578504,1700029J07Rik,-60.98,-84.98,-36.30,-69.77,-46.93,-63.28
10578515,Ankrd37 or Lrp2bp,-81.03,-54.33,-75.67,-98.00,-74.45,-86.44
10578521,Snx25,-27.93,10.14,-18.01,-38.55,-28.80,-56.67
10578539,Slc25a4,-44.59,-25.38,-25.33,-43.88,-51.04,-67.08
10578545,Gm12070,59.16,-90.27,-14.92,82.90,93.87,89.58
10578547,Helt,50.74,-30.26,72.59,84.85,33.82,49.74
10578557,Ccdc111 or Mlf1ip,63.09,51.02,60.67,28.80,73.25,88.93
10578572,Stox2,-60.46,-62.51,-62.63,-60.11,-73.30,-48.49
10578574,Stox2,-54.51,-55.48,-25.14,-60.80,-66.24,-81.84
10578582,D030016E14Rik,13.96,11.11,36.55,5.61,16.16,6.52
10578613,Rps16 or Rps16-ps2 or LOC100862433 or LOC100505015 or Gm8623,59.16,-90.27,-14.92,82.90,93.87,89.58
10578615,Ing2,-61.66,-63.08,-73.27,-58.91,-16.31,-88.43
10578619,Cdkn2aip,10.23,-16.64,-36.06,-46.68,65.84,74.25
10578623,Wwc2,-49.56,-51.55,-44.85,-56.88,-48.80,-45.61
10578647,---,16.03,-31.28,64.90,-8.50,23.95,26.62
10578649,Odz3,-73.31,-74.13,-83.80,-50.57,-56.70,-96.16
10578679,---,-57.60,-92.02,-54.16,-90.98,-24.23,-27.74
10578681,---,-36.13,-29.50,-53.27,-78.65,-3.54,-9.91
10578683,Eif2s2 or Gm9892,-30.51,-21.49,-18.97,-31.55,-40.16,-39.61
10578685,---,28.40,8.07,32.61,0.00,26.27,63.35
10578688,Rnu2-10,59.16,-90.27,-14.92,82.90,93.87,89.58
10578690,Neil3,17.44,18.66,1.44,-8.03,44.08,32.96
10578703,Spcs3,61.07,61.33,70.85,55.37,65.15,51.70
10578709,Wdr17,-27.88,-52.89,-19.73,-7.05,-32.07,-67.73
10578743,Adam29,-20.14,-46.05,-41.12,-5.26,-47.69,-3.54
10578746,BC088983,-87.63,-83.31,-89.59,-94.56,-78.82,-86.64
10578757,BC088983 or Fbxo8,-11.55,-54.25,-86.12,-41.17,64.40,72.96
10578761,---,-53.41,-88.64,-76.79,-27.15,-51.63,-29.78
10578763,Sap30,-28.15,-20.39,-31.79,-36.48,-16.89,-37.12
10578768,Sap30,76.99,79.29,73.61,77.62,92.22,33.51
10578771,Galnt7,53.65,53.59,48.53,51.71,56.55,56.74
10578786,Galntl6,-22.41,-52.58,-9.69,-14.52,-41.61,-14.71
10578794,Galntl6,-17.64,-29.82,-15.25,-12.29,-17.95,-16.01
10578796,Galntl6,-42.86,-58.89,-37.80,-20.54,-45.88,-58.67
10578806,---,-22.64,-47.26,-14.73,-1.42,-5.76,-67.67
10578810,Clcn3,-51.89,-41.84,-65.27,-67.90,-41.56,-34.05
10578829,Palld,-13.86,-13.47,-8.38,4.58,-31.29,-17.75
10578857,Anxa10,-34.34,-33.34,-42.53,-54.97,-22.74,-24.61
10578872,---,-0.69,8.34,41.05,34.91,-24.82,-24.39
10578874,Gm4975,-24.35,-57.68,-10.94,-3.69,-52.13,-38.54
10578880,Tll1,-72.24,-55.51,-60.05,-62.26,-93.04,-81.96
10578902,Mir710,-25.42,-92.18,-24.93,44.55,-17.22,-25.98
10578904,Cpe,-78.99,-61.36,-74.73,-99.11,-64.85,-80.92
10578916,Sc4mol,19.04,7.63,15.26,36.88,6.84,29.17
10578922,Klhl2,-60.01,-48.67,-72.46,-65.67,-46.75,-64.97
10578938,Trim75,-38.33,-35.69,-22.96,-26.12,-71.55,-45.83
10578941,Trim60 or Trim61,-23.80,-22.55,-55.99,-14.73,-34.15,-10.81
10578950,Gm10664,-40.46,-55.91,-64.20,-76.19,-21.80,-14.95
10578952,BC030870,-28.77,-21.98,-19.09,-35.17,-32.61,-38.35
10578955,---,50.92,65.79,82.16,78.56,-9.81,-24.43
10578957,---,-31.69,-79.96,-12.29,-8.27,-62.41,-53.63
10578959,---,47.80,38.80,74.09,47.04,5.66,57.35
10578962,Gm10661,-56.17,-45.42,-16.33,-69.20,-59.00,-91.92
10578964,1810029B16Rik,-71.17,-66.82,-83.12,-81.70,-57.59,-63.92
10578973,Npy5r,22.98,19.85,-0.78,82.46,-3.17,-20.33
10578979,---,32.95,-10.29,16.66,14.32,46.90,74.70
10578981,---,-18.75,-60.37,-22.28,45.18,-28.82,-26.01
10578984,Tufm,59.16,-90.27,-14.92,82.90,93.87,89.58
10578986,Psd3,-89.54,-96.51,-86.56,-77.85,-98.38,-76.21
10578989,Psd3,-81.19,-82.97,-84.98,-85.14,-65.13,-87.65
10579012,Csgalnact1,-55.23,-48.24,-57.22,-51.29,-59.45,-59.72
10579023,Slc18a1,-29.12,-25.02,-25.15,-42.86,-30.96,-25.13
10579043,Lzts1,-37.10,-23.77,-32.89,-36.09,-53.00,-43.14
10579047,Lzts1,-53.14,-82.61,-89.18,-34.13,-67.40,36.23
10579049,Gm10033,-21.54,-22.26,3.63,-41.46,-42.36,-5.24
10579052,Gm10033,-36.07,-23.16,-33.76,-54.64,-56.78,-7.65
10579054,4930467E23Rik or Gm15319,59.16,-90.27,-14.92,82.90,93.87,89.58
10579060,4930467E23Rik or Gm15319,59.16,-90.27,-14.92,82.90,93.87,89.58
10579066,---,-29.34,-48.40,-66.76,-66.46,8.84,45.29
10579070,Zfp868,-77.22,-91.27,-76.34,-83.20,-70.39,-50.49
10579079,Zfp869,28.62,-7.82,10.72,-11.57,52.42,76.04
10579089,Zfp866 or Zfp963,-81.51,-80.97,-72.34,-91.68,-83.36,-73.01
10579101,Cilp2,37.99,66.04,-3.44,87.02,-2.81,-27.30
10579114,Yjefn3,-16.41,-72.35,2.59,10.82,-6.97,-23.70
10579119,Ndufa13 or Tssk6,-77.99,-67.81,-57.57,-83.77,-89.06,-82.84
10579125,Gatad2a,57.04,60.37,53.03,59.73,40.19,69.35
10579142,---,-69.93,-4.78,-59.52,-39.36,-86.64,-97.92
10579144,Mau2,21.54,17.90,-11.29,3.00,57.71,42.41
10579165,Ncan,-21.80,-34.47,-15.59,-16.87,-25.18,-21.66
10579181,Rfxank or Nr2c2ap,-25.28,-19.71,-31.45,-33.13,-30.29,-12.90
10579199,Slc25a42,-77.46,-76.48,-94.15,-83.80,-57.37,-65.67
10579209,Armc6 or Sugp2,-50.45,-5.18,-26.96,-72.41,-50.45,-80.29
10579219,Ddx49 or Homer3,-57.19,-58.79,-50.34,-46.85,-53.86,-73.83
10579234,Upf1,33.67,57.30,14.21,51.53,27.33,27.51
10579262,Crtc1,-31.31,-24.40,-32.25,-15.86,-54.19,-34.27
10579277,Klhl26,-57.79,-75.01,-50.84,-43.70,-62.34,-55.92
10579287,Tmem59l,-50.33,-54.58,-63.86,-55.96,-53.70,-29.13
10579296,2810428I15Rik,-27.83,-16.10,-36.34,-40.46,-55.04,11.95
10579302,Uba52 or 2810422J05Rik,59.16,-90.27,-14.92,82.90,93.87,89.58
10579307,2810422J05Rik or Uba52,46.38,39.24,51.37,50.54,35.12,54.42
10579313,Ssbp4,21.26,3.25,21.57,59.67,7.28,12.85
10579331,Gdf15,-39.15,-47.56,-32.75,-20.04,-65.88,-36.67
10579335,Pgpep1,-59.13,-43.82,-67.42,-51.84,-67.03,-63.61
10579341,Mpv17l2,14.28,-26.25,-18.36,62.53,-14.04,46.47
10579347,Ifi30,93.85,92.35,91.94,93.91,95.59,95.41
10579356,Pik3r2,-29.12,-33.11,-43.32,-31.93,-28.50,-8.57
10579373,Mast3,27.48,24.86,18.87,47.57,11.35,30.81
10579406,Arrdc2,40.25,-15.78,37.25,72.92,0.61,72.59
10579422,Kcnn1,-7.01,20.57,-28.22,22.83,-33.27,-1.50
10579437,Ccdc124,-3.01,-27.01,40.73,34.10,-17.60,-39.16
10579442,Slc5a5,23.52,22.07,60.09,50.50,-10.07,-2.28
10579461,Rpl18a,59.16,-90.27,-14.92,82.90,93.87,89.58
10579468,Haus8,-4.90,-14.22,-49.39,5.52,11.11,33.76
10579479,Nr2f6,-20.57,-19.01,-33.96,1.51,-31.17,-24.60
10579486,Ushbp1,-43.28,-25.23,-23.17,-65.27,-38.71,-70.46
10579500,Abhd8,-67.65,-43.93,-52.04,-55.89,-89.58,-86.78
10579508,Ano8 or Dda1,-47.73,-56.29,-56.82,-49.38,-47.12,-27.65
10579525,Plvap,-30.24,-27.79,-45.39,-30.14,-10.08,-55.77
10579532,Bst2,-5.93,-12.47,-11.23,-22.82,6.22,20.34
10579538,Tmem221,41.09,24.64,33.79,64.64,41.04,36.64
10579543,Nxnl1,-24.85,-10.63,-9.13,-23.43,-46.22,-60.66
10579548,Glt25d1 or Unc13a,-8.99,-5.09,-1.99,-8.83,-25.72,-22.55
10579550,Unc13a,-24.44,-27.05,-9.26,-33.03,-49.30,-15.46
10579554,Unc13a,-33.01,-46.30,-12.60,-20.33,-62.79,-42.17
10579600,Jak3,53.81,64.22,89.48,63.47,-28.60,26.67
10579602,B3gnt3,-24.80,-22.55,-19.83,-15.97,-26.97,-43.72
10579607,B3gnt3 or Cnot8,39.38,48.43,-9.36,31.09,52.86,63.08
10579609,Fcho1,27.36,18.79,23.69,29.01,18.61,48.35
10579636,Cyp4f18,-24.60,-26.04,-15.47,-6.97,-39.91,-70.19
10579649,Cib3,-3.10,-39.85,-8.22,26.80,8.03,32.01
10579657,Rpl23a or Gm10132 or Gm3362,59.16,-90.27,-14.92,82.90,93.87,89.58
10579659,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,59.16,-90.27,-14.92,82.90,93.87,89.58
10579663,Eps15l1,61.74,54.23,61.21,57.21,54.76,80.19
10579691,Calr3,-67.03,-75.16,-57.54,-66.63,-83.08,-50.80
10579703,Cherp or 1700030K09Rik,37.85,26.48,38.68,48.87,6.05,64.08
10579724,Slc35e1,71.42,59.32,43.15,69.19,85.07,87.66
10579731,Med26,16.58,-9.36,25.64,-2.67,54.57,14.58
10579736,9130011J15Rik,-53.83,-60.17,-69.24,-58.31,-33.19,-47.61
10579744,Large,-26.42,-24.87,-30.74,-19.77,-30.49,-24.37
10579763,---,-36.92,-78.15,-39.79,-39.30,-33.39,2.51
10579765,---,72.10,47.00,60.30,92.98,66.50,71.25
10579767,---,-26.97,-0.86,-14.42,32.09,-21.01,-90.59
10579769,Gapdh,59.16,-90.27,-14.92,82.90,93.87,89.58
10579772,---,-22.81,-6.34,-51.84,-26.67,-13.86,-17.10
10579774,Gm10649,-8.01,-63.83,-67.81,64.15,61.93,-22.26
10579776,Arhgap10,-96.13,-95.56,-96.17,-92.59,-96.37,-98.17
10579799,Tmem184c,-67.65,-70.66,-73.90,-79.48,-64.41,-36.72
10579812,Ednra,-37.10,-30.17,-28.97,-8.11,-60.04,-80.35
10579823,---,59.16,-90.27,-14.92,82.90,93.87,89.58
10579825,Pou4f2,85.94,80.19,96.98,95.82,55.67,63.70
10579828,Rps25,59.16,-90.27,-14.92,82.90,93.87,89.58
10579830,Rbmxl1,59.16,-90.27,-14.92,82.90,93.87,89.58
10579833,Lsm6,59.16,-90.27,-14.92,82.90,93.87,89.58
10579839,Rpl21,59.16,-90.27,-14.92,82.90,93.87,89.58
10579841,---,82.57,65.86,88.96,72.84,82.01,91.09
10579845,1700011L22Rik,65.68,73.71,21.53,87.93,73.91,32.79
10579852,Mmaa,-85.14,-73.39,-87.23,-95.44,-92.62,-56.60
10579860,Smad1,64.53,67.37,70.13,76.60,48.27,53.57
10579872,Tpd52,-23.70,-15.48,-2.29,-17.06,-28.59,-51.21
10579874,Abce1,-35.66,-50.86,-49.18,-57.99,-31.25,20.49
10579894,Hhip,-56.94,-47.56,-38.76,-41.24,-60.23,-96.85
10579910,Zc3h15,-66.85,-73.82,-56.00,-67.75,-41.97,-82.88
10579913,---,-2.31,58.17,49.66,24.12,-72.11,-40.24
10579915,Smarca5,-2.76,30.42,47.82,-56.00,-40.19,-0.74
10579925,Gab1,-42.76,-50.24,-24.61,-46.67,-38.99,-60.23
10579939,Usp38,40.41,45.65,26.78,16.87,51.60,49.23
10579952,---,14.00,26.94,-33.80,39.94,25.24,32.76
10579954,---,-13.16,24.32,-42.29,52.70,-56.26,-32.37
10579958,Il15,38.82,51.34,19.91,6.81,45.30,54.27
10579969,Zfp330,-42.82,-22.59,-6.24,-16.28,-54.59,-77.38
10579974,Tbc1d9,97.86,95.00,96.70,98.30,99.32,98.40
10579976,Elmod2,-79.92,-77.14,-82.78,-82.89,-78.23,-77.70
10579987,Scoc,11.19,11.62,-18.92,51.11,19.46,-5.43
10579991,---,48.48,-14.40,42.94,60.02,75.58,52.77
10579993,Gm4787 or Adam4,-63.54,-62.89,-98.78,-91.48,-40.35,20.11
10579996,Tecr,-89.67,-87.47,-83.91,-91.61,-95.85,-85.46
10580010,Pkn1 or Ptger1,74.68,78.97,74.44,76.60,79.34,63.72
10580033,Cd97,85.23,86.72,83.07,85.65,88.82,81.27
10580056,Lphn1 or Gm10644,-81.35,-86.99,-91.30,-56.96,-75.84,-88.62
10580058,2210011C24Rik,32.96,-19.64,33.76,80.54,36.88,-3.05
10580061,Il27ra,-40.68,-48.62,-58.15,-25.54,-34.47,-41.58
10580077,Rln3,0.56,24.08,-0.12,22.47,-10.36,-4.50
10580080,---,33.83,70.34,17.57,19.61,-9.17,52.54
10580082,Rfx1,72.09,25.69,69.30,55.18,86.93,89.93
10580085,Dcaf15,-10.06,-18.90,-24.40,-3.49,2.47,-5.04
10580100,Cc2d1a,39.25,55.23,24.66,64.20,-14.64,59.53
10580131,Nanos3,45.19,28.60,77.13,92.87,-4.83,-37.99
10580135,Mir181d,41.97,46.73,54.41,48.04,33.19,25.47
10580137,Mir181c,39.24,24.23,66.78,68.78,4.24,-4.64
10580139,Zswim4,32.39,19.85,-2.95,43.67,61.95,25.76
10580155,D8Ertd738e,-20.31,-8.81,-15.39,-13.48,2.58,-62.15
10580160,Mri1,-6.51,-10.70,-43.17,5.99,-2.42,18.84
10580169,Ccdc130,-25.38,-31.75,-36.56,-46.11,-20.45,2.88
10580181,---,27.72,70.09,-74.58,40.88,55.23,47.14
10580183,Ier2,95.96,97.31,96.77,98.35,95.81,88.88
10580188,Nacc1,-5.92,-4.51,-22.25,6.45,-26.73,22.16
10580191,Nfix,-39.02,-35.85,-30.51,-30.23,-51.57,-46.23
10580202,Dand5 or Gadd45gip1,-29.71,-37.87,-53.12,12.01,-73.09,15.32
10580210,Rad23a or Gadd45gip1,34.95,-1.29,23.44,47.71,39.30,58.73
10580219,Calr or Gm19820,79.69,84.19,80.25,87.01,71.56,70.52
10580231,---,-2.98,-35.15,22.70,-48.42,36.44,15.71
10580233,Gcdh,-91.32,-94.68,-95.07,-90.77,-85.26,-87.70
10580247,Mast1,-35.65,-36.71,-58.68,-11.71,-20.12,-70.14
10580274,Rnaseh2a,-82.23,-88.78,-80.08,-93.45,-69.73,-67.30
10580282,Junb,88.75,88.10,87.50,89.46,88.33,89.82
10580286,Best2,-17.32,-20.36,-21.92,-7.77,-32.02,-12.26
10580300,Asna1,13.27,45.10,48.05,58.58,-22.46,-61.40
10580309,Wdr83 or Dhps,-82.91,-88.55,-47.78,-77.43,-76.26,-96.61
10580324,Zfp791,-35.53,4.45,-13.90,-46.43,-80.44,-32.39
10580331,Vps35,39.32,56.22,57.33,44.33,27.26,9.37
10580349,Mylk3,-53.73,-60.15,-51.37,-66.02,-48.12,-44.11
10580365,4921524J17Rik,-60.88,-81.39,-68.89,-66.65,-49.14,-21.24
10580370,Dnaja2,-90.10,-87.81,-89.72,-92.66,-78.50,-94.49
10580382,Neto2,-89.23,-79.61,-80.96,-95.85,-94.17,-89.23
10580391,Itfg1,-51.03,-34.33,-39.40,-41.67,-57.94,-72.66
10580411,---,62.38,53.68,75.24,91.30,0.78,46.59
10580415,---,58.09,67.75,61.48,65.35,43.13,52.64
10580418,Abcc12,35.84,64.28,63.24,60.43,-9.68,-13.14
10580450,---,-22.94,-18.98,-35.12,-45.23,-26.26,-4.69
10580452,Siah1a,-75.20,-66.88,-92.68,-84.03,-60.75,-64.98
10580457,N4bp1,64.58,51.40,29.17,47.32,87.47,84.85
10580467,Gm10637,-26.47,-4.64,-29.39,-13.22,-55.83,-37.73
10580469,Cbln1,-30.91,-50.05,-13.63,-21.17,-50.73,-36.60
10580473,Zfp423,-39.79,-27.10,-16.63,-64.92,-64.55,-32.59
10580484,Heatr3,82.96,61.96,93.40,89.48,79.19,78.38
10580486,Brd7,-42.82,-22.90,-21.47,-51.71,-43.71,-66.57
10580504,Snx20,89.22,81.32,85.42,93.57,96.20,85.27
10580510,Sall1,-47.50,-60.41,-32.80,-45.06,-73.90,-34.18
10580516,Gm6625,37.05,19.95,3.35,-12.42,67.64,81.43
10580519,---,-70.23,-44.75,-46.97,-94.03,-67.24,-84.90
10580522,Tox3,-51.99,-81.30,-40.37,-46.62,-64.06,-33.13
10580532,---,74.42,46.91,85.17,89.37,78.30,54.38
10580534,Chd9,-7.00,2.74,10.28,-6.00,-30.45,-19.09
10580537,Aktip or Rbl2,-80.15,-78.84,-82.37,-81.75,-80.66,-77.91
10580550,Rpgrip1l,-74.96,-76.14,-96.55,-73.04,-65.73,-45.16
10580577,Irx3,-27.05,-43.26,-12.35,-11.26,-45.61,-34.14
10580582,4933436C20Rik,-47.27,-41.56,-58.00,-23.46,-37.04,-75.25
10580590,Gapdh,59.16,-90.27,-14.92,82.90,93.87,89.58
10580593,Ces1a,-24.92,-17.61,-61.84,-15.80,-51.87,-7.46
10580608,Ces1h,-42.49,-48.96,-31.19,-47.29,-84.69,-14.54
10580622,Ces1b,-62.34,-91.07,-67.43,-79.34,-46.47,-28.17
10580624,Ces1c,-39.99,-90.71,-19.43,-17.14,-49.53,-43.34
10580635,Ces1d,-14.21,-8.70,-8.86,-21.32,-10.67,-48.10
10580649,Ces1e,-49.01,-47.85,-45.57,-79.29,-42.36,-34.60
10580663,Ces1f,-31.06,-41.14,-31.59,-27.89,-26.38,-29.54
10580678,Ces1g,-30.04,-53.36,-32.70,-46.56,-20.24,-13.69
10580693,Ces5a,-26.27,-19.50,-24.82,-18.01,-63.35,-19.03
10580704,Amfr,56.78,70.71,71.85,65.88,31.84,30.56
10580722,Nudt21,59.16,-90.27,-14.92,82.90,93.87,89.58
10580733,Bbs2,-26.85,-8.49,-45.88,-36.73,-30.81,-14.96
10580752,9330175E14Rik,-16.36,-31.71,-16.38,-22.65,-11.93,-6.16
10580754,9330175E14Rik,-21.61,-1.98,-43.47,-12.86,-15.97,-46.77
10580756,Fam192a,-17.69,-37.75,-26.67,55.45,-52.82,-23.79
10580765,Pllp,-32.51,-26.63,-29.96,-40.08,-24.89,-45.20
10580771,Ciapin1,-78.31,-81.41,-88.75,-79.26,-46.55,-85.21
10580782,Dok4 or Polr2c,-52.07,-65.21,-33.74,-34.94,-61.92,-65.87
10580795,Ccdc102a,92.40,84.88,82.49,94.06,97.79,96.18
10580805,Gm10286,13.51,58.99,64.15,-24.93,-48.43,36.84
10580807,Kifc3,-1.27,-5.76,-3.90,20.55,-1.36,-10.82
10580829,Cngb1,-23.26,-18.85,-18.66,-7.40,-41.37,-50.70
10580850,Cngb1,-63.06,-98.41,-81.79,-72.37,-12.99,-31.72
10580852,Cngb1,37.06,2.46,58.92,34.13,51.79,25.92
10580854,Cngb1,45.57,62.23,68.59,15.35,29.12,40.74
10580868,---,-4.07,-28.39,42.00,20.89,-47.89,21.21
10580870,---,-21.73,18.36,-9.61,-47.23,-50.65,-17.29
10580872,Zfp319,8.68,16.15,-5.90,24.53,-21.55,31.64
10580875,Gtl3,-67.69,-82.35,-77.78,-56.15,-61.60,-48.26
10580885,Csnk2a2,-37.23,-9.15,-22.36,-42.93,-49.01,-58.09
10580897,Prss54,-24.30,-27.61,-25.98,-9.57,-65.80,-12.95
10580903,---,35.98,44.05,63.34,65.39,-34.32,27.61
10580905,Cnot1 or Gm6158,37.22,50.06,34.63,24.42,38.21,39.42
10580953,---,17.39,-37.75,-16.69,-38.24,90.40,48.69
10580955,---,-9.46,-17.31,-39.74,-49.60,6.99,53.95
10580957,Slc38a7,-52.80,-62.93,-60.99,-35.43,-45.99,-57.27
10580969,Got2,59.16,-90.27,-14.92,82.90,93.87,89.58
10580981,---,62.71,56.07,74.62,62.80,64.82,51.52
10580984,---,-24.12,-59.50,28.75,-31.26,-45.33,-0.47
10580986,Rbmxl1 or Rbmx,59.16,-90.27,-14.92,82.90,93.87,89.58
10580990,Cdh8,-39.41,-21.22,-56.39,-19.38,-36.33,-81.25
10581009,---,59.16,-90.27,-14.92,82.90,93.87,89.58
10581011,---,-0.83,-38.59,-34.85,-12.08,30.62,73.75
10581013,Cdh11,-28.85,-13.29,-23.05,-25.50,-36.55,-83.66
10581027,Rplp0,59.16,-90.27,-14.92,82.90,93.87,89.58
10581031,---,29.29,51.96,64.73,51.28,-17.80,-18.11
10581033,---,46.72,21.38,-23.60,-1.69,81.46,81.58
10581036,Tk2,34.76,23.23,43.11,54.90,22.22,28.21
10581049,Cmtm2a or Cmtm1,-30.07,-53.76,-23.23,-50.65,-22.76,-15.44
10581061,Cmtm4,-39.70,-27.82,-53.23,-37.65,-34.05,-47.93
10581069,Cmtm4,-90.39,-88.88,-94.17,-92.39,-84.21,-89.41
10581073,Dync1li2,-55.96,-47.14,-53.85,-55.62,-41.08,-79.08
10581088,Ccdc79,-53.87,-71.90,-56.25,-51.43,-48.44,-42.67
10581111,Nae1,-90.15,-88.20,-94.94,-95.75,-73.17,-89.24
10581132,Cdh16,-16.66,-10.94,-10.56,-22.49,-16.57,-29.10
10581151,Rrad,24.48,17.47,-5.61,-1.76,60.15,34.94
10581159,Fam96b,-42.10,-36.56,-43.06,-25.14,-27.26,-74.99
10581167,---,-47.51,-28.47,-16.75,-66.92,-36.76,-89.24
10581175,B3gnt9-ps,-62.21,-55.03,-32.85,-69.41,-44.20,-95.41
10581181,Tradd,22.76,20.76,15.72,28.68,35.80,14.90
10581188,4931428F04Rik or Nol3,-63.97,-61.26,-31.47,-73.76,-67.93,-84.61
10581197,Exoc3l,-23.00,-15.32,-19.08,-52.39,-16.38,-14.44
10581212,Mir328,47.94,53.80,68.58,70.89,20.48,8.46
10581214,Lrrc29,-59.41,-36.16,-62.69,-79.99,-50.83,-56.59
10581222,Fhod1,60.84,69.13,65.21,37.06,67.67,59.77
10581246,Kctd19,-20.91,-28.51,-37.63,-8.41,-15.36,-23.89
10581266,Tppp3,60.03,58.64,58.88,61.57,52.41,64.86
10581271,Zdhhc1,-27.84,-25.21,-18.61,-28.65,-35.01,-32.52
10581289,Atp6v0d1,2.42,-3.52,-8.33,16.03,-13.01,17.45
10581299,Agrp,-11.72,-26.95,-20.53,62.87,-54.83,-14.62
10581306,Rps2,59.16,-90.27,-14.92,82.90,93.87,89.58
10581308,Myl6,59.16,-90.27,-14.92,82.90,93.87,89.58
10581311,Acd or Rltpr,2.81,-26.79,-25.96,0.73,6.97,64.30
10581327,E130303B06Rik,-26.58,-24.00,-25.04,-20.00,-14.47,-50.71
10581336,Gfod2,-75.39,-85.32,-85.70,-78.21,-75.56,-34.36
10581340,Ranbp10,-38.84,-40.50,-41.21,-28.59,-49.93,-34.74
10581355,Ctrl,-28.12,-26.51,-33.85,-32.15,-25.04,-24.82
10581363,Cenpt,-10.96,-36.96,-38.05,-19.13,16.50,22.81
10581378,Psmb10,23.93,25.41,21.46,8.33,35.76,30.04
10581388,Lcat,-54.62,-57.88,-57.97,-51.86,-52.48,-53.51
10581395,Slc12a4,-32.62,-39.62,-42.45,-29.50,-20.04,-31.25
10581421,Dpep3,-16.43,-24.10,-9.11,-12.85,-17.01,-23.55
10581434,Dpep2,40.50,34.72,39.61,33.68,45.70,45.85
10581448,Dpep2,70.98,53.65,65.77,51.49,85.64,80.13
10581450,Ddx28,-72.91,-47.14,-67.78,-40.79,-92.75,-96.69
10581455,Esrp2,-35.36,-31.43,-34.35,-16.59,-53.26,-50.46
