Probeset_ID,Gene Symbol,DCLuLN CD11b+,Sample_,Sample_,Sample_
10571198,Gm1698,-78.05,-78.15,-66.10,-87.20
10571205,Rpl29,-10.27,26.13,-26.65,-20.08
10571207,Dusp26,-29.19,-26.76,-38.29,-22.84
10571214,Rnf122,-25.73,-31.10,-20.39,-25.28
10571221,Tti2 or Mak16,-92.73,-92.78,-90.00,-94.61
10571233,Fut10,-84.19,-85.33,-81.05,-86.56
10571241,Purg,-32.57,-21.53,-24.46,-52.43
10571246,---,-46.14,-30.47,-49.30,-61.51
10571248,---,-19.61,-8.87,-49.41,-6.20
10571250,Hmgb1-rs17,-39.37,-32.18,-55.39,-30.38
10571252,Tex15,-21.79,-23.83,-37.82,-12.70
10571266,Ppp2cb or Ubxn8,-47.33,-31.46,-55.98,-53.47
10571274,Gsr,65.16,64.49,73.67,53.45
10571288,Gtf2e2,-17.47,-8.43,-19.17,-26.93
10571297,---,-33.06,-13.38,-44.61,-43.19
10571300,Mboat4,-4.77,8.64,-2.85,-18.49
10571302,Tmem66,-52.03,-56.23,-26.02,-68.70
10571310,Rpl29,-10.27,26.13,-26.65,-20.08
10571312,Dusp4,-42.13,-78.49,-21.46,-33.79
10571319,Tnks,-29.32,-11.31,-53.06,-24.67
10571321,Ppp1r3b,-27.37,-44.13,-15.63,-24.52
10571325,Mfhas1,87.66,92.31,73.19,93.60
10571329,Gm19410,-44.14,-54.26,-51.36,-29.12
10571342,Rps12,-10.27,26.13,-26.65,-20.08
10571344,D8Ertd82e,-76.39,-89.04,-83.04,-54.31
10571353,6430573F11Rik,-68.25,-82.94,-79.56,-39.21
10571362,AI429214,-72.76,-36.37,-86.31,-84.55
10571364,---,-45.82,-53.03,-76.04,-12.62
10571367,---,57.97,38.75,46.21,78.67
10571371,Tusc3,-89.39,-88.33,-88.17,-91.47
10571382,Tusc3,-84.72,-86.62,-85.77,-81.83
10571384,Efha2,-60.79,-52.85,-70.05,-57.64
10571399,Zdhhc2,-89.43,-81.59,-91.85,-93.43
10571415,Vps37a or Mtmr7,-43.49,-31.11,-45.26,-54.01
10571432,Adam24,-55.84,-39.97,-57.07,-72.18
10571436,Adam25,-59.58,-54.89,-62.56,-61.04
10571439,4930529F22Rik,-49.66,-48.17,-61.54,-40.92
10571441,Adam39,-53.50,-37.55,-80.28,-44.97
10571444,Slc7a2,-77.76,-82.72,-75.60,-73.99
10571467,Pdgfrl,-66.98,-79.25,-71.95,-48.82
10571474,Pcm1,-0.95,14.96,-34.36,2.28
10571514,---,74.20,67.86,69.34,85.25
10571516,---,20.87,-4.00,7.75,54.31
10571522,Triml2,-26.34,-20.44,-26.92,-33.28
10571528,---,-11.82,-23.71,-22.39,11.39
10571530,Fat1,-57.47,-72.37,-64.90,-36.00
10571560,Mtnr1a,-80.49,-85.53,-90.13,-59.60
10571567,Sorbs2,-83.26,-84.28,-76.83,-89.06
10571599,---,-75.99,-57.18,-95.22,-65.46
10571601,Pdlim3,-58.68,-70.20,-77.75,-34.94
10571612,Ccdc110,-32.88,-32.09,-35.91,-30.71
10571621,Ufsp2,-52.09,-30.26,-45.92,-72.73
10571634,Lrp2bp or Ankrd37,-55.33,-41.46,-94.33,-28.84
10571647,4933411K20Rik,-43.22,-0.38,-49.97,-66.47
10571653,Actg1 or LOC100862081,-10.27,26.13,-26.65,-20.08
10571655,---,-42.99,-55.63,-48.34,-28.48
10571657,Acsl1,-44.92,-49.36,-26.43,-54.32
10571680,Mlf1ip or Ccdc111,-56.86,-63.23,-45.90,-61.49
10571696,Casp3,95.22,97.03,91.80,95.44
10571705,Irf2,45.82,48.23,46.48,42.47
10571715,Enpp6,-64.93,-45.96,-59.51,-84.93
10571724,---,-10.41,-12.79,25.09,-35.26
10571726,---,-1.12,12.49,-14.92,9.60
10571728,Rwdd4a,-70.95,-62.82,-82.30,-63.61
10571737,AA386476 or Ing2 or LOC100504975,19.47,-27.20,20.98,59.77
10571739,Cdkn2aip,58.99,19.76,68.36,76.48
10571741,---,37.58,-10.10,40.72,71.12
10571743,Cldn24,-17.51,31.26,23.89,-87.99
10571745,Cldn22 or Wwc2,-38.77,-61.96,-50.93,-7.50
10571747,---,-50.07,-42.48,-59.28,-49.13
10571749,---,12.13,-33.90,19.26,51.57
10571752,Dctd,-91.22,-87.83,-96.00,-89.09
10571761,---,57.30,20.95,76.03,56.93
10571763,---,-22.68,-46.88,-15.74,-10.02
10571768,---,-75.83,-73.49,-94.03,-52.25
10571770,---,-66.95,-69.47,-86.11,-45.42
10571772,---,-30.48,-34.35,-57.04,-11.08
10571774,Aga,-27.00,-34.57,-10.51,-34.57
10571784,---,-16.97,-17.00,-54.63,27.80
10571788,Vegfc,-65.98,-51.49,-72.52,-73.69
10571797,Asb5,-46.38,-49.83,-45.35,-44.00
10571808,Spata4,-60.64,-53.21,-64.08,-65.08
10571815,Gpm6a,-56.13,-53.42,-46.08,-78.02
10571824,---,-10.27,26.13,-26.65,-20.08
10571826,---,-14.42,-52.52,-36.87,54.31
10571829,Glra3,-75.75,-77.58,-65.72,-83.18
10571840,Hpgd,-11.16,-6.81,-9.16,-19.85
10571849,Fbxo8,-55.30,-27.98,-70.93,-52.09
10571857,---,57.49,39.69,50.17,77.32
10571860,Hand2,-32.33,-53.89,-27.89,-17.30
10571865,Scrg1,-23.88,-26.21,-26.77,-19.98
10571870,Hmgb2,-10.27,26.13,-26.65,-20.08
10571876,Gapdh,-10.27,26.13,-26.65,-20.08
10571878,BC030500,-17.83,-59.11,-17.47,7.36
10571884,---,-1.35,7.78,-47.01,43.47
10571889,---,-12.71,-24.99,-10.62,-6.15
10571891,Aadat,-64.03,-83.46,-56.75,-50.76
10571907,Mfap3l,-85.33,-66.17,-99.91,-46.68
10571911,2700029M09Rik,-73.39,-63.10,-70.49,-83.70
10571920,---,11.11,-38.47,69.36,-4.07
10571922,Nek1 or LOC100862552,-89.16,-82.82,-86.15,-94.88
10571958,Sh3rf1,-74.72,-65.23,-83.21,-73.74
10571975,---,-53.58,-50.23,-64.92,-45.67
10571978,Cbr4,-67.78,-67.41,-63.04,-72.17
10571984,Ddx60,58.50,56.53,71.87,42.03
10572024,Spock3,-71.27,-90.00,-48.98,-70.59
10572038,Tmem192,-23.04,-20.20,10.55,-51.56
10572046,---,-35.80,-13.01,-29.18,-77.33
10572048,---,-17.85,-14.46,-19.51,-19.68
10572050,March1,42.75,32.93,63.93,29.65
10572064,---,10.44,-21.65,31.31,26.34
10572066,Tktl2,-27.84,-37.23,-25.60,-21.34
10572070,Npy1r,1.00,11.89,-1.04,-1.96
10572077,Naf1,-71.40,-70.19,-77.96,-65.01
10572083,---,-56.17,-38.95,-71.76,-58.16
10572085,Nat1,-66.56,-75.48,-72.28,-51.30
10572089,Nat2,-62.18,-58.62,-58.86,-68.62
10572095,Nat3,-40.42,-58.56,-86.68,-3.00
10572097,Sh2d4a,32.41,53.05,13.86,29.34
10572109,Ints10,-83.01,-77.72,-82.88,-87.61
10572130,Lpl,-3.55,-7.22,-7.65,6.18
10572146,Atp6v1b2,61.06,61.39,63.40,58.15
10572161,Zfp930,-28.51,-25.61,-40.10,-20.02
10572170,D130040H23Rik,98.96,99.60,97.15,98.96
10572178,---,-55.55,-43.64,-42.12,-80.08
10572180,Atp13a1,-7.41,5.98,-1.31,-29.00
10572212,Gmip,48.22,49.25,51.26,44.95
10572235,Lpar2,-36.22,-44.85,-32.65,-31.36
10572241,Pbx4,6.93,6.93,-6.19,22.44
10572251,Tssk6 or Ndufa13,22.11,-4.24,16.66,50.71
10572253,Sugp1,17.43,6.77,23.53,21.78
10572271,Tm6sf2,-68.67,-74.18,-69.10,-62.05
10572282,Hapln4,-32.90,-68.76,-28.71,-15.27
10572290,Nr2c2ap or Rfxank,-35.91,-39.05,-25.03,-40.92
10572301,Mef2b or 2310045N01Rik,-4.78,-33.11,7.03,16.31
10572318,Tmem161a,-19.74,-55.56,-29.10,31.13
10572332,Sugp2 or Armc6,-18.03,-11.44,-21.59,-21.59
10572345,Homer3 or Ddx49,-20.19,-10.69,-25.86,-24.39
10572357,Cope,-36.01,-47.84,0.44,-56.78
10572368,Gdf1 or Lass1,-52.76,-58.60,-61.60,-37.39
10572378,Comp,-29.43,-28.27,-41.00,-21.21
10572398,Crlf1,-51.31,-80.10,-46.63,-29.28
10572408,Fkbp8,21.06,25.42,26.79,12.13
10572419,Ell,-54.89,-63.79,-47.12,-52.10
10572432,Isyna1,-3.67,-4.62,1.77,-8.98
10572445,Lrrc25,15.06,8.89,33.43,1.51
10572449,Lsm4,-5.12,-16.03,7.23,-8.16
10572456,Jund,57.76,41.05,65.99,61.30
10572461,Gm16486,37.03,0.44,56.71,44.38
10572466,Pde4c,-6.56,-20.59,-5.91,9.68
10572485,Rab3a,-77.30,-75.07,-69.23,-85.86
10572497,Il12rb1,-18.69,-42.93,-5.62,-22.71
10572514,---,50.19,43.88,35.17,66.05
10572516,Mtap1s,-9.30,-23.31,-33.91,31.61
10572525,---,34.09,-6.00,24.44,70.11
10572527,4930467E23Rik or Gm15319,-10.27,26.13,-26.65,-20.08
10572533,Myo9b or Haus8,97.31,98.47,95.05,96.40
10572580,Use1,-12.32,-6.59,-5.37,-30.89
10572591,Ocel1,-22.36,-18.97,-1.57,-46.82
10572596,5430437P03Rik,15.66,17.61,16.83,12.94
10572605,Ankle1,-29.80,-50.73,-47.70,12.02
10572613,Mrpl34,-92.78,-96.01,-90.37,-91.16
10572616,Dda1,25.47,35.06,17.85,24.61
10572622,Gtpbp3 or LOC100862531,-9.85,-35.15,29.48,-20.00
10572635,Sfn,-37.79,-36.11,-47.37,-31.33
10572637,Fam125a,31.03,32.28,41.12,20.08
10572647,Slc27a1,-33.47,-29.58,-39.56,-30.65
10572663,Pgls or LOC100861739,80.12,78.22,77.39,84.08
10572669,Fam129c,56.65,67.27,48.74,52.70
10572679,Glt25d1,95.43,95.43,90.94,97.20
10572693,Jak3 or Insl3,44.90,42.98,47.16,44.19
10572722,---,82.97,78.80,87.88,82.61
10572724,Zfp709,32.12,51.97,-0.08,38.13
10572727,Zfp882,-47.98,-52.77,-48.49,-42.30
10572730,Zfp617,-27.75,30.32,-59.86,-45.18
10572733,Zfp961,-65.70,-45.82,-70.24,-77.46
10572739,---,-46.16,-58.46,-38.10,-41.89
10572741,Olfr372,-24.48,-40.59,-12.85,-20.31
10572743,Olfr373,-16.41,-18.03,-18.76,-12.71
10572745,Olfr374,-22.82,-60.75,-15.73,9.28
10572747,Tpm4,70.21,70.52,61.73,77.67
10572755,---,-11.90,-8.37,-13.96,-13.86
10572757,Rab8a,77.29,85.55,79.51,64.21
10572772,Hsh2d,95.65,96.80,96.46,94.22
10572779,Fam32a,94.09,95.50,94.46,92.37
10572786,Ap1m1,27.99,36.39,20.23,28.44
10572800,Klf2,14.94,6.71,24.27,13.89
10572804,1700030K09Rik,-25.37,-2.81,-42.48,-32.67
10572813,Usmg5,-10.27,26.13,-26.65,-20.08
10572815,Tmem38a or Nwd1,-85.47,-96.12,-86.30,-67.90
10572838,Sin3b,71.80,81.02,64.36,65.52
10572861,F2rl3,-0.44,-25.39,-37.48,70.18
10572865,Isx,-44.51,-54.08,-45.48,-35.23
10572870,Hmgxb4,-45.84,-38.43,-53.09,-45.88
10572880,Tom1,-10.27,26.13,-26.65,-20.08
10572897,Hmox1,-17.37,-26.16,-17.78,-7.73
10572906,Mcm5,-27.52,-21.59,-24.19,-35.29
10572928,Rasd2,-66.71,-63.16,-53.13,-82.27
10572932,Naa20,-10.27,26.13,-26.65,-20.08
10572934,1700007B14Rik,-47.74,-63.40,-59.83,-25.88
10572949,Nr3c2,-52.05,-56.23,-49.73,-51.29
10572958,---,-59.22,-49.02,-62.03,-66.39
10572960,0610038B21Rik or Arhgap10,-60.74,-74.64,-57.76,-48.55
10572962,Prmt10,-16.10,-1.75,-4.17,-39.45
10572975,Ttc29,-28.96,-49.50,-24.48,-18.17
10572989,Slc10a7,-39.85,-43.85,-35.31,-40.07
10573008,Zfp827,-71.68,-78.61,-70.79,-65.59
10573027,Otud4,18.72,38.75,2.88,13.50
10573048,Anapc10,-9.52,3.53,-20.61,-11.84
10573054,Gypa,-70.70,-72.98,-85.59,-52.47
10573066,Frem3,-14.20,-53.58,-21.21,43.00
10573075,---,-10.91,-52.17,12.02,7.18
10573077,Usp38,60.32,58.96,49.03,69.89
10573082,Inpp4b,-27.22,-29.58,-11.75,-41.85
10573110,---,-2.09,-33.99,2.50,36.81
10573112,---,-47.98,-51.82,-39.21,-52.77
10573115,Rnf150,72.67,81.21,44.85,79.81
10573128,Tbc1d9,92.09,92.74,91.29,92.31
10573152,Ucp1,-31.46,-23.33,-52.15,-25.06
10573160,4933434I20Rik,-45.64,-53.17,-62.48,-26.10
10573172,Clgn,-57.90,-45.15,-71.94,-57.72
10573190,Olfr370,-29.69,-14.74,-57.25,-21.50
10573194,Ndufb7,-16.88,-32.57,-11.12,-5.14
10573198,Dnajb1,-2.73,-23.79,13.82,3.77
10573203,Gipc1,-33.76,-30.56,-26.06,-44.74
10573210,Ptger1 or Pkn1,9.12,1.79,7.51,18.89
10573217,Ddx39,-34.37,-30.13,-31.47,-40.93
10573232,---,60.14,32.55,72.77,64.86
10573234,Lphn1,-78.49,-68.45,-86.96,-78.37
10573261,Asf1b,-23.42,-17.78,-28.15,-24.95
10573266,Prkaca or Samd1,-65.70,-64.73,-68.65,-64.23
10573281,1700067K01Rik,44.89,26.70,40.60,62.25
10573288,Palm3,-45.42,-74.15,-26.72,-30.30
10573295,Rfx1,-12.01,-9.72,-24.60,0.26
10573317,Mir709,22.60,61.48,-1.14,-4.53
10573319,Podnl1,-11.19,-11.30,-10.03,-12.10
10573332,4930432K21Rik,-37.48,-29.99,-70.36,-12.47
10573342,Mir23a,59.28,21.50,72.05,66.84
10573344,Mir27a,69.01,46.99,79.91,66.14
10573346,Mir24-2 or Mir3074-2,65.30,1.04,86.83,77.62
10573348,Cacna1a,-81.20,-89.93,-74.38,-77.96
10573401,Trmt1,-41.49,-18.46,-48.21,-53.30
10573419,Lyl1,-0.63,-0.02,3.65,-3.12
10573427,Nfix,-22.86,-16.70,-26.49,-24.81
10573430,Gadd45gip1 or Rad23a,-82.74,-83.02,-77.48,-86.38
10573434,Farsa,-87.33,-82.50,-79.72,-94.25
10573451,Syce2,-27.02,-35.26,-25.96,-21.85
10573457,Klf1,-71.27,-70.61,-83.40,-57.99
10573461,Dnase2a or Mast1,33.37,33.81,37.34,29.47
10573472,Rtbdn,-12.39,-48.19,-10.82,32.52
10573483,Prdx2,-70.13,-68.65,-70.51,-71.42
10573490,Hook2,-0.68,-2.84,8.29,-3.65
10573515,2310036O22Rik,-53.85,-50.10,-29.10,-76.81
10573519,Tnpo2,-24.88,-7.04,-31.37,-35.21
10573549,Fbxw9,-60.44,-40.57,-76.22,-63.02
10573566,Dhps or Wdr83,35.02,41.75,39.23,24.49
10573578,BC056474 or Gm2573 or Gm13770 or Wdr83,-82.20,-77.32,-93.05,-70.91
10573583,Man2b1,39.63,40.99,51.08,24.75
10573610,Gm6531,-9.50,19.24,-65.82,35.11
10573613,Olfr371,2.25,12.88,-25.53,30.13
10573615,Orc6,-81.25,-73.17,-83.85,-85.05
10573624,4921524J17Rik,-15.18,-10.24,-5.92,-29.72
10573626,Gpt2,-58.51,-52.85,-69.23,-53.19
10573637,Phkb,41.12,63.43,36.85,19.54
10573673,---,-42.99,-71.63,-1.49,-64.94
10573675,Lonp2,-60.24,-50.26,-61.25,-68.21
10573691,Gm10638 or Siah1a,51.98,20.36,63.79,64.79
10573693,Rps13 or Gm15483 or Gm6834,-10.27,26.13,-26.65,-20.08
10573696,4933402J07Rik,-46.98,-33.82,-59.28,-49.55
10573703,Tmem188,-66.39,-47.40,-80.53,-64.46
10573713,Heatr3,-87.24,-80.44,-89.50,-90.64
10573731,---,-21.79,-40.25,-24.46,-1.11
10573733,Papd5,-70.99,-70.66,-74.72,-67.36
10573747,Adcy7,22.28,23.09,30.21,12.06
10573779,Nkd1,-63.53,-68.73,-69.47,-53.51
10573790,Nod2,66.54,68.64,75.43,49.38
10573803,Cyld,76.71,81.84,76.00,72.33
10573821,Rps6,-10.27,26.13,-26.65,-20.08
10573823,Chd9,48.78,63.56,37.65,43.20
10573865,Gm3579,-10.27,26.13,-26.65,-20.08
10573867,Rbl2,75.28,77.57,74.45,73.05
10573893,Fto,-41.82,-17.28,-43.65,-58.46
10573903,Irx3,34.17,-8.84,5.75,78.65
10573908,---,-52.40,-79.13,-25.41,-58.61
10573910,Irx5,-70.21,-67.45,-76.53,-65.44
10573916,Irx6,-18.32,-48.88,-31.68,34.06
10573924,Mmp2,-68.64,-79.74,-62.98,-63.79
10573939,Lpcat2,7.38,-8.23,45.24,-8.08
10573954,Capns2,-34.94,-38.82,-23.19,-45.08
10573956,Slc6a2,-50.49,-52.19,-45.91,-54.44
10573975,Ces5a,-25.97,-45.46,-36.37,-2.73
10573979,Gnao1,-71.76,-83.46,-88.44,-48.46
10573996,Amfr,-2.03,-1.67,-6.56,3.79
10573998,Ogfod1,-88.00,-88.41,-84.68,-90.43
10574013,Mt4,-29.24,-27.40,-20.89,-40.94
10574018,Mt3,-32.46,-32.29,-48.78,-19.78
10574023,Mt2,-0.57,0.82,3.01,-7.17
10574027,Mt1,42.90,45.81,37.96,43.91
10574033,Nup93,18.96,35.78,2.99,19.15
10574057,Mir138-2,-35.90,-53.27,-42.81,-15.70
10574059,Slc12a3,-26.68,-28.75,-40.57,-15.03
10574087,Herpud1,81.29,83.33,78.97,81.58
10574096,Ap3s1,-10.27,26.13,-26.65,-20.08
10574098,Nlrc5,86.83,87.22,88.24,84.70
10574100,Nlrc5,91.06,90.83,87.50,93.81
10574102,Nlrc5,92.34,95.33,92.52,88.62
10574104,Nlrc5,87.61,87.84,87.61,87.49
10574133,Nlrc5,77.13,76.17,82.50,73.53
10574135,Nlrc5,90.52,92.23,94.84,86.13
10574137,Nlrc5,93.97,96.55,95.83,87.07
10574139,Nlrc5,89.87,89.64,94.47,84.52
10574141,Nlrc5,88.73,90.64,92.03,82.66
10574143,Nlrc5,92.65,94.20,97.31,84.82
10574145,Nlrc5,97.29,97.39,97.86,95.83
10574147,---,83.94,84.77,72.23,91.63
10574149,Nlrc5,96.93,98.11,96.49,96.09
10574151,Nlrc5,89.11,89.32,91.17,87.33
10574153,Nlrc5,89.25,87.22,89.20,91.48
10574155,Nlrc5,91.22,92.76,88.07,91.89
10574157,Nlrc5,90.98,92.72,90.73,88.81
10574159,Nlrc5,87.20,87.53,87.33,86.92
10574161,Nlrc5,78.79,82.52,80.28,71.58
10574163,Nlrc5,82.03,84.00,79.93,80.83
10574166,Cpne2,94.73,95.83,89.85,96.97
10574184,Rspry1,98.49,99.73,95.80,98.35
10574204,Arl2bp,14.64,20.66,12.18,11.41
10574213,Ccl22,98.64,97.96,96.60,99.66
10574220,Cx3cl1,42.87,49.04,32.08,46.21
10574226,Ccl17,92.38,93.10,92.14,92.86
10574230,---,25.41,23.90,31.84,20.48
10574232,Coq9 or LOC640856,-68.17,-65.45,-73.90,-64.18
10574242,Polr2c or Dok4,-66.55,-31.51,-78.71,-79.84
10574246,Gpr114,-1.94,-9.05,31.64,-5.14
10574259,Gpr56,-81.18,-90.56,-81.96,-69.36
10574276,Gpr97,-44.25,-48.70,-35.41,-48.29
10574288,Ccdc135,-51.41,-69.89,-56.22,-30.62
10574308,Katnb1,-32.60,-39.59,-13.86,-40.77
10574330,Tepp,21.59,-29.68,43.90,54.08
10574342,AA960436,31.30,28.73,49.05,18.01
10574350,Mmp15,-73.57,-66.76,-87.28,-64.21
10574365,Ccdc113,-57.46,-85.10,-57.89,-32.56
10574375,---,37.12,-24.13,68.20,54.43
10574378,Gins3,94.75,97.36,92.68,93.49
10574384,Ndrg4,-41.43,-48.65,-40.99,-35.54
10574404,Setd6,-66.79,-52.58,-79.50,-65.21
10574410,Cnot1 or 4930513N10Rik,-8.23,-11.57,-9.13,-4.15
10574412,Sap18 or Gm10094,-64.81,-70.35,-45.77,-74.08
10574415,---,-17.20,-5.81,-46.21,-0.38
10574417,---,9.95,0.00,-22.13,55.56
10574421,Gm10632,-4.71,-23.54,-15.39,45.12
10574423,---,37.81,-25.57,67.32,52.62
10574427,Impdh2,-53.81,-58.04,-58.73,-43.86
10574429,---,26.68,55.78,-13.30,35.74
10574432,---,-10.27,26.13,-26.65,-20.08
10574434,---,-10.27,26.13,-26.65,-20.08
10574436,Khdrbs1,18.43,27.73,19.34,8.24
10574438,Cdh5,-51.69,-56.13,-56.02,-44.77
10574451,Bean1,-24.52,-32.26,-39.35,-5.95
10574456,Cklf,6.81,22.80,2.48,-3.88
10574464,Cmtm2b,-35.14,-34.74,-34.35,-36.62
10574471,Cmtm3,47.65,49.63,45.33,47.65
10574478,Dync1li2,23.81,-10.60,7.88,62.88
10574480,Car7,-49.18,-60.69,-57.54,-30.77
10574488,Pdp2,-10.39,5.09,-6.31,-29.04
10574492,---,-16.75,-17.82,-35.96,-1.81
10574498,Ces2a,-48.83,-54.08,-56.77,-37.11
10574508,4932416K20Rik,-4.60,-17.99,-39.81,58.37
10574511,Ces2b,-55.03,-55.96,-80.99,-32.45
10574524,Ces2c,-28.41,-17.56,-39.37,-31.78
10574532,Ces2d-ps or Ces2c or Ces2b,-40.37,-35.48,-50.84,-36.59
10574545,Ces2e,-68.54,-77.45,-51.05,-77.83
10574560,Ces2f,-31.85,-25.76,-33.90,-37.07
10574572,Ces2g,-25.54,-33.18,-25.90,-19.25
10574584,---,14.42,-24.74,-1.27,64.07
10574595,---,5.65,-17.62,6.08,26.98
10574598,Ces3a,-51.36,-50.19,-83.65,-26.24
10574607,Ces3b,-49.82,-35.58,-87.61,-26.53
10574617,Ces4a,-12.36,-20.19,-22.08,-1.94
10574632,Cbfb,33.24,33.38,33.46,32.60
10574641,D230025D16Rik,-56.02,-46.87,-45.99,-70.52
10574656,Fbxl8,17.37,12.10,-10.53,49.32
10574659,Hsf4,30.43,30.91,-0.02,53.23
10574676,Nol3 or 4931428F04Rik,-72.11,-91.47,-69.20,-48.83
10574682,E2f4,-23.03,-18.04,-28.78,-22.00
10574694,Elmo3,-48.11,-33.46,-56.22,-58.44
10574718,Tmem208 or Fhod1,-50.88,-35.06,-63.69,-51.05
10574727,Slc9a5,-15.13,-34.89,-20.49,6.96
10574743,Plekhg4,40.84,-3.17,71.18,31.92
10574765,Lrrc36,-41.30,-39.63,-39.01,-44.21
10574780,Hsd11b2,-33.73,-33.11,-43.70,-25.60
10574789,Fam65a,-80.11,-83.32,-84.61,-70.20
10574812,Ctcf,18.58,23.24,16.10,15.71
10574825,Rltpr,-14.33,-17.35,-11.36,-15.04
10574866,Pard6a,-5.92,-23.07,7.50,-0.93
10574872,4933405L10Rik,41.31,34.61,29.88,57.19
10574880,Tsnaxip1,-42.67,-36.25,-76.57,-23.02
10574897,Thap11,-60.12,-48.94,-64.43,-66.92
10574899,Nutf2,-93.50,-99.02,-82.81,-85.39
10574903,Edc4,23.64,41.51,10.87,18.31
10574934,Nrn1l or Edc4,-32.08,-30.03,-43.35,-24.23
10574939,Pskh1,-22.18,-4.77,-18.97,-42.65
10574944,Dus2l,-92.39,-88.52,-91.38,-95.69
10574962,Nfatc3,-31.53,-32.25,-29.94,-32.67
10574976,Pla2g15,-7.72,-12.91,7.26,-15.01
10574985,Slc7a6,50.29,61.14,44.08,46.08
10574996,Prmt7,-96.57,-97.41,-93.84,-97.58
10575019,Gm10629,-36.77,-48.26,-31.85,-30.74
10575021,Zfp90,17.48,35.85,3.02,12.51
10575029,---,31.61,2.03,-0.93,73.07
10575034,Cdh3,-46.88,-64.58,-60.35,-24.48
10575052,Cdh1,-61.45,-67.96,-62.44,-54.46
10575074,Tmco7,-76.83,-86.52,-68.32,-72.07
10575095,Has3 or Chtf8,-57.12,-84.44,-72.26,-15.58
10575102,Cirh1a,-91.68,-92.64,-90.67,-91.57
10575120,Sntb2,-29.46,-24.90,-31.55,-32.66
10575129,Vps4a,-66.15,-38.98,-73.34,-79.61
10575142,Cog8 or Pdf,-20.47,-30.78,-20.77,-10.85
10575144,Nip7,-77.55,-76.88,-72.08,-82.89
10575151,---,-34.07,-42.55,-30.88,-27.73
10575153,Cyb5b,-30.78,-32.49,-44.51,-11.69
10575160,Nfat5,96.27,98.11,94.24,95.06
10575184,Wwp2,29.65,32.57,33.61,22.70
10575209,A430107J10Rik,40.46,70.84,10.50,27.00
10575211,Mir140,-40.83,-55.63,-68.64,-6.78
10575213,Zfhx3,-52.24,-62.85,-55.03,-35.10
10575227,Pmfbp1,-34.62,-36.19,-46.89,-23.81
10575249,Txnl4b,-93.70,-70.37,-82.93,-99.65
10575255,Pkd1l3 or 2400003C14Rik,-13.52,-17.61,-15.30,-8.29
10575291,Zfp821,-54.64,-43.52,-59.01,-60.21
10575302,Ap1g1,14.14,18.22,11.48,13.32
10575326,---,65.28,46.58,80.55,62.99
10575328,Phlpp2,-1.60,6.77,-4.36,-5.03
10575349,Tat,-57.51,-49.74,-80.58,-42.36
10575363,Zfp612,-71.69,-62.22,-69.06,-83.58
10575369,---,0.11,-1.34,-49.21,58.73
10575376,Ftsjd1,-74.14,-50.08,-68.86,-90.93
10575380,Hydin,-49.40,-57.50,-61.57,-32.98
10575473,Gm9558,-6.93,-23.22,44.17,-31.58
10575476,Vac14,44.95,48.34,33.24,53.24
10575497,Mtss1l,-8.20,-7.17,-14.47,-2.84
10575512,Cog4,-10.00,24.32,-2.29,-49.66
10575534,St3gal2,2.15,17.45,-0.03,-10.88
10575548,---,24.97,6.08,13.87,47.16
10575550,Aars or Exosc6,-53.89,-47.54,-52.21,-61.48
10575578,Pdpr,19.20,23.72,4.69,28.90
10575596,---,-19.27,-27.80,-19.57,-11.74
10575598,Znrf1,-28.75,-32.73,-30.24,-22.42
10575609,Zfp1,-60.11,-55.51,-70.88,-53.83
10575616,Gabarapl2,-54.52,-47.53,-66.15,-50.61
10575619,Terf2ip,-65.02,-47.35,-59.21,-82.02
10575628,---,-35.83,-34.94,-53.60,-23.97
10575630,Cntnap4,-27.62,-20.02,-25.28,-39.80
10575657,Gm10280,-40.92,-50.94,-35.08,-37.67
10575662,Mon1b or Syce1l,68.12,83.60,25.33,77.46
10575672,Syce1l or Mon1b,56.00,37.56,44.40,73.68
10575685,Nudt7,-47.70,-46.54,-48.15,-48.11
10575693,Vat1l,-59.57,-73.95,-71.23,-37.22
10575702,Clec3a,-32.66,-22.81,-70.59,-16.84
10575706,Wwox,-64.97,-34.95,-55.97,-89.00
10575719,---,-34.31,-12.97,-48.79,-44.33
10575725,Dynlrb2,-57.37,-20.86,-68.71,-90.10
10575733,Cenpn,-44.72,-31.12,-80.47,-32.62
10575745,Atmin,90.76,90.45,91.89,89.48
10575750,Bcmo1,-25.62,-43.25,-21.32,-17.98
10575763,Gan,-24.34,-30.67,-26.98,-15.68
10575775,4933407C03Rik,46.76,44.71,38.41,56.23
10575777,4933407C03Rik,23.26,26.92,21.23,22.70
10575799,Plcg2,58.67,60.58,60.49,54.93
10575833,Hsd17b2,-42.59,-69.93,-50.17,-18.30
10575840,Gm10617,82.88,87.17,81.26,78.01
10575842,---,-16.27,-8.33,-9.72,-30.77
10575844,Cdh13,-74.76,-88.04,-66.41,-65.81
10575861,Hsbp1,-33.06,-23.70,-48.98,-26.18
10575867,Mlycd,-28.96,-26.14,-44.55,-17.65
10575873,Osgin1,-58.40,-65.44,-45.78,-63.28
10575880,Necab2,-50.96,-82.72,-50.48,-23.79
10575894,Lrrc50 or Taf1c,-33.74,-25.26,-50.41,-29.13
10575909,Adad2,39.18,34.00,35.31,46.93
10575917,Wfdc1,-35.22,-45.35,-53.89,-14.19
