Probeset_ID,Gene Symbol,AMs,Sample_,Sample_,Sample_
10577990,---,-67.42,-51.10,-54.40,-92.12
10577992,---,-91.04,-78.15,-93.23,-96.81
10577994,Gm8096,95.33,85.93,98.90,95.01
10577996,Unc5d,-20.75,-12.68,-6.94,-73.89
10577999,Unc5d,-21.84,-34.50,-12.12,-24.08
10578017,Gm9911,-38.48,-45.34,-28.05,-44.57
10578019,Nudc,-32.06,-36.20,-34.44,-25.88
10578021,---,-13.68,-43.37,24.87,-14.87
10578025,---,50.18,52.38,76.99,-2.38
10578027,Mak16 or Tti2,-89.35,-95.92,-78.31,-84.07
10578037,Eif3h,55.07,55.45,25.91,74.32
10578040,---,-10.74,-7.17,-0.60,-31.39
10578042,Tgs1,-20.38,-20.57,1.56,-43.47
10578045,Nrg1,-94.14,-89.02,-94.14,-97.02
10578064,Rpl27a,-19.95,-36.52,-13.16,-11.99
10578066,---,-19.95,-36.52,-13.16,-11.99
10578069,Gtpbp10,-19.95,-36.52,-13.16,-11.99
10578071,Wrn,-2.24,-33.69,28.33,2.97
10578109,Ubxn8,83.70,78.90,77.93,90.73
10578120,---,-18.48,-17.43,-3.83,-38.33
10578123,Rbpms,-15.90,-16.28,-13.17,-17.28
10578136,---,-55.11,-54.35,-35.62,-84.43
10578138,Dctn6,47.54,47.57,14.60,75.91
10578145,Erh,-19.95,-36.52,-13.16,-11.99
10578149,Leprotl1,80.82,74.08,85.36,81.80
10578153,---,82.63,85.32,78.20,82.87
10578155,---,79.83,68.26,84.20,84.92
10578157,Tnks,-56.77,-78.37,-34.35,-46.11
10578189,Tnks,-8.04,-48.33,20.98,6.31
10578191,---,84.24,90.40,76.36,82.56
10578193,Eri1,-19.15,-8.34,-25.39,-25.14
10578203,Cldn23,-15.88,-13.28,-16.10,-19.09
10578207,Lonrf1,7.76,-16.35,24.63,15.50
10578219,---,12.10,35.23,-52.17,47.04
10578222,Dlc1,-40.32,-37.95,-54.13,-34.99
10578241,Dlc1,-45.17,-47.34,-29.54,-60.99
10578249,Gm10683,12.70,20.43,60.22,-40.85
10578251,---,-35.13,13.76,-77.51,-38.54
10578253,Sgcz,-30.03,-14.48,-19.33,-68.20
10578262,Mir383,-69.78,-29.67,-77.85,-92.58
10578264,Msr1,41.93,43.28,39.16,43.57
10578277,---,28.28,30.80,31.62,21.72
10578279,Gm10682,48.09,63.98,64.02,4.40
10578281,Fgf20,17.91,65.24,-39.70,27.09
10578287,Cnot7 or Zdhhc2,-10.61,-18.36,24.17,-33.79
10578300,Mtmr7 or Vps37a,76.25,50.08,82.43,95.25
10578320,---,-29.33,-69.20,9.71,-19.65
10578322,Pdgfrl,-45.58,1.33,-47.19,-92.89
10578324,Mtus1,-38.94,-38.94,-47.38,-29.71
10578352,Fgl1,-35.50,-29.82,-29.58,-49.03
10578361,Asah1,97.19,98.00,92.41,99.08
10578377,Frg1,38.43,52.40,11.89,47.88
10578387,Zfp353,-7.57,54.91,-7.39,-58.44
10578391,Smarce1,-19.95,-36.52,-13.16,-11.99
10578393,Triml1,-19.03,-10.28,-12.44,-44.40
10578399,---,-32.94,-14.62,-54.61,-38.24
10578401,Zfp42,-86.32,-68.82,-71.18,-98.74
10578405,---,-19.95,-36.52,-13.16,-11.99
10578408,Adam26b,-42.45,-22.71,-23.74,-91.04
10578410,Adam26a,-59.77,-52.00,-32.45,-93.58
10578413,Gm5346,-6.35,21.29,-5.43,-30.15
10578415,Adam34 or Gm5347,-23.38,-14.20,-20.92,-41.75
10578421,Gm5347 or Adam34 or Gm5346 or Adam26b,-14.66,-18.64,-5.56,-33.93
10578423,Gm9908,-76.81,-90.64,-55.90,-73.62
10578425,AY512931,45.27,72.11,19.35,28.50
10578427,F11,-39.32,-25.64,-35.04,-65.14
10578448,Cyp4v3 or Klkb1,2.16,-0.33,6.61,3.30
10578477,Fam149a,-45.42,-56.51,-48.22,-32.20
10578493,Tlr3,58.69,43.73,63.91,65.42
10578504,1700029J07Rik,-77.42,-58.44,-74.19,-93.91
10578515,Ankrd37 or Lrp2bp,-63.70,-67.18,-58.88,-65.12
10578521,Snx25,-93.37,-93.28,-90.33,-95.93
10578539,Slc25a4,0.00,0.27,0.13,-0.90
10578545,Gm12070,-19.95,-36.52,-13.16,-11.99
10578547,Helt,-0.64,-8.91,57.86,-38.75
10578557,Ccdc111 or Mlf1ip,-62.86,-64.79,-72.76,-50.92
10578572,Stox2,-48.31,-44.81,-47.93,-53.02
10578574,Stox2,-76.98,-88.95,-64.62,-75.97
10578582,D030016E14Rik,62.09,76.48,33.14,72.91
10578613,Rps16 or Rps16-ps2 or LOC100862433 or LOC100505015 or Gm8623,-19.95,-36.52,-13.16,-11.99
10578615,Ing2,-15.29,-18.63,-8.33,-19.77
10578619,Cdkn2aip,-44.83,-31.62,-83.59,-2.28
10578623,Wwc2,6.09,9.83,2.99,5.88
10578647,---,87.48,79.12,85.02,94.47
10578649,Odz3,-60.14,-51.26,-57.34,-73.83
10578679,---,-60.58,-45.94,-45.74,-86.97
10578681,---,-14.69,73.49,-43.38,-76.56
10578683,Eif2s2 or Gm9892,38.03,30.05,37.45,48.24
10578685,---,80.47,91.86,75.03,64.22
10578688,Rnu2-10,-19.95,-36.52,-13.16,-11.99
10578690,Neil3,15.56,11.30,23.83,11.81
10578703,Spcs3,52.08,52.33,53.98,49.76
10578709,Wdr17,-42.72,-33.16,-43.74,-53.22
10578743,Adam29,-21.57,-10.57,-11.27,-61.58
10578746,BC088983,-54.25,-56.08,-72.62,-29.79
10578757,BC088983 or Fbxo8,-21.92,-41.19,-3.11,-24.58
10578761,---,-36.71,-84.24,-2.85,-58.97
10578763,Sap30,20.28,12.47,10.67,36.93
10578768,Sap30,-3.40,19.26,-27.42,2.92
10578771,Galnt7,57.71,59.85,47.35,64.67
10578786,Galntl6,-27.81,-37.39,-13.07,-40.73
10578794,Galntl6,-41.85,-18.05,-48.90,-64.95
10578796,Galntl6,-28.27,-31.26,-12.03,-52.20
10578806,---,-42.07,-23.94,-29.14,-79.25
10578810,Clcn3,-73.94,-79.70,-57.93,-78.97
10578829,Palld,-60.40,-61.16,-62.71,-57.32
10578857,Anxa10,-45.52,-25.75,-54.17,-62.37
10578872,---,-30.79,-12.24,-19.73,-67.68
10578874,Gm4975,-17.11,-6.87,-8.12,-63.78
10578880,Tll1,-40.80,-34.97,-30.77,-61.73
10578902,Mir710,64.85,84.13,73.23,-6.03
10578904,Cpe,-57.81,-50.09,-45.09,-83.37
10578916,Sc4mol,27.79,29.78,29.78,23.18
10578922,Klhl2,-8.78,-16.55,-17.84,8.53
10578938,Trim75,-34.93,-25.89,-32.71,-48.11
10578941,Trim60 or Trim61,-71.45,-60.66,-50.76,-94.23
10578950,Gm10664,-46.18,-25.88,-62.15,-58.18
10578952,BC030870,-25.54,-16.35,-62.18,-15.08
10578955,---,2.46,-13.13,10.46,15.62
10578957,---,-51.88,-96.06,-12.02,-76.34
10578959,---,55.75,88.12,9.51,31.32
10578962,Gm10661,-19.39,-12.80,-7.87,-44.11
10578964,1810029B16Rik,-51.24,-77.93,-42.96,-27.97
10578973,Npy5r,-8.96,29.37,4.83,-58.09
10578979,---,6.14,-34.83,87.77,-50.03
10578981,---,-79.84,-41.30,-98.81,-69.43
10578984,Tufm,-19.95,-36.52,-13.16,-11.99
10578986,Psd3,-43.32,-56.79,-42.54,-31.02
10578989,Psd3,-66.14,-87.89,-55.07,-58.44
10579012,Csgalnact1,-74.04,-62.09,-91.13,-63.74
10579023,Slc18a1,-9.60,-9.50,-7.04,-12.48
10579043,Lzts1,-32.78,-38.96,-21.00,-39.79
10579047,Lzts1,-20.23,-51.56,-16.48,7.39
10579049,Gm10033,-72.31,-81.34,-52.02,-77.14
10579052,Gm10033,-66.77,-58.81,-85.73,-45.50
10579054,4930467E23Rik or Gm15319,-19.95,-36.52,-13.16,-11.99
10579060,4930467E23Rik or Gm15319,-19.95,-36.52,-13.16,-11.99
10579066,---,-16.02,-52.47,6.29,0.94
10579070,Zfp868,43.12,51.43,-7.36,71.14
10579079,Zfp869,-78.39,-75.62,-72.31,-85.30
10579089,Zfp866 or Zfp963,-95.45,-97.18,-94.72,-94.81
10579101,Cilp2,-11.00,-6.13,36.83,-54.20
10579114,Yjefn3,-53.83,-41.35,-52.03,-67.80
10579119,Ndufa13 or Tssk6,93.08,93.35,86.34,96.48
10579125,Gatad2a,48.12,66.38,0.18,74.05
10579142,---,93.27,90.40,90.32,97.79
10579144,Mau2,33.13,44.43,26.05,28.31
10579165,Ncan,-57.07,-40.14,-53.58,-77.76
10579181,Rfxank or Nr2c2ap,50.10,52.99,-0.54,81.53
10579199,Slc25a42,-91.37,-75.73,-88.48,-98.49
10579209,Armc6 or Sugp2,-62.59,-66.23,-44.76,-73.24
10579219,Ddx49 or Homer3,21.75,40.24,-27.85,47.21
10579234,Upf1,-32.63,-27.01,-34.06,-35.68
10579262,Crtc1,-39.09,-24.66,-70.24,-27.15
10579277,Klhl26,-31.30,-19.87,-21.77,-52.41
10579287,Tmem59l,-59.25,-26.92,-69.04,-85.66
10579296,2810428I15Rik,70.54,79.91,51.49,74.85
10579302,Uba52 or 2810422J05Rik,-19.95,-36.52,-13.16,-11.99
10579307,2810422J05Rik or Uba52,-42.63,-46.11,-73.63,-1.74
10579313,Ssbp4,57.14,62.24,31.51,72.12
10579331,Gdf15,73.26,68.99,74.82,74.92
10579335,Pgpep1,40.36,35.80,47.74,37.01
10579341,Mpv17l2,98.03,96.42,99.83,93.06
10579347,Ifi30,92.08,93.56,88.20,94.26
10579356,Pik3r2,31.57,45.58,-31.76,70.77
10579373,Mast3,-13.61,-8.64,-34.77,-1.41
10579406,Arrdc2,-17.64,-4.54,-24.37,-25.41
10579422,Kcnn1,-14.00,-33.80,12.84,-17.98
10579437,Ccdc124,39.54,48.41,8.40,57.47
10579442,Slc5a5,-52.95,-58.43,-51.46,-49.13
10579461,Rpl18a,-19.95,-36.52,-13.16,-11.99
10579468,Haus8,20.65,41.84,-24.90,51.79
10579479,Nr2f6,17.34,39.08,-2.65,13.83
10579486,Ushbp1,-40.13,-62.98,-21.77,-39.37
10579500,Abhd8,-59.97,-51.48,-61.51,-67.45
10579508,Ano8 or Dda1,17.51,29.75,24.64,-0.83
10579525,Plvap,-25.05,-30.97,-17.10,-28.73
10579532,Bst2,51.55,60.28,45.84,46.98
10579538,Tmem221,-51.82,-45.48,-28.80,-78.43
10579543,Nxnl1,-22.79,-11.99,-26.94,-34.76
10579548,Glt25d1 or Unc13a,-2.49,-5.14,-2.00,-0.99
10579550,Unc13a,-26.64,-12.26,-17.75,-65.18
10579554,Unc13a,-64.63,-58.52,-56.87,-76.51
10579600,Jak3,51.51,79.08,23.78,32.03
10579602,B3gnt3,2.04,8.68,-3.10,13.40
10579607,B3gnt3 or Cnot8,53.68,20.95,51.39,78.87
10579609,Fcho1,-23.92,-16.00,-31.06,-27.15
10579636,Cyp4f18,79.49,75.64,82.44,82.44
10579649,Cib3,53.60,39.27,76.14,26.08
10579657,Rpl23a or Gm10132 or Gm3362,-19.95,-36.52,-13.16,-11.99
10579659,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,-19.95,-36.52,-13.16,-11.99
10579663,Eps15l1,-29.45,10.43,-74.53,-6.29
10579691,Calr3,-44.23,-44.18,-50.51,-38.29
10579703,Cherp or 1700030K09Rik,-8.32,3.61,-46.37,14.88
10579724,Slc35e1,1.32,-8.38,6.97,1.32
10579731,Med26,52.97,49.41,9.46,80.02
10579736,9130011J15Rik,-19.38,-46.23,-4.99,-4.54
10579744,Large,66.42,68.03,62.17,68.93
10579763,---,-43.72,-20.28,-64.52,-45.34
10579765,---,-61.45,-39.00,-76.33,-64.94
10579767,---,96.06,87.51,98.13,98.13
10579769,Gapdh,-19.95,-36.52,-13.16,-11.99
10579772,---,26.57,39.94,46.85,-7.31
10579774,Gm10649,-24.77,62.81,-92.68,-46.31
10579776,Arhgap10,-60.20,-63.42,-69.00,-47.25
10579799,Tmem184c,-3.21,-27.98,12.48,5.11
10579812,Ednra,-26.79,-34.79,-35.60,-10.39
10579823,---,-19.95,-36.52,-13.16,-11.99
10579825,Pou4f2,-27.24,-28.41,-34.45,-18.60
10579828,Rps25,-19.95,-36.52,-13.16,-11.99
10579830,Rbmxl1,-19.95,-36.52,-13.16,-11.99
10579833,Lsm6,-19.95,-36.52,-13.16,-11.99
10579839,Rpl21,-19.95,-36.52,-13.16,-11.99
10579841,---,34.83,35.03,39.88,29.52
10579845,1700011L22Rik,-17.46,13.09,-58.52,-4.92
10579852,Mmaa,-11.75,-18.47,-18.35,-0.47
10579860,Smad1,66.45,78.81,7.50,83.74
10579872,Tpd52,27.17,22.08,7.11,47.03
10579874,Abce1,-69.23,-73.26,-78.57,-42.42
10579894,Hhip,-50.54,-32.93,-57.36,-66.59
10579910,Zc3h15,-8.79,-33.18,4.44,2.97
10579913,---,51.32,46.58,85.50,-20.04
10579915,Smarca5,27.24,9.20,36.96,34.92
10579925,Gab1,34.81,23.41,36.45,46.84
10579939,Usp38,-78.92,-93.55,-65.00,-40.34
10579952,---,31.21,-32.43,89.16,-14.98
10579954,---,67.65,85.36,64.07,39.32
10579958,Il15,50.29,43.62,56.38,50.29
10579969,Zfp330,-48.42,-38.13,-44.03,-61.73
10579974,Tbc1d9,-40.88,-77.96,-32.64,-9.68
10579976,Elmod2,75.24,74.42,51.66,89.02
10579987,Scoc,16.06,-39.61,64.81,18.17
10579991,---,72.19,67.12,62.60,82.10
10579993,Gm4787 or Adam4,-88.52,-67.75,-96.34,-92.21
10579996,Tecr,9.12,9.78,5.20,11.82
10580010,Pkn1 or Ptger1,61.19,66.32,39.50,81.33
10580033,Cd97,-5.35,-6.85,-20.92,11.66
10580056,Lphn1 or Gm10644,-80.68,-77.83,-76.05,-87.03
10580058,2210011C24Rik,-80.45,-60.98,-85.13,-88.35
10580061,Il27ra,-3.11,-3.01,-4.26,-2.35
10580077,Rln3,-33.00,-34.41,-40.36,-24.78
10580080,---,63.77,59.35,69.83,60.14
10580082,Rfx1,-61.05,-2.10,-78.21,-88.17
10580085,Dcaf15,1.36,11.44,-4.00,-1.36
10580100,Cc2d1a,-12.28,-14.45,-56.28,37.03
10580131,Nanos3,-5.41,42.20,-38.05,-11.39
10580135,Mir181d,80.18,87.22,90.64,47.36
10580137,Mir181c,46.18,74.42,61.28,-21.86
10580139,Zswim4,71.54,83.87,54.69,71.83
10580155,D8Ertd738e,98.75,99.08,96.93,99.10
10580160,Mri1,70.46,61.81,81.75,63.75
10580169,Ccdc130,65.86,73.44,6.24,85.71
10580181,---,-53.67,-4.01,-54.53,-91.09
10580183,Ier2,74.64,79.57,56.10,84.15
10580188,Nacc1,-10.95,-14.19,-21.12,4.29
10580191,Nfix,12.85,16.68,1.89,17.95
10580202,Dand5 or Gadd45gip1,-40.03,-3.70,-74.72,-38.58
10580210,Rad23a or Gadd45gip1,29.17,34.95,19.71,31.33
10580219,Calr or Gm19820,4.71,23.53,-42.92,12.08
10580231,---,-6.13,53.82,-78.54,21.66
10580233,Gcdh,-82.69,-85.30,-81.11,-80.82
10580247,Mast1,-42.24,-30.33,-36.85,-63.03
10580274,Rnaseh2a,29.65,10.16,34.69,42.98
10580282,Junb,86.13,87.44,82.68,87.38
10580286,Best2,-41.99,-48.20,-16.07,-71.96
10580300,Asna1,69.19,77.16,39.29,77.91
10580309,Wdr83 or Dhps,-79.76,-90.99,-71.54,-70.59
10580324,Zfp791,-73.99,-79.80,-64.92,-76.10
10580331,Vps35,48.90,53.17,46.49,47.31
10580349,Mylk3,-60.87,-33.65,-90.48,-52.97
10580365,4921524J17Rik,-87.18,-89.22,-80.51,-88.70
10580370,Dnaja2,-95.05,-97.16,-92.24,-92.24
10580382,Neto2,-81.80,-87.60,-80.63,-75.73
10580391,Itfg1,54.06,36.12,57.46,65.30
10580411,---,-55.85,-37.50,-75.28,-51.98
10580415,---,-25.25,-44.93,-1.28,-29.57
10580418,Abcc12,-11.18,27.34,-7.14,-45.83
10580450,---,-21.08,-1.65,-34.02,-47.61
10580452,Siah1a,-17.97,-34.17,-2.00,-25.38
10580457,N4bp1,63.24,64.96,52.23,72.28
10580467,Gm10637,10.87,73.77,-10.68,-19.35
10580469,Cbln1,-47.04,-42.58,-33.95,-68.90
10580473,Zfp423,-58.68,-34.30,-51.32,-85.93
10580484,Heatr3,-78.85,-82.54,-98.01,-17.93
10580486,Brd7,-56.39,-58.38,-70.11,-33.46
10580504,Snx20,-0.30,-1.97,12.76,-4.56
10580510,Sall1,-86.41,-74.58,-79.08,-96.58
10580516,Gm6625,-20.39,34.84,-38.84,-49.08
10580519,---,23.66,30.99,43.79,-5.37
10580522,Tox3,-64.29,-59.67,-65.79,-67.52
10580532,---,-49.48,-40.57,-46.74,-60.66
10580534,Chd9,-83.54,-85.06,-56.87,-97.11
10580537,Aktip or Rbl2,-91.37,-94.66,-96.10,-71.73
10580550,Rpgrip1l,-91.66,-99.57,-84.41,-77.23
10580577,Irx3,-63.30,-57.13,-55.59,-76.65
10580582,4933436C20Rik,-30.63,-20.23,-57.33,-19.48
10580590,Gapdh,-19.95,-36.52,-13.16,-11.99
10580593,Ces1a,-19.45,-5.94,-51.90,-18.72
10580608,Ces1h,-50.60,-31.73,-46.93,-75.20
10580622,Ces1b,-52.53,-19.10,-20.63,-99.56
10580624,Ces1c,-25.37,-16.21,-23.09,-44.23
10580635,Ces1d,-15.67,-21.74,-17.52,-10.53
10580649,Ces1e,-44.94,-28.39,-42.73,-69.35
10580663,Ces1f,-35.25,-21.61,-23.77,-76.51
10580678,Ces1g,-40.95,-20.41,-34.96,-77.35
10580693,Ces5a,-38.05,-48.91,-26.76,-40.71
10580704,Amfr,-61.17,-73.45,-21.17,-67.13
10580722,Nudt21,-19.95,-36.52,-13.16,-11.99
10580733,Bbs2,-61.58,-64.21,-72.01,-47.51
10580752,9330175E14Rik,-11.82,-2.43,-12.11,-28.01
10580754,9330175E14Rik,-32.29,-46.64,-6.13,-54.25
10580756,Fam192a,84.30,94.53,59.81,86.41
10580765,Pllp,-60.00,-48.46,-61.03,-70.55
10580771,Ciapin1,-30.50,-8.68,-27.33,-60.24
10580782,Dok4 or Polr2c,-38.40,-27.33,-45.64,-44.89
10580795,Ccdc102a,-68.03,-72.54,-78.38,-51.26
10580805,Gm10286,-6.05,-2.26,-18.84,1.34
10580807,Kifc3,36.27,35.22,49.22,23.22
10580829,Cngb1,-36.90,-23.06,-42.38,-48.94
10580850,Cngb1,38.82,29.01,57.86,27.60
10580852,Cngb1,-16.57,-47.01,35.21,-27.78
10580854,Cngb1,75.33,80.08,84.06,55.70
10580868,---,94.52,95.92,91.68,94.20
10580870,---,-4.63,-3.97,-27.38,25.91
10580872,Zfp319,-12.19,-3.32,12.48,-42.24
10580875,Gtl3,-43.76,-66.92,-34.35,-26.89
10580885,Csnk2a2,36.34,24.69,23.08,60.02
10580897,Prss54,-10.23,-8.23,-5.77,-20.24
10580903,---,-24.56,-59.29,-4.33,-7.65
10580905,Cnot1 or Gm6158,25.04,23.90,23.13,28.13
10580953,---,-93.81,-95.63,-88.25,-95.91
10580955,---,-25.46,-61.78,-43.48,33.17
10580957,Slc38a7,81.06,81.82,80.20,81.13
10580969,Got2,-19.95,-36.52,-13.16,-11.99
10580981,---,8.98,2.53,6.90,17.82
10580984,---,32.30,87.52,-54.70,33.24
10580986,Rbmxl1 or Rbmx,-19.95,-36.52,-13.16,-11.99
10580990,Cdh8,-73.01,-60.82,-85.09,-71.54
10581009,---,-19.95,-36.52,-13.16,-11.99
10581011,---,-65.10,-80.78,-93.15,-18.86
10581013,Cdh11,-24.10,-26.30,-19.62,-28.02
10581027,Rplp0,-19.95,-36.52,-13.16,-11.99
10581031,---,45.22,63.49,49.36,14.01
10581033,---,-21.40,1.34,-6.89,-58.17
10581036,Tk2,37.09,21.59,34.01,53.23
10581049,Cmtm2a or Cmtm1,-40.70,-39.94,-30.37,-52.39
10581061,Cmtm4,-93.19,-96.85,-91.33,-90.07
10581069,Cmtm4,-74.96,-84.71,-63.12,-78.64
10581073,Dync1li2,-75.53,-78.88,-83.59,-60.22
10581088,Ccdc79,-31.39,-25.94,-28.46,-40.58
10581111,Nae1,84.33,72.83,89.41,86.72
10581132,Cdh16,-16.19,-6.70,-17.87,-32.85
10581151,Rrad,-82.06,-72.45,-82.08,-90.90
10581159,Fam96b,-18.39,-21.39,-32.72,-3.53
10581167,---,-48.55,-64.55,-32.43,-49.24
10581175,B3gnt9-ps,-60.35,-44.69,-61.45,-75.04
10581181,Tradd,59.30,33.55,69.32,69.24
10581188,4931428F04Rik or Nol3,-58.10,-19.63,-94.32,-54.67
10581197,Exoc3l,-38.70,-2.86,-48.40,-70.95
10581212,Mir328,4.25,10.14,35.93,-27.67
10581214,Lrrc29,-36.92,-38.67,-18.57,-52.33
10581222,Fhod1,35.73,-0.43,58.37,43.76
10581246,Kctd19,-33.32,-24.83,-39.48,-36.77
10581266,Tppp3,74.51,71.28,66.15,85.52
10581271,Zdhhc1,25.48,-0.83,26.71,47.34
10581289,Atp6v0d1,35.26,16.45,33.73,51.82
10581299,Agrp,-20.67,25.28,-16.56,-64.02
10581306,Rps2,-19.95,-36.52,-13.16,-11.99
10581308,Myl6,-19.95,-36.52,-13.16,-11.99
10581311,Acd or Rltpr,-9.81,-2.41,-25.98,-1.29
10581327,E130303B06Rik,-53.87,-27.82,-70.04,-65.18
10581336,Gfod2,-55.80,-59.19,-68.79,-36.92
10581340,Ranbp10,-60.43,-56.55,-81.49,-38.42
10581355,Ctrl,-24.02,-8.38,-36.99,-39.87
10581363,Cenpt,35.32,41.06,4.44,56.75
10581378,Psmb10,92.69,94.32,93.93,89.94
10581388,Lcat,-65.26,-56.00,-38.99,-92.06
10581395,Slc12a4,-0.34,-3.73,-6.21,12.31
10581421,Dpep3,-6.05,-6.05,-4.10,-8.99
10581434,Dpep2,70.77,71.66,65.73,74.48
10581448,Dpep2,77.23,78.42,73.59,78.05
10581450,Ddx28,78.80,81.86,54.64,83.76
10581455,Esrp2,-71.19,-62.52,-81.17,-69.38
10581473,Slc7a6os,-79.17,-79.40,-71.15,-85.37
10581479,Smpd3,-40.18,-35.51,-35.82,-49.81
10581491,A930006D01Rik,-10.13,0.09,2.18,-33.21
10581493,Pdxp,-27.72,-7.55,-36.00,-38.81
10581495,Rplp1,86.87,90.29,89.61,78.90
10581499,Chtf8,20.50,31.63,3.68,28.28
10581505,Rpl10,-19.95,-36.52,-13.16,-11.99
10581507,Cog8 or Pdf,83.54,77.01,87.39,85.45
10581518,Tmed6,-14.16,-6.01,-7.09,-68.92
10581523,Terf2,48.33,42.15,64.01,36.38
10581535,Rps18,-19.95,-36.52,-13.16,-11.99
10581538,Nqo1,-68.52,-62.32,-66.16,-77.55
10581547,Nob1,-20.09,-21.70,-6.34,-32.93
10581558,Rps26 or Gm6654,-19.95,-36.52,-13.16,-11.99
10581560,Psmd7,0.30,-12.20,-1.06,9.44
10581569,Rpl29 or LOC100862587 or LOC100862461 or Gm10913 or Gm8210 or Gm13141,-19.95,-36.52,-13.16,-11.99
10581571,---,-39.91,-29.28,-29.11,-71.62
10581573,---,-33.45,-55.34,-8.05,-43.50
10581575,Gm1943 or Wdr70,-69.32,-69.09,-78.48,-51.79
10581577,Dhx38,38.62,26.69,11.97,69.17
10581605,Hp,-9.50,-7.92,-13.18,-8.41
10581612,Dhodh,-60.08,-37.53,-70.73,-70.08
10581625,2400003C14Rik,86.05,86.73,72.83,93.96
10581636,Atxn1l,-89.64,-87.98,-87.05,-93.45
10581640,Atxn1l,-11.27,3.00,8.02,-45.93
10581643,---,48.59,56.52,81.50,-5.33
10581645,Marveld3,-53.57,-48.89,-56.93,-54.40
10581650,Chst4,-22.50,-31.18,-10.46,-33.71
10581654,Calb2,-74.94,-81.65,-57.98,-82.68
10581664,Il34,-63.01,-65.15,-56.55,-67.44
10581674,Sf3b3,-70.98,-72.52,-59.22,-78.15
10581702,Fuk,-39.52,-19.30,-73.29,-5.96
10581729,Ddx19a,46.17,60.34,31.67,45.23
10581737,Ddx19b,-5.28,-73.70,33.24,40.66
10581750,Clec18a,66.26,81.20,82.30,1.38
10581772,Glg1,-63.40,-77.00,-39.56,-68.46
10581800,Rfwd3,-19.95,-36.52,-13.16,-11.99
10581813,Mlkl,20.27,13.85,24.81,21.92
10581824,Fa2h,-15.22,-9.61,-21.46,-16.68
10581835,Wdr59,-50.13,-32.23,-61.78,-52.61
10581865,Ldhd,-59.20,-69.30,-47.13,-59.63
10581882,Ctrb1,-20.58,-19.93,-16.17,-27.33
10581890,Bcar1,-87.48,-91.45,-88.83,-82.05
10581902,Cfdp1,-87.46,-91.65,-93.30,-63.95
10581910,Tmem170,-87.93,-94.14,-88.17,-77.26
10581914,Chst5,-65.97,-27.43,-59.02,-94.36
10581917,Tmem231,-77.75,-97.07,-55.22,-68.92
10581926,Adat1,-87.01,-66.83,-91.85,-94.17
10581940,Kars or LOC631033,54.68,66.56,8.28,69.55
10581957,0610007P22Rik,-19.52,-13.74,-31.94,-12.87
10581959,---,-6.79,-5.53,39.88,-38.81
10581961,Adamts18,-59.95,-32.08,-43.25,-93.92
10581990,---,-59.92,-55.35,-44.53,-80.58
10581992,Maf,-77.68,-71.16,-85.80,-75.55
10581996,Cdyl2,-63.72,-74.26,-60.18,-57.08
10582006,Gm10620,19.40,41.94,32.16,-8.43
10582008,2310061C15Rik,10.16,-17.69,38.02,7.72
10582014,1700030J22Rik,-29.85,-44.37,-5.00,-43.76
10582020,Gcsh,-1.65,-32.01,-16.74,45.41
10582025,Pkd1l2,59.15,68.77,72.01,25.83
10582069,Sdr42e1,-34.42,-34.21,-30.62,-38.77
10582074,Mphosph6,-41.64,-54.15,-32.54,-37.70
10582078,---,-57.90,-49.23,-35.16,-82.47
10582080,---,-59.15,-58.90,-38.60,-81.95
10582082,Slc38a8,37.81,77.70,9.96,-4.72
10582094,Mbtps1,-42.19,-48.50,-53.44,-27.94
10582123,Hsdl1,21.84,14.61,11.46,37.12
10582129,Taf1c or Lrrc50,-14.57,-7.53,-32.08,-4.08
10582146,Kcng4,-33.38,-19.80,-23.64,-60.26
10582152,4632415K11Rik,-54.64,-51.67,-20.07,-81.43
10582162,Cotl1,67.80,72.71,54.28,75.44
10582171,Zdhhc7,23.54,35.63,15.48,19.73
10582180,Fam92b,-40.96,-25.93,-49.16,-48.78
10582188,Gse1,-26.31,60.27,-52.52,-79.90
10582190,Gins2 or Gse1,-15.68,-16.76,-34.79,9.13
10582196,1190005I06Rik,43.48,54.90,43.27,31.78
10582201,Cox4nb,87.06,87.25,81.33,91.35
10582209,Mthfsd,-34.51,-4.84,-63.87,-5.85
10582221,1700018B08Rik,-16.29,-8.46,-15.15,-30.48
10582229,Fbxo31,-3.10,22.99,-13.92,-4.96
10582231,Fbxo31,-53.62,-39.51,-68.96,-46.69
10582241,Zcchc14,40.22,49.30,39.15,32.13
10582260,---,-16.88,40.51,-37.33,-45.12
10582262,Klhdc4,98.03,98.18,99.07,96.18
10582275,Slc7a5,19.97,4.69,40.50,11.55
10582287,Car5a or BC048644,-10.62,-8.75,-5.81,-24.75
10582295,Odc1,-58.45,-58.68,-61.71,-54.09
10582299,Trhr2,44.17,82.12,-1.82,25.54
10582303,Cyba,96.62,96.53,96.30,97.07
10582310,Mvd,64.69,54.94,46.59,83.09
10582322,Snai3,-29.21,-27.06,-33.68,-27.39
10582330,Rnf166,-8.86,-3.41,-34.96,9.38
10582337,Fam38a,58.79,62.32,55.09,59.07
10582376,Fam38a,45.53,50.39,37.27,48.91
10582378,Fam38a,81.03,83.35,79.84,80.22
10582388,---,18.62,-22.46,81.61,-16.54
