Probeset_ID,Gene Symbol,DC Lu CD24+,Sample_,Sample_
10588691,Hyal1 or Nat6,-92.61,-96.36,-86.09
10588696,Nat6 or Hyal1 or Hyal3,-85.13,-80.49,-88.88
10588701,Hyal3,-55.02,-34.71,-73.69
10588707,Ifrd2,-79.03,-82.50,-76.16
10588720,Rbm6,92.38,88.93,94.64
10588722,Mon1a,-18.39,-19.23,-17.43
10588731,Mst1r,-51.06,-47.14,-55.16
10588752,4921517D21Rik,42.82,52.25,31.47
10588755,Camkv,-42.90,-54.29,-33.91
10588767,Traip,-46.36,-24.13,-67.71
10588786,Uba7 or Cdhr4,34.58,37.90,31.93
10588819,Cdhr4,-36.77,-29.33,-46.18
10588826,Ip6k1,-5.80,-8.86,-3.02
10588836,Gmppb or Rnf123,-49.50,-49.11,-49.99
10588849,Amigo3,9.42,25.71,-4.53
10588855,Mst1,-28.63,-29.50,-27.74
10588874,Bsn,49.59,53.24,46.52
10588876,Nicn1,-84.81,-84.06,-85.51
10588883,Amt,-73.63,-74.35,-73.11
10588893,Rhoa,77.67,74.05,80.88
10588899,Gpx1,72.33,73.58,70.99
10588903,Usp4,19.16,25.60,13.01
10588927,1700102P08Rik,-49.64,-43.71,-55.98
10588931,BC048562,52.61,62.10,37.96
10588936,Ccdc71,-97.90,-98.38,-97.08
10588942,Lamb2,-49.75,-44.21,-55.11
10588975,Usp19,14.25,17.97,11.11
10589004,Qars,23.65,26.53,21.07
10589030,Qrich1,-29.48,-25.33,-33.41
10589041,Impdh2,5.22,6.38,4.35
10589057,Mir191,88.29,95.22,68.77
10589059,Mir425,79.83,82.13,77.52
10589061,Dalrd3 or Wdr6,-53.93,-66.19,-38.63
10589074,Arih2,94.10,94.45,93.28
10589076,Slc25a20,-8.32,-13.05,-3.49
10589087,Prkar2a,54.40,57.88,50.58
10589099,Ip6k2,-96.45,-94.89,-97.58
10589113,Nckipsd,83.99,83.04,84.42
10589128,---,66.33,46.07,79.04
10589130,Celsr3,-33.86,-27.93,-40.64
10589166,Slc26a6,-37.96,-57.55,-23.41
10589190,---,-28.18,-6.15,-55.25
10589192,Tmem89,6.82,42.22,-23.93
10589196,Uqcrc1,-16.58,-23.12,-10.51
10589212,Col7a1 or Mir711,50.80,27.87,64.78
10589327,Ucn2,-9.90,-7.50,-12.19
10589329,Pfkfb4,60.70,66.85,52.56
10589350,Shisa5,40.49,42.24,37.70
10589361,Ccdc51,-21.74,-42.52,-0.81
10589368,Plxnb1,-63.58,-51.63,-75.63
10589407,Spink8,-68.36,-53.30,-83.06
10589413,Nme6,-82.85,-82.06,-83.45
10589420,Cdc25a,-57.27,-49.85,-64.18
10589438,Mtap4,0.08,1.88,-2.27
10589462,Mtap4,-31.35,-30.62,-32.12
10589464,---,-73.48,-57.65,-84.49
10589466,Smarcc1,-64.87,-70.19,-59.85
10589494,Cspg5,-54.16,-70.95,-38.85
10589503,2610002I17Rik,-46.41,-37.46,-53.89
10589511,Scap,-15.48,-3.27,-25.40
10589535,Ngp,-18.61,-33.00,-11.46
10589541,Kif9,-3.33,-3.20,-3.44
10589565,Setd2,33.89,33.17,34.46
10589587,Setd2,93.98,93.48,94.26
10589596,Ccdc12,12.78,-1.17,25.32
10589602,Myl3,-38.86,-34.65,-43.74
10589610,Prss42,-42.41,-45.04,-39.87
10589616,Prss44,-3.63,0.61,-7.79
10589625,Prss43,19.98,27.28,12.41
10589632,Prss45,-5.04,-0.89,-8.27
10589640,Prss46,-11.92,-12.40,-11.26
10589647,Prss50,-28.66,-47.98,-13.61
10589654,Als2cl,-40.05,-43.13,-37.37
10589685,Lrrc2,-34.27,-53.29,-20.81
10589695,Rtp3,-73.49,-36.09,-97.44
10589698,---,-43.25,-64.62,-23.72
10589703,Ltf,-22.46,-18.95,-26.61
10589723,Lrrfip2,96.41,97.46,95.17
10589756,Epm2aip1,-78.46,-59.39,-87.49
10589761,Trank1,-48.44,-31.32,-68.17
10589773,Trank1,-48.44,-42.57,-55.92
10589784,Dclk3,-34.66,-42.76,-27.31
10589790,---,25.27,35.31,14.07
10589793,---,22.81,-0.80,45.49
10589798,---,7.35,4.82,10.09
10589800,Clasp2,-5.62,-5.32,-5.92
10589846,---,99.28,96.51,99.84
10589848,Ubp1 or Fbxl2,77.38,88.40,60.74
10589870,---,-17.92,-13.77,-22.64
10589872,4921528I07Rik,38.54,-7.35,70.49
10589884,Bcl2a1c,95.74,91.78,98.06
10589886,4930520O04Rik,-27.32,-14.25,-46.61
10589889,Glb1 or Tmppe,-18.25,-17.62,-18.82
10589907,Tmppe,-1.43,-1.85,-1.03
10589909,Trim71,52.68,72.82,21.64
10589911,Trim71,58.56,54.27,63.15
10589913,Dync1li1,-15.23,-22.02,-9.72
10589927,---,-20.45,-11.38,-30.12
10589929,Cmtm6,82.71,84.05,81.49
10589934,Cmtm7,57.40,53.69,61.45
10589938,Gpd1l,74.87,62.86,83.16
10589940,Osbpl10,-57.46,-73.94,-40.08
10589955,Stt3b,85.97,84.67,87.78
10589958,---,22.55,24.50,20.60
10589960,Gadl1,-56.84,-85.74,-26.98
10589974,---,93.98,93.48,94.26
10589976,---,17.77,13.27,23.97
10589982,Azi2,-70.51,-70.54,-70.28
10589994,Eomes,-33.15,-33.42,-32.75
10590004,Golga4,-25.20,-7.80,-42.40
10590029,---,11.71,2.99,19.38
10590031,Itga9,-27.12,-36.35,-18.60
10590060,Ctdspl,-69.16,-54.51,-81.97
10590071,Mir26a-1,31.50,0.32,57.52
10590073,Vill,6.46,10.53,1.23
10590096,Dlec1,-58.79,-41.42,-74.47
10590135,---,14.73,31.77,-2.12
10590137,Acaa1a,9.30,5.37,14.12
10590149,Xylb,-49.50,-52.16,-47.00
10590169,Acvr2b,-3.03,3.00,-7.55
10590182,Exog,-64.78,-68.90,-61.08
10590191,Wdr48 or Gorasp1,-74.95,-65.51,-81.63
10590212,Ttc21a,-10.39,-5.55,-18.96
10590242,Ccr8,-3.74,-3.61,-3.88
10590245,Slc25a38,92.85,95.26,90.17
10590253,Rpsa,93.98,93.48,94.26
10590263,---,37.01,43.00,31.72
10590265,---,62.59,63.99,60.98
10590267,Snora62,50.73,56.91,45.55
10590269,Mobp,-22.75,-15.12,-32.88
10590277,---,24.76,29.78,19.66
10590279,Myrip,-23.62,-23.84,-23.44
10590298,Eif1b,-84.17,-87.60,-79.28
10590304,---,96.52,96.63,96.25
10590306,Entpd3,-6.39,-10.23,-3.16
10590320,Rpl14,-38.09,-52.47,-24.74
10590323,5830454E08Rik,-34.32,-41.28,-28.05
10590325,Ctnnb1,-65.79,-62.43,-69.23
10590343,Trak1,7.48,3.46,10.58
10590365,Vipr1,2.88,7.99,-0.88
10590381,Vipr1,4.73,17.97,-2.47
10590383,Deb1,-73.64,-70.98,-76.46
10590389,Nktr,46.35,37.45,55.39
10590407,Zfp651,-23.79,-32.72,-15.81
10590417,Kbtbd5,-8.21,-9.99,-6.18
10590427,Ccbp2,-32.25,-47.64,-18.85
10590433,1700048O20Rik,-73.03,-54.06,-89.55
10590438,Fam198a,-37.99,-20.37,-57.99
10590445,Snrk,-45.18,-41.81,-48.57
10590452,Abhd5,-47.34,-49.39,-45.58
10590462,Mir138-1,46.36,40.04,52.02
10590464,Gm9524,-37.49,-72.83,-15.49
10590467,D9Ertd402e,-86.54,-78.65,-92.62
10590479,Zfp167,-16.33,-9.76,-22.58
10590487,Gm8008,-56.57,-35.67,-78.30
10590489,Zfp105,-49.58,-62.21,-38.74
10590494,Kif15,11.01,13.88,7.35
10590529,Tmem42,-81.23,-94.82,-55.49
10590533,Tgm4,-44.34,-50.15,-38.73
10590549,Exosc7,-97.32,-95.99,-98.47
10590558,Clec3b,-9.29,-5.54,-13.48
10590563,Lars2,-37.71,-45.68,-29.66
10590586,Limd1,80.17,80.51,79.93
10590597,Sacm1l,-33.18,-35.37,-29.94
10590620,Ccr9,-47.33,-59.82,-36.07
10590623,Cxcr6,-55.42,-51.52,-60.05
10590628,Ccr3,-33.77,-31.17,-37.14
10590631,Ccr2,84.74,80.39,89.15
10590635,Ccr5 or Ccr2,81.21,81.62,80.79
10590640,4930433N12Rik,-44.20,-53.21,-35.89
10590646,---,93.98,93.48,94.26
10590648,Top2a,-7.90,-9.91,-5.96
10590654,Aasdhppt,-94.79,-94.51,-95.21
10590663,Gria4,-52.42,-63.87,-42.40
10590686,Ddi1,-32.88,-26.25,-40.12
10590688,---,-6.14,-4.26,-9.03
10590690,Dync2h1,-83.25,-92.02,-70.66
10590779,---,-44.03,-68.10,-26.98
10590781,Mmp1b,-39.71,-29.71,-50.55
10590791,Birc2,18.69,22.70,12.97
10590799,---,89.23,87.17,90.90
10590801,Birc3,97.07,97.14,96.97
10590808,Yap1,-48.55,-63.93,-36.34
10590821,9230110C19Rik,-62.99,-75.48,-50.96
10590830,AK129341,-57.29,-77.28,-42.71
10590842,---,-51.16,-35.49,-69.19
10590844,Arhgap42,-95.14,-92.03,-97.30
10590860,Arhgap42,-48.43,-52.42,-44.53
10590865,Cntn5,-30.41,-43.15,-20.80
10590888,---,52.40,48.14,56.34
10590890,---,-23.15,-12.53,-35.11
10590892,Cep57,-70.41,-71.31,-69.65
10590909,Endod1,18.53,13.84,21.81
10590915,Kdm4d,40.47,-5.46,71.61
10590918,Amotl1,-56.98,-56.98,-56.98
10590933,Piwil4,-26.40,-33.78,-18.63
10590957,Fut4,-4.96,-4.56,-5.38
10590962,1700012B09Rik,-52.15,-50.18,-53.93
10590968,Ankrd49,-83.13,-71.45,-91.25
10590972,Mif,93.98,93.48,94.26
10590974,Folr4,-21.99,-42.96,-11.22
10590983,Panx1,-19.12,-20.07,-17.89
10590992,Hephl1,-59.66,-66.95,-52.11
10591009,Med17,-30.73,-21.00,-42.10
10591022,4931406C07Rik,-44.04,-53.60,-34.11
10591035,5830418K08Rik,-48.50,-41.94,-54.06
10591072,Ccdc67,-35.95,-57.16,-21.84
10591087,Mtnr1b,69.07,80.25,53.93
10591090,Fat3,-31.57,-41.54,-23.14
10591092,---,-33.18,-16.65,-63.23
10591094,Fat3,-41.61,-53.06,-31.96
10591110,Fat3,-26.70,-27.89,-25.65
10591112,---,-17.91,-22.32,-14.52
10591114,Fat3,-37.92,-30.61,-46.23
10591116,Fat3,-26.15,-18.72,-37.25
10591118,Fat3,-42.73,-40.39,-45.52
10591120,Fat3,-17.60,-14.17,-21.61
10591123,---,-37.19,-27.43,-50.30
10591125,Fat3,-11.57,-12.33,-10.87
10591127,Fat3,-28.48,-33.79,-23.94
10591129,---,-14.85,-18.56,-12.22
10591131,Fat3,-10.87,-22.79,-4.26
10591135,Fat3,-17.12,-29.84,-10.17
10591139,Naalad2,-67.85,-67.32,-68.39
10591161,Zfp558,-70.07,-68.75,-71.51
10591164,Zfp558,-83.47,-82.03,-85.05
10591169,Muc16,-70.58,-80.07,-61.36
10591177,Olfr24,-21.49,-14.88,-27.65
10591180,Olfr828,-71.37,-52.58,-87.24
10591182,---,-44.73,-61.94,-30.44
10591184,---,-61.98,-73.18,-50.81
10591186,---,23.97,1.72,42.21
10591188,Olfr843,-71.59,-60.57,-81.14
10591190,Olfr846,-14.88,-23.74,-7.95
10591192,Olfr847,-37.78,-70.62,-14.34
10591194,Olfr850,-51.10,-85.16,-14.93
10591196,Olfr853,-47.01,-32.78,-62.55
10591198,Olfr854,-29.43,-17.06,-44.07
10591200,Olfr856-ps1,-66.52,-77.98,-54.72
10591203,Olfr860,-41.34,-95.02,-7.06
10591205,Olfr862,-79.63,-88.09,-69.21
10591208,Uba52 or 2810422J05Rik,93.98,93.48,94.26
10591210,Olfr866,-4.12,36.98,-29.45
10591214,Olfr867,-37.73,-45.17,-30.52
10591216,Olfr870,-20.20,-9.22,-33.08
10591218,---,-32.27,-71.91,-9.49
10591220,Olfr18,-9.26,-12.06,-6.97
10591224,Zfp560,-75.48,-76.98,-74.06
10591228,Zfp26,-75.85,-76.16,-75.37
10591241,Zfp426,-75.86,-70.96,-79.65
10591253,Zfp266,-84.17,-80.33,-87.61
10591263,Fbxl12 or Ubl5,-93.48,-89.46,-96.00
10591270,Olfm2,-28.06,-44.40,-16.56
10591281,Col5a3,-2.53,-15.54,20.15
10591350,Angptl6 or A230050P20Rik,-57.90,-38.32,-74.42
10591357,Eif3g,-75.60,-83.53,-66.45
10591369,Dnmt1,-19.36,-15.79,-22.78
10591412,S1pr2,-3.90,2.78,-10.23
10591416,---,62.66,60.48,65.10
10591418,Zglp1,-37.67,6.83,-78.74
10591423,Fdx1l or Raver1-fdx1l,-74.03,-59.33,-85.66
10591430,Raver1 or Raver1-fdx1l,-20.65,-18.39,-22.98
10591446,Tyk2,90.71,93.18,86.62
10591472,Cdc37,30.77,35.92,25.59
10591482,Keap1,-84.89,-86.39,-83.69
10591494,S1pr5,-39.97,-57.12,-26.39
10591497,Kri1 or Atg4d,40.30,59.91,18.61
10591517,Cdkn2d,78.38,75.83,80.45
10591522,Ap1m2,-30.85,-44.86,-21.11
10591535,Mir199a-1,-38.64,-27.53,-49.61
10591537,Tmed1 or Dnm2,-99.54,-99.46,-99.57
10591544,Yipf2 or Carm1,-89.42,-91.54,-86.83
10591556,Spc24,-28.74,-30.03,-27.11
10591563,Kank2,-76.50,-88.03,-63.10
10591576,Dock6,-49.64,-45.51,-53.34
10591608,Dock6,51.75,64.16,36.15
10591610,Dock6,-4.41,-7.34,-1.33
10591612,Dock6,-60.20,-76.08,-44.07
10591614,Dock6,-60.98,-46.45,-74.51
10591616,Dock6,-75.70,-74.52,-76.83
10591618,Dock6,-9.83,-15.95,-4.85
10591620,Dock6,-47.86,-43.34,-53.09
10591622,Dock6,-38.29,-20.38,-58.22
10591624,Dock6,-2.78,-4.34,-1.05
10591626,Dock6,-46.31,-45.07,-47.53
10591628,Dock6,-49.54,-45.87,-53.03
10591630,Dock6,-48.68,-40.75,-54.87
10591632,Dock6,-45.22,-22.29,-72.59
10591634,Dock6,-36.62,-17.75,-58.22
10591643,Rab3d,-7.81,-3.17,-12.34
10591653,Tmem205,-65.12,-51.00,-76.91
10591658,2310047B19Rik,-18.83,-19.11,-18.61
10591660,Epor,-65.69,-43.35,-84.64
10591668,Rgl3,-19.22,-27.84,-12.56
10591691,Ccdc151,-6.22,-14.06,-0.85
10591706,Elavl3,-24.45,-28.95,-20.34
10591715,Zfp653,-30.65,-38.63,-23.05
10591726,Ecsit,-90.89,-91.08,-90.66
10591735,Elof1,-45.05,-49.60,-39.42
10591739,Acp5,-18.77,-16.10,-21.41
10591747,Rpl15,93.98,93.48,94.26
10591749,1810064F22Rik,-30.18,-52.50,-14.46
10591754,Zfp599,-16.44,-28.92,-1.99
10591763,Zfp810,-26.09,6.33,-55.54
10591773,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,93.98,93.48,94.26
10591777,Gm6607,-13.96,-39.09,14.06
10591781,Anln,3.26,3.24,3.32
10591806,Rp9,-40.67,-33.60,-46.80
10591814,---,66.34,60.91,70.66
10591816,Dpy19l1,73.62,78.61,67.33
10591844,Dpy19l2,-57.41,-51.45,-63.97
10591853,Tbx20,-59.16,-56.97,-60.97
10591864,---,-92.64,-85.77,-96.11
10591867,Rpl41,93.98,93.48,94.26
10591869,Herpud2,38.76,37.03,40.37
10591881,Hmgb1,93.98,93.48,94.26
10591884,Glb1l2,-33.90,-35.80,-31.99
10591905,Glb1l3,-45.96,-77.10,-23.90
10591926,Gm1110,-37.59,-51.54,-27.25
10591947,Acad8,-28.15,-28.98,-27.53
10591960,Vps26b,18.62,16.51,20.79
10591967,Jam3,-71.23,-78.08,-64.84
10591978,Ntm,-36.58,-33.24,-40.24
10591988,Adamts15,-45.11,-49.40,-40.77
10591997,Adamts8,87.20,82.66,90.40
10591999,---,39.68,7.53,61.95
10592001,St14,-45.70,-50.08,-41.69
10592023,Aplp2,39.80,38.36,41.01
10592044,Tmem45b,-53.33,-34.09,-76.09
10592050,Barx2,-5.58,-11.15,-1.93
10592058,Tuba1b,93.98,93.48,94.26
10592061,Kcnj5,-22.20,-28.51,-17.50
10592067,Fli1,51.77,53.13,50.41
10592079,---,46.59,51.23,40.94
10592084,St3gal4,81.21,81.01,81.50
10592099,Dcps,-64.22,-57.80,-70.21
10592106,Tirap,-3.14,-8.52,2.60
10592114,Foxred1,-64.82,-63.33,-66.71
10592126,Fam118b,-56.98,-64.81,-46.27
10592138,Rpl36,93.98,93.48,94.26
10592140,Ddx25,-59.91,-30.90,-89.93
10592154,Hyls1,-64.94,-69.34,-60.72
10592160,---,16.38,27.27,5.95
10592162,---,-8.92,-22.37,3.79
10592164,Pate4,-24.14,-27.09,-21.32
10592170,Gm17252,-10.78,-2.74,-21.68
10592176,D730048I06Rik,-30.55,-21.35,-43.13
10592182,9230110F15Rik,-4.26,-8.54,-0.36
10592186,---,28.57,-4.30,53.84
10592188,---,93.98,93.48,94.26
10592192,Gm5615,-16.94,-16.61,-17.32
10592196,A630095E13Rik,-38.28,-48.19,-30.80
10592201,Chek1,-35.41,-32.94,-38.40
10592217,Stt3a,-25.69,-19.67,-32.25
10592237,Ei24,-57.49,-59.95,-54.48
10592248,---,47.13,56.50,36.34
10592251,Pknox2,-37.23,-36.47,-38.36
10592266,Slc37a2,1.21,-0.18,2.90
10592289,Ccdc15,-32.48,-32.34,-32.53
10592303,Robo3,-14.75,-0.51,-33.05
10592330,Nrgn,-22.93,-33.54,-15.94
10592336,Spa17,-38.76,-43.39,-34.19
10592342,Tbrg1,-60.53,-62.52,-58.52
10592355,Panx3,-9.73,-11.08,-8.34
10592362,Olfr160 or Olfr151,42.35,43.34,41.42
10592365,Olfr151 or Olfr160,22.50,-24.98,66.82
10592367,---,-39.07,-31.64,-47.88
10592369,Olfr891,-43.67,-33.65,-55.23
10592371,Olfr915,-75.61,-76.58,-74.73
10592374,Olfr916,-7.95,-16.99,-1.66
10592376,Olfr917,-68.01,-44.88,-88.52
10592378,Olfr918,-19.01,-5.59,-39.48
10592380,Olfr919,-61.70,-31.26,-89.57
10592382,Olfr934,-48.32,-22.00,-77.31
10592384,Olfr935,-14.44,-29.20,-5.57
10592386,Olfr146,-28.42,-82.97,-4.10
10592388,Olfr936,-32.84,-17.88,-54.65
10592391,Olfr937,-34.42,-21.30,-51.06
10592393,Olfr938,-42.37,-47.53,-37.89
10592395,---,-85.83,-65.35,-96.83
10592397,Olfr1537-ps1,-88.24,-92.63,-81.93
10592399,Olfr945,-64.42,-66.69,-62.33
10592401,Olfr947-ps1,-30.61,-61.71,-8.38
10592404,Olfr948,-24.81,-69.20,-1.35
10592406,Olfr952,-42.80,-54.45,-31.38
10592408,Olfr955 or Olfr952,-52.29,-49.21,-55.20
10592410,Olfr44,-56.60,-88.36,-27.67
10592412,Olfr957,-17.51,-13.01,-22.74
10592414,Olfr958,-7.38,-26.86,20.73
10592416,Olfr959,-65.89,-51.29,-79.08
10592420,AW551984,-48.38,-40.93,-56.36
10592447,---,-0.69,-6.74,12.38
10592449,Olfr149,-25.50,-16.09,-36.03
10592451,Olfr968,-41.99,-37.48,-46.34
10592455,Olfr975,28.97,39.34,17.41
10592457,Olfr976,-60.14,-42.03,-78.63
10592459,---,-59.86,-54.37,-65.14
10592461,Olfr979,6.05,40.06,-17.76
10592463,Olfr980,5.79,22.92,-6.78
10592465,Olfr983,-2.16,-5.30,1.43
10592467,Olfr984,-15.75,-23.03,-8.42
10592469,Olfr985,-52.77,-69.84,-37.45
10592471,Gramd1b,-16.23,-16.45,-15.98
10592493,4931429I11Rik,-33.91,-20.60,-51.86
10592503,Crtam,-18.64,-24.07,-14.18
10592515,Ubash3b,77.23,81.90,70.75
10592531,---,-0.05,-5.72,8.19
10592533,---,-91.51,-90.74,-92.14
10592535,Sorl1,14.29,19.78,8.74
10592585,Sc5d,-42.52,-48.58,-35.90
10592593,Tecta,20.46,-17.77,58.57
10592618,Tbcel,-89.39,-86.62,-91.49
10592629,Grik4,-36.79,-38.66,-35.10
10592652,---,29.66,8.01,47.68
10592655,Arhgef12,-9.46,-10.62,-8.58
10592701,Tmem136,-12.58,2.88,-30.31
10592705,Pou2f3,-35.84,-46.83,-26.73
10592719,Oaf,-33.54,-35.59,-31.30
10592725,Gm10688,-52.87,-44.06,-62.17
10592727,Rnf26,-63.41,-85.00,-31.40
10592731,Gm10687,46.50,58.30,31.53
10592734,Cbl,58.68,63.55,53.85
10592752,Pdzd3,-32.42,-45.57,-21.71
10592763,Nlrx1,74.32,67.09,79.15
10592772,Abcg4,-17.95,-22.11,-14.20
10592790,Hinfp,-46.16,-23.40,-65.46
10592802,C2cd2l,-51.82,-41.69,-60.60
10592816,Hmbs,-79.49,-85.40,-72.24
10592830,Vps11,-16.55,3.84,-35.34
10592847,Myl6,93.98,93.48,94.26
10592850,Trappc4,-72.05,-67.76,-75.67
10592856,Ccdc84 or Rps25,-50.48,-59.16,-40.35
10592870,Foxr1,-23.28,0.15,-57.43
10592878,Upk2,-6.82,-2.42,-11.97
10592886,Gm10023,35.67,5.36,59.96
10592888,Cxcr5,-14.82,-9.36,-23.82
10592891,Phldb1,34.67,44.88,25.23
10592917,---,-0.61,31.03,-14.57
10592919,Arcn1,-19.98,-11.08,-28.93
10592926,Tmem25,-33.92,-32.89,-35.22
10592938,Ttc36,-23.31,-22.45,-24.12
10592942,Mll1,-24.40,-9.26,-38.24
10592983,Atp5l,93.98,93.48,94.26
10592988,Ube4a,3.19,5.97,0.85
10593015,Cd3g,-19.11,-16.10,-23.35
10593024,Cd3e,-27.36,-16.41,-42.16
10593032,Amica1 or Gm10684,15.94,14.49,16.94
10593035,Tmprss4,-20.03,-22.21,-17.99
10593050,Il10ra,95.88,96.05,95.12
10593058,---,-8.66,-7.91,-9.54
10593060,Cep164,-58.78,-51.52,-65.74
10593095,Cep164,70.59,70.22,70.83
10593101,---,38.04,28.03,48.71
10593103,Rnf214 or Pcsk7 or Bace1,-73.37,-76.44,-70.14
10593123,Tagln,-44.43,-30.51,-62.39
10593130,Sidt2,-43.71,-40.84,-46.90
10593159,Pafah1b2,-79.59,-81.14,-77.89
10593167,Apoa1,-16.63,-15.66,-17.89
10593169,Apoc3,-51.08,-51.43,-50.80
10593174,Apoa4,-36.84,-27.88,-46.22
10593177,4931429L15Rik,-23.71,-44.03,-11.65
10593191,---,-19.25,-25.96,-13.94
10593193,---,-7.50,-21.78,12.10
10593196,Gm10677,56.86,43.09,67.80
10593198,Fam55b,-37.95,-46.29,-31.12
10593205,Rexo2,-62.46,-58.99,-65.63
10593213,Rbm7,-6.66,8.13,-21.33
10593219,Nnmt,-36.37,-29.57,-44.89
10593225,Zbtb16,30.93,34.98,27.60
10593233,Htr3a,-63.62,-74.04,-52.97
10593245,Htr3b,47.67,-9.65,79.61
10593258,---,-5.01,19.74,-21.04
10593260,Ankk1,56.28,-15.18,87.33
10593270,Ttc12,-81.52,-87.44,-75.69
10593293,Ncam1,-66.87,-68.96,-65.21
10593316,---,-28.57,-20.01,-38.43
10593318,---,62.23,0.62,80.54
10593320,Rpl10 or Gm5621,93.98,93.48,94.26
10593323,---,77.85,87.34,58.88
10593325,Pts,-1.71,-8.58,5.96
10593332,Bco2,73.34,77.80,65.98
10593347,Tex12,-49.17,-43.69,-55.14
10593356,Sdhd,-58.90,-57.59,-61.03
10593361,AU019823,-59.51,-31.03,-79.11
10593367,Dlat,-90.43,-92.31,-88.10
10593384,Dixdc1,-71.01,-64.07,-77.79
10593413,2310030G06Rik,-79.84,-81.00,-78.66
10593418,Hspb2 or Cryab,-17.58,-21.68,-14.25
10593421,1110032A03Rik,-77.56,-76.69,-78.52
10593430,Sik2 or Ppp2r1b,32.32,49.85,13.35
10593449,Layn,-74.32,-65.76,-82.63
10593460,4833427G06Rik,-44.35,-75.98,-24.13
10593469,Mir34c,-28.40,-36.69,-21.95
10593471,Mir34b,-63.44,-69.82,-56.35
10593473,1810046K07Rik,18.85,33.55,-0.17
10593478,9230115E21Rik or Arhgap20,-41.12,-61.08,-25.74
10593483,Fdx1,-99.45,-99.40,-99.49
10593490,Gm6981 or Gapdh,93.98,93.48,94.26
10593492,Zc3h12c,85.30,81.51,88.01
10593497,Zc3h12c,92.89,92.94,92.85
10593499,AI593442,-62.28,-82.69,-42.58
10593506,---,2.26,-21.26,36.17
10593508,Ddx10,-3.65,-2.18,-4.86
10593526,Atm,-35.80,-28.43,-43.75
10593589,Gm9963,-51.69,-75.96,-30.26
10593591,Acat1,-61.65,-62.01,-61.34
10593605,Cul5,-69.55,-68.85,-70.53
10593628,Rab39,74.65,69.44,79.37
10593634,Elmod1,-33.83,-53.82,-21.61
10593646,Tnfaip8l3,-34.77,-38.74,-31.43
10593652,Cyp19a1,-63.20,-33.43,-88.72
10593664,1700104A03Rik,-3.72,-2.77,-4.96
10593668,Dmxl2,-57.09,-51.21,-62.73
10593671,Dmxl2,-62.04,-66.67,-56.22
10593713,Cib2 or Sh2d7,-6.55,-6.93,-6.27
10593723,Acsbg1,-22.68,-22.47,-22.78
10593740,Wdr61,-90.63,-92.07,-88.92
10593751,AY074887,42.44,43.72,41.56
10593756,Chrna3,-19.56,-20.50,-18.64
10593767,Chrnb4,-23.51,-20.94,-25.72
10593776,Nrg4,-60.72,-61.81,-59.66
10593789,Etfa,-61.10,-53.32,-68.21
10593799,Scaper,28.11,39.29,15.36
10593832,---,-72.99,-84.72,-57.75
10593834,Rfpl3s,-29.69,-53.64,-15.54
10593842,Tspan3,41.36,39.33,43.37
10593856,C230081A13Rik,-40.54,-34.95,-47.13
10593865,Rn28s1,80.13,71.52,87.08
10593867,Lingo1,-52.82,-51.38,-54.66
10593872,Odf3l1,-22.09,-29.14,-15.98
10593878,Snx33,-24.03,-25.77,-21.91
10593882,Gm10658,-20.84,-32.75,-11.07
10593884,Ptpn9 or Gm10658,-53.31,-60.27,-46.76
10593887,Neil1,-63.99,-69.03,-58.67
10593903,Commd4,-21.94,-13.42,-30.40
10593913,1700017B05Rik,-41.79,-30.54,-53.88
10593918,Ppcdc,-44.23,-30.89,-57.69
10593927,Scamp5,-77.11,-73.15,-80.67
10593937,Mpi,-87.35,-92.63,-78.94
10593947,Cplx3,-27.79,-22.71,-32.93
10593953,Lman1l,39.97,59.98,9.64
10593966,Csk,61.59,65.48,57.66
10593981,Cyp1a2,-16.47,-26.36,-10.04
10593988,Clk3,68.63,72.51,64.34
10594001,Arid3b,-9.26,-6.12,-12.48
10594015,Ccdc33,-11.47,-20.28,-3.50
10594044,Islr,-51.03,-30.93,-75.47
10594048,Islr2,-25.63,-27.59,-23.74
10594053,Pml,-53.37,-41.16,-63.46
10594066,Loxl1,-25.02,-20.15,-31.18
10594080,Tbc1d21,-41.91,-77.64,-15.61
10594092,Cd276,-47.52,-47.98,-46.86
10594103,2410076I21Rik,-20.41,-10.27,-33.66
10594110,Neo1,-65.07,-48.37,-81.73
10594142,Rpl11,93.98,93.48,94.26
10594144,Bbs4,-96.32,-98.65,-90.32
10594161,Arih1,96.45,97.96,93.57
10594177,Tmem202,-44.70,-32.20,-56.91
10594183,Senp8,-97.43,-98.51,-95.96
10594186,---,79.95,63.24,90.37
10594188,Nr2e3,-17.57,-22.71,-13.19
10594199,Thsd4,-45.32,-33.33,-57.95
10594221,Lrrc49,-27.34,-29.94,-24.51
10594241,---,33.97,-3.01,62.84
10594244,---,-12.57,-2.32,-24.80
10594246,---,91.06,85.68,94.18
10594248,Rplp1,35.03,40.42,29.89
10594251,Kif23,35.15,37.61,32.57
10594277,Paqr5,-34.60,-29.89,-40.08
10594289,Glce or Mir5133,-78.30,-79.40,-77.50
10594297,Spesp1,8.21,-9.41,33.28
10594301,Coro2b,-44.81,-54.93,-36.51
10594315,Fem1b,-27.86,-37.48,-17.85
