Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II+,Sample_,Sample_,Sample_
10583316,Taf1d,71.20,67.14,76.34,70.67
10583318,Taf1d,63.96,85.91,-1.66,71.98
10583320,BC017612,-71.89,-82.76,-96.87,-12.31
10583324,---,-28.00,-9.28,-3.00,-76.55
10583326,Slc36a4,0.73,-23.95,24.36,-0.94
10583340,Npm1 or LOC100046628,63.96,85.91,-1.66,71.98
10583343,---,16.01,27.44,-20.34,40.53
10583345,---,-40.11,-37.98,-39.84,-41.91
10583347,Chordc1,-50.13,-12.04,-74.57,-47.45
10583359,Ubtfl1,14.87,53.16,12.38,-16.60
10583363,---,-88.60,-98.75,-92.01,-46.13
10583365,Mbd3l2,-34.91,-45.00,-46.45,-19.87
10583371,Mbd3l1,-29.35,-75.59,-14.35,-10.57
10583376,Olfr829,9.66,-44.21,48.74,41.72
10583378,Olfr830,35.81,51.48,49.15,-0.64
10583380,Olfr832,-13.09,-13.56,-3.92,-26.21
10583382,Olfr834,-7.88,34.12,-69.54,-0.78
10583384,---,-5.59,6.51,-5.94,-16.21
10583386,Olfr835,-10.96,-18.45,29.48,-32.08
10583388,Olfr836,9.22,60.48,26.39,-29.29
10583390,Olfr837,14.88,66.88,-21.76,18.24
10583392,---,15.39,40.22,-60.86,70.06
10583394,Olfr845,14.19,-18.64,8.64,56.03
10583396,Olfr849,-11.51,-11.62,-46.11,27.53
10583398,Olfr851,-10.83,-6.98,-28.64,-3.93
10583400,Olfr855,-4.01,-3.52,-15.42,2.35
10583402,Zfp317,-42.28,-24.49,-56.69,-42.39
10583416,---,40.19,43.59,90.27,-60.19
10583418,Olfr857,-7.93,32.50,-26.84,-13.75
10583421,---,-9.75,-31.31,-22.95,38.56
10583423,Olfr58,-29.57,-28.21,-20.15,-43.00
10583426,Olfr859,-8.35,14.47,-14.69,-17.95
10583428,Olfr77,49.02,30.64,49.91,62.46
10583432,---,41.72,67.28,-16.18,61.04
10583434,Olfr868,-14.09,-81.45,-1.48,-4.89
10583436,Olfr869,-11.40,-1.00,-59.74,-1.59
10583438,Olfr871,1.73,-2.39,-5.29,32.47
10583441,Olfr872,-5.13,26.47,-8.89,-22.63
10583444,Olfr39,-19.89,-23.51,-48.79,-2.04
10583446,Olfr873,-23.74,-5.90,-29.10,-41.31
10583448,Rpl21,63.96,85.91,-1.66,71.98
10583450,Zfp846,-42.61,-26.36,-21.23,-76.30
10583459,5730577I03Rik,-27.24,-4.19,-27.28,-53.02
10583465,Ubl5 or Fbxl12,45.49,28.71,26.05,78.50
10583472,Pin1 or Pin1-ps1,-8.83,-47.63,-38.20,62.21
10583478,Rdh8,74.63,62.77,87.44,65.60
10583485,A230050P20Rik or Angptl6,-53.31,-52.28,-24.99,-77.29
10583496,Ppan,-36.35,-24.00,-33.09,-54.08
10583508,Mrpl4,0.73,11.19,-10.80,3.61
10583519,Icam1,45.99,38.87,40.44,56.47
10583529,Icam4,-11.10,-17.15,-0.25,-22.45
10583535,Icam5,-24.02,-20.48,-10.92,-53.64
10583548,Raver1-fdx1l or Raver1,73.47,62.01,83.88,72.69
10583551,Pde4a,-1.87,-8.44,10.93,-3.27
10583573,Atg4d or Kri1,66.43,72.40,23.48,82.49
10583586,Slc44a2,86.41,86.02,86.56,86.44
10583610,Ilf3,-83.99,-91.26,-79.98,-79.72
10583634,Qtrt1,-54.41,-49.70,-73.88,-40.11
10583647,Dnm2 or Tmed1,75.45,84.06,69.91,72.34
10583669,AB124611,77.08,71.78,74.99,83.24
10583676,Carm1 or Yipf2,-35.59,-27.32,-53.02,-25.84
10583694,1810026J23Rik or Yipf2,-61.85,-64.42,-68.42,-52.65
10583697,Smarca4,9.50,14.01,-2.57,15.62
10583732,Ldlr,86.69,97.06,73.32,81.70
10583753,Gm6484,-29.98,-27.60,-19.27,-47.74
10583759,Ccdc159,-64.21,-49.57,-65.45,-77.49
10583773,BC018242,-48.63,-50.47,-35.74,-61.62
10583785,2310047B19Rik,-48.85,-67.80,-22.70,-54.68
10583788,Prkcsh,-80.59,-88.04,-88.72,-57.20
10583806,Gm6581,-84.86,-90.35,-94.15,-50.15
10583809,Cnn1,-55.48,-65.94,-39.73,-63.95
10583817,Pigyl,-24.20,-39.66,-53.41,7.67
10583820,Zfp872,-52.00,-82.21,-18.48,-56.31
10583825,Zfp809,18.47,13.79,13.93,27.64
10583834,Anln or 9530077C05Rik,-41.01,-11.25,-39.68,-82.97
10583847,Bbs9,-96.16,-94.68,-98.49,-94.24
10583870,Bmper,-57.06,-74.88,-59.51,-38.55
10583887,Npsr1,-23.47,-50.97,-9.43,-19.94
10583898,Gm10701,78.55,64.69,89.72,73.43
10583900,Cypt4 or Cypt10 or Cypt9,-42.58,-13.70,-32.39,-89.47
10583903,---,3.45,6.67,-15.18,28.44
10583905,Sept7,1.56,35.09,7.23,-54.55
10583920,Eepd1,-12.12,2.22,-9.69,-30.25
10583929,B3gat1,-27.79,-28.40,-24.40,-30.11
10583942,Thyn1,-68.84,-90.27,-63.23,-39.13
10583952,Ncapd3,-68.20,-81.28,-66.77,-49.14
10583992,Igsf9b,-53.54,-38.85,-62.21,-58.05
10584013,---,-15.48,30.43,-7.95,-65.22
10584015,Spata19,-25.02,-17.17,-28.95,-31.14
10584024,Opcml,-19.95,-9.31,-21.14,-40.31
10584034,Snx19,53.82,57.11,41.99,62.88
10584047,Adamts8,-37.23,-15.53,-48.07,-52.86
10584057,Zbtb44,-26.11,-65.30,-30.70,26.52
10584067,Zbtb44,6.25,-20.45,15.39,20.83
10584069,---,1.17,11.66,-3.81,3.82
10584071,Prdm10,43.04,42.62,46.23,40.32
10584095,Nfrkb,-35.71,-34.41,-25.46,-48.30
10584120,---,-81.33,-52.99,-80.08,-94.60
10584122,Rpl21,63.96,85.91,-1.66,71.98
10584124,Arhgap32,-46.18,-32.77,-58.74,-47.92
10584138,Kcnj1,-32.93,-21.93,-34.08,-46.83
10584142,Ets1,-81.93,-83.77,-85.21,-76.86
10584162,Tmed2,63.96,85.91,-1.66,71.98
10584165,Kirrel3,-30.37,-29.38,-18.65,-47.70
10584187,St3gal4 or 4930581F22Rik,47.62,37.99,50.13,52.07
10584194,Srpr,27.03,46.74,33.97,7.07
10584200,Rpusd4,39.08,13.27,31.31,66.07
10584208,Cdon,-94.01,-95.88,-90.29,-94.27
10584229,---,-25.82,-37.18,-37.51,-5.43
10584231,Pus3,-19.91,-15.10,-46.96,2.63
10584236,Pate2,-25.26,-38.68,-52.61,-1.14
10584244,---,-17.70,-20.91,-16.94,-16.07
10584248,Gm7257,-27.42,-70.65,48.75,-48.74
10584252,Gm9513,36.34,7.47,59.08,36.15
10584254,Acrv1,-33.60,-46.73,-28.30,-26.81
10584259,Fez1,-45.87,-49.03,-51.90,-38.12
10584271,Tmem218,-86.24,-92.10,-89.84,-72.30
10584276,Sec61g or Gm20094 or Gm4184 or Gm11575 or Gm10177,63.96,85.91,-1.66,71.98
10584280,Hepacam,-41.35,-33.66,-48.75,-43.21
10584288,Robo4,-63.03,-48.92,-64.13,-75.70
10584309,BC024479,-39.09,-47.72,-45.41,-26.28
10584315,---,19.73,10.56,33.27,13.87
10584317,Esam,-57.91,-56.39,-46.83,-74.35
10584325,Vsig2,-48.04,-58.53,-49.34,-37.39
10584334,Siae,-67.40,-81.63,-69.46,-39.04
10584350,Tpt1,63.96,85.91,-1.66,71.98
10584352,Olfr874,57.97,67.65,66.79,30.96
10584354,Olfr875,24.34,41.42,40.61,-5.34
10584356,Olfr876,-5.75,-11.98,-2.56,-2.65
10584358,Olfr877,-37.21,-53.01,-30.68,-28.25
10584360,Olfr145,-2.30,-18.49,14.05,10.02
10584362,Olfr878,-4.64,-1.26,-4.27,-9.99
10584364,Olfr881,-26.94,-4.13,-35.21,-71.83
10584366,Olfr883,-11.41,26.74,-4.48,-60.15
10584368,Olfr884 or Olfr885,-10.35,-4.98,-47.53,-5.65
10584370,Olfr885 or Olfr884,63.96,85.91,-1.66,71.98
10584372,Olfr887,-28.09,-21.85,-45.40,-20.97
10584374,Olfr888,-10.28,13.11,-25.17,-18.38
10584376,Olfr889,-3.24,-9.05,22.61,-10.00
10584378,Olfr890,-4.02,29.08,-2.59,-28.44
10584380,---,-4.51,-22.22,24.28,-5.10
10584382,Olfr893,-24.61,-39.80,-54.18,-1.27
10584384,Olfr894,-20.78,-4.14,-4.62,-82.66
10584386,Olfr143,-30.30,-25.86,-13.42,-60.56
10584388,Olfr895,-18.33,4.55,-95.88,-4.39
10584391,---,-0.78,60.89,33.15,-77.55
10584393,---,-66.06,-65.72,-93.06,-36.58
10584395,Olfr25,-30.43,-37.12,-60.43,-8.58
10584399,Olfr898,-14.40,10.83,-18.39,-43.25
10584401,Olfr250 or Olfr899,-12.19,-0.64,-17.61,-50.44
10584403,Olfr251 or Olfr900,-31.82,-70.83,-9.29,-27.73
10584405,Olfr147,23.89,-4.00,-1.10,61.59
10584407,Olfr901,-6.17,-48.81,44.07,4.33
10584409,Olfr902,56.67,70.26,5.47,69.77
10584411,---,-38.48,-12.38,-71.05,-35.57
10584414,Olfr904,-1.69,29.45,-8.21,-3.56
10584416,Olfr905,54.01,44.64,50.36,64.73
10584418,Olfr906,0.47,27.82,-18.09,17.64
10584420,Olfr907,25.10,53.72,26.19,-8.37
10584422,Olfr908,-10.37,-6.93,-37.79,18.34
10584424,Olfr911-ps1,-16.19,-21.56,-34.87,-6.24
10584426,Olfr910,-35.41,-1.44,-84.13,-40.81
10584428,Olfr912,-17.96,-8.78,-21.77,-25.47
10584431,Olfr913,-30.54,-35.57,-21.85,-36.46
10584433,Olfr914,45.51,44.68,56.16,33.97
10584435,Vwa5a,94.29,94.36,96.12,91.85
10584458,Olfr920,7.52,-6.62,47.05,-6.81
10584460,Olfr921,-1.66,36.52,2.18,-20.44
10584462,Olfr922,43.44,-68.30,92.73,34.99
10584466,Olfr923,-4.64,-18.96,-1.44,10.39
10584468,Olfr924,5.21,75.65,-2.31,-55.55
10584470,Olfr26 or Olfr933,-36.62,-68.00,-17.38,-34.55
10584472,Olfr926,1.49,17.21,-13.05,29.67
10584476,Olfr930,-6.15,-40.71,4.33,17.04
10584479,Olfr933,38.82,46.52,8.67,51.34
10584481,---,56.49,70.76,49.69,47.04
10584484,Olfr27 or Olfr242,-6.24,36.71,-17.12,-22.47
10584486,Olfr943,-22.27,13.05,-56.35,-37.06
10584488,Olfr944,-32.48,-94.69,28.01,-61.49
10584490,Olfr951 or Olfr954,-22.69,-8.15,-37.79,-31.61
10584492,Olfr954,-6.14,11.40,42.02,-56.33
10584494,Olfr148,20.48,-1.04,-14.98,67.61
10584496,Olfr960,63.26,26.69,72.69,77.14
10584498,Olfr961,43.47,8.90,60.98,47.82
10584500,Olfr963,-19.00,19.07,-87.18,42.24
10584502,Olfr965,-27.93,-71.55,-20.08,-3.44
10584504,Olfr150 or Olfr919,-16.92,-15.03,-10.06,-28.98
10584506,Olfr967,-19.17,-35.47,-39.60,24.28
10584508,Olfr969,-64.57,-39.10,-85.22,-65.99
10584510,Olfr970,-11.07,-5.89,-20.86,-9.74
10584512,Olfr971,-6.35,33.89,-5.53,-35.39
10584514,Olfr972,-10.78,-16.50,-5.48,-13.84
10584516,Olfr229,-38.52,-20.42,-13.16,-90.59
10584518,Olfr974,63.81,82.80,36.24,60.06
10584520,Olfr978,3.09,-53.69,19.14,57.41
10584522,Olfr981,8.35,-2.58,44.83,-13.07
10584524,1700001J11Rik,-57.57,-53.24,-64.05,-54.42
10584526,Olfr982,25.64,55.19,21.69,-3.29
10584528,Tmem225,-13.48,-14.46,-9.16,-18.32
10584535,---,-24.86,-29.90,-34.73,-8.84
10584537,Olfr986,-25.99,-29.29,6.64,-59.31
10584541,Zfp202,15.69,20.35,38.06,-9.25
10584549,Scn3b,-46.47,-61.22,-50.90,-31.20
10584561,9030425E11Rik,-58.03,-46.67,-42.87,-85.81
10584572,Hspa8,62.17,59.14,54.60,72.77
10584576,Snord14c or Snord14d or Hspa8,76.48,76.52,77.65,75.28
10584578,Snord14c or Snord14d or Hspa8,63.96,85.91,-1.66,71.98
10584580,Snord14e or Hspa8,84.79,85.28,86.45,82.48
10584582,---,23.08,56.72,48.41,-33.65
10584584,Bsx,47.32,73.75,61.91,-8.84
10584589,Mir100,-55.15,-65.61,-20.50,-83.13
10584591,Mirlet7a-2,44.46,61.35,13.20,50.89
10584593,---,-19.38,-7.99,-21.09,-38.79
10584595,2610203C20Rik,-59.02,-84.38,-52.19,-42.81
10584598,Mir125b-1,-26.87,-25.56,-55.39,-9.85
10584600,---,-64.84,-36.15,-68.95,-92.18
10584602,Gm10690,-22.12,-24.00,-36.08,-5.60
10584604,Trim29,-39.29,-34.33,-30.58,-55.77
10584615,Pvrl1,57.87,58.29,42.71,72.53
10584624,---,60.97,77.37,75.56,-2.77
10584628,Thy1,-75.78,-88.94,-50.76,-85.11
10584634,Usp2,-71.00,-55.98,-75.76,-79.15
10584653,C1qtnf5 or Mfrp,-15.20,-12.24,-8.72,-25.47
10584674,Mcam,-82.93,-78.64,-87.21,-81.89
10584691,Ccdc153,-40.25,-61.05,-25.39,-37.23
10584698,Nlrx1,92.01,92.63,93.50,89.46
10584700,Dpagt1,6.39,20.92,-15.49,11.16
10584710,H2afx,-59.80,-51.30,-85.64,-39.00
10584712,Hyou1,67.50,79.22,60.26,61.33
10584741,Slc37a4,-45.78,-66.15,-65.55,-15.22
10584752,Rps25 or Ccdc84,63.96,85.91,-1.66,71.98
10584758,Fam103a1 or Gm10767 or Gm4199,63.96,85.91,-1.66,71.98
10584760,Gm10023 or C030014I23Rik or LOC100504832,15.43,68.61,43.45,-69.20
10584762,Bcl9l,-23.79,-41.32,-33.11,2.06
10584777,Ddx6,45.70,45.23,60.69,33.99
10584787,Treh,-48.28,-59.06,-28.71,-58.73
10584803,Ift46,-85.80,-96.69,-84.07,-52.61
10584819,---,-34.07,-68.25,-32.89,-5.73
10584821,Cd3d,-21.37,-19.76,-8.35,-68.21
10584827,Mpzl2,-55.52,-39.57,-49.14,-81.03
10584835,Mpzl3,-33.86,-19.82,-38.84,-46.92
10584841,Amica1,-4.79,-14.22,-3.73,0.58
10584855,Scn2b,-32.19,-40.52,-28.44,-29.51
10584862,Scn4b,-54.91,-71.70,-51.33,-41.02
10584870,Tmprss13,-26.56,-17.02,-24.64,-46.15
10584883,Fxyd6,-56.76,-67.24,-33.89,-72.24
10584891,Fxyd2,-38.06,-33.22,-22.95,-66.39
10584901,Dscaml1,-31.34,-11.23,-16.67,-81.51
10584941,Bace1,-58.98,-73.22,-50.32,-53.82
10584954,Pcsk7 or Rnf214,9.36,-8.86,-25.92,66.10
10584975,Sidt2,42.33,68.74,37.23,7.27
10584977,Sik3,-18.56,2.79,-40.81,-14.94
10585005,Apoa1,-22.56,-37.69,-7.60,-41.20
10585010,Apoa4,-34.23,-46.69,-18.62,-42.02
10585015,Apoa5,-19.03,-20.99,-22.75,-14.32
10585022,Zfp259,58.88,61.18,58.81,56.16
10585037,Bud13,36.73,29.15,32.87,49.52
10585048,Cadm1,-57.59,-43.53,-53.20,-78.76
10585068,Fam55d,88.52,96.58,65.65,81.89
10585085,---,96.56,97.79,97.05,95.58
10585091,Nhp2l1,63.96,85.91,-1.66,71.98
10585093,Gm8884,22.67,39.90,41.11,-13.50
10585097,Gm5617,-47.02,-61.71,-70.72,-9.37
10585099,Usp28,-75.52,-65.09,-82.32,-77.54
10585129,Zw10,-51.03,-44.08,-43.17,-64.14
10585146,Tmprss5,45.62,81.91,82.95,-78.41
10585162,Gm4894,59.05,30.94,79.72,48.54
10585169,Drd2,-22.37,-26.46,-19.08,-21.75
10585180,Ncam1 or Gm11149,-42.72,-45.30,2.01,-93.94
10585186,1600029D21Rik,-57.16,-57.61,-58.11,-55.81
10585194,Il18,71.22,67.98,61.67,80.10
10585201,Timm8b or AU019823,-82.87,-97.31,-98.90,-8.87
10585206,Pih1d2,-44.49,-15.76,-25.78,-94.22
10585214,Cryab or Hspb2,-54.54,-74.15,-43.97,-50.46
10585224,Fdxacb1 or 1110032A03Rik,36.33,50.13,-35.81,76.40
10585233,Alg9,6.18,-3.08,-6.95,28.07
10585249,Ppp2r1b,7.16,8.54,9.30,2.71
10585268,Btg4,-23.66,-15.82,-25.55,-33.66
10585276,Pou2af1,-30.77,-55.52,-20.97,-25.70
10585282,---,-50.25,-59.25,-45.72,-45.13
10585284,---,29.71,38.81,-19.04,61.31
10585286,Arhgap20 or 9230115E21Rik,-63.43,-53.87,-65.45,-71.96
10585301,Rdx or 9830163H01Rik,2.85,6.17,2.67,0.45
10585318,Rdx or 9830163H01Rik,24.34,27.54,23.58,21.45
10585325,9830163H01Rik,-9.61,53.28,-6.98,-69.16
10585328,4930510E17Rik,40.07,37.39,48.38,33.72
10585331,Exph5,-56.90,-52.52,-54.42,-63.57
10585338,Kdelc2,-48.01,-50.23,-31.22,-63.40
10585347,4930550C14Rik,-65.80,-72.76,-43.39,-81.31
10585358,Npat,-69.20,-59.36,-76.41,-70.67
10585377,---,-5.73,-1.83,-6.44,-9.82
10585379,---,-8.88,-3.14,-34.27,-2.66
10585381,Slc35f2,-84.03,-79.94,-86.71,-84.74
10585390,Sln,-1.81,29.06,18.73,-26.32
10585395,Siva1,-9.89,-42.07,-30.10,46.06
10585398,Gldn,-33.21,-42.98,-19.17,-41.42
10585410,Sh2d7 or Cib2,31.25,-8.24,80.93,-10.25
10585417,Idh3a,-64.45,-74.59,-63.10,-52.21
10585428,Dnaja4,-81.07,-80.87,-76.05,-85.38
10585438,Crabp1,-57.59,-39.56,-62.48,-70.93
10585444,Ireb2,-5.27,19.32,24.74,-62.84
10585467,Agphd1,-80.16,-70.21,-71.69,-94.22
10585474,Psma4 or AY074887,-39.29,-63.43,-65.00,22.95
10585484,Chrna5,-52.34,-14.32,-73.45,-83.79
10585494,Ube2q2,63.96,85.91,-1.66,71.98
10585509,Fbxo22,-43.46,-50.59,-18.20,-58.24
10585517,AI118078,-38.07,-49.95,-26.90,-38.38
10585533,Dnajb6,63.96,85.91,-1.66,71.98
10585535,Isl2,-19.28,3.59,43.32,-83.42
10585543,Gm7444,-79.59,-38.25,-99.10,-79.66
10585545,Rcn2,-58.39,-53.55,-66.90,-54.69
10585555,Pstpip1,76.95,61.23,70.54,90.45
10585572,Hmg20a,-37.31,-31.56,-37.98,-42.95
10585586,Ube2s,63.96,85.91,-1.66,71.98
10585588,Cspg4,-64.92,-60.63,-47.40,-84.29
10585599,Imp3,-74.10,-93.53,-90.53,39.28
10585601,Snupn,-92.61,-92.46,-90.90,-94.03
10585610,Ptpn9 or Gm10658,20.98,60.94,-2.44,-4.29
10585625,Sin3a,18.02,1.14,21.95,30.40
10585652,Man2c1,54.18,20.49,71.34,66.09
10585680,---,-29.59,-36.43,-31.28,-20.79
10585682,Trcg1,53.88,53.65,78.21,9.94
10585697,---,36.13,67.51,-28.95,51.26
10585699,Fabp5,63.96,85.91,-1.66,71.98
10585703,Rpp25,-66.97,-62.17,-46.52,-87.79
10585706,Cox5a,-34.47,-62.29,-75.15,54.05
10585713,2310046O06Rik,53.36,44.36,55.89,58.80
10585721,Scamp2,76.10,72.60,77.65,77.69
10585732,Ulk3,-9.32,-14.63,5.73,-17.69
10585749,Cyp1a1,-53.58,-52.99,-66.97,-42.43
10585759,Edc3,3.61,-2.59,10.78,2.99
10585767,Ubl7,43.04,45.08,48.65,34.82
10585778,Sema7a,-77.83,-80.25,-58.66,-92.01
10585794,Cyp11a1,-35.40,-32.71,-21.43,-60.83
10585803,Stra6,-42.78,-63.52,-24.39,-47.00
10585823,1600029O15Rik,-25.57,-26.13,-56.69,6.43
10585825,Stoml1,-19.94,-26.66,-6.86,-26.08
10585834,6030419C18Rik,-43.09,-59.16,-29.41,-42.63
10585840,Cd276,66.81,90.27,72.37,-1.79
10585842,Nptn,51.46,57.71,58.92,34.35
10585851,Hcn4,-17.99,-13.92,-1.59,-51.23
10585860,Adpgk,27.36,31.88,42.10,5.04
10585874,Hexa,87.71,87.27,87.77,87.77
10585889,Celf6,-5.80,-14.71,17.84,-13.02
10585905,Parp6,-30.37,-23.80,-25.37,-41.06
10585932,Pkm,14.76,24.96,10.18,9.30
10585940,4933407I18Rik,-25.03,-35.26,-31.05,-11.84
10585942,Gramd2,-67.62,-64.64,-65.59,-71.82
10585956,Myo9a,22.58,32.76,17.68,17.63
10585970,Myo9a,-3.02,0.58,-5.87,-4.10
10585972,---,44.92,59.93,27.98,42.15
10585974,Myo9a,61.86,71.09,37.28,69.92
10585976,---,81.42,87.02,73.63,82.24
10585978,Myo9a,59.59,74.06,61.48,30.28
10585980,---,27.38,54.94,12.18,8.66
10585982,---,22.79,48.71,3.32,15.79
10585984,Myo9a,14.09,75.74,-17.87,-19.13
10585986,Myo9a,44.61,67.21,33.19,30.10
10585988,Myo9a,-10.35,-12.53,-24.41,7.43
10585990,Myo9a,19.26,33.67,2.87,18.36
10585992,Myo9a,27.00,37.57,27.87,14.87
10586011,Larp6,-45.00,-30.74,-68.34,-38.97
10586015,---,60.02,72.08,80.06,-1.36
10586017,Uaca,-77.12,-92.41,-55.40,-82.49
10586039,Tle3,76.24,93.01,50.28,74.78
10586064,Anp32a,-46.99,-67.31,-54.51,-10.28
10586074,---,30.25,24.96,22.09,40.58
10586076,---,63.96,85.91,-1.66,71.98
10586079,Itga11,-52.10,-21.93,-59.06,-81.25
10586110,Cln6,23.90,-1.49,22.92,43.76
10586118,Calml4,-26.86,-35.97,-22.43,-24.58
10586126,---,59.06,73.35,58.24,37.61
10586128,---,-10.42,-62.91,-3.64,-6.29
10586130,Aagab,51.10,49.47,65.99,32.65
10586140,Lctl or Zwilch,-38.31,-50.42,-43.79,-24.83
10586157,Rpl4,42.61,29.74,35.09,63.24
10586166,---,19.55,33.39,-3.65,29.35
10586168,Snord16a,22.14,19.62,22.84,24.37
10586170,---,38.73,49.76,46.15,18.38
10586172,---,42.21,62.25,55.37,3.98
10586174,---,26.71,56.23,46.44,-30.42
10586176,Snapc5,-30.04,-63.01,-31.55,9.15
10586180,Uchl4 or Uchl3,8.76,-0.23,-0.91,25.90
10586184,Tipin,-83.96,-75.67,-86.96,-88.15
10586194,Megf11,0.24,-6.95,44.34,-18.09
10586227,Dennd4a,71.48,63.50,77.14,72.72
10586240,Dennd4a,72.65,45.68,78.80,79.71
10586242,Dennd4a,57.95,11.96,63.30,73.43
10586244,Dennd4a,64.79,39.62,76.03,67.68
10586246,Dennd4a,67.77,43.53,74.44,72.94
10586248,Dennd4a,72.01,56.94,74.85,78.64
10586250,Dennd4a,64.73,59.01,70.12,66.75
10586252,Dennd4a,57.30,35.84,55.92,71.42
10586254,Dennd4a,76.58,59.43,78.55,83.61
10586274,2010321M09Rik,56.85,62.01,38.37,67.17
10586284,Dpp8,82.01,94.26,83.12,60.10
10586306,Igdcc4,-46.97,-63.21,-34.18,-44.73
10586331,Igdcc3,-35.52,-35.16,-14.35,-61.83
10586347,Parp16,-92.03,-92.92,-88.85,-93.91
10586357,Cilp,-36.54,-41.50,-45.66,-24.77
10586368,Clpx,-76.33,-85.54,-77.32,-63.69
10586384,Pdcd7,15.85,-23.84,10.43,56.71
10586390,Rasl12,-31.70,-13.65,-31.45,-62.03
10586397,Mtfmt,-10.62,-19.37,11.95,-26.50
10586405,Spg21,75.07,78.22,49.98,86.96
10586416,Pif1,-38.81,-22.02,-22.00,-70.77
10586433,Rbpms2 or Gm3470,-51.10,-36.85,-39.93,-81.37
10586441,Oaz2,-24.36,-46.24,-48.33,23.57
10586446,---,35.56,50.67,-3.44,55.30
10586448,2810417H13Rik,-60.33,-36.40,-59.25,-86.56
10586454,D030028M11Rik,-24.83,-54.70,-7.21,-17.60
10586456,---,63.96,85.91,-1.66,71.98
10586458,Csnk1g1,12.97,25.56,3.23,10.00
10586477,Ppib or Snx22,16.55,11.14,1.89,40.86
10586484,Fam96a,0.60,-2.24,1.51,1.03
10586491,Dapk2,-72.84,-82.67,-49.56,-86.99
10586505,Herc1,27.01,33.80,28.55,18.89
10586591,Car12,-52.99,-77.48,-36.53,-48.03
10586602,---,38.47,-27.30,47.48,73.93
10586604,Rps27l,-56.69,-75.08,-85.50,27.55
10586609,---,-10.73,-8.69,22.37,-41.86
10586611,Gm10646,85.42,84.70,72.63,92.37
10586614,C2cd4b,26.45,9.32,45.72,23.91
10586616,Vps13c,96.61,98.50,97.97,90.40
10586700,Rora,-81.97,-94.29,-69.85,-76.40
10586718,9530091C08Rik,-45.32,-51.98,-25.59,-65.07
10586722,F830001A07Rik,-55.48,-48.80,-36.16,-82.49
10586724,Narg2,-76.42,-75.33,-83.48,-70.00
10586744,Anxa2,65.65,61.96,53.59,83.68
10586759,Bnip2,58.89,66.81,62.94,48.95
10586773,Gtf2a2 or LOC100046289,11.68,5.53,-30.45,55.17
10586781,Myo1e,-86.15,-83.49,-78.97,-93.48
10586812,---,55.21,45.83,44.95,71.63
10586814,---,33.52,33.08,-8.13,63.75
10586816,Sltm,27.42,55.12,37.80,-14.81
10586842,Fam63b,62.21,49.05,81.68,46.06
10586844,Adam10,68.33,89.12,65.97,39.79
10586863,---,63.96,85.91,-1.66,71.98
10586865,Aldh1a2,-31.83,-21.46,-53.76,-28.16
10586880,Zfp280d,-48.89,-22.59,-52.25,-64.18
10586907,Mns1 or Tex9,-81.40,-92.15,-53.95,-92.26
10586920,Rfx7,-23.92,-40.66,-28.92,-6.70
10586933,Nedd4,-81.82,-81.28,-86.86,-75.78
10586967,Gm7265,-85.32,-91.38,-80.34,-84.34
10586971,Prtg,-43.79,-75.04,-19.02,-46.59
10586993,Pygo1,-30.06,-7.64,-16.14,-65.48
10587000,Dyx1c1,-87.20,-94.62,-76.54,-87.30
10587010,---,-2.82,65.87,-42.09,-24.98
10587012,Ccpg1,26.21,-1.53,30.16,49.87
10587023,Rab27a,22.50,16.07,17.89,32.65
10587038,Khdc3,7.80,25.67,8.35,-5.09
10587042,Rsl24d1,63.96,85.91,-1.66,71.98
10587049,---,58.60,39.49,49.21,80.56
10587051,Wdr72,-52.10,-39.79,-41.61,-76.67
10587075,---,34.61,-2.37,63.56,32.60
10587077,Gm16551,-53.53,-43.56,-55.94,-60.35
10587082,Onecut1,-22.59,-17.57,-9.22,-60.04
10587085,BC031353,-71.49,-82.76,-62.68,-67.19
10587104,Arpp19,-61.41,-71.40,-74.16,-28.63
10587107,Myo5a,62.77,64.44,68.01,56.14
10587150,Myo5c,-55.87,-79.54,-36.12,-52.98
10587194,Gnb5,-76.18,-61.86,-74.44,-90.44
10587208,Bcl2l10,-15.77,-16.20,-4.02,-50.91
10587211,Leo1,-69.45,-73.15,-50.90,-81.49
10587226,Lysmd2,-93.86,-99.54,-76.40,-94.00
10587231,Bmp5,-81.46,-94.19,-79.86,-64.33
10587241,Hmgcll1,-74.49,-90.84,-45.90,-84.39
10587251,---,-37.04,-47.15,-20.16,-45.66
10587255,Klhl31,-24.46,-52.27,-7.97,-36.52
10587262,Klhl31,-74.68,-80.60,-44.21,-94.03
10587266,Gclc,-66.14,-66.55,-60.15,-72.54
10587284,Elovl5,28.73,37.20,22.46,27.84
10587293,Gcm1,48.90,-15.04,73.29,67.43
10587299,Ick,-89.16,-96.73,-80.70,-85.70
10587315,Gsta4,-86.89,-83.60,-81.40,-93.90
10587323,Gsta1 or Gm3776 or Gsta2 or Gm10639,-57.96,-47.38,-57.88,-70.62
10587331,Gm3776 or Gsta1 or Gm10639 or Gsta2,63.96,85.91,-1.66,71.98
10587339,Gm10639 or Gsta2 or Gm3776 or Gsta1,63.96,85.91,-1.66,71.98
10587347,Omt2b,-32.41,-80.29,-8.43,-47.08
10587350,Ddx43,-48.38,-32.02,-44.67,-73.23
