Probeset_ID,Gene Symbol,L+WT,Sample_,Sample_,Sample_
10574488,Pdp2,17.50,22.43,-1.86,30.12
10574492,---,-6.41,-40.85,53.78,-24.06
10574498,Ces2a,-32.36,-20.29,-21.04,-70.40
10574508,4932416K20Rik,-13.23,-6.44,55.52,-79.77
10574511,Ces2b,-41.92,-48.59,-31.34,-47.43
10574524,Ces2c,-45.56,-25.76,-49.74,-67.81
10574532,Ces2d-ps or Ces2c or Ces2b,-49.63,-45.59,-43.06,-60.79
10574545,Ces2e,-41.74,-55.48,-19.77,-64.52
10574560,Ces2f,-15.95,-11.90,-16.93,-19.32
10574572,Ces2g,-25.56,-18.45,-35.84,-25.23
10574584,---,22.96,45.93,40.53,-16.41
10574595,---,-18.79,-40.66,-15.23,4.59
10574598,Ces3a,-19.68,-28.17,-12.39,-20.95
10574607,Ces3b,-33.98,-25.66,-36.98,-40.74
10574617,Ces4a,-12.80,-23.96,-5.63,-12.40
10574632,Cbfb,-68.74,-63.11,-67.11,-74.37
10574641,D230025D16Rik,60.59,51.69,57.01,69.02
10574656,Fbxl8,24.16,19.51,57.78,-8.73
10574659,Hsf4,-65.07,-72.24,-42.39,-76.48
10574676,Nol3 or 4931428F04Rik,-46.54,-49.22,-52.92,-38.20
10574682,E2f4,58.46,49.59,66.47,57.84
10574694,Elmo3,-43.47,-56.35,-41.54,-34.87
10574718,Tmem208 or Fhod1,87.98,88.35,86.68,88.75
10574727,Slc9a5,-61.94,-61.38,-38.62,-81.33
10574743,Plekhg4,-11.71,-25.68,31.92,-32.50
10574765,Lrrc36,-48.38,-79.27,-30.57,-35.34
10574780,Hsd11b2,-44.77,-72.61,-23.06,-44.99
10574789,Fam65a,-32.07,-52.07,-18.31,-25.84
10574812,Ctcf,-38.70,-39.64,-13.18,-59.54
10574825,Rltpr,-48.32,-35.09,-58.58,-56.00
10574866,Pard6a,65.40,82.46,69.88,30.35
10574872,4933405L10Rik,58.69,56.68,79.13,22.28
10574880,Tsnaxip1,-19.30,-27.19,-15.08,-17.06
10574897,Thap11,92.59,92.83,93.16,91.86
10574899,Nutf2,-52.34,-49.29,-53.44,-54.02
10574903,Edc4,2.31,3.82,15.53,-16.14
10574934,Nrn1l or Edc4,-35.98,-31.47,-29.67,-49.35
10574939,Pskh1,30.80,40.88,32.77,18.74
10574944,Dus2l,-44.66,-49.29,-63.32,-13.60
10574962,Nfatc3,31.39,39.70,27.25,27.78
10574976,Pla2g15,82.43,82.99,82.26,82.20
10574985,Slc7a6,-54.98,-49.53,-66.36,-42.26
10574996,Prmt7,-89.64,-91.10,-84.81,-91.31
10575019,Gm10629,-27.35,-42.49,-22.27,-17.95
10575021,Zfp90,-21.50,-31.21,14.22,-42.41
10575029,---,56.46,21.67,73.07,63.30
10575034,Cdh3,-63.50,-51.18,-80.91,-59.28
10575052,Cdh1,-34.63,-39.18,-57.73,-19.36
10575074,Tmco7,-62.23,-82.77,-60.16,-40.24
10575095,Has3 or Chtf8,-57.12,-52.37,-87.55,-26.91
10575102,Cirh1a,-69.83,-61.92,-84.63,-54.87
10575120,Sntb2,-11.77,-5.91,-6.13,-23.39
10575129,Vps4a,12.17,-20.71,17.45,40.73
10575142,Cog8 or Pdf,-42.94,-41.75,-44.55,-42.12
10575144,Nip7,-59.10,-62.81,-45.43,-67.38
10575151,---,-4.78,-42.37,42.12,-5.62
10575153,Cyb5b,-50.28,-38.59,-65.50,-44.92
10575160,Nfat5,-3.96,13.28,-17.81,-11.03
10575184,Wwp2,90.49,92.45,85.77,91.29
10575209,A430107J10Rik,57.89,29.71,60.47,75.58
10575211,Mir140,-20.98,-86.42,-45.54,67.95
10575213,Zfhx3,51.46,55.97,49.46,49.15
10575227,Pmfbp1,-21.68,-23.13,-21.09,-20.92
10575249,Txnl4b,-48.78,-33.59,-61.18,-50.52
10575255,Pkd1l3 or 2400003C14Rik,-15.52,-17.32,-0.64,-31.58
10575291,Zfp821,59.74,67.44,43.65,64.13
10575302,Ap1g1,71.47,86.49,72.32,50.23
10575326,---,77.19,59.59,83.46,83.33
10575328,Phlpp2,19.11,48.04,21.66,-5.88
10575349,Tat,-20.26,-14.85,-29.46,-19.35
10575363,Zfp612,-51.19,-51.57,-54.89,-47.45
10575369,---,57.64,44.43,38.79,79.42
10575376,Ftsjd1,-44.35,-58.21,-38.68,-35.89
10575380,Hydin,-20.26,-38.20,-13.07,-16.59
10575473,Gm9558,21.20,5.83,-2.46,55.74
10575476,Vac14,54.50,71.99,49.56,42.66
10575497,Mtss1l,-58.79,-84.00,-51.42,-43.90
10575512,Cog4,-84.51,-80.86,-79.48,-90.35
10575534,St3gal2,75.89,82.18,78.31,64.91
10575548,---,-37.12,-23.37,-56.21,-30.85
10575550,Aars or Exosc6,-87.20,-85.91,-84.87,-90.29
10575578,Pdpr,-37.99,-43.95,-35.76,-35.11
10575596,---,-12.31,-9.50,-17.80,-10.28
10575598,Znrf1,47.70,53.63,47.11,43.03
10575609,Zfp1,-26.36,-32.41,-29.21,-18.42
10575616,Gabarapl2,22.15,22.62,8.68,34.62
10575619,Terf2ip,-69.35,-62.87,-51.35,-86.31
10575628,---,-32.81,-25.37,-69.01,-17.03
10575630,Cntnap4,-39.79,-53.87,-42.80,-25.79
10575657,Gm10280,-32.05,-19.64,-40.90,-37.33
10575662,Mon1b or Syce1l,49.87,62.74,22.19,59.42
10575672,Syce1l or Mon1b,19.21,37.71,7.82,8.89
10575685,Nudt7,-50.62,-38.63,-45.35,-65.40
10575693,Vat1l,-58.61,-67.04,-47.63,-60.96
10575702,Clec3a,-25.86,-42.26,-25.68,-15.60
10575706,Wwox,-65.27,-32.70,-71.30,-82.39
10575719,---,-50.73,-26.46,-53.14,-71.44
10575725,Dynlrb2,-23.89,-38.01,-19.58,-17.48
10575733,Cenpn,-89.98,-95.21,-76.98,-93.64
10575745,Atmin,35.30,31.90,30.81,43.38
10575750,Bcmo1,-38.39,-45.05,-27.71,-44.19
10575763,Gan,-51.14,-53.10,-46.25,-54.42
10575775,4933407C03Rik,18.12,17.91,10.04,26.35
10575777,4933407C03Rik,92.73,94.11,91.32,91.77
10575799,Plcg2,94.01,98.13,94.78,86.83
10575833,Hsd17b2,-38.47,-29.46,-46.88,-41.11
10575840,Gm10617,-41.36,-37.95,-18.44,-65.41
10575842,---,72.94,57.26,72.72,83.06
10575844,Cdh13,-47.89,-40.52,-73.15,-33.59
10575861,Hsbp1,-84.02,-85.97,-77.38,-87.92
10575867,Mlycd,-11.00,-7.59,-16.46,-10.16
10575873,Osgin1,-35.55,-39.64,-44.98,-23.79
10575880,Necab2,-25.44,-23.21,-28.18,-25.03
10575894,Lrrc50 or Taf1c,-28.17,-50.64,-15.72,-23.71
10575909,Adad2,21.23,13.67,-2.24,49.80
10575917,Wfdc1,-35.90,-50.17,-23.27,-37.48
10575926,Atp2c2,-15.16,-20.82,-12.68,-12.58
10575955,Klhl36,49.40,69.92,63.70,-0.23
10575961,Usp10,-63.82,-67.55,-65.76,-56.93
10575976,Crispld2,-65.64,-78.45,-65.12,-53.81
10575993,6430548M08Rik,76.62,78.66,74.95,76.35
10576010,Gse1 or Gins2,5.85,29.30,-3.48,-5.51
10576027,Gm10614,-57.54,-32.61,-44.85,-86.60
10576029,Cox4i1,73.91,69.69,77.14,75.80
10576034,Irf8,88.33,88.90,90.37,81.42
10576046,Foxf1,-24.14,-42.36,-26.63,-13.51
10576049,Foxf1,-4.32,-18.42,-19.57,34.66
10576051,Foxc2,-89.27,-90.06,-86.03,-91.32
10576054,Foxl1,-1.25,-34.17,-8.29,44.67
10576056,Map1lc3b,-34.90,-14.32,-35.13,-63.94
10576062,Jph3,-38.94,-33.82,-28.03,-57.23
10576070,Car5a or BC048644,-7.87,-28.70,35.78,-16.69
10576073,Banp,29.74,22.04,26.94,39.87
10576088,Gm22,28.46,12.06,51.35,14.56
10576090,Zfpm1,-58.19,-40.94,-61.39,-73.87
10576101,Zc3h18,-66.79,-58.28,-71.57,-69.81
10576115,Il17c,2.41,-5.97,9.98,5.41
10576118,9330133O14Rik,96.35,97.62,96.22,94.70
10576124,Ctu2,86.73,80.10,92.95,84.83
10576140,Cdt1,-18.73,-21.02,-16.96,-17.69
10576152,Trappc2l,58.31,62.93,59.76,49.85
10576158,Cbfa2t3,48.95,27.40,66.62,45.44
10576160,Acsf3,-13.97,-25.62,17.11,-28.41
10576173,---,-32.57,-52.28,-54.18,0.54
10576175,Cdh15,-23.69,-30.48,-19.34,-22.49
10576189,Ankrd11,-69.62,-65.28,-99.52,-28.77
10576191,Spg7,-51.81,-52.96,-53.76,-47.33
10576210,Rpl13 or Gm10071,-34.90,-14.32,-35.13,-63.94
10576216,Snord68 or Rpl13 or Gm10071,-19.78,-23.05,-26.34,-12.72
10576218,Cpne7,-45.45,-51.20,-32.46,-54.01
10576235,Dpep1,-24.59,-27.62,-21.45,-25.15
10576246,Rps12,-34.90,-14.32,-35.13,-63.94
10576249,4732415M23Rik,-92.22,-92.39,-97.93,-78.77
10576258,Cdk10,-34.90,-14.32,-35.13,-63.94
10576274,Zfp276,79.17,83.06,73.44,80.43
10576288,Spire2,-29.34,-19.98,-35.95,-34.31
10576305,Tcf25,-36.83,-35.76,-27.62,-45.75
10576328,Mc1r,73.06,59.33,80.58,74.72
10576332,Tubb3,-15.87,-31.03,-14.24,-9.01
10576335,Def8,37.76,50.99,30.69,30.55
10576354,Afg3l1,-45.27,-34.25,-48.70,-53.32
10576373,Gas8,-39.43,-36.48,-72.84,-6.61
10576386,Rhou,52.41,53.37,50.59,53.40
10576391,Rab4a,-93.51,-90.42,-84.80,-98.42
10576401,1700054N08Rik,28.66,34.54,25.65,25.60
10576403,Urb2,-31.41,-10.93,-61.90,-26.71
10576413,---,9.52,-27.75,57.33,1.53
10576417,Galnt2,-58.88,-61.56,-59.80,-54.80
10576437,---,-61.68,-57.81,-82.91,-45.34
10576439,Cog2,-3.61,6.62,-27.49,4.91
10576460,Capn9,-35.78,-60.10,-26.97,-26.61
10576482,Arv1,-86.80,-91.46,-88.71,-78.15
10576490,---,91.79,87.45,87.93,95.54
10576493,---,85.83,82.53,55.69,95.17
10576495,Trim67,-22.83,-36.31,-24.67,-11.76
10576506,Gnpat,-88.63,-88.48,-83.99,-92.50
10576524,Gm505,-24.54,8.24,10.23,-75.01
10576532,Tsnax,-85.92,-90.63,-70.32,-89.72
10576538,Disc1,84.03,91.56,82.99,74.42
10576556,---,-15.86,-29.25,3.32,-22.11
10576559,4933403G14Rik,44.09,-7.49,63.65,60.41
10576561,Ntpcr,69.13,49.15,81.62,66.82
10576569,BC021891,-27.89,-17.80,-25.84,-44.09
10576581,Kcnk1,-72.19,-66.53,-61.65,-87.48
10576586,Slc35f3,-49.35,-33.91,-59.36,-57.09
10576598,1810063B05Rik,42.37,59.39,44.80,21.33
10576603,A630001O12Rik,48.84,53.99,58.73,31.69
10576608,---,2.80,-25.96,22.77,33.10
10576610,Pard3,-65.46,-80.78,-46.32,-71.29
10576639,Nrp1,80.26,83.54,87.35,68.16
10576657,---,-12.64,-8.43,13.13,-43.19
10576659,---,-13.89,-4.26,-31.54,-11.87
10576661,Itgb1,-11.01,-19.30,-7.89,-5.22
10576680,1700008F21Rik or Zfp821,-32.28,-45.73,-40.24,-17.68
10576692,Insr,54.71,67.00,48.10,51.36
10576696,Insr,51.38,48.21,42.36,62.20
10576719,Pex11c,-40.95,-54.97,-22.95,-48.58
10576726,C330021F23Rik or Rps23,-34.90,-14.32,-35.13,-63.94
10576728,Xab2,26.23,25.73,43.58,3.50
10576749,Pcp2 or 2900053A13Rik,-23.67,-43.08,-9.94,-24.84
10576757,Fcer2a,-12.76,-7.90,-18.04,-13.93
10576772,Clec4g,27.82,34.02,42.59,1.73
10576774,Clec4g,-26.33,-51.53,-10.29,-37.59
10576784,Cd209a,57.24,62.19,54.24,54.06
10576795,Cd209a,-42.52,-59.74,-34.82,-25.13
10576797,---,33.22,4.77,31.53,57.27
10576799,Cd209e,18.44,-1.06,8.67,42.00
10576807,Cd209d,-21.88,-19.37,-18.22,-29.55
10576816,Cd209b,-10.97,-13.25,-7.30,-14.31
10576829,Cd209c,-45.55,-74.48,-44.82,-21.28
10576835,Cd209f,-67.13,-47.24,-49.02,-95.85
10576840,LOC100503956 or Evi5l,-11.78,-40.33,-5.72,9.98
10576844,BC068157,-42.00,-40.44,-49.29,-37.20
10576854,Ctxn1,-79.94,-91.82,-73.78,-70.80
10576857,Timm44,-66.67,-68.32,-69.72,-61.27
10576873,Elavl1,11.81,17.35,5.81,12.58
10576881,---,41.92,62.62,49.12,4.17
10576883,Shcbp1,-68.32,-58.08,-74.38,-72.76
10576896,Gm9457,72.79,54.34,73.94,82.90
10576899,---,86.22,79.07,91.74,84.55
10576901,Slc10a2,-34.04,-37.78,-44.17,-23.25
10576909,---,-46.54,-71.79,-48.84,-21.51
10576911,Efnb2,-11.52,-8.13,-25.47,-1.07
10576924,Arglu1,-80.26,-66.05,-86.34,-83.73
10576934,Fam155a,-61.09,-69.39,-29.92,-83.13
10576940,Fam155a,30.20,0.89,35.95,48.06
10576942,---,-13.40,-35.00,2.46,-17.76
10576944,Gm10067,-60.14,-77.37,-36.09,-68.78
10576946,Lig4,-90.91,-93.04,-78.58,-95.73
10576951,Tnfsf13b,-13.27,-9.54,-22.83,-9.40
10576953,---,-13.76,-4.86,1.22,-37.79
10576965,---,66.51,52.77,75.14,68.92
10576967,3930402G23Rik,55.43,40.11,55.81,67.12
10576971,Irs2,86.51,90.03,79.27,87.20
10576973,Col4a1,-67.60,-75.87,-75.42,-52.27
10577025,Rab20,91.01,90.73,87.14,93.07
10577030,Cars2,-78.51,-64.81,-92.45,-69.09
10577048,Ankrd10,-81.46,-90.20,-75.77,-77.87
10577057,1700016D06Rik,-52.60,-83.50,-39.56,-35.94
10577065,1700016D06Rik,-23.11,-55.55,0.26,-10.09
10577067,---,-11.56,-47.25,32.65,-12.29
10577070,Tubgcp3,5.99,27.43,21.64,-37.19
10577093,Gm15348,62.11,25.22,85.58,53.34
10577096,Pcid2,-79.85,-65.98,-86.19,-82.56
10577114,Grtp1,-85.88,-84.31,-90.26,-81.96
10577125,Adprhl1,-70.54,-72.04,-57.55,-80.13
10577144,Dcun1d2 or Tmco3,-95.44,-98.49,-93.40,-91.17
10577152,E330037G11Rik,-73.47,-44.88,-81.55,-90.54
10577154,Atp4b,70.46,35.10,64.67,89.85
10577164,Gas6,-72.11,-75.10,-74.80,-66.60
10577179,1700029H14Rik,-12.39,-24.05,-17.43,-4.90
10577190,Rasa3,93.73,97.29,91.75,91.58
10577217,---,-36.49,-86.84,58.18,-53.05
10577219,AF366264,-59.59,-35.66,-80.24,-56.55
10577222,2410022L05Rik,-26.75,-38.24,-23.00,-21.60
10577226,2610019F03Rik,-90.41,-94.93,-89.43,-84.62
10577230,Erich1,33.92,31.75,17.23,49.85
10577237,BB014433,-58.15,-59.66,-32.69,-82.03
10577240,Csmd1,-30.58,-34.43,-18.56,-44.50
10577312,---,-17.31,1.64,-25.11,-30.64
10577315,Angpt2,-47.99,-74.19,-36.24,-35.22
10577326,Xkr5,17.54,45.59,49.52,-40.93
10577337,Defb40,-42.02,-84.07,-43.49,-12.82
10577340,Defb37,-31.98,-70.82,-21.63,-14.12
10577343,Defb38,-32.31,-9.61,-14.37,-88.49
10577349,Defb39,-6.74,-26.26,-0.22,-1.48
10577352,Defb12 or Defb35,23.93,13.40,52.45,-3.68
10577356,---,54.67,-12.87,77.85,74.19
10577359,Defb8,-92.74,-98.07,-92.01,-80.85
10577361,---,-34.90,-14.32,-35.13,-63.94
10577385,Defb33,-1.18,-9.98,33.97,-6.21
10577388,4930467E23Rik or Gm15319,-34.90,-14.32,-35.13,-63.94
10577395,2610005L07Rik or 6820431F20Rik,-34.90,-14.32,-35.13,-63.94
10577412,6820431F20Rik or 2610005L07Rik,-34.90,-14.32,-35.13,-63.94
10577419,---,-69.28,-75.34,-46.05,-86.67
10577421,Gm14851 or Defa-rs1 or AY761184 or Gm7849 or Gm7861,-52.98,-23.77,-53.22,-83.42
10577424,---,-29.77,-54.15,-28.94,-14.21
10577426,Defa-rs1 or Gm14851 or Gm7861 or Gm7849 or AY761184,-34.90,-14.32,-35.13,-63.94
10577429,Gm7849 or Gm7861 or Gm14851 or Defa-rs1 or AY761184,-34.90,-14.32,-35.13,-63.94
10577432,---,-34.90,-14.32,-35.13,-63.94
10577434,Gm7849 or Gm7861 or Gm14851 or Defa-rs1 or AY761184,-34.90,-14.32,-35.13,-63.94
10577437,AY761184,-16.31,-20.99,-16.23,-12.90
10577441,Defb9,-50.36,-73.09,-71.55,-18.98
10577444,Defb11,-22.06,-41.71,-22.59,-7.22
10577446,Defb15,71.98,28.16,93.28,53.07
10577449,Atp7b,-54.13,-75.98,-49.16,-39.44
10577471,Nek5,-10.43,-21.68,-13.33,-2.85
10577492,Nek3,-46.85,-71.43,-43.97,-23.44
10577508,Ckap2,-57.33,-66.59,-40.45,-68.33
10577517,Slc25a15,-74.38,-77.22,-76.83,-69.11
10577528,AI316807 or Slc20a2,-32.72,-38.47,-11.41,-45.16
10577534,Vdac3,-34.90,-14.32,-35.13,-63.94
10577544,Polb,81.34,80.63,81.85,81.78
10577560,Ikbkb,96.61,97.57,96.61,95.65
10577586,Ap3m2,-42.71,-37.52,-36.06,-54.45
10577598,Lsm6,-31.02,-3.86,-31.27,-64.51
10577602,Mir486 or Mir3107,23.86,-0.82,54.90,12.76
10577604,Agpat6,-7.50,-4.27,-7.84,-9.92
10577623,Gins4,-35.79,-36.46,-36.87,-34.30
10577633,Golga7,66.18,80.41,64.38,50.99
10577641,1810011O10Rik,-40.22,-49.87,-58.23,-24.88
10577645,Ido2,-30.96,-63.76,-15.94,-24.24
10577655,Ido1,-27.44,-41.76,-29.22,-17.28
10577666,Adam18,-32.71,-26.62,-19.85,-60.75
10577685,Adam3,-32.43,-29.09,-27.48,-42.89
10577712,Adam5,-46.78,-36.01,-29.84,-82.12
10577734,Adam32,-62.65,-68.56,-53.50,-65.65
10577757,Adam9,3.48,13.66,1.35,-6.27
10577782,Htra4,-59.98,-85.56,-40.81,-49.48
10577792,Plekha2,39.65,47.23,48.83,22.61
10577808,Tacc1,61.16,62.59,60.17,60.09
10577824,Letm2,-23.51,-36.58,-11.86,-23.51
10577838,Ddhd2,15.18,3.23,32.50,9.99
10577858,Bag4,-84.12,-77.69,-90.13,-82.64
10577866,Ash2l,-70.14,-76.96,-65.45,-66.84
10577882,Hgsnat,96.16,96.54,96.84,94.65
10577903,4930444A02Rik,-88.18,-87.76,-95.89,-71.15
10577910,Fnta,-78.14,-78.69,-67.04,-85.93
10577922,Hook3,-70.22,-69.66,-76.64,-60.21
10577946,Prosc,16.84,-4.71,53.48,-3.07
10577948,Brf2 or Gpr124,-84.85,-78.44,-85.46,-88.50
10577954,Rab11fip1,68.74,72.70,56.54,75.56
10577963,Got1l1,-10.06,-7.40,-13.31,-10.03
10577973,Adrb3,-42.68,-50.72,-28.82,-53.22
10577980,Chrna6,-63.16,-81.93,-42.25,-64.34
10577990,---,-40.44,-50.98,-39.26,-32.22
10577992,---,-81.22,-80.27,-73.92,-88.37
10577994,Gm8096,-9.82,15.21,-2.82,-37.17
10577996,Unc5d,-28.20,-53.76,-42.53,-8.38
10577999,Unc5d,-15.48,-40.25,-9.44,-8.99
10578017,Gm9911,-50.92,-49.73,-64.50,-40.30
10578019,Nudc,-50.29,-52.44,-45.43,-51.04
10578021,---,-20.20,-20.20,-33.50,-7.67
10578025,---,14.34,18.21,26.52,-0.99
10578027,Mak16 or Tti2,-86.50,-77.75,-86.70,-91.91
10578037,Eif3h,87.29,89.86,86.30,85.95
10578040,---,-43.53,-46.47,-48.70,-35.77
10578042,Tgs1,-13.82,-35.17,13.65,-18.02
10578045,Nrg1,-12.72,-3.39,-5.92,-32.37
10578064,Rpl27a,-34.90,-14.32,-35.13,-63.94
10578066,---,-34.90,-14.32,-35.13,-63.94
10578069,Gtpbp10,-34.90,-14.32,-35.13,-63.94
10578071,Wrn,24.79,43.98,20.98,8.95
10578109,Ubxn8,92.21,86.12,95.28,93.11
10578120,---,-61.05,-81.40,-44.95,-53.30
10578123,Rbpms,2.32,4.13,-7.93,10.33
10578136,---,-39.58,-63.24,-54.62,-16.88
10578138,Dctn6,36.96,30.79,55.23,24.92
10578145,Erh,-34.90,-14.32,-35.13,-63.94
10578149,Leprotl1,60.01,54.84,66.98,55.02
10578153,---,60.97,58.28,48.51,72.52
10578155,---,38.05,38.25,23.97,52.04
10578157,Tnks,43.99,61.92,43.57,24.78
10578189,Tnks,-6.32,-19.15,-22.92,26.31
10578191,---,85.50,68.21,92.65,86.11
10578193,Eri1,-10.02,-4.84,-24.47,-0.06
10578203,Cldn23,-24.01,-57.40,-9.20,-19.87
10578207,Lonrf1,46.65,69.82,21.57,43.01
10578219,---,0.02,9.60,3.59,-23.94
10578222,Dlc1,-40.81,-50.46,-59.34,-25.49
10578241,Dlc1,-59.40,-62.34,-37.93,-79.36
10578249,Gm10683,-2.61,-34.87,46.80,-9.16
10578251,---,-15.92,-42.03,-20.82,18.04
10578253,Sgcz,-24.76,-43.60,-27.73,-9.97
10578262,Mir383,-62.05,-83.20,-25.72,-76.20
10578264,Msr1,77.68,78.32,78.04,77.19
10578277,---,35.42,-10.98,-3.84,84.31
10578279,Gm10682,24.14,-3.52,59.46,12.42
10578281,Fgf20,-1.85,-9.10,35.72,-19.81
10578287,Cnot7 or Zdhhc2,-35.44,-33.16,-55.96,-14.35
10578300,Mtmr7 or Vps37a,-73.91,-91.30,-78.82,-52.35
10578320,---,-37.03,14.98,-83.79,-23.22
10578322,Pdgfrl,-3.70,-3.37,19.81,-18.48
10578324,Mtus1,45.62,58.92,54.25,28.58
10578352,Fgl1,-37.96,-30.68,-27.85,-59.69
10578361,Asah1,94.48,93.71,94.41,94.81
10578377,Frg1,86.66,87.97,88.22,83.06
10578387,Zfp353,-10.79,-16.13,-16.77,-0.35
10578391,Smarce1,-34.90,-14.32,-35.13,-63.94
10578393,Triml1,-20.33,-40.12,-8.36,-20.85
10578399,---,-17.07,-31.10,-4.81,-26.45
10578401,Zfp42,-90.04,-97.99,-86.45,-78.02
10578405,---,-34.90,-14.32,-35.13,-63.94
10578408,Adam26b,-46.69,-64.05,-65.98,-20.20
10578410,Adam26a,-62.08,-33.05,-83.73,-72.07
10578413,Gm5346,36.50,17.19,21.04,60.03
10578415,Adam34 or Gm5347,-35.27,-14.64,-30.83,-75.09
10578421,Gm5347 or Adam34 or Gm5346 or Adam26b,-15.03,-6.92,-18.70,-29.38
10578423,Gm9908,-18.25,-58.43,-10.64,21.51
10578425,AY512931,57.31,33.72,79.05,43.37
10578427,F11,-36.82,-55.55,-31.34,-27.97
10578448,Cyp4v3 or Klkb1,-7.98,-9.10,-6.16,-9.06
10578477,Fam149a,-72.57,-79.35,-69.65,-69.11
10578493,Tlr3,3.88,7.68,-1.28,7.03
10578504,1700029J07Rik,-92.02,-98.31,-78.90,-91.79
10578515,Ankrd37 or Lrp2bp,22.88,38.15,12.19,15.27
10578521,Snx25,-85.67,-79.94,-94.04,-77.30
10578539,Slc25a4,-27.42,-40.94,-17.93,-19.12
10578545,Gm12070,-34.90,-14.32,-35.13,-63.94
10578547,Helt,-22.20,-36.75,-64.10,41.43
10578557,Ccdc111 or Mlf1ip,-41.26,-23.74,-65.08,-29.87
10578572,Stox2,-16.80,-8.27,-37.31,-10.40
10578574,Stox2,-45.72,-28.76,-56.42,-57.27
10578582,D030016E14Rik,42.07,51.66,39.52,35.32
10578613,Rps16 or Rps16-ps2 or LOC100862433 or LOC100505015 or Gm8623,-34.90,-14.32,-35.13,-63.94
10578615,Ing2,50.47,41.29,53.12,55.84
10578619,Cdkn2aip,41.58,39.87,56.52,27.56
10578623,Wwc2,-6.17,1.19,-1.95,-14.91
10578647,---,83.08,80.25,90.59,76.90
10578649,Odz3,-75.47,-89.36,-72.87,-63.57
10578679,---,-71.92,-88.72,-71.36,-52.27
10578681,---,-64.25,-65.37,-47.75,-78.30
10578683,Eif2s2 or Gm9892,39.45,27.99,42.23,49.56
10578685,---,-20.26,-74.45,30.56,-0.68
10578688,Rnu2-10,-34.90,-14.32,-35.13,-63.94
10578690,Neil3,-46.61,-42.34,-44.26,-54.59
10578703,Spcs3,1.41,6.12,-5.19,0.40
10578709,Wdr17,-27.21,-62.42,-22.54,-12.78
10578743,Adam29,-9.82,-7.52,-34.52,-1.90
10578746,BC088983,-69.32,-39.24,-80.39,-82.70
10578757,BC088983 or Fbxo8,80.50,78.78,76.94,84.67
10578761,---,-20.78,-9.22,-32.21,-25.24
10578763,Sap30,91.64,91.90,94.21,88.12
10578768,Sap30,-35.46,-13.57,-43.55,-47.96
10578771,Galnt7,26.40,27.85,24.83,26.13
10578786,Galntl6,-39.18,-45.20,-45.34,-29.33
10578794,Galntl6,-26.82,-36.60,-16.35,-30.71
10578796,Galntl6,-29.45,-19.53,-32.17,-39.53
10578806,---,-26.96,-82.76,-25.47,12.71
10578810,Clcn3,-84.70,-77.53,-88.34,-85.74
10578829,Palld,-82.15,-94.01,-74.26,-73.48
10578857,Anxa10,-20.85,-20.66,-40.40,-10.66
10578872,---,-56.87,-94.44,-53.37,-15.88
10578874,Gm4975,-40.88,-44.48,-20.36,-67.40
10578880,Tll1,-47.69,-58.50,-38.33,-47.84
10578902,Mir710,-6.91,-22.21,17.44,-8.78
10578904,Cpe,-42.28,-39.20,-77.10,-32.16
10578916,Sc4mol,18.78,15.17,23.33,16.99
10578922,Klhl2,10.67,37.96,-12.23,8.74
10578938,Trim75,-13.08,-27.75,-11.20,-6.52
10578941,Trim60 or Trim61,-41.58,-46.86,-29.45,-50.05
10578950,Gm10664,-53.47,-44.40,-87.85,-32.38
10578952,BC030870,-33.22,-34.72,-33.09,-31.91
10578955,---,28.86,58.45,64.00,-42.15
10578957,---,-32.99,-32.71,-43.17,-25.28
10578959,---,29.29,19.82,78.11,-29.62
10578962,Gm10661,-64.99,-76.40,-73.34,-44.46
10578964,1810029B16Rik,-98.09,-85.20,-99.57,-99.08
10578973,Npy5r,-10.07,-32.95,0.88,-2.82
10578979,---,-9.86,-24.93,-32.47,45.08
10578981,---,-39.86,-3.33,-58.22,-75.04
10578984,Tufm,-34.90,-14.32,-35.13,-63.94
10578986,Psd3,-69.71,-71.18,-73.26,-63.84
10578989,Psd3,-66.25,-73.18,-67.14,-58.94
10579012,Csgalnact1,-45.32,-66.24,-49.70,-26.58
10579023,Slc18a1,-23.91,-13.53,-17.61,-50.75
10579043,Lzts1,-27.16,-21.00,-20.01,-43.48
10579047,Lzts1,-4.21,-12.94,13.78,-9.45
10579049,Gm10033,-66.48,-47.29,-78.93,-68.08
10579052,Gm10033,-79.01,-75.77,-82.27,-78.48
10579054,4930467E23Rik or Gm15319,-34.90,-14.32,-35.13,-63.94
10579060,4930467E23Rik or Gm15319,-34.90,-14.32,-35.13,-63.94
10579066,---,-11.48,-32.31,16.23,-21.13
10579070,Zfp868,88.15,95.54,77.40,84.51
10579079,Zfp869,-29.10,-31.14,-47.28,-8.26
10579089,Zfp866 or Zfp963,-82.94,-77.41,-94.38,-65.66
10579101,Cilp2,-48.09,-69.35,-40.95,-29.43
10579114,Yjefn3,-52.69,-70.43,-43.81,-42.30
10579119,Ndufa13 or Tssk6,94.84,94.65,95.24,94.62
10579125,Gatad2a,75.55,72.57,76.12,77.37
10579142,---,90.91,91.44,91.32,89.87
10579144,Mau2,63.73,71.25,57.71,61.55
10579165,Ncan,-28.75,-26.50,-25.96,-34.24
10579181,Rfxank or Nr2c2ap,49.00,27.58,59.53,55.91
10579199,Slc25a42,-88.31,-52.98,-96.36,-95.50
