Probeset_ID,Gene Symbol,MF PC 480hi,Sample_,Sample_,Sample_
10578322,Pdgfrl,68.38,65.18,83.39,45.30
10578324,Mtus1,95.30,96.18,93.47,95.56
10578352,Fgl1,-63.42,-93.73,-51.13,-41.75
10578361,Asah1,95.44,96.97,95.22,94.34
10578377,Frg1,12.09,16.41,7.73,12.61
10578387,Zfp353,-27.76,-22.70,30.10,-85.42
10578391,Smarce1,-8.88,-60.67,73.76,-38.10
10578393,Triml1,-40.81,-34.57,-39.33,-48.78
10578399,---,-34.40,-39.26,-12.89,-63.85
10578401,Zfp42,-29.89,-11.02,-45.85,-49.61
10578405,---,-8.88,-60.67,73.76,-38.10
10578408,Adam26b,-50.41,-81.99,-62.02,-18.76
10578410,Adam26a,-12.80,-71.21,-22.54,-0.73
10578413,Gm5346,-10.88,-18.38,79.00,-86.51
10578415,Adam34 or Gm5347,-53.86,-31.67,-49.58,-82.75
10578421,Gm5347 or Adam34 or Gm5346 or Adam26b,-48.00,-68.56,-77.17,-16.35
10578423,Gm9908,39.74,47.10,20.21,50.23
10578425,AY512931,-5.12,-26.90,-4.28,21.87
10578427,F11,-38.67,-18.94,-45.12,-62.25
10578448,Cyp4v3 or Klkb1,-1.50,-3.53,-0.61,-0.42
10578477,Fam149a,-51.49,-54.66,-49.85,-49.90
10578493,Tlr3,-9.21,-6.76,-12.53,-8.14
10578504,1700029J07Rik,-78.11,-80.61,-76.94,-76.59
10578515,Ankrd37 or Lrp2bp,-24.95,-17.66,-22.21,-36.30
10578521,Snx25,-7.67,6.89,-13.77,-15.29
10578539,Slc25a4,-26.19,-30.12,-25.38,-22.87
10578545,Gm12070,-8.88,-60.67,73.76,-38.10
10578547,Helt,-10.60,-45.35,-19.42,41.52
10578557,Ccdc111 or Mlf1ip,53.54,52.69,39.86,65.26
10578572,Stox2,-35.68,-30.91,-41.61,-35.71
10578574,Stox2,-44.03,-35.76,-73.95,-31.59
10578582,D030016E14Rik,29.21,33.02,19.07,36.79
10578613,Rps16 or Rps16-ps2 or LOC100862433 or LOC100505015 or Gm8623,-8.88,-60.67,73.76,-38.10
10578615,Ing2,-26.52,-26.66,-21.76,-31.24
10578619,Cdkn2aip,57.87,56.97,40.91,70.54
10578623,Wwc2,47.59,43.13,46.25,51.75
10578647,---,17.12,66.03,53.96,-70.39
10578649,Odz3,-69.44,-45.91,-92.91,-72.87
10578679,---,-33.23,-51.17,-12.13,-49.07
10578681,---,-61.97,-41.43,-67.34,-74.40
10578683,Eif2s2 or Gm9892,-66.65,-66.65,-76.52,-54.21
10578685,---,12.00,36.40,-1.07,-1.59
10578688,Rnu2-10,-8.88,-60.67,73.76,-38.10
10578690,Neil3,-5.87,7.47,2.92,-21.98
10578703,Spcs3,82.71,83.05,78.95,85.60
10578709,Wdr17,-21.98,-41.64,-19.05,-12.77
10578743,Adam29,-19.30,-60.16,-22.02,-2.83
10578746,BC088983,-19.23,-18.29,19.63,-55.78
10578757,BC088983 or Fbxo8,32.73,33.96,36.02,27.95
10578761,---,-31.20,-40.13,-23.01,-32.11
10578763,Sap30,61.53,69.45,50.94,63.33
10578768,Sap30,49.79,62.91,63.28,14.93
10578771,Galnt7,78.23,79.29,74.75,80.50
10578786,Galntl6,-47.86,-48.62,-48.16,-46.83
10578794,Galntl6,-39.09,-28.23,-61.00,-29.03
10578796,Galntl6,-14.86,-48.34,-12.94,-6.05
10578806,---,-18.26,-22.01,-8.99,-26.17
10578810,Clcn3,-60.19,-60.22,-62.51,-57.99
10578829,Palld,-79.97,-71.51,-79.79,-87.31
10578857,Anxa10,-61.30,-84.46,-15.47,-90.47
10578872,---,-13.08,-2.33,-76.82,34.45
10578874,Gm4975,-34.97,-82.34,-8.26,-41.90
10578880,Tll1,-79.17,-76.79,-79.32,-81.21
10578902,Mir710,-26.99,-64.71,-29.53,4.63
10578904,Cpe,-82.66,-58.02,-82.63,-97.93
10578916,Sc4mol,-27.67,-28.71,-35.02,-18.86
10578922,Klhl2,13.37,-3.99,16.89,28.43
10578938,Trim75,-33.95,-31.92,-51.26,-22.79
10578941,Trim60 or Trim61,-47.05,-40.01,-47.70,-53.20
10578950,Gm10664,-17.89,-32.08,-10.67,-18.56
10578952,BC030870,-63.60,-64.83,-72.89,-52.77
10578955,---,-10.78,9.29,-40.20,3.40
10578957,---,-22.90,-60.61,-24.15,-7.82
10578959,---,-11.60,-29.17,58.03,-54.03
10578962,Gm10661,-41.96,-38.71,-19.57,-73.97
10578964,1810029B16Rik,-0.36,33.13,-21.00,-2.04
10578973,Npy5r,-22.16,-29.83,-14.72,-22.73
10578979,---,-11.44,12.44,-18.51,-21.75
10578981,---,-15.92,-45.08,-9.54,-2.75
10578984,Tufm,-8.88,-60.67,73.76,-38.10
10578986,Psd3,11.32,21.64,10.57,-0.30
10578989,Psd3,45.23,47.54,49.60,39.33
10579012,Csgalnact1,-97.78,-94.64,-99.62,-94.24
10579023,Slc18a1,-65.02,-79.79,-76.80,-38.02
10579043,Lzts1,-75.41,-67.69,-33.97,-98.56
10579047,Lzts1,-32.52,-56.21,39.71,-71.53
10579049,Gm10033,-11.76,4.07,-35.47,-4.67
10579052,Gm10033,-40.77,-23.86,-29.38,-64.80
10579054,4930467E23Rik or Gm15319,-8.88,-60.67,73.76,-38.10
10579060,4930467E23Rik or Gm15319,-8.88,-60.67,73.76,-38.10
10579066,---,-0.43,6.62,24.63,-37.22
10579070,Zfp868,-19.77,-36.97,-9.63,-12.81
10579079,Zfp869,61.34,56.06,73.40,50.22
10579089,Zfp866 or Zfp963,-5.19,4.35,-6.31,-12.45
10579101,Cilp2,-29.67,-1.08,-41.54,-49.82
10579114,Yjefn3,-48.24,-64.59,-29.33,-49.42
10579119,Ndufa13 or Tssk6,29.94,8.41,46.94,35.67
10579125,Gatad2a,7.62,-10.74,2.69,30.20
10579142,---,6.73,16.56,2.57,1.68
10579144,Mau2,60.88,55.70,65.55,61.21
10579165,Ncan,-59.96,-51.13,-55.93,-72.79
10579181,Rfxank or Nr2c2ap,-6.44,-23.12,4.20,0.69
10579199,Slc25a42,-63.08,-50.89,-85.82,-49.72
10579209,Armc6 or Sugp2,-5.59,-21.54,-1.34,4.54
10579219,Ddx49 or Homer3,-10.08,-20.79,-23.57,15.06
10579234,Upf1,33.20,28.45,22.52,51.53
10579262,Crtc1,-80.95,-89.94,-84.16,-62.50
10579277,Klhl26,-19.23,-25.16,-14.51,-16.62
10579287,Tmem59l,-64.98,-29.40,-89.17,-74.47
10579296,2810428I15Rik,24.33,10.80,-4.16,57.23
10579302,Uba52 or 2810422J05Rik,-8.88,-60.67,73.76,-38.10
10579307,2810422J05Rik or Uba52,-0.22,2.25,-6.49,4.83
10579313,Ssbp4,77.43,73.49,79.84,79.49
10579331,Gdf15,-46.18,-36.26,-19.68,-86.04
10579335,Pgpep1,-31.15,-15.92,-37.62,-41.01
10579341,Mpv17l2,-31.47,-35.10,-33.03,-25.48
10579347,Ifi30,89.20,89.46,87.29,90.29
10579356,Pik3r2,-37.69,-53.51,-59.03,2.41
10579373,Mast3,5.68,8.74,11.35,-1.00
10579406,Arrdc2,37.07,27.19,43.89,39.16
10579422,Kcnn1,-61.29,-67.57,-25.03,-81.75
10579437,Ccdc124,-27.14,-65.28,-29.90,19.38
10579442,Slc5a5,-47.26,-14.63,-60.62,-70.13
10579461,Rpl18a,-8.88,-60.67,73.76,-38.10
10579468,Haus8,25.69,33.22,28.52,14.92
10579479,Nr2f6,-17.14,-16.79,-20.82,-13.95
10579486,Ushbp1,-76.34,-77.64,-60.31,-87.99
10579500,Abhd8,-75.31,-61.36,-96.21,-51.79
10579508,Ano8 or Dda1,5.41,0.57,20.60,-3.39
10579525,Plvap,-67.55,-79.92,-75.27,-47.53
10579532,Bst2,35.28,31.49,22.03,48.99
10579538,Tmem221,-8.25,-16.73,-23.35,25.40
10579543,Nxnl1,-35.50,-34.03,-32.00,-40.59
10579548,Glt25d1 or Unc13a,-15.87,-19.51,-15.59,-13.01
10579550,Unc13a,-59.82,-46.89,-60.99,-71.52
10579554,Unc13a,-42.63,-21.22,-38.98,-73.70
10579600,Jak3,-15.44,12.05,-27.78,-31.34
10579602,B3gnt3,-11.11,-10.77,-20.61,-5.89
10579607,B3gnt3 or Cnot8,-3.85,-0.16,1.76,-13.94
10579609,Fcho1,-74.77,-76.38,-84.36,-61.93
10579636,Cyp4f18,-20.55,-24.51,-18.37,-19.24
10579649,Cib3,-7.74,-1.15,-23.75,-1.32
10579657,Rpl23a or Gm10132 or Gm3362,-8.88,-60.67,73.76,-38.10
10579659,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,-8.88,-60.67,73.76,-38.10
10579663,Eps15l1,25.45,14.84,34.50,28.18
10579691,Calr3,-42.43,-47.14,-60.28,-23.95
10579703,Cherp or 1700030K09Rik,-30.04,-29.36,-44.11,-17.90
10579724,Slc35e1,53.64,36.20,55.58,68.45
10579731,Med26,-10.55,-15.42,-12.62,-4.35
10579736,9130011J15Rik,33.75,22.06,46.81,31.80
10579744,Large,-29.92,-40.51,-29.19,-18.76
10579763,---,-63.08,-49.02,-93.62,-35.82
10579765,---,31.16,3.05,77.38,-5.44
10579767,---,95.26,97.80,92.51,94.48
10579769,Gapdh,-8.88,-60.67,73.76,-38.10
10579772,---,-40.45,-31.88,-15.68,-69.32
10579774,Gm10649,-12.39,-39.90,31.56,-20.45
10579776,Arhgap10,-25.62,-24.24,-25.42,-26.76
10579799,Tmem184c,-18.69,-23.90,-17.04,-14.26
10579812,Ednra,-76.75,-92.00,-79.44,-56.03
10579823,---,-8.88,-60.67,73.76,-38.10
10579825,Pou4f2,4.56,61.91,23.65,-63.65
10579828,Rps25,-8.88,-60.67,73.76,-38.10
10579830,Rbmxl1,-8.88,-60.67,73.76,-38.10
10579833,Lsm6,-8.88,-60.67,73.76,-38.10
10579839,Rpl21,-8.88,-60.67,73.76,-38.10
10579841,---,-21.52,-20.93,-18.88,-24.90
10579845,1700011L22Rik,-76.76,-90.60,-30.29,-92.22
10579852,Mmaa,-16.55,-19.68,-22.63,-8.50
10579860,Smad1,49.19,46.68,66.03,30.67
10579872,Tpd52,20.12,17.25,18.17,24.69
10579874,Abce1,-29.42,-48.39,-20.91,-17.21
10579894,Hhip,-56.90,-56.23,-55.12,-59.62
10579910,Zc3h15,-59.30,-65.87,-55.02,-56.07
10579913,---,-11.26,-70.35,-25.44,68.28
10579915,Smarca5,-17.48,-26.46,-21.65,-2.31
10579925,Gab1,32.20,38.01,25.38,33.69
10579939,Usp38,10.13,23.58,3.84,-0.28
10579952,---,-42.86,-82.66,-13.79,-30.80
10579954,---,-5.54,-30.50,36.09,-15.57
10579958,Il15,57.97,62.38,66.99,42.27
10579969,Zfp330,28.46,21.95,26.37,37.61
10579974,Tbc1d9,-14.76,-8.23,-36.86,-1.28
10579976,Elmod2,27.46,14.40,34.56,32.29
10579987,Scoc,24.21,-0.05,31.04,40.49
10579991,---,39.24,34.01,20.67,57.64
10579993,Gm4787 or Adam4,59.27,59.20,63.16,54.70
10579996,Tecr,-71.70,-68.07,-71.92,-74.87
10580010,Pkn1 or Ptger1,82.80,78.11,82.15,87.15
10580033,Cd97,96.70,97.21,96.28,96.58
10580056,Lphn1 or Gm10644,-86.40,-87.67,-78.23,-92.27
10580058,2210011C24Rik,-0.73,-18.08,-1.61,26.85
10580061,Il27ra,14.18,13.97,11.03,18.17
10580077,Rln3,-18.42,-12.78,-25.85,-17.30
10580080,---,-39.69,-36.56,-24.44,-56.63
10580082,Rfx1,14.52,-20.90,31.23,36.41
10580085,Dcaf15,-9.86,-20.97,-0.74,-8.02
10580100,Cc2d1a,0.91,21.57,-21.01,-4.49
10580131,Nanos3,8.92,9.52,-0.72,19.23
10580135,Mir181d,4.30,-14.12,13.71,21.17
10580137,Mir181c,-17.20,0.84,-23.43,-30.09
10580139,Zswim4,11.99,-5.29,-0.28,41.34
10580155,D8Ertd738e,47.12,30.36,50.41,60.47
10580160,Mri1,1.04,-14.47,-11.00,32.41
10580169,Ccdc130,-13.71,-21.11,-20.20,-1.70
10580181,---,-20.19,-28.71,-25.77,-7.46
10580183,Ier2,90.11,85.23,91.96,92.19
10580188,Nacc1,-83.13,-82.78,-90.35,-69.06
10580191,Nfix,9.91,12.15,4.51,13.68
10580202,Dand5 or Gadd45gip1,30.01,33.40,-15.53,62.79
10580210,Rad23a or Gadd45gip1,-12.60,-21.03,-29.79,14.24
10580219,Calr or Gm19820,69.50,53.40,69.02,82.43
10580231,---,50.52,46.80,39.03,63.96
10580233,Gcdh,-75.26,-77.75,-78.30,-69.07
10580247,Mast1,-56.75,-45.60,-49.69,-74.13
10580274,Rnaseh2a,-3.82,-16.05,5.52,0.04
10580282,Junb,55.95,49.94,59.35,57.62
10580286,Best2,-41.60,-41.61,-42.08,-40.96
10580300,Asna1,-24.25,-27.65,-34.58,-8.04
10580309,Wdr83 or Dhps,-61.20,-71.00,-56.35,-53.20
10580324,Zfp791,-48.61,-42.87,-56.41,-45.73
10580331,Vps35,72.76,71.57,68.19,78.18
10580349,Mylk3,-12.27,-24.42,-12.54,-6.86
10580365,4921524J17Rik,-24.50,-24.91,23.83,-64.26
10580370,Dnaja2,-58.59,-57.86,-51.07,-65.86
10580382,Neto2,-84.53,-82.04,-96.84,-64.61
10580391,Itfg1,16.25,15.61,9.37,24.18
10580411,---,27.37,49.11,-7.80,37.99
10580415,---,5.49,-31.21,40.55,13.97
10580418,Abcc12,-11.23,64.77,-39.45,-41.90
10580450,---,-13.70,-11.32,-12.26,-17.66
10580452,Siah1a,-36.12,-27.95,-34.90,-45.58
10580457,N4bp1,-0.57,-13.80,-9.14,24.61
10580467,Gm10637,46.25,17.69,56.08,55.05
10580469,Cbln1,-74.95,-77.94,-53.78,-89.48
10580473,Zfp423,-73.74,-45.02,-88.50,-82.00
10580484,Heatr3,51.67,38.33,54.05,61.41
10580486,Brd7,15.27,19.05,26.34,-0.98
10580504,Snx20,59.39,54.84,52.76,69.11
10580510,Sall1,-48.37,-52.29,-51.71,-42.43
10580516,Gm6625,-10.67,2.63,-3.65,-29.06
10580519,---,-47.22,-30.21,-42.49,-66.43
10580522,Tox3,-70.12,-93.65,-80.03,-33.88
10580532,---,45.90,63.47,28.16,37.33
10580534,Chd9,-18.40,-23.43,-15.26,-17.59
10580537,Aktip or Rbl2,-41.97,-35.75,-52.68,-36.82
10580550,Rpgrip1l,-82.48,-87.57,-89.57,-65.83
10580577,Irx3,-66.14,-68.47,-50.59,-77.53
10580582,4933436C20Rik,-37.46,-23.67,-46.64,-43.71
10580590,Gapdh,-8.88,-60.67,73.76,-38.10
10580593,Ces1a,-32.90,-42.59,-27.04,-29.54
10580608,Ces1h,-67.48,-67.43,-30.97,-96.05
10580622,Ces1b,-44.04,-38.10,-56.33,-37.67
10580624,Ces1c,-36.62,-54.47,-55.82,-15.23
10580635,Ces1d,-71.03,-89.37,-90.76,-31.89
10580649,Ces1e,-65.38,-79.86,-31.88,-86.01
10580663,Ces1f,-48.13,-43.04,-50.56,-50.90
10580678,Ces1g,-55.89,-55.84,-36.03,-77.58
10580693,Ces5a,-60.02,-70.97,-41.62,-68.36
10580704,Amfr,-1.63,-14.72,-17.65,16.83
10580722,Nudt21,-8.88,-60.67,73.76,-38.10
10580733,Bbs2,-34.77,-41.38,-45.14,-16.36
10580752,9330175E14Rik,-30.83,-34.49,-22.07,-37.76
10580754,9330175E14Rik,-21.86,0.06,-54.93,-23.92
10580756,Fam192a,-52.22,-54.11,-62.35,-39.46
10580765,Pllp,-69.06,-79.75,-53.49,-73.12
10580771,Ciapin1,-80.20,-87.91,-70.55,-78.86
10580782,Dok4 or Polr2c,-43.75,-30.66,-72.05,-31.69
10580795,Ccdc102a,-40.04,-5.41,-54.80,-63.75
10580805,Gm10286,-2.00,-25.63,43.84,-5.18
10580807,Kifc3,95.69,96.09,96.35,94.72
10580829,Cngb1,-41.97,-39.53,-51.57,-35.29
10580850,Cngb1,-55.40,-75.31,-37.52,-54.06
10580852,Cngb1,-46.63,-52.74,-26.80,-58.24
10580854,Cngb1,59.43,80.50,43.62,42.01
10580868,---,62.24,37.59,35.12,86.68
10580870,---,12.22,-4.24,13.33,28.70
10580872,Zfp319,44.33,64.75,16.02,47.33
10580875,Gtl3,-59.75,-66.82,-54.27,-58.29
10580885,Csnk2a2,-38.90,-31.44,-50.56,-34.31
10580897,Prss54,-33.88,-41.38,-22.36,-41.04
10580903,---,17.12,6.89,77.61,-51.28
10580905,Cnot1 or Gm6158,35.66,40.36,26.25,41.06
10580953,---,73.25,71.25,65.71,81.34
10580955,---,-6.80,-7.92,38.02,-46.56
10580957,Slc38a7,-0.13,-12.39,-3.77,18.59
10580969,Got2,-8.88,-60.67,73.76,-38.10
10580981,---,7.90,22.43,-0.33,-0.06
10580984,---,-42.79,22.48,-77.24,-52.22
10580986,Rbmxl1 or Rbmx,-8.88,-60.67,73.76,-38.10
10580990,Cdh8,-42.66,-34.66,-34.05,-59.95
10581009,---,-8.88,-60.67,73.76,-38.10
10581011,---,-26.84,-88.47,-52.02,51.16
10581013,Cdh11,-80.87,-67.53,-88.28,-83.95
10581027,Rplp0,-8.88,-60.67,73.76,-38.10
10581031,---,-8.58,-30.68,26.09,-12.15
10581033,---,3.93,45.83,13.36,-33.53
10581036,Tk2,76.55,67.63,82.29,77.56
10581049,Cmtm2a or Cmtm1,-24.83,-16.22,-28.26,-31.45
10581061,Cmtm4,-15.42,-15.00,-15.10,-15.97
10581069,Cmtm4,-32.78,-15.23,-32.75,-52.47
10581073,Dync1li2,-9.70,-10.35,-17.62,-1.18
10581088,Ccdc79,-30.41,-17.91,-44.16,-34.44
10581111,Nae1,-64.30,-60.55,-60.62,-69.61
10581132,Cdh16,-45.54,-45.70,-52.32,-39.26
10581151,Rrad,-53.60,-67.39,-51.06,-45.27
10581159,Fam96b,-60.96,-57.07,-76.60,-46.17
10581167,---,-32.45,-2.53,-88.33,-15.55
10581175,B3gnt9-ps,-93.98,-85.05,-88.39,-99.14
10581181,Tradd,52.26,57.36,53.92,45.31
10581188,4931428F04Rik or Nol3,-94.38,-99.67,-95.00,-69.96
10581197,Exoc3l,-51.68,-43.64,-54.06,-56.98
10581212,Mir328,39.24,17.16,48.31,49.15
10581214,Lrrc29,42.05,71.56,26.05,16.58
10581222,Fhod1,5.02,-6.56,3.17,18.50
10581246,Kctd19,-30.77,-15.76,-58.25,-27.18
10581266,Tppp3,11.45,5.38,-0.91,30.81
10581271,Zdhhc1,10.44,8.81,8.81,12.94
10581289,Atp6v0d1,49.62,47.20,45.70,54.88
10581299,Agrp,-1.28,44.12,24.57,-55.40
10581306,Rps2,-8.88,-60.67,73.76,-38.10
10581308,Myl6,-8.88,-60.67,73.76,-38.10
10581311,Acd or Rltpr,-19.38,-46.92,-8.83,-2.92
10581327,E130303B06Rik,-51.24,-61.31,-49.07,-44.29
10581336,Gfod2,-28.06,-47.71,-32.55,-2.23
10581340,Ranbp10,-53.08,-51.04,-53.70,-54.38
10581355,Ctrl,-56.61,-67.84,-34.52,-70.87
10581363,Cenpt,-46.64,-45.32,-45.34,-49.91
10581378,Psmb10,66.47,63.85,56.05,78.50
10581388,Lcat,-56.59,-40.32,-44.34,-83.70
10581395,Slc12a4,9.82,13.89,3.94,11.83
10581421,Dpep3,-2.44,-1.05,-1.38,-8.89
10581434,Dpep2,98.66,97.48,98.66,98.96
10581448,Dpep2,92.34,95.83,92.19,88.32
10581450,Ddx28,-13.59,-25.08,-8.24,-9.88
10581455,Esrp2,-71.04,-65.96,-88.95,-55.46
10581473,Slc7a6os,-6.43,-25.72,21.21,-13.12
10581479,Smpd3,-82.19,-78.75,-81.12,-86.05
10581491,A930006D01Rik,23.84,7.65,40.17,21.24
10581493,Pdxp,-63.80,-48.63,-79.98,-63.80
10581495,Rplp1,80.94,78.92,75.55,87.45
10581499,Chtf8,23.54,16.41,9.97,44.46
10581505,Rpl10,-8.88,-60.67,73.76,-38.10
10581507,Cog8 or Pdf,25.04,23.97,2.58,46.72
10581518,Tmed6,-69.57,-53.29,-90.43,-59.35
10581523,Terf2,-55.65,-62.77,-45.75,-58.06
10581535,Rps18,-8.88,-60.67,73.76,-38.10
10581538,Nqo1,-87.59,-93.99,-86.25,-81.56
10581547,Nob1,-52.68,-66.73,-56.62,-34.92
10581558,Rps26 or Gm6654,-8.88,-60.67,73.76,-38.10
10581560,Psmd7,-44.33,-46.37,-59.08,-20.20
10581569,Rpl29 or LOC100862587 or LOC100862461 or Gm10913 or Gm8210 or Gm13141,-8.88,-60.67,73.76,-38.10
10581571,---,-31.31,-74.79,-28.34,-12.01
10581573,---,-55.34,-31.15,-53.26,-76.87
10581575,Gm1943 or Wdr70,0.46,-6.41,7.99,-3.20
10581577,Dhx38,40.30,28.73,36.29,53.92
10581605,Hp,23.12,22.73,22.86,23.91
10581612,Dhodh,-18.91,-19.58,-25.41,-11.95
10581625,2400003C14Rik,15.82,9.55,13.31,26.28
10581636,Atxn1l,51.44,48.67,33.32,69.64
10581640,Atxn1l,-48.67,-21.72,-67.22,-58.62
10581643,---,33.41,27.76,25.16,47.13
10581645,Marveld3,-44.90,-29.94,-64.24,-44.71
10581650,Chst4,-54.75,-59.25,-41.04,-64.13
10581654,Calb2,-34.01,-48.82,-60.47,-13.51
10581664,Il34,-85.13,-91.55,-68.74,-89.73
10581674,Sf3b3,29.40,27.28,19.96,39.76
10581702,Fuk,-16.42,-19.30,-6.75,-22.21
10581729,Ddx19a,-33.43,-41.93,-43.34,-11.58
10581737,Ddx19b,-9.13,-47.55,3.37,19.77
10581750,Clec18a,57.22,56.59,59.30,55.49
10581772,Glg1,72.08,70.66,66.79,76.82
10581800,Rfwd3,-8.88,-60.67,73.76,-38.10
10581813,Mlkl,48.87,44.47,48.97,53.23
10581824,Fa2h,-32.64,-54.75,-34.19,-17.90
10581835,Wdr59,6.97,8.20,18.45,-5.39
10581865,Ldhd,-77.63,-84.17,-74.74,-74.19
10581882,Ctrb1,-41.18,-63.60,-23.83,-40.84
10581890,Bcar1,-58.62,-49.78,-53.52,-74.85
10581902,Cfdp1,-48.30,-55.37,-57.27,-31.57
10581910,Tmem170,-75.86,-85.88,-91.92,-32.00
10581914,Chst5,-10.64,-24.90,-19.12,15.71
10581917,Tmem231,-84.19,-93.81,-84.55,-68.38
10581926,Adat1,-36.84,-47.90,-41.43,-22.04
10581940,Kars or LOC631033,-19.71,-25.13,-17.46,-16.76
10581957,0610007P22Rik,-21.49,-23.39,-28.40,-13.12
10581959,---,-49.23,-82.77,-69.36,-4.51
10581961,Adamts18,-21.33,-46.37,-14.93,-10.23
10581990,---,-15.96,-17.31,-13.63,-17.38
10581992,Maf,29.71,40.33,18.94,28.23
10581996,Cdyl2,9.57,-10.74,29.25,14.21
10582006,Gm10620,-9.98,-60.12,56.63,-17.49
10582008,2310061C15Rik,-4.11,-22.47,4.09,5.64
10582014,1700030J22Rik,-56.72,-74.34,-62.60,-32.25
10582020,Gcsh,-47.95,-38.99,-52.43,-51.16
10582025,Pkd1l2,80.47,92.32,53.75,80.95
10582069,Sdr42e1,-15.18,-17.06,-11.72,-17.92
10582074,Mphosph6,-54.46,-68.58,-45.11,-48.09
10582078,---,-61.21,-68.77,-35.48,-75.58
10582080,---,-7.57,-28.24,-10.27,23.20
10582082,Slc38a8,1.43,-19.06,14.25,23.39
10582094,Mbtps1,41.41,35.73,35.04,52.02
10582123,Hsdl1,54.83,51.72,56.29,56.59
10582129,Taf1c or Lrrc50,51.23,38.97,46.31,66.74
10582146,Kcng4,-30.60,-23.40,-47.87,-22.57
10582152,4632415K11Rik,8.52,-13.32,26.58,13.14
10582162,Cotl1,98.83,98.20,99.12,98.74
10582171,Zdhhc7,87.02,85.05,80.92,93.06
10582180,Fam92b,29.91,-9.83,61.16,33.54
10582188,Gse1,26.11,-12.83,36.10,54.39
10582190,Gins2 or Gse1,-42.57,-45.42,-33.84,-48.22
10582196,1190005I06Rik,-58.22,-31.41,-68.54,-73.93
10582201,Cox4nb,-51.09,-69.80,-55.92,-26.21
10582209,Mthfsd,81.90,75.04,83.47,85.04
10582221,1700018B08Rik,-30.55,-48.88,-24.80,-22.23
10582229,Fbxo31,-50.10,-36.73,-66.26,-49.18
10582231,Fbxo31,-5.52,-13.07,-12.45,8.39
10582241,Zcchc14,14.36,9.41,12.98,21.07
10582260,---,-46.97,-7.37,-52.47,-90.55
10582262,Klhdc4,48.18,32.21,51.88,59.36
10582275,Slc7a5,-85.74,-86.36,-81.16,-89.43
10582287,Car5a or BC048644,-40.42,-34.47,-32.95,-53.69
10582295,Odc1,-77.38,-82.58,-73.93,-75.38
10582299,Trhr2,-5.64,17.96,-56.28,33.50
10582303,Cyba,89.34,89.16,88.80,89.96
10582310,Mvd,-3.39,-10.45,-14.43,20.47
10582322,Snai3,-50.83,-54.04,-36.93,-61.78
10582330,Rnf166,27.56,32.33,22.58,26.50
10582337,Fam38a,43.24,41.02,39.49,49.78
10582376,Fam38a,37.24,33.88,35.51,42.20
10582378,Fam38a,39.34,40.53,40.41,37.02
10582388,---,-4.59,-6.42,8.66,-11.56
10582390,Aprt,1.88,-10.80,3.41,14.74
10582403,Galns,77.65,78.70,74.01,79.13
10582419,Pabpn1l,-55.47,-58.06,-53.10,-55.13
10582427,Cbfa2t3,75.02,76.24,72.15,76.93
10582429,Cbfa2t3,46.14,50.70,28.99,53.64
10582445,Ankrd11,-46.16,-46.03,-38.26,-53.17
10582458,Ankrd11,9.34,-7.84,52.94,-19.74
10582464,---,20.28,43.61,25.03,-8.36
10582466,Sult5a1 or LOC100047703,-51.32,-19.61,-80.78,-57.55
10582474,Chmp1a,54.44,49.30,59.84,54.65
10582477,Spata2l,-38.00,-37.84,-43.06,-33.09
10582482,1300018I17Rik,66.56,58.03,70.42,70.10
10582501,Fanca or Zfp276,-39.10,-42.74,-29.09,-45.41
10582545,Mela or Kcnma1,-30.37,-19.41,-33.45,-42.35
10582549,Mela,-36.55,-21.82,-27.32,-63.02
10582551,Dbndd1,-38.46,-35.31,-30.86,-49.02
10582556,---,47.90,20.32,44.46,71.70
10582558,---,-8.88,-60.67,73.76,-38.10
10582562,---,56.79,55.82,59.28,54.67
10582564,---,-8.88,-60.67,73.76,-38.10
10582568,---,-8.88,-60.67,73.76,-38.10
10582572,---,81.75,86.30,66.85,87.62
10582574,---,-8.88,-60.67,73.76,-38.10
10582578,---,-8.88,-60.67,73.76,-38.10
10582580,Rn5s20,88.57,91.18,86.95,88.20
10582582,---,83.85,84.96,78.25,88.47
10582584,---,-8.88,-60.67,73.76,-38.10
10582586,1700054N08Rik,-60.08,-82.88,-66.43,-23.68
10582592,Acta1,-42.30,-32.26,-38.46,-59.89
10582599,Nup133,-6.64,-16.17,-3.01,-0.39
10582626,Abcb10,-37.49,-57.47,-41.14,-8.66
10582642,Taf5l,-47.89,-56.41,-33.95,-55.27
10582647,---,-20.54,-6.35,-19.43,-41.92
10582649,Pgbd5,-63.45,-46.41,-69.92,-75.27
10582658,Agt,-70.51,-73.41,-60.61,-78.00
10582664,2310022B05Rik,-63.91,-73.56,-57.83,-59.71
10582669,Ttc13,21.36,10.72,20.98,34.71
10582694,Fam89a,-31.22,-24.72,-3.29,-72.62
10582699,2810004N23Rik or Gnpat,-10.03,-6.72,-18.61,-4.18
10582708,Exoc8,76.84,75.48,56.67,90.58
10582712,Egln1,11.69,14.88,9.46,10.23
10582719,Sipa1l2,-0.38,-2.11,-27.20,31.33
10582743,Pcnxl2,-32.49,-26.21,-17.17,-65.88
10582778,Gm17296,-32.77,-61.11,-37.04,-0.65
10582809,Tk1,-35.22,-27.82,-36.22,-42.54
10582811,Irf2bp2,83.82,75.01,88.56,85.69
