Probeset_ID,Gene Symbol,Mo Bl Ly6C- II+,Sample_,Sample_
10585840,Cd276,93.74,97.82,80.45
10585842,Nptn,20.54,23.66,16.74
10585851,Hcn4,34.72,51.48,10.09
10585860,Adpgk,52.01,83.32,5.82
10585874,Hexa,81.48,81.39,81.54
10585889,Celf6,-1.48,4.40,-4.21
10585905,Parp6,-38.34,-44.15,-32.52
10585932,Pkm,-7.61,-18.84,2.43
10585940,4933407I18Rik,-14.95,-36.61,-2.66
10585942,Gramd2,-70.09,-77.54,-62.60
10585956,Myo9a,-35.19,-33.23,-37.68
10585970,Myo9a,-63.79,-54.55,-73.76
10585972,---,-32.62,-33.87,-31.62
10585974,Myo9a,-37.99,-15.23,-59.38
10585976,---,-60.74,-2.65,-86.74
10585978,Myo9a,-26.06,46.20,-81.51
10585980,---,-86.06,-66.04,-95.39
10585982,---,-86.28,-77.23,-92.20
10585984,Myo9a,-34.16,-35.24,-33.29
10585986,Myo9a,-75.44,-56.75,-87.61
10585988,Myo9a,-88.09,-89.52,-86.19
10585990,Myo9a,-30.42,0.57,-56.16
10585992,Myo9a,-83.61,-62.79,-94.74
10586011,Larp6,-1.09,-0.72,-1.54
10586015,---,47.91,54.61,41.08
10586017,Uaca,-43.91,-26.98,-67.17
10586039,Tle3,75.37,74.94,75.69
10586064,Anp32a,-75.32,-79.15,-70.27
10586074,---,-17.50,-25.36,-9.74
10586076,---,95.32,96.16,94.37
10586079,Itga11,-35.29,-26.73,-46.65
10586110,Cln6,11.42,-26.26,46.25
10586118,Calml4,-64.21,-69.34,-59.29
10586126,---,96.07,97.72,92.38
10586128,---,-4.91,-3.31,-7.64
10586130,Aagab,-6.29,28.36,-41.17
10586140,Lctl or Zwilch,-51.17,-70.92,-31.83
10586157,Rpl4,32.17,18.70,45.59
10586166,---,-35.59,-39.61,-32.33
10586168,Snord16a,-45.86,-34.89,-56.83
10586170,---,-50.62,-31.90,-68.67
10586172,---,-61.87,-34.96,-80.56
10586174,---,-27.15,-5.75,-47.78
10586176,Snapc5,-23.37,-27.55,-19.30
10586180,Uchl4 or Uchl3,-14.22,21.49,-53.21
10586184,Tipin,-77.66,-63.84,-88.56
10586194,Megf11,25.04,48.59,-3.71
10586227,Dennd4a,40.61,50.73,30.04
10586240,Dennd4a,27.65,16.21,38.82
10586242,Dennd4a,6.14,-9.55,25.64
10586244,Dennd4a,-19.53,-1.56,-38.18
10586246,Dennd4a,-1.10,1.79,-4.20
10586248,Dennd4a,30.05,29.38,30.84
10586250,Dennd4a,33.51,48.56,17.15
10586252,Dennd4a,19.89,21.72,17.87
10586254,Dennd4a,31.18,18.30,39.91
10586274,2010321M09Rik,-1.34,-45.78,40.29
10586284,Dpp8,10.39,8.69,12.85
10586306,Igdcc4,-8.70,10.60,-30.30
10586331,Igdcc3,-5.91,25.86,-24.77
10586347,Parp16,-85.02,-72.92,-93.15
10586357,Cilp,-9.74,-2.96,-23.89
10586368,Clpx,-95.47,-98.79,-81.85
10586384,Pdcd7,28.78,36.50,20.99
10586390,Rasl12,-38.68,-55.04,-25.35
10586397,Mtfmt,-62.51,-68.73,-55.92
10586405,Spg21,49.64,14.69,76.09
10586416,Pif1,-11.34,1.69,-25.84
10586433,Rbpms2 or Gm3470,-44.22,-31.26,-61.45
10586441,Oaz2,-22.98,-38.33,-8.31
10586446,---,57.44,80.44,19.16
10586448,2810417H13Rik,-78.50,-75.28,-81.86
10586454,D030028M11Rik,-41.56,-31.59,-51.93
10586456,---,95.32,96.16,94.37
10586458,Csnk1g1,-63.17,-70.11,-54.15
10586477,Ppib or Snx22,32.68,20.56,43.71
10586484,Fam96a,-35.26,-37.23,-32.71
10586491,Dapk2,-23.67,-22.28,-25.15
10586505,Herc1,-79.27,-78.34,-80.35
10586591,Car12,-37.83,-36.76,-39.04
10586602,---,-23.96,-92.84,62.88
10586604,Rps27l,-50.06,-87.32,21.21
10586609,---,80.76,55.59,90.30
10586611,Gm10646,11.22,4.34,18.74
10586614,C2cd4b,93.15,95.96,87.88
10586616,Vps13c,-1.17,32.25,-41.72
10586700,Rora,-82.22,-64.52,-93.50
10586718,9530091C08Rik,-40.29,-51.01,-31.88
10586722,F830001A07Rik,-86.16,-99.42,-43.17
10586724,Narg2,-96.69,-93.53,-98.60
10586744,Anxa2,57.66,43.03,75.26
10586759,Bnip2,34.68,44.32,25.03
10586773,Gtf2a2 or LOC100046289,-82.97,-89.91,-72.25
10586781,Myo1e,-87.77,-83.56,-91.87
10586812,---,59.94,69.71,45.43
10586814,---,47.62,22.86,64.76
10586816,Sltm,-84.16,-74.58,-91.14
10586842,Fam63b,90.50,90.78,90.35
10586844,Adam10,-15.57,-12.10,-19.28
10586863,---,95.32,96.16,94.37
10586865,Aldh1a2,-26.30,-19.74,-35.19
10586880,Zfp280d,-91.18,-81.48,-96.77
10586907,Mns1 or Tex9,-60.27,-64.55,-55.80
10586920,Rfx7,-31.68,-29.59,-33.50
10586933,Nedd4,-65.16,-71.05,-58.75
10586967,Gm7265,-75.33,-85.16,-63.67
10586971,Prtg,-4.00,-4.91,-3.19
10586993,Pygo1,75.27,82.54,64.92
10587000,Dyx1c1,-59.71,-37.09,-78.83
10587010,---,-4.66,-2.82,-6.70
10587012,Ccpg1,-22.43,-41.84,1.02
10587023,Rab27a,-5.67,-2.14,-9.49
10587038,Khdc3,59.58,59.97,59.19
10587042,Rsl24d1,95.32,96.16,94.37
10587049,---,82.80,89.19,71.76
10587051,Wdr72,-18.07,-18.61,-17.49
10587075,---,2.39,-19.10,41.85
10587077,Gm16551,-33.91,-20.29,-51.75
10587082,Onecut1,-9.62,-11.33,-8.43
10587085,BC031353,-66.92,-51.95,-78.53
10587104,Arpp19,-91.19,-96.38,-81.71
10587107,Myo5a,20.09,32.27,7.67
10587150,Myo5c,-22.70,-19.22,-28.11
10587194,Gnb5,-56.41,-38.51,-79.46
10587208,Bcl2l10,-5.10,-2.46,-13.92
10587211,Leo1,-67.25,-75.69,-56.98
10587226,Lysmd2,-31.02,-17.55,-45.41
10587231,Bmp5,-46.38,-34.46,-61.84
10587241,Hmgcll1,-50.27,-42.87,-59.13
10587251,---,-3.96,33.90,-29.05
10587255,Klhl31,-22.26,-26.30,-18.72
10587262,Klhl31,-9.02,-5.19,-21.76
10587266,Gclc,-87.97,-80.79,-92.08
10587284,Elovl5,14.86,15.13,14.70
10587293,Gcm1,89.58,98.28,38.59
10587299,Ick,-88.70,-89.44,-87.55
10587315,Gsta4,-65.30,-76.33,-54.70
10587323,Gsta1 or Gm3776 or Gsta2 or Gm10639,-16.76,-12.24,-22.95
10587331,Gm3776 or Gsta1 or Gm10639 or Gsta2,95.32,96.16,94.37
10587339,Gm10639 or Gsta2 or Gm3776 or Gsta1,95.32,96.16,94.37
10587347,Omt2b,-3.98,-2.55,-6.29
10587350,Ddx43,-10.95,-11.55,-10.36
10587368,Mto1,49.87,50.63,48.91
10587383,Cd109,-34.47,-36.24,-32.78
10587419,Senp6,-92.01,-92.17,-91.78
10587446,Myo6,-59.45,-52.06,-68.18
10587486,Set or BC085271,95.32,96.16,94.37
10587488,Mei4,-60.60,-58.39,-62.97
10587495,Irak1bp1,-54.14,-40.72,-69.96
10587501,Rps27a,95.32,96.16,94.37
10587503,Sh3bgrl2,-50.14,-31.90,-67.43
10587508,Ttk,-70.64,-65.20,-76.03
10587532,---,48.15,84.17,-25.09
10587534,Bckdhb,-91.79,-93.15,-90.07
10587546,Rpl7a,95.32,96.16,94.37
10587550,---,-26.11,16.76,-66.72
10587552,---,77.00,63.17,85.39
10587554,Tpbg,-45.22,-74.71,-28.19
10587558,Dopey1 or Pgm3,11.42,41.64,-22.33
10587604,Rwdd2a,-0.55,-2.21,5.45
10587610,A330041J22Rik,63.12,95.38,-54.19
10587616,Prss35,-69.32,-39.62,-94.09
10587621,Ripply2,35.55,32.44,37.96
10587627,Cyb5r4,64.61,59.51,69.75
10587633,Mrap2,-42.02,-24.94,-64.13
10587637,Tbx18,93.93,94.66,93.16
10587639,Nt5e,-63.96,-59.57,-68.39
10587651,Rpl21,95.32,96.16,94.37
10587653,Snx14 or 4932427H20Rik,54.07,51.14,57.10
10587655,Zfp949,-88.50,-76.21,-95.00
10587659,Trim43a or Trim43b or Trim43c,-18.56,32.47,-85.14
10587665,---,-46.01,-50.75,-41.48
10587683,Bcl2a1a or Bcl2a1d or Bcl2a1b or Bcl2a1c,16.77,-5.95,42.79
10587686,---,70.88,66.56,75.83
10587688,---,-49.30,-72.80,-20.08
10587690,Bcl2a1b or Bcl2a1d or Bcl2a1a or Bcl2a1c,95.32,96.16,94.37
10587695,Mthfs or Gm2382,-12.64,-83.51,51.41
10587699,Rasgrf1,-9.27,-4.37,-24.69
10587733,Ctsh,91.15,91.84,90.17
10587746,Tmem41b,-91.80,-92.10,-91.59
10587748,Adamts7,-33.48,15.59,-74.59
10587776,---,-2.04,-0.77,-3.51
10587778,---,3.55,35.42,-26.26
10587780,Tuba1b or Tuba1a,95.32,96.16,94.37
10587782,Zic4,74.52,84.11,43.47
10587792,Plscr1,-57.49,-69.69,-45.86
10587799,Plscr2,-63.10,-39.98,-91.54
10587810,1700057G04Rik,53.17,36.17,65.48
10587818,Plscr4,-30.37,-19.00,-41.35
10587829,Plod2,-61.91,-55.68,-68.31
10587852,---,87.30,88.53,85.38
10587854,Slc9a9,25.70,27.56,24.13
10587871,Paqr9,-15.43,-7.81,-29.49
10587873,---,4.76,73.22,-66.82
10587878,---,7.46,-8.79,54.55
10587880,Pcolce2,-45.13,-44.71,-45.70
10587892,Atr,-91.21,-68.37,-97.18
10587940,---,-62.71,-48.82,-76.39
10587942,Xrn1,-89.50,-90.31,-88.58
10587988,Gk5,-84.91,-86.31,-83.53
10588007,Tfdp2,-94.26,-89.15,-96.79
10588024,Ppia or Gm9234,95.32,96.16,94.37
10588026,Rpl7a,95.32,96.16,94.37
10588028,Nmnat3,37.62,23.35,51.63
10588035,---,95.38,95.00,95.78
10588037,Rbp1,-49.76,-37.31,-66.95
10588043,Rbp2,-11.41,-9.59,-14.22
10588049,Copb2,-76.58,-82.70,-69.54
10588073,Prr23a,89.88,93.68,83.06
10588075,Gm6406 or Prr23a,93.25,89.62,95.69
10588077,2410012M07Rik,-6.49,-5.35,-7.70
10588079,7420426K07Rik,91.81,97.02,64.74
10588081,Foxl2,58.37,86.51,12.97
10588083,Faim,-84.87,-90.71,-75.80
10588091,Cep70,-95.53,-83.37,-99.27
10588109,1600029I14Rik or Nme9,2.19,36.95,-8.34
10588121,Dbr1,-11.62,-33.87,14.50
10588132,A4gnt,-8.07,-10.83,-6.15
10588137,Dzip1l,-54.51,-70.82,-38.49
10588154,Stag1,-55.81,-62.37,-49.65
10588192,Msl2,25.01,18.01,31.68
10588195,9630041A04Rik,50.52,25.58,68.87
10588201,---,34.47,21.54,47.52
10588203,Ky,-12.57,-5.91,-27.22
10588219,---,98.32,97.55,98.72
10588223,Anapc13,-77.12,-98.09,-8.23
10588226,Amotl2,-87.93,-78.14,-94.76
10588238,Gm5627,44.31,45.54,42.98
10588243,Ryk,-80.36,-84.02,-76.49
10588263,Slco2a1,-49.76,-42.71,-57.96
10588283,Rab6b,-22.74,-14.76,-33.17
10588294,Topbp1,-64.66,-46.45,-81.78
10588324,---,-3.37,-10.59,7.38
10588326,Nphp3,43.39,53.24,31.40
10588357,Acad11,-87.18,-80.80,-92.23
10588380,Cpne4,-6.22,-1.59,-16.49
10588403,Mrpl3,-71.60,-89.84,-16.16
10588419,Aste1,-36.99,-1.69,-64.44
10588429,Pik3r4,-70.88,-83.58,-48.83
10588452,Mir135a-1 or Glyctk,67.83,76.88,55.62
10588454,Wdr82,15.16,3.76,29.44
10588464,Mirlet7g,42.09,67.74,-0.02
10588466,Twf2,78.14,71.96,82.84
10588479,Tlr9,91.27,93.17,88.91
10588482,Poc1a,1.55,-15.65,26.35
10588495,Dusp7,14.58,13.17,15.73
10588499,Rpl29,95.32,96.16,94.37
10588505,Abhd14b,-86.96,-86.98,-86.90
10588509,Pcbp4,-51.82,-29.73,-75.26
10588522,Rrp9,-27.83,-20.98,-35.81
10588538,Iqcf1,-19.81,-19.81,-19.81
10588542,Iqcf5,-56.48,-41.13,-71.64
10588545,---,-43.45,-51.45,-35.48
10588547,Vprbp,-97.28,-95.30,-98.39
10588575,---,30.33,43.24,13.52
10588577,Cish,-94.18,-95.03,-93.25
10588582,6430571L13Rik,38.35,-30.46,77.28
10588592,Cacna2d2,-17.50,-10.41,-31.34
10588638,Tmem115,60.85,8.02,91.55
10588642,Nprl2,-92.10,-94.00,-89.89
10588655,Zmynd10,-22.44,-17.78,-28.26
10588669,Rassf1 or Gm9917,89.38,77.02,96.68
10588678,Tusc2 or Gm9917,24.42,17.10,31.18
10588683,Hyal2,-17.42,57.62,-82.63
10588691,Hyal1 or Nat6,-74.17,-67.93,-80.93
10588696,Nat6 or Hyal1 or Hyal3,-6.38,-12.22,-0.53
10588701,Hyal3,-24.57,-13.02,-39.41
10588707,Ifrd2,-44.67,-35.86,-52.99
10588720,Rbm6,93.72,94.22,93.19
10588722,Mon1a,88.69,78.30,94.33
10588731,Mst1r,-27.98,-26.55,-29.42
10588752,4921517D21Rik,49.78,16.17,70.61
10588755,Camkv,-18.46,-16.67,-21.23
10588767,Traip,-28.27,-38.01,-20.11
10588786,Uba7 or Cdhr4,65.73,66.41,64.74
10588819,Cdhr4,-12.43,-7.42,-18.79
10588826,Ip6k1,-15.08,-42.40,12.65
10588836,Gmppb or Rnf123,9.90,-18.52,36.58
10588849,Amigo3,44.26,20.65,64.79
10588855,Mst1,-19.20,-19.66,-18.86
10588874,Bsn,94.37,96.00,92.47
10588876,Nicn1,-76.69,-81.35,-70.42
10588883,Amt,-24.15,-17.15,-32.30
10588893,Rhoa,62.88,57.47,68.16
10588899,Gpx1,72.63,62.61,82.34
10588903,Usp4,51.25,60.21,43.32
10588927,1700102P08Rik,-5.22,-3.80,-6.62
10588931,BC048562,90.92,95.12,82.60
10588936,Ccdc71,-22.40,-33.93,-10.26
10588942,Lamb2,-48.23,-36.08,-61.26
10588975,Usp19,12.77,4.07,27.63
10589004,Qars,-26.59,-44.27,-6.92
10589030,Qrich1,-61.78,-59.78,-64.15
10589041,Impdh2,4.29,-5.53,14.75
10589057,Mir191,71.89,90.53,24.01
10589059,Mir425,74.87,34.83,92.24
10589061,Dalrd3 or Wdr6,-15.40,-10.25,-20.32
10589074,Arih2,94.59,96.84,90.36
10589076,Slc25a20,-48.71,-59.86,-36.76
10589087,Prkar2a,-11.51,5.75,-28.67
10589099,Ip6k2,-76.76,-77.12,-76.17
10589113,Nckipsd,81.95,79.25,84.13
10589128,---,96.29,92.32,98.01
10589130,Celsr3,-7.76,-8.50,-7.06
10589166,Slc26a6,-7.56,-11.98,-5.21
10589190,---,36.07,-6.68,66.23
10589192,Tmem89,80.23,85.46,72.43
10589196,Uqcrc1,-6.12,-20.88,5.60
10589212,Col7a1 or Mir711,65.14,77.52,41.39
10589327,Ucn2,-58.45,-43.54,-71.78
10589329,Pfkfb4,71.79,73.06,70.95
10589350,Shisa5,63.55,60.92,65.30
10589361,Ccdc51,-38.74,-26.48,-49.21
10589368,Plxnb1,-22.88,-16.75,-30.46
10589407,Spink8,-25.73,-22.92,-29.15
10589413,Nme6,-90.59,-91.26,-89.94
10589420,Cdc25a,-31.55,-41.97,-24.00
10589438,Mtap4,-52.07,-52.24,-51.97
10589462,Mtap4,-37.71,-49.66,-26.96
10589464,---,-67.81,-45.02,-83.79
10589466,Smarcc1,-87.36,-88.99,-84.98
10589494,Cspg5,-37.27,-31.26,-43.56
10589503,2610002I17Rik,-58.41,-62.91,-53.77
10589511,Scap,5.79,19.29,-7.99
10589535,Ngp,-7.38,-6.18,-8.81
10589541,Kif9,-0.45,-1.22,2.88
10589565,Setd2,-81.08,-62.08,-87.45
10589587,Setd2,95.32,96.16,94.37
10589596,Ccdc12,66.59,36.00,86.16
10589602,Myl3,-23.66,-39.85,-13.65
10589610,Prss42,-23.24,-84.70,31.43
10589616,Prss44,74.95,71.91,77.64
10589625,Prss43,70.80,66.06,74.27
10589632,Prss45,83.82,87.57,77.72
10589640,Prss46,-8.07,-16.37,-3.66
10589647,Prss50,77.63,91.37,17.48
10589654,Als2cl,-48.68,-40.56,-56.56
10589685,Lrrc2,-28.04,-12.57,-62.36
10589695,Rtp3,-54.04,-31.80,-79.44
10589698,---,33.66,34.91,32.06
10589703,Ltf,-21.38,-14.15,-34.70
10589723,Lrrfip2,-49.23,-29.75,-62.73
10589756,Epm2aip1,-88.43,-88.74,-88.23
10589761,Trank1,-13.05,-24.64,-7.38
10589773,Trank1,-38.31,-26.60,-53.06
10589784,Dclk3,-7.28,-4.96,-9.63
10589790,---,97.84,97.68,97.92
10589793,---,-29.08,-57.46,2.25
10589798,---,-45.86,-25.22,-65.75
10589800,Clasp2,-65.79,-64.39,-67.14
10589846,---,48.55,78.99,10.53
10589848,Ubp1 or Fbxl2,38.07,47.56,26.94
10589870,---,62.05,66.78,57.04
10589872,4921528I07Rik,-27.69,-80.34,20.97
10589884,Bcl2a1c,-13.56,-28.76,-4.23
10589886,4930520O04Rik,-8.86,-11.02,-7.05
10589889,Glb1 or Tmppe,-49.65,-45.55,-53.19
10589907,Tmppe,48.97,45.05,52.72
10589909,Trim71,62.21,64.35,59.86
10589911,Trim71,89.66,92.56,85.19
10589913,Dync1li1,-84.38,-90.31,-71.18
10589927,---,42.70,68.01,9.15
10589929,Cmtm6,33.97,21.17,45.81
10589934,Cmtm7,79.87,67.68,88.34
10589938,Gpd1l,93.68,87.22,96.90
10589940,Osbpl10,-57.59,-26.41,-86.20
10589955,Stt3b,92.40,94.90,88.21
10589958,---,65.63,85.49,19.74
10589960,Gadl1,-34.06,-14.02,-70.80
10589974,---,95.32,96.16,94.37
10589976,---,78.17,42.85,89.53
10589982,Azi2,-81.24,-49.72,-94.22
10589994,Eomes,-8.19,-10.94,-6.08
10590004,Golga4,-79.82,-68.42,-88.73
10590029,---,59.48,69.08,48.82
10590031,Itga9,-27.47,-12.30,-44.82
10590060,Ctdspl,-57.76,-54.29,-60.96
10590071,Mir26a-1,68.73,90.48,16.97
10590073,Vill,50.13,62.60,30.43
10590096,Dlec1,-21.56,-6.34,-47.75
10590135,---,11.21,56.66,-30.67
10590137,Acaa1a,28.68,39.78,15.65
10590149,Xylb,-34.57,-45.16,-25.90
10590169,Acvr2b,-2.98,-3.81,-2.35
10590182,Exog,-46.76,-49.13,-44.98
10590191,Wdr48 or Gorasp1,-86.36,-85.38,-87.60
10590212,Ttc21a,-8.45,-3.89,-19.26
10590242,Ccr8,-8.53,-12.28,-6.20
10590245,Slc25a38,59.10,70.76,45.94
10590253,Rpsa,95.32,96.16,94.37
10590263,---,5.29,54.08,-37.25
10590265,---,30.61,87.86,-54.32
10590267,Snora62,-14.35,0.95,-31.99
10590269,Mobp,-6.57,-5.16,-8.27
10590277,---,5.18,41.46,-22.95
10590279,Myrip,-12.93,-17.94,-8.96
10590298,Eif1b,-50.25,-76.82,-14.56
10590304,---,84.96,84.77,85.08
10590306,Entpd3,-24.09,-5.97,-52.12
10590320,Rpl14,14.38,-30.43,57.93
10590323,5830454E08Rik,-21.68,-10.40,-39.08
10590325,Ctnnb1,-78.89,-81.93,-75.63
10590343,Trak1,14.81,22.55,6.15
10590365,Vipr1,-14.39,-28.02,-7.54
10590381,Vipr1,-6.41,25.07,-33.75
10590383,Deb1,-55.68,-51.91,-59.08
10590389,Nktr,-67.15,-10.55,-91.03
10590407,Zfp651,-14.15,0.99,-38.75
10590417,Kbtbd5,-21.92,-43.85,-8.53
10590427,Ccbp2,-17.51,-5.70,-34.80
10590433,1700048O20Rik,-37.67,-33.55,-42.07
10590438,Fam198a,-23.77,-57.38,-2.62
10590445,Snrk,-19.01,-56.13,21.83
10590452,Abhd5,-69.79,-79.47,-57.32
10590462,Mir138-1,36.11,23.28,47.41
10590464,Gm9524,-3.28,-7.06,-0.74
10590467,D9Ertd402e,-66.34,-63.49,-69.52
10590479,Zfp167,-13.76,10.62,-37.11
10590487,Gm8008,-38.26,-58.79,-20.04
10590489,Zfp105,-54.10,-23.77,-92.23
10590494,Kif15,-42.54,-26.51,-71.07
10590529,Tmem42,-4.11,-22.31,15.67
10590533,Tgm4,-44.22,-37.47,-51.27
10590549,Exosc7,-88.59,-90.27,-86.68
10590558,Clec3b,31.63,64.79,-9.56
10590563,Lars2,-37.44,-44.12,-30.62
10590586,Limd1,92.99,92.93,93.06
10590597,Sacm1l,-88.22,-90.02,-86.00
10590620,Ccr9,-26.05,-36.79,-18.73
10590623,Cxcr6,-29.02,-21.44,-38.93
10590628,Ccr3,-32.55,-21.56,-51.06
10590631,Ccr2,85.14,90.43,79.85
10590635,Ccr5 or Ccr2,24.26,50.99,-2.30
10590640,4930433N12Rik,79.00,85.45,68.77
10590646,---,95.32,96.16,94.37
10590648,Top2a,-34.41,-32.33,-36.42
10590654,Aasdhppt,-90.49,-94.68,-85.07
10590663,Gria4,-17.92,-17.63,-18.20
10590686,Ddi1,-19.52,-9.78,-38.25
10590688,---,-2.31,-6.99,-0.50
10590690,Dync2h1,-98.06,-95.13,-99.42
10590779,---,-1.21,-0.38,-2.74
10590781,Mmp1b,40.11,-14.05,76.46
10590791,Birc2,-97.88,-98.12,-97.26
10590799,---,18.14,26.67,8.93
10590801,Birc3,60.44,53.84,65.69
10590808,Yap1,-39.37,-29.82,-49.28
10590821,9230110C19Rik,-32.19,-28.45,-36.17
10590830,AK129341,-53.98,-39.98,-76.40
10590842,---,-31.34,-14.94,-60.08
10590844,Arhgap42,-26.92,-26.43,-27.24
10590860,Arhgap42,-42.46,-38.70,-46.33
10590865,Cntn5,-6.45,-14.43,-3.21
10590888,---,-18.64,-55.30,25.41
10590890,---,63.20,60.21,66.73
10590892,Cep57,-96.53,-98.48,-91.40
10590909,Endod1,-10.47,-9.06,-11.99
10590915,Kdm4d,65.38,82.69,33.03
10590918,Amotl1,-28.44,-12.73,-43.38
10590933,Piwil4,-26.96,-28.14,-25.70
10590957,Fut4,63.50,64.56,62.70
10590962,1700012B09Rik,-9.71,-17.06,-5.54
10590968,Ankrd49,-55.38,-0.17,-90.00
10590972,Mif,95.32,96.16,94.37
10590974,Folr4,-23.15,-26.65,-19.63
10590983,Panx1,62.57,57.33,69.07
10590992,Hephl1,-33.00,-70.72,-13.03
10591009,Med17,38.43,53.47,22.74
10591022,4931406C07Rik,-76.28,-69.40,-81.96
10591035,5830418K08Rik,-88.03,-69.17,-96.58
10591072,Ccdc67,-30.67,-59.48,-15.02
10591087,Mtnr1b,78.81,87.01,68.28
10591090,Fat3,-18.43,-6.33,-40.76
10591092,---,-57.25,-34.46,-80.39
10591094,Fat3,-10.33,-3.12,-21.87
10591110,Fat3,-14.98,-6.82,-27.91
10591112,---,-13.21,-11.69,-15.19
10591114,Fat3,-43.22,-44.87,-41.61
10591116,Fat3,-26.39,-22.61,-31.33
10591118,Fat3,-13.55,-10.21,-18.86
10591120,Fat3,-15.69,-19.36,-12.62
10591123,---,-51.29,-20.19,-96.52
10591125,Fat3,-10.71,-13.11,-8.57
10591127,Fat3,-27.12,-17.44,-42.74
10591129,---,-65.15,-55.71,-73.60
10591131,Fat3,-14.57,-6.27,-32.55
10591135,Fat3,-27.44,-16.79,-47.32
10591139,Naalad2,-28.56,-17.77,-50.22
10591161,Zfp558,-61.29,-85.31,-31.47
10591164,Zfp558,-96.69,-99.76,-79.13
10591169,Muc16,-18.05,-29.58,-11.07
10591177,Olfr24,78.95,89.52,52.28
10591180,Olfr828,78.51,79.88,77.14
10591182,---,62.29,57.82,63.97
10591184,---,4.30,33.51,-5.84
10591186,---,37.76,-33.30,82.04
10591188,Olfr843,-11.02,38.43,-51.84
10591190,Olfr846,77.48,85.61,58.73
10591192,Olfr847,41.98,-16.73,74.73
10591194,Olfr850,-41.10,-51.41,-30.37
10591196,Olfr853,70.18,85.58,26.19
10591198,Olfr854,58.95,82.25,-4.02
10591200,Olfr856-ps1,-7.53,9.12,-33.93
10591203,Olfr860,-2.50,-13.34,16.11
10591205,Olfr862,66.26,45.09,77.61
10591208,Uba52 or 2810422J05Rik,95.32,96.16,94.37
10591210,Olfr866,-16.39,-27.14,-7.34
10591214,Olfr867,61.91,61.96,61.91
10591216,Olfr870,48.20,-10.00,80.10
10591218,---,52.31,58.00,47.38
10591220,Olfr18,81.50,80.26,82.48
10591224,Zfp560,4.02,14.24,-4.23
10591228,Zfp26,-76.06,-79.58,-72.37
10591241,Zfp426,-88.57,-89.96,-86.75
10591253,Zfp266,-87.11,-74.11,-94.05
10591263,Fbxl12 or Ubl5,-40.83,-67.24,-16.43
10591270,Olfm2,-6.35,6.74,-23.07
10591281,Col5a3,48.68,61.71,29.74
10591350,Angptl6 or A230050P20Rik,21.72,68.70,-44.99
10591357,Eif3g,25.78,-9.15,61.48
10591369,Dnmt1,-64.89,-53.14,-75.63
10591412,S1pr2,69.70,65.50,72.88
10591416,---,25.58,71.92,-28.84
10591418,Zglp1,-5.02,-9.57,-0.96
10591423,Fdx1l or Raver1-fdx1l,-16.13,-30.51,-4.48
10591430,Raver1 or Raver1-fdx1l,-0.04,-17.34,23.56
10591446,Tyk2,76.99,72.90,81.07
10591472,Cdc37,52.69,57.17,47.70
10591482,Keap1,56.79,67.21,45.61
10591494,S1pr5,17.04,-6.28,50.24
10591497,Kri1 or Atg4d,63.42,75.30,49.96
10591517,Cdkn2d,18.87,-3.67,40.73
10591522,Ap1m2,-4.53,-4.36,-4.69
10591535,Mir199a-1,0.46,-8.00,11.45
10591537,Tmed1 or Dnm2,6.66,-5.86,19.61
10591544,Yipf2 or Carm1,-56.95,-65.49,-47.13
10591556,Spc24,-21.51,-19.37,-23.75
10591563,Kank2,-44.76,-35.34,-56.47
10591576,Dock6,-66.55,-85.94,-46.37
10591608,Dock6,87.09,88.59,85.66
10591610,Dock6,18.22,27.11,10.23
10591612,Dock6,-55.84,-41.80,-69.43
10591614,Dock6,-73.51,-77.34,-68.85
10591616,Dock6,-68.35,-37.78,-90.72
10591618,Dock6,65.47,53.47,75.42
10591620,Dock6,-22.13,-0.78,-47.40
10591622,Dock6,-14.47,-4.08,-25.80
10591624,Dock6,58.60,62.71,54.43
10591626,Dock6,-93.17,-94.24,-91.99
10591628,Dock6,-52.99,-62.41,-42.69
10591630,Dock6,-61.47,-44.21,-76.99
10591632,Dock6,-40.52,-13.63,-74.52
10591634,Dock6,16.34,36.52,-4.36
10591643,Rab3d,-7.89,-16.79,-0.25
10591653,Tmem205,-48.30,-57.18,-38.60
10591658,2310047B19Rik,-18.87,-59.02,30.40
10591660,Epor,-16.08,-10.57,-24.12
10591668,Rgl3,-15.86,-1.41,-39.67
10591691,Ccdc151,-9.44,-12.14,-6.73
10591706,Elavl3,-10.10,-7.16,-15.26
10591715,Zfp653,41.45,43.06,39.81
10591726,Ecsit,-55.89,-69.76,-38.63
10591735,Elof1,-24.23,-67.74,18.85
10591739,Acp5,10.79,7.31,14.56
10591747,Rpl15,95.32,96.16,94.37
10591749,1810064F22Rik,-39.07,-31.19,-47.93
10591754,Zfp599,-55.10,-0.94,-96.59
10591763,Zfp810,-92.37,-92.07,-92.61
10591773,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,95.32,96.16,94.37
10591777,Gm6607,27.04,-6.15,55.62
10591781,Anln,-63.41,-53.23,-75.28
10591806,Rp9,60.68,-10.62,88.56
10591814,---,62.58,90.59,-7.41
10591816,Dpy19l1,62.87,37.82,81.17
10591844,Dpy19l2,-3.82,-4.31,-3.44
10591853,Tbx20,-26.94,-25.01,-29.23
10591864,---,-12.88,-52.40,35.95
10591867,Rpl41,95.32,96.16,94.37
