Probeset_ID,Gene Symbol,MF PC 480lo,Sample_,Sample_,Sample_
10571601,Pdlim3,-59.29,-69.90,-36.95,-76.87
10571612,Ccdc110,-34.71,-54.73,-62.87,-8.78
10571621,Ufsp2,72.72,78.35,77.15,62.09
10571634,Lrp2bp or Ankrd37,-33.87,-16.82,-35.28,-56.17
10571647,4933411K20Rik,-1.56,8.53,0.94,-16.64
10571653,Actg1 or LOC100862081,-14.76,-12.76,23.84,-53.09
10571655,---,-33.41,-75.52,-33.36,-12.73
10571657,Acsl1,-46.51,-52.06,-40.19,-46.63
10571680,Mlf1ip or Ccdc111,-17.46,-19.29,-0.82,-41.14
10571696,Casp3,71.34,67.11,75.93,69.83
10571705,Irf2,83.67,86.06,81.72,83.49
10571715,Enpp6,-69.14,-85.05,-74.53,-43.86
10571724,---,-16.95,8.43,-45.65,-11.48
10571726,---,34.62,87.90,-7.73,-34.57
10571728,Rwdd4a,-41.80,-46.85,-46.85,-31.44
10571737,AA386476 or Ing2 or LOC100504975,36.23,39.02,19.25,46.90
10571739,Cdkn2aip,6.22,2.38,-6.78,26.95
10571741,---,68.25,68.61,63.45,71.61
10571743,Cldn24,-27.39,-71.68,69.62,-77.55
10571745,Cldn22 or Wwc2,-29.31,-17.91,-29.91,-40.78
10571747,---,-16.86,-4.29,-61.55,-15.83
10571749,---,-23.62,44.66,-81.03,-12.43
10571752,Dctd,-71.50,-81.73,-63.74,-70.05
10571761,---,-49.51,-61.65,-15.25,-74.29
10571763,---,-14.22,-11.03,-3.08,-33.97
10571768,---,-11.15,-13.99,-2.72,-21.36
10571770,---,-8.95,-43.60,10.08,-8.18
10571772,---,-13.65,-38.15,-4.35,-8.03
10571774,Aga,-10.80,1.77,-16.53,-17.35
10571784,---,-7.42,41.90,4.47,-58.78
10571788,Vegfc,-86.18,-66.26,-89.97,-95.84
10571797,Asb5,-55.97,-39.63,-59.02,-70.86
10571808,Spata4,-17.86,-7.52,-15.77,-53.58
10571815,Gpm6a,-85.62,-60.85,-99.52,-77.71
10571824,---,-14.76,-12.76,23.84,-53.09
10571826,---,-13.34,-39.93,26.71,-17.32
10571829,Glra3,-39.01,-40.56,-35.47,-41.63
10571840,Hpgd,-1.32,-0.38,3.83,-5.29
10571849,Fbxo8,7.60,25.50,7.36,-12.04
10571857,---,38.08,41.98,26.96,45.74
10571860,Hand2,-45.27,-50.86,-36.12,-49.33
10571865,Scrg1,-53.53,-44.63,-56.97,-58.11
10571870,Hmgb2,-14.76,-12.76,23.84,-53.09
10571876,Gapdh,-14.76,-12.76,23.84,-53.09
10571878,BC030500,-21.60,-22.52,-8.59,-38.00
10571884,---,11.30,-31.48,54.70,14.59
10571889,---,-67.49,-89.01,-73.86,-28.77
10571891,Aadat,-30.52,-69.43,-19.91,-19.91
10571907,Mfap3l,-35.92,-53.23,-11.37,-48.61
10571911,2700029M09Rik,-53.69,-46.92,-57.31,-56.97
10571920,---,1.81,48.66,-43.34,8.42
10571922,Nek1 or LOC100862552,-63.04,-35.91,-71.08,-74.27
10571958,Sh3rf1,-39.22,-45.15,-49.65,-23.44
10571975,---,-9.86,-6.38,-35.33,12.91
10571978,Cbr4,-48.23,-40.78,-38.38,-60.96
10571984,Ddx60,20.45,27.68,10.34,22.72
10572024,Spock3,-73.32,-56.30,-97.15,-51.38
10572038,Tmem192,45.70,50.80,59.44,26.42
10572046,---,-50.80,-7.07,-56.14,-97.65
10572048,---,-17.89,-21.43,-6.70,-36.84
10572050,March1,31.84,27.54,18.61,51.54
10572064,---,35.88,8.86,9.26,73.30
10572066,Tktl2,-37.52,-38.72,-68.95,-15.70
10572070,Npy1r,-84.54,-76.43,-84.99,-91.10
10572077,Naf1,-86.56,-76.12,-84.46,-93.52
10572083,---,-22.36,-16.25,-10.67,-48.11
10572085,Nat1,-47.37,-70.05,-13.29,-82.77
10572089,Nat2,-18.63,-10.06,-32.30,-13.57
10572095,Nat3,-27.52,10.23,-70.56,-46.10
10572097,Sh2d4a,-36.14,-49.46,-34.05,-27.54
10572109,Ints10,-47.21,-64.14,-37.53,-37.08
10572130,Lpl,69.45,69.51,70.65,67.53
10572146,Atp6v1b2,74.19,74.79,72.11,75.21
10572161,Zfp930,-37.41,-31.96,-26.86,-51.57
10572170,D130040H23Rik,12.49,37.91,-4.83,4.10
10572178,---,1.71,-10.96,-5.90,46.93
10572180,Atp13a1,52.16,51.38,41.76,61.81
10572212,Gmip,60.47,66.64,51.59,63.27
10572235,Lpar2,-39.86,-24.90,-61.56,-34.23
10572241,Pbx4,-37.14,-52.21,-44.33,-16.66
10572251,Tssk6 or Ndufa13,23.29,1.11,72.89,-20.01
10572253,Sugp1,-29.77,-23.64,-4.64,-57.93
10572271,Tm6sf2,-84.33,-86.83,-88.53,-76.13
10572282,Hapln4,-54.93,-56.79,-52.06,-56.32
10572290,Nr2c2ap or Rfxank,-6.33,-9.55,14.57,-23.06
10572301,Mef2b or 2310045N01Rik,26.91,54.37,2.24,18.51
10572318,Tmem161a,-14.31,-45.24,15.97,-11.43
10572332,Sugp2 or Armc6,-9.40,-4.33,-13.12,-10.70
10572345,Homer3 or Ddx49,-0.05,-5.24,-0.22,8.21
10572357,Cope,71.63,76.75,73.54,63.02
10572368,Gdf1 or Lass1,-71.97,-57.34,-94.58,-53.30
10572378,Comp,-36.45,-32.24,-42.98,-33.97
10572398,Crlf1,-35.73,-41.06,-63.45,-13.63
10572408,Fkbp8,32.43,38.09,46.04,16.91
10572419,Ell,44.65,42.41,50.13,40.23
10572432,Isyna1,34.46,36.92,32.33,34.35
10572445,Lrrc25,70.93,72.44,70.93,69.88
10572449,Lsm4,50.48,41.36,58.12,51.35
10572456,Jund,48.73,57.41,51.69,31.50
10572461,Gm16486,-18.15,-17.72,-42.42,2.76
10572466,Pde4c,-50.83,-72.25,-52.02,-30.22
10572485,Rab3a,-67.86,-73.02,-50.20,-80.61
10572497,Il12rb1,-22.43,-22.43,-44.29,-10.00
10572514,---,21.25,35.13,11.11,19.35
10572516,Mtap1s,91.40,93.11,91.73,89.77
10572525,---,-19.64,-73.89,67.15,-40.01
10572527,4930467E23Rik or Gm15319,-14.76,-12.76,23.84,-53.09
10572533,Myo9b or Haus8,91.12,93.78,90.10,87.73
10572580,Use1,-9.70,-9.26,-5.18,-15.12
10572591,Ocel1,35.15,12.69,44.81,46.97
10572596,5430437P03Rik,38.32,31.45,49.36,35.00
10572605,Ankle1,-10.45,-40.83,-2.52,13.08
10572613,Mrpl34,-47.45,-61.57,-37.78,-42.72
10572616,Dda1,53.76,46.49,61.03,53.45
10572622,Gtpbp3 or LOC100862531,22.13,2.36,39.31,23.37
10572635,Sfn,-62.70,-51.16,-69.24,-68.46
10572637,Fam125a,-16.23,-27.77,-1.00,-18.18
10572647,Slc27a1,-18.34,-7.94,-18.32,-30.16
10572663,Pgls or LOC100861739,50.67,66.93,35.54,46.77
10572669,Fam129c,-52.38,-84.40,-40.71,-32.20
10572679,Glt25d1,94.02,94.75,94.12,92.93
10572693,Jak3 or Insl3,8.93,14.66,2.75,8.32
10572722,---,58.14,45.15,72.88,51.84
10572724,Zfp709,71.53,72.28,85.63,47.57
10572727,Zfp882,-43.95,-44.95,-60.13,-25.76
10572730,Zfp617,33.62,17.02,77.24,-8.63
10572733,Zfp961,-48.57,-30.53,-60.66,-51.95
10572739,---,-49.86,-37.94,-67.43,-44.25
10572741,Olfr372,-10.60,-26.62,-10.84,8.37
10572743,Olfr373,8.67,-44.97,-37.35,85.95
10572745,Olfr374,6.60,-31.85,42.80,18.95
10572747,Tpm4,54.89,54.91,57.16,52.97
10572755,---,-17.90,-14.46,-27.71,-13.21
10572757,Rab8a,47.03,50.40,47.51,42.98
10572772,Hsh2d,-14.16,-18.63,-30.98,-2.49
10572779,Fam32a,-21.59,-13.71,-34.76,-16.98
10572786,Ap1m1,71.25,69.50,77.31,66.61
10572800,Klf2,98.31,97.20,99.53,97.61
10572804,1700030K09Rik,-32.60,-43.81,-48.47,-7.23
10572813,Usmg5,-14.76,-12.76,23.84,-53.09
10572815,Tmem38a or Nwd1,-60.90,-72.71,-59.59,-50.19
10572838,Sin3b,42.07,50.67,29.31,46.39
10572861,F2rl3,-16.76,-23.25,-47.33,19.63
10572865,Isx,-35.42,-56.52,-39.40,-18.32
10572870,Hmgxb4,-47.93,-41.93,-31.74,-68.60
10572880,Tom1,-14.76,-12.76,23.84,-53.09
10572897,Hmox1,86.24,86.62,87.34,83.99
10572906,Mcm5,15.62,10.52,24.34,11.21
10572928,Rasd2,-33.19,-46.89,-23.82,-32.11
10572932,Naa20,-14.76,-12.76,23.84,-53.09
10572934,1700007B14Rik,-41.39,-46.11,-72.57,-18.17
10572949,Nr3c2,-90.88,-95.27,-76.04,-95.57
10572958,---,-73.62,-67.93,-60.36,-88.88
10572960,0610038B21Rik or Arhgap10,-43.42,-32.73,-61.31,-36.85
10572962,Prmt10,40.01,61.62,38.16,19.95
10572975,Ttc29,-74.70,-90.06,-93.08,-31.51
10572989,Slc10a7,33.15,46.21,44.88,9.06
10573008,Zfp827,-90.77,-97.03,-84.69,-86.99
10573027,Otud4,-36.95,-42.76,-30.43,-37.37
10573048,Anapc10,-11.87,21.26,-11.92,-50.25
10573054,Gypa,-41.16,-29.82,-67.27,-35.83
10573066,Frem3,-1.42,-75.25,50.07,47.03
10573075,---,77.16,58.46,89.34,71.78
10573077,Usp38,35.39,30.79,49.56,26.87
10573082,Inpp4b,-56.85,-52.84,-57.74,-59.60
10573110,---,-39.22,-47.81,-60.93,-8.99
10573112,---,-71.86,-52.77,-93.96,-52.31
10573115,Rnf150,75.71,75.63,82.44,64.79
10573128,Tbc1d9,42.93,42.82,43.41,42.33
10573152,Ucp1,-31.72,-20.65,-31.80,-48.59
10573160,4933434I20Rik,-47.32,-84.75,-32.39,-30.26
10573172,Clgn,-44.54,-64.49,-42.96,-30.95
10573190,Olfr370,-6.61,-6.85,-18.92,8.92
10573194,Ndufb7,65.67,57.32,75.92,62.02
10573198,Dnajb1,60.94,46.82,62.28,70.20
10573203,Gipc1,28.93,39.99,23.88,20.49
10573210,Ptger1 or Pkn1,31.47,35.82,27.65,28.61
10573217,Ddx39,5.68,0.86,11.45,5.88
10573232,---,23.32,26.95,-11.46,52.73
10573234,Lphn1,-95.40,-88.48,-99.70,-91.29
10573261,Asf1b,16.23,16.12,25.13,5.54
10573266,Prkaca or Samd1,-19.09,-8.87,-12.88,-35.21
10573281,1700067K01Rik,44.34,65.11,58.19,-4.97
10573288,Palm3,-0.85,-1.14,-31.04,38.13
10573295,Rfx1,18.46,35.98,-3.61,19.97
10573317,Mir709,7.64,27.22,22.69,-18.46
10573319,Podnl1,-58.25,-42.88,-76.62,-54.98
10573332,4930432K21Rik,-74.80,-64.42,-97.30,-37.78
10573342,Mir23a,85.08,76.74,86.78,88.99
10573344,Mir27a,82.42,85.01,82.35,79.99
10573346,Mir24-2 or Mir3074-2,86.72,91.29,79.11,86.97
10573348,Cacna1a,-62.66,-64.22,-78.81,-46.53
10573401,Trmt1,13.15,14.49,18.26,6.25
10573419,Lyl1,81.38,84.47,81.85,78.48
10573427,Nfix,35.80,38.03,16.64,49.48
10573430,Gadd45gip1 or Rad23a,-49.15,-71.98,-42.61,-31.73
10573434,Farsa,5.72,25.00,1.32,-6.47
10573451,Syce2,-24.35,-24.41,-21.11,-28.02
10573457,Klf1,-32.42,-49.44,-51.12,-11.86
10573461,Dnase2a or Mast1,66.13,65.88,69.47,61.80
10573472,Rtbdn,3.73,24.41,-14.37,25.34
10573483,Prdx2,-27.12,-32.32,-30.21,-19.52
10573490,Hook2,-35.54,-24.68,-56.31,-28.97
10573515,2310036O22Rik,-20.61,-27.66,-5.97,-29.23
10573519,Tnpo2,-10.48,2.86,-14.07,-20.48
10573549,Fbxw9,-65.67,-54.11,-86.69,-51.10
10573566,Dhps or Wdr83,20.89,27.89,25.41,8.32
10573578,BC056474 or Gm2573 or Gm13770 or Wdr83,-59.68,-65.67,-71.11,-39.07
10573583,Man2b1,96.02,96.66,95.64,95.53
10573610,Gm6531,11.01,54.23,24.44,-42.90
10573613,Olfr371,6.58,-5.79,-6.13,34.79
10573615,Orc6,-23.09,-24.23,-8.94,-38.98
10573624,4921524J17Rik,-37.97,-56.46,-29.27,-29.91
10573626,Gpt2,-57.84,-71.83,-42.94,-59.55
10573637,Phkb,-62.50,-63.49,-41.34,-74.60
10573673,---,-2.18,-14.57,5.99,11.11
10573675,Lonp2,-51.32,-66.97,-45.01,-40.84
10573691,Gm10638 or Siah1a,15.25,-1.08,0.41,42.21
10573693,Rps13 or Gm15483 or Gm6834,-14.76,-12.76,23.84,-53.09
10573696,4933402J07Rik,-48.27,-15.86,-71.79,-72.90
10573703,Tmem188,19.63,32.91,22.68,3.49
10573713,Heatr3,-4.53,-2.77,14.29,-23.41
10573731,---,-51.07,-51.83,-59.57,-41.17
10573733,Papd5,-12.73,-5.65,-18.99,-13.28
10573747,Adcy7,97.83,97.36,97.78,98.42
10573779,Nkd1,-68.73,-66.15,-79.87,-58.71
10573790,Nod2,-0.09,-0.57,17.28,-3.17
10573803,Cyld,44.53,50.81,39.12,43.13
10573821,Rps6,-14.76,-12.76,23.84,-53.09
10573823,Chd9,55.35,67.38,52.89,45.95
10573865,Gm3579,-14.76,-12.76,23.84,-53.09
10573867,Rbl2,67.12,71.62,67.21,62.21
10573893,Fto,-20.66,-15.90,-18.78,-27.61
10573903,Irx3,-4.18,-86.96,63.60,40.79
10573908,---,-6.52,-24.14,15.87,-4.17
10573910,Irx5,-71.73,-54.22,-56.89,-92.58
10573916,Irx6,-36.45,-51.49,-35.33,-22.58
10573924,Mmp2,-88.22,-94.16,-72.51,-94.55
10573939,Lpcat2,23.36,2.25,6.61,50.51
10573954,Capns2,-32.49,-58.34,-34.61,-14.17
10573956,Slc6a2,-39.48,-50.87,-53.10,-17.20
10573975,Ces5a,-4.58,-2.63,-6.77,-4.90
10573979,Gnao1,-67.10,-76.99,-69.15,-56.61
10573996,Amfr,2.69,-2.90,3.68,11.10
10573998,Ogfod1,-45.91,-40.19,-54.01,-42.74
10574013,Mt4,-36.08,-51.54,-56.48,-12.97
10574018,Mt3,-59.38,-61.55,-71.00,-45.49
10574023,Mt2,-30.79,-40.94,-7.98,-39.10
10574027,Mt1,43.91,39.06,57.94,33.69
10574033,Nup93,-19.72,-22.49,-8.31,-29.79
10574057,Mir138-2,-48.50,-72.00,-41.43,-29.87
10574059,Slc12a3,-42.68,-42.04,-63.20,-26.13
10574087,Herpud1,66.27,65.84,65.31,67.43
10574096,Ap3s1,-14.76,-12.76,23.84,-53.09
10574098,Nlrc5,36.69,36.30,24.69,47.82
10574100,Nlrc5,11.18,14.74,-7.61,27.28
10574102,Nlrc5,26.04,30.75,-0.30,39.06
10574104,Nlrc5,20.96,22.16,3.26,33.75
10574133,Nlrc5,1.14,-1.33,-3.31,20.58
10574135,Nlrc5,24.48,32.48,10.67,28.81
10574137,Nlrc5,22.77,29.17,4.02,31.82
10574139,Nlrc5,17.17,19.27,3.49,25.90
10574141,Nlrc5,-0.97,-1.30,-13.74,24.07
10574143,Nlrc5,-2.32,4.98,-7.71,-1.47
10574145,Nlrc5,37.98,39.96,29.84,42.72
10574147,---,13.62,21.91,-11.62,35.38
10574149,Nlrc5,51.56,53.01,41.19,59.16
10574151,Nlrc5,13.02,18.93,-4.04,25.41
10574153,Nlrc5,5.96,11.04,-13.21,29.78
10574155,Nlrc5,9.45,12.00,-1.54,18.83
10574157,Nlrc5,31.34,33.02,18.35,41.98
10574159,Nlrc5,11.92,13.41,-2.92,28.12
10574161,Nlrc5,-0.56,-2.76,-8.80,24.69
10574163,Nlrc5,20.31,23.73,-3.46,38.29
10574166,Cpne2,10.33,9.83,18.95,1.99
10574184,Rspry1,66.86,81.67,63.25,51.72
10574204,Arl2bp,23.72,25.88,37.59,10.19
10574213,Ccl22,-60.82,-64.69,-68.98,-48.75
10574220,Cx3cl1,-91.66,-95.09,-82.19,-93.52
10574226,Ccl17,-21.16,-17.12,-25.95,-20.77
10574230,---,-26.48,-64.63,1.95,-17.45
10574232,Coq9 or LOC640856,-53.93,-57.11,-58.91,-45.69
10574242,Polr2c or Dok4,-12.47,2.95,-51.31,16.14
10574246,Gpr114,19.70,16.12,20.90,22.24
10574259,Gpr56,-92.64,-93.88,-93.97,-90.06
10574276,Gpr97,-53.52,-60.19,-59.22,-41.90
10574288,Ccdc135,-55.61,-41.67,-45.02,-80.13
10574308,Katnb1,-45.78,-37.82,-57.88,-39.14
10574330,Tepp,-27.49,-62.88,-2.22,-19.58
10574342,AA960436,91.25,89.66,90.45,92.91
10574350,Mmp15,-84.89,-84.23,-93.86,-73.07
10574365,Ccdc113,-40.93,-34.65,-30.60,-61.08
10574375,---,27.91,-23.61,36.64,65.44
10574378,Gins3,-20.02,-9.86,-13.86,-36.69
10574384,Ndrg4,-75.05,-88.39,-63.60,-68.75
10574404,Setd6,-26.51,-18.67,-24.32,-36.02
10574410,Cnot1 or 4930513N10Rik,-42.19,-38.87,-34.19,-53.83
10574412,Sap18 or Gm10094,28.09,16.01,53.14,11.94
10574415,---,15.72,25.52,-5.83,30.93
10574417,---,-33.32,-24.72,-72.29,-7.64
10574421,Gm10632,-18.62,-11.38,-69.93,19.42
10574423,---,13.01,55.95,-50.19,33.14
10574427,Impdh2,-23.12,-43.16,-7.06,-23.19
10574429,---,-39.64,-57.84,-25.61,-32.30
10574432,---,-14.76,-12.76,23.84,-53.09
10574434,---,-14.76,-12.76,23.84,-53.09
10574436,Khdrbs1,36.07,47.27,42.34,16.10
10574438,Cdh5,-78.22,-72.64,-95.43,-55.05
10574451,Bean1,-24.17,-45.18,-23.09,-8.60
10574456,Cklf,54.85,62.04,48.53,51.88
10574464,Cmtm2b,-27.92,-52.10,-30.56,-12.16
10574471,Cmtm3,93.37,94.23,91.52,93.89
10574478,Dync1li2,37.48,31.61,-7.76,73.51
10574480,Car7,-44.20,-71.34,-34.78,-28.21
10574488,Pdp2,-22.32,-2.48,-18.37,-45.10
10574492,---,-22.52,-35.05,-47.17,10.19
10574498,Ces2a,-66.72,-76.07,-96.85,-24.99
10574508,4932416K20Rik,27.68,-20.90,61.83,37.07
10574511,Ces2b,-50.98,-42.31,-77.99,-36.98
10574524,Ces2c,-36.91,-24.12,-25.98,-70.63
10574532,Ces2d-ps or Ces2c or Ces2b,-66.56,-68.28,-57.89,-73.15
10574545,Ces2e,-65.55,-60.93,-90.80,-42.93
10574560,Ces2f,-75.64,-91.39,-91.68,-37.46
10574572,Ces2g,-55.56,-50.15,-64.06,-52.72
10574584,---,-19.14,-69.70,-7.43,27.30
10574595,---,-5.37,-5.95,14.41,-26.49
10574598,Ces3a,-28.66,-40.81,-33.79,-16.17
10574607,Ces3b,-26.10,-32.65,-60.00,-6.76
10574617,Ces4a,-10.65,-18.13,-15.42,-2.43
10574632,Cbfb,88.10,87.95,91.66,83.81
10574641,D230025D16Rik,2.90,8.93,1.52,-1.40
10574656,Fbxl8,46.83,45.06,35.18,57.61
10574659,Hsf4,-28.99,-27.11,-52.62,-8.95
10574676,Nol3 or 4931428F04Rik,-62.60,-67.91,-68.49,-50.78
10574682,E2f4,-9.28,1.78,-11.99,-16.71
10574694,Elmo3,-78.10,-89.61,-53.18,-86.52
10574718,Tmem208 or Fhod1,69.61,71.00,75.55,59.94
10574727,Slc9a5,-62.90,-57.05,-82.23,-44.64
10574743,Plekhg4,21.92,10.34,42.07,4.73
10574765,Lrrc36,-47.13,-50.38,-53.28,-38.67
10574780,Hsd11b2,-34.80,-46.72,-72.90,-7.62
10574789,Fam65a,-30.68,-38.10,-28.92,-25.35
10574812,Ctcf,-6.32,0.39,-4.76,-14.58
10574825,Rltpr,-39.61,-47.56,-45.60,-28.69
10574866,Pard6a,-17.27,-31.69,-19.54,-0.53
10574872,4933405L10Rik,-37.29,-26.02,-23.29,-61.42
10574880,Tsnaxip1,-49.73,-56.59,-52.62,-40.93
10574897,Thap11,72.19,66.04,75.61,73.45
10574899,Nutf2,-48.36,-32.30,-36.43,-76.26
10574903,Edc4,22.04,21.93,12.56,31.62
10574934,Nrn1l or Edc4,-25.23,-23.98,-33.29,-19.51
10574939,Pskh1,-12.60,-28.23,7.33,-17.57
10574944,Dus2l,-23.26,-40.61,-9.69,-18.63
10574962,Nfatc3,-3.23,-3.42,9.83,-14.61
10574976,Pla2g15,84.92,82.37,86.00,86.34
10574985,Slc7a6,-23.99,-22.82,-29.36,-18.58
10574996,Prmt7,-65.04,-74.30,-63.54,-57.19
10575019,Gm10629,-23.05,-37.42,-31.68,-6.77
10575021,Zfp90,57.64,56.51,48.56,66.11
10575029,---,-46.45,39.02,-87.12,-67.41
10575034,Cdh3,-50.03,-52.23,-72.45,-29.30
10575052,Cdh1,-70.84,-61.96,-72.78,-76.93
10575074,Tmco7,-18.17,-18.95,-14.61,-21.47
10575095,Has3 or Chtf8,-28.39,-47.24,-15.16,-26.61
10575102,Cirh1a,-78.63,-79.53,-66.97,-85.68
10575120,Sntb2,-23.55,-37.03,-9.31,-23.96
10575129,Vps4a,28.12,53.02,16.33,10.04
10575142,Cog8 or Pdf,-0.05,41.83,-0.17,-34.10
10575144,Nip7,-10.56,-28.02,2.11,-6.85
10575151,---,-0.98,-6.06,-35.59,47.95
10575153,Cyb5b,2.25,0.15,2.32,4.62
10575160,Nfat5,-29.55,-20.16,-28.34,-40.29
10575184,Wwp2,62.21,63.11,67.07,56.01
10575209,A430107J10Rik,32.20,56.45,5.37,28.48
10575211,Mir140,6.73,3.81,-7.06,29.12
10575213,Zfhx3,45.96,49.19,45.42,43.11
10575227,Pmfbp1,-32.00,-74.91,-32.19,-9.99
10575249,Txnl4b,-52.69,-45.06,-45.64,-66.24
10575255,Pkd1l3 or 2400003C14Rik,-35.49,-72.51,-64.94,28.73
10575291,Zfp821,-93.08,-86.49,-91.12,-97.99
10575302,Ap1g1,40.86,39.22,36.18,47.02
10575326,---,35.24,66.48,-3.11,34.01
10575328,Phlpp2,-27.54,-32.42,-29.47,-21.14
10575349,Tat,-43.57,-42.27,-62.25,-29.09
10575363,Zfp612,-77.66,-98.26,-74.94,-46.67
10575369,---,43.23,-0.53,31.90,76.75
10575376,Ftsjd1,-26.37,-43.75,-12.63,-28.13
10575380,Hydin,-38.51,-56.69,-57.41,-15.01
10575473,Gm9558,27.85,27.23,66.07,-13.62
10575476,Vac14,54.66,52.44,62.21,50.24
10575497,Mtss1l,-66.38,-64.39,-81.13,-54.53
10575512,Cog4,-51.76,-59.79,-50.08,-45.21
10575534,St3gal2,-10.94,-8.97,-9.12,-15.45
10575548,---,15.92,30.38,-18.42,48.74
10575550,Aars or Exosc6,-53.36,-62.77,-46.57,-50.63
10575578,Pdpr,8.62,18.40,13.54,-8.25
10575596,---,-14.33,-18.47,-21.83,-3.95
10575598,Znrf1,-75.24,-74.65,-84.29,-63.00
10575609,Zfp1,-81.00,-70.99,-64.13,-96.10
10575616,Gabarapl2,-51.78,-57.06,-32.27,-66.45
10575619,Terf2ip,-47.67,-58.79,-42.83,-41.74
10575628,---,-66.68,-67.18,-67.22,-65.51
10575630,Cntnap4,-51.32,-62.63,-36.13,-57.12
10575657,Gm10280,-7.09,-31.58,22.59,-3.69
10575662,Mon1b or Syce1l,54.10,34.21,51.84,70.79
10575672,Syce1l or Mon1b,27.85,44.05,56.41,-16.58
10575685,Nudt7,-22.21,-17.10,-24.78,-25.51
10575693,Vat1l,-51.17,-67.60,-40.90,-47.53
10575702,Clec3a,-30.35,-24.53,-44.37,-25.05
10575706,Wwox,-24.39,-15.25,-37.37,-20.30
10575719,---,-1.12,-68.71,72.41,4.48
10575725,Dynlrb2,-26.19,-20.97,-53.02,-14.86
10575733,Cenpn,-19.72,-25.05,-16.46,-18.10
10575745,Atmin,60.71,61.11,72.82,44.88
10575750,Bcmo1,-38.62,-41.25,-36.04,-38.27
10575763,Gan,32.02,38.01,20.25,37.39
10575775,4933407C03Rik,57.34,60.75,53.27,58.12
10575777,4933407C03Rik,49.20,52.41,46.97,48.46
10575799,Plcg2,96.17,96.12,97.46,94.64
10575833,Hsd17b2,-68.11,-57.32,-95.06,-41.25
10575840,Gm10617,-29.49,-76.41,13.37,-15.46
10575842,---,-12.58,-13.01,2.16,-28.85
10575844,Cdh13,-79.46,-72.41,-90.10,-73.99
10575861,Hsbp1,6.31,10.42,12.30,-4.16
10575867,Mlycd,-20.59,-25.60,-9.74,-29.71
10575873,Osgin1,-60.63,-69.33,-56.25,-56.16
10575880,Necab2,-61.05,-31.63,-48.53,-93.99
10575894,Lrrc50 or Taf1c,-40.98,-36.12,-49.27,-38.04
10575909,Adad2,35.01,-8.72,28.60,72.07
10575917,Wfdc1,-67.84,-73.49,-55.78,-73.75
10575926,Atp2c2,-62.32,-71.00,-69.05,-45.52
10575955,Klhl36,90.87,91.74,93.74,83.85
10575961,Usp10,-68.58,-71.85,-64.27,-70.28
10575976,Crispld2,-83.60,-81.60,-96.85,-61.29
10575993,6430548M08Rik,65.30,64.92,69.50,61.91
10576010,Gse1 or Gins2,-18.24,-8.79,-34.13,-12.94
10576027,Gm10614,-45.08,-30.84,-40.33,-63.10
10576029,Cox4i1,-18.00,-21.47,-17.44,-14.56
10576034,Irf8,-6.55,-17.37,-14.69,11.78
10576046,Foxf1,-61.48,-46.21,-79.45,-57.01
10576049,Foxf1,-91.94,-88.87,-99.09,-75.95
10576051,Foxc2,-44.48,-54.58,-64.81,-21.95
10576054,Foxl1,41.67,64.79,-29.37,71.64
10576056,Map1lc3b,-14.76,-12.76,23.84,-53.09
10576062,Jph3,-57.49,-75.06,-79.46,-21.23
10576070,Car5a or BC048644,-11.26,16.32,-19.49,-25.43
10576073,Banp,17.76,31.64,-3.14,21.02
10576088,Gm22,-32.24,-36.98,-55.71,-5.70
10576090,Zfpm1,-89.64,-74.93,-98.76,-84.64
10576101,Zc3h18,7.98,17.63,-7.02,12.68
10576115,Il17c,32.04,23.13,-8.74,65.47
10576118,9330133O14Rik,70.94,63.42,45.36,86.49
10576124,Ctu2,4.31,-0.28,17.50,-4.44
10576140,Cdt1,0.76,-3.05,12.71,-3.69
10576152,Trappc2l,-3.69,-14.03,5.28,-2.67
10576158,Cbfa2t3,36.61,34.36,29.64,44.97
10576160,Acsf3,-59.64,-50.34,-57.32,-70.41
10576173,---,6.04,37.24,-12.12,3.45
10576175,Cdh15,-50.87,-79.70,-59.25,-20.51
10576189,Ankrd11,-4.99,-9.44,7.05,-9.63
10576191,Spg7,11.73,24.83,14.40,-5.05
10576210,Rpl13 or Gm10071,-14.76,-12.76,23.84,-53.09
10576216,Snord68 or Rpl13 or Gm10071,28.86,39.78,33.88,13.47
10576218,Cpne7,-36.19,-41.76,-42.21,-27.10
10576235,Dpep1,-48.22,-59.96,-29.64,-60.75
10576246,Rps12,-14.76,-12.76,23.84,-53.09
10576249,4732415M23Rik,-58.68,-88.32,-28.88,-46.65
10576258,Cdk10,-14.76,-12.76,23.84,-53.09
10576274,Zfp276,94.15,97.82,91.38,92.67
10576288,Spire2,-67.85,-80.62,-73.94,-46.72
10576305,Tcf25,-14.17,-2.41,-6.23,-33.09
10576328,Mc1r,-15.51,-11.87,-2.81,-33.68
10576332,Tubb3,-38.65,-38.47,-33.55,-44.57
10576335,Def8,78.41,74.95,80.45,79.85
10576354,Afg3l1,38.58,39.51,44.63,31.07
10576373,Gas8,-47.98,-49.63,-36.06,-58.42
10576386,Rhou,-70.21,-70.52,-82.04,-57.90
10576391,Rab4a,-98.87,-99.87,-98.77,-96.91
10576401,1700054N08Rik,-30.12,-67.68,-50.38,42.59
10576403,Urb2,-40.82,-32.07,-37.42,-53.24
10576413,---,-10.51,-2.07,-1.25,-29.27
